SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,3394.75,3394.75,3307.8,3322.4,3337.45,3343.95,952,5407,18066433,,INE117A01022,27-Mar-23,,
500003,AEGIS LOGIS ,A ,Q,401.25,401.25,375.35,380.15,377,397.4,2209,43921,17107451,,INE208C01025,27-Mar-23,,
500008,AMAR RAJA BA,A ,Q,560.35,567.9,553.7,557.2,560.1,562.7,755,7770,4358937,,INE885A01032,27-Mar-23,,
500009,A.SARABHAI  ,X ,Q,22,22.5,21.5,21.5,21.5,22.02,269,131360,2853167,,INE432A01017,27-Mar-23,,
500010,HDFC        ,A ,Q,2560.15,2578.3,2551.9,2563,2556,2563.55,8179,69794,179288146,,INE001A01036,27-Mar-23,,
500012,ANDHRA PETRO,X ,Q,51.45,52.4,48.51,48.76,48.76,51.43,1367,170449,8492161,,INE714B01016,27-Mar-23,,
500013,ANSAL INFRAS,T ,Q,11.39,11.39,11.39,11.39,11.39,11.98,1,1000,11390,,INE436A01026,27-Mar-23,,
500014,UTIQUE      ,X ,Q,4.5,4.64,4.4,4.44,4.4,4.49,115,11942,53981,,INE096A01010,27-Mar-23,,
500016,ARUNAHTEL   ,X ,Q,13.39,13.39,12.95,12.96,12.96,12.89,8,772,10022,,INE957C01019,27-Mar-23,,
500020,BOM DYEING  ,B ,Q,59.02,59.02,55.05,55.31,55.31,59.02,1152,119129,6761313,,INE032A01023,27-Mar-23,,
500023,ASIANHOTNR  ,B ,Q,71,78.43,71,71.68,72.85,70.45,992,59277,4443081,,INE363A01022,27-Mar-23,,
500027,ATUL LTD.   ,A ,Q,6930,7036,6904.1,6974.55,7013.5,6926.7,607,1343,9378695,,INE100A01010,27-Mar-23,,
500028,ATV PROJECTS,XT,Q,7.49,7.8,7.12,7.17,7.15,7.45,69,11813,87925,,INE447A01015,27-Mar-23,,
500031,BAJAJ ELECT.,A ,Q,1132.7,1132.7,1074.7,1102.15,1102.15,1104.55,472,1655,1805153,,INE193E01025,27-Mar-23,,
500032,BAJAJHIND   ,A ,Q,12.75,12.75,12.01,12.06,12.06,12.64,2899,1904595,23401843,,INE306A01021,27-Mar-23,,
500033,FORCE MOTR  ,B ,Q,1138.9,1139.05,1104.1,1122,1121,1139.35,612,3842,4307917,,INE451A01017,27-Mar-23,,
500034,BAJFINANCE  ,A ,Q,5681.05,5725,5585,5592.85,5592.85,5650.65,9559,48665,274299693,,INE296A01024,27-Mar-23,,
500038,BALRAM.CHINI,A ,Q,362.05,372.8,362.05,364.05,364.05,368.25,815,30164,11045059,,INE119A01028,27-Mar-23,,
500039,BANCO PROD. ,B ,Q,227.05,227.05,218,219.7,218.5,227.85,799,16551,3653224,,INE213C01025,27-Mar-23,,
500040,CENTURY TEXT,A ,Q,643.25,643.25,608.5,615.95,610,623.1,1294,12247,7534731,,INE055A01016,27-Mar-23,,
500041,BANNARI AMAN,B ,Q,2655,2704.4,2655,2698.35,2695.55,2727.5,30,131,352472,,INE459A01010,27-Mar-23,,
500042,BASF INDIA  ,A ,Q,2238.25,2287,2238.25,2265.3,2265.3,2286.3,404,2163,4889111,,INE373A01013,27-Mar-23,,
500043,BATA INDIA  ,A ,Q,1417.05,1418.65,1384,1399.75,1399.75,1417.85,1921,25809,36150272,,INE176A01028,27-Mar-23,,
500048,BEML LTD    ,A ,Q,1275.05,1285,1230,1249.05,1246.9,1274.3,577,3710,4634468,,INE258A01016,27-Mar-23,,
500049,BHARAT ELECT,A ,Q,93.59,93.59,91.44,91.75,91.75,91.42,4256,578833,53526486,,INE263A01024,27-Mar-23,,
500052,BHANSALI ENG,A ,Q,91.4,92.4,87.15,90.65,90.65,92.9,2578,112893,10221884,,INE922A01025,27-Mar-23,,
500058,BIHAR SPONGE,XT,Q,8.45,8.97,8.25,8.45,8.25,8.59,63,10141,86566,,INE819C01011,27-Mar-23,,
500059,BINANI IND. ,B ,Q,36.49,36.49,33.03,33.03,33.03,34.76,1148,522433,18833255,,INE071A01013,27-Mar-23,,
500060,BIRLACABLE  ,B ,Q,124.95,125.4,123.25,124.7,124.9,123.8,125,1324,164695,,INE800A01015,27-Mar-23,,
500067,BLUE STAR   ,A ,Q,1430,1444.9,1399.65,1407.45,1409.65,1427.55,531,1956,2783591,,INE472A01039,27-Mar-23,,
500068,DISA INDIA  ,X ,Q,8000,8093.95,7915.5,7923,7923,7950,8,16,127983,,INE131C01011,27-Mar-23,,
500069,QUESTCAP    ,X ,Q,230,230,225,228.15,230,230,24,9364,2123622,,INE418C01012,27-Mar-23,,
500074,BPL LTD.    ,B ,Q,53.5,53.5,51,51.75,51.5,53.28,162,14818,774288,,INE110A01019,27-Mar-23,,
500078,OAL         ,B ,Q,349.35,350.15,342.75,343.05,343.15,350.1,141,1472,508796,,INE959C01023,27-Mar-23,,
500083,CENTURY EXT ,B ,Q,8.5,8.64,8.37,8.4,8.4,8.64,96,6386,54409,,INE281A01026,27-Mar-23,,
500084,CESC LTD.   ,A ,Q,66.93,67.27,62.25,64.59,64.7,66.86,4017,310010,20327534,,INE486A01021,27-Mar-23,,
500085,CHAMBAL FERT,A ,Q,261.65,263.55,253.7,254.75,254.9,261.65,1169,35523,9207642,,INE085A01013,27-Mar-23,,
500086,EXIDE IND.  ,A ,Q,175.1,175.55,172.05,172.5,172.5,175.2,1342,44128,7643397,,INE302A01020,27-Mar-23,,
500087,CIPLA LTD.  ,A ,Q,885,890.95,876.3,889.45,889.45,877,3146,68392,60489446,,INE059A01026,27-Mar-23,,
500089,DIC INDIA   ,B ,Q,380.8,389,378.95,383.65,380.6,385.35,20,389,150871,,INE303A01010,27-Mar-23,,
500092,CRISIL LTD  ,A ,Q,3006.05,3115.75,3006.05,3108.35,3086.55,3037.8,610,1493,4594727,,INE007A01025,27-Mar-23,,
500093,CGPOWER     ,A ,Q,286.2,292,284.4,287.3,288.9,288.85,2989,88159,25290532,,INE067A01029,27-Mar-23,,
500096,DABUR (I)   ,A ,Q,530.05,545.55,530.05,541.5,541.1,536.25,1116,18935,10246620,,INE016A01026,27-Mar-23,,
500097,DALMIASUG   ,A ,Q,313,318.65,312.8,317.1,317.1,317.3,417,6798,2146350,,INE495A01022,27-Mar-23,,
500101,ARVIND Ltd  ,A ,Q,81.42,82.96,80.05,80.4,80.4,82.69,1195,60830,4931824,,INE034A01011,27-Mar-23,,
500102,BALARPUR IND,Z ,Q,0.65,0.68,0.64,0.64,0.64,0.67,162,708021,454190,,INE294A01037,27-Mar-23,,
500103,BHEL        ,A ,Q,71.93,72.33,70.65,71.05,71.1,71.86,2970,689860,49133647,,INE257A01026,27-Mar-23,,
500104,HIND.PETRO  ,A ,Q,237.35,242.35,235.2,236.45,236.45,238.9,1948,82274,19723717,,INE094A01015,27-Mar-23,,
500106,IFCI LTD    ,A ,Q,9.77,9.85,9.35,9.41,9.41,9.77,1066,1484966,14095922,,INE039A01010,27-Mar-23,,
500108,MAHA.TELE   ,B ,Q,18,18.28,16.96,17.16,17.16,18.29,2092,496759,8807729,,INE153A01019,27-Mar-23,,
500109,MRPL        ,A ,Q,52.5,52.5,50.05,50.8,50.8,52.62,2191,342836,17591810,,INE103A01014,27-Mar-23,,
500110,CHENNAI PET.,A ,Q,243.9,243.9,228.35,231,231,243.3,2168,105423,24909884,,INE178A01016,27-Mar-23,,
500111,REL.CAP.    ,T ,Q,8.42,8.72,8.42,8.42,8.42,8.86,420,145845,1231040,,INE013A01015,27-Mar-23,,
500112,STATE BANK  ,A ,Q,507.1,514,501.85,510,510,505.6,16029,750504,382118892,,INE062A01020,27-Mar-23,,
500113,STEEL AUTH. ,A ,Q,82.2,82.85,80.9,81.15,81.15,82.4,7938,1769924,145009958,,INE114A01011,27-Mar-23,,
500114,TITAN       ,A ,Q,2475,2510,2467.45,2494.9,2494,2492.95,2679,15592,38929101,,INE280A01028,27-Mar-23,,
500116,IDBI BANK L ,A ,Q,46.16,46.26,44.45,44.79,44.74,46.52,2621,708885,32151939,,INE008A01015,27-Mar-23,,
500117,DCW LTD.    ,B ,Q,42.5,43.03,40,40.81,40.81,42.86,1495,208311,8761881,,INE500A01029,27-Mar-23,,
500119,DHAMPUR SUGA,A ,Q,213,213.1,205.05,206.7,206.7,213.05,916,22831,4781312,,INE041A01016,27-Mar-23,,
500120,DIAMINES&CHM,X ,Q,418.75,418.75,390.9,393.65,393.95,408.2,272,13938,5533373,,INE591D01014,27-Mar-23,,
500123,ELANTAS     ,B ,Q,4924.8,4933.5,4799.85,4890.45,4820.55,4912.65,79,778,3814920,,INE280B01018,27-Mar-23,,
500124,DR.REDDY'S  ,A ,Q,4472.05,4527.05,4472,4486.1,4480,4462.3,1075,4264,19200486,,INE089A01023,27-Mar-23,,
500125,E.I.D.PAR   ,A ,Q,469.7,469.7,447.4,451.4,451.4,471.3,1605,21685,9927456,,INE126A01031,27-Mar-23,,
500126,PGHL        ,A ,Q,4868.05,4949,4852.85,4868.95,4868.95,4904.2,292,760,3724010,,INE199A01012,27-Mar-23,,
500128,ELEC.CASTING,B ,Q,32.75,32.94,32.06,32.18,32.2,32.71,375,110381,3588365,,INE086A01029,27-Mar-23,,
500133,ESAB INDIA  ,A ,Q,3575.3,3632.25,3500.05,3511.15,3529,3599.25,217,782,2784335,,INE284A01012,27-Mar-23,,
500135,EPL         ,A ,Q,152.75,166.3,152.75,163.2,163.2,157,2605,113364,18562295,,INE255A01020,27-Mar-23,,
500136,ESTER INDUS.,B ,Q,87.05,89.36,83.96,84.09,84.51,87.29,163,2980,255018,,INE778B01029,27-Mar-23,,
500142,FGP LTD.    ,X ,Q,5.54,5.63,5.54,5.55,5.55,6.1,15,4972,27768,,INE512A01016,27-Mar-23,,
500143,P.H.CAPITAL ,X ,Q,67.47,68.85,61.8,65.63,65.89,67.47,43,1633,103034,,INE160F01013,27-Mar-23,,
500144,FINOL. CABLE,A ,Q,788.05,800,761.65,795.5,795.5,788.75,2178,43571,34006398,,INE235A01022,27-Mar-23,,
500147,COCKERILL   ,X ,Q,1430.1,1445,1420.2,1423.5,1423.5,1435.5,30,324,463958,,INE515A01019,27-Mar-23,,
500148,UFLEX LTD   ,A ,Q,348.05,353.45,338.8,340,340,351.6,1646,26288,8994644,,INE516A01017,27-Mar-23,,
500150,FOSECO INDIA,B ,Q,2485,2512.2,2440.65,2507.65,2507.65,2499.9,222,465,1154546,,INE519A01011,27-Mar-23,,
500151,GOLDEN TOB  ,Z ,Q,47.05,48.2,45.78,46.49,46.5,48.18,57,4090,190725,,INE973A01010,27-Mar-23,,
500153,GANESH BENZO,B ,Q,157.65,169.7,156.95,165.05,165.05,157.55,2847,99945,16529318,,INE388A01029,27-Mar-23,,
500159,METROGLOBL  ,X ,Q,73.97,73.97,71.55,71.83,71.7,71.54,18,1675,120285,,INE085D01033,27-Mar-23,,
500160,GTL LTD.    ,B ,Q,4.95,5.1,4.8,4.81,4.81,5.02,254,203260,988108,,INE043A01012,27-Mar-23,,
500163,GODFREY PH  ,A ,Q,1849.85,1849.85,1762.15,1787.9,1778.3,1813.95,439,1784,3195519,,INE260B01028,27-Mar-23,,
500164,GODREJ IND  ,A ,Q,417.9,417.9,401.65,404.1,405.15,408.5,389,3616,1464708,,INE233A01035,27-Mar-23,,
500165,KANSAI NERO ,A ,Q,378.6,390.55,378.6,386.35,386.35,384.3,394,5902,2272676,,INE531A01024,27-Mar-23,,
500166,GOODRICKE   ,X ,Q,169,169.5,161.15,167.55,169,169.5,152,15102,2518313,,INE300A01016,27-Mar-23,,
500168,GOODYEAR (I),B ,Q,1041.65,1058.65,1029,1034.1,1034.1,1054.7,303,1809,1881437,,INE533A01012,27-Mar-23,,
