SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,3994.75,4033.6,3940.05,4023.1,4026.95,3943.7,3727,16099,64377520,,INE117A01022,02-Jun-23,,
500003,AEGIS LOGIS ,A ,Q,342.4,349.7,330,333.45,335,342.3,7778,110345,37243959,,INE208C01025,02-Jun-23,,
500008,AMAR RAJA BA,A ,Q,621.4,622.55,606.75,614.65,615,621.4,1693,27262,16678569,,INE885A01032,02-Jun-23,,
500009,A.SARABHAI  ,X ,Q,21.06,21.4,20.9,21.21,21.21,21.07,176,35734,754392,,INE432A01017,02-Jun-23,,
500010,HDFC        ,A ,Q,2665.95,2665.95,2635.15,2646.3,2641.35,2645.8,3832,113964,301186908,,INE001A01036,02-Jun-23,,
500012,ANDHRA PETRO,X ,Q,57.84,59.9,57.01,59.02,59.48,57.54,662,85474,5037413,,INE714B01016,02-Jun-23,,
500013,ANSAL INFRAS,T ,Q,8.71,9.61,8.71,9.56,9.44,9.16,91,113633,1058825,,INE436A01026,02-Jun-23,,
500014,UTIQUE      ,X ,Q,5,5.2,4.9,4.94,4.95,5.01,158,35873,179717,,INE096A01010,02-Jun-23,,
500016,ARUNAHTEL   ,XT,Q,19.4,20,19,19.69,19.69,19.4,122,30555,596368,,INE957C01019,02-Jun-23,,
500020,BOM DYEING  ,B ,Q,84,84.65,83.1,84.02,84.02,83.49,493,51991,4355944,,INE032A01023,02-Jun-23,,
500023,ASIANHOTNR  ,B ,Q,178.15,179.65,172,179.65,179.65,171.1,17,466,83578,,INE363A01022,02-Jun-23,,
500027,ATUL LTD.   ,A ,Q,6740.65,6874.85,6740.05,6756.9,6764,6741.85,407,817,5547173,,INE100A01010,02-Jun-23,,
500028,ATV PROJECTS,XT,Q,8.3,8.8,8.3,8.8,8.8,8.39,51,11443,100524,,INE447A01015,02-Jun-23,,
500031,BAJAJ ELECT.,A ,Q,1166.95,1166.95,1145.2,1153.95,1158.5,1156.9,212,1309,1511867,,INE193E01025,02-Jun-23,,
500032,BAJAJHIND   ,A ,Q,14.84,15.1,14.76,14.87,14.87,14.79,2955,2037165,30349675,,INE306A01021,02-Jun-23,,
500033,FORCE MOTR  ,B ,Q,1859.95,1930.45,1845.05,1921.65,1921.65,1839.05,1911,20042,38017027,,INE451A01017,02-Jun-23,,
500034,BAJFINANCE  ,A ,Q,7060,7100,7007,7023,7023,7040.8,6230,36864,259893351,,INE296A01024,02-Jun-23,,
500038,BALRAM.CHINI,A ,Q,391,394.5,390.05,392.1,391.35,390.6,1185,31515,12368568,,INE119A01028,02-Jun-23,,
500039,BANCO PROD. ,B ,Q,286,290.5,282.25,284.55,285.1,283.55,1243,26017,7444281,,INE213C01025,02-Jun-23,,
500040,CENTURY TEXT,A ,Q,800.2,803.2,785,789.7,790.15,802.2,818,14839,11785768,,INE055A01016,02-Jun-23,,
500041,BANNARI AMAN,B ,Q,2779.9,2869.95,2758.4,2796.1,2786.9,2794.25,66,141,396674,,INE459A01010,02-Jun-23,,
500042,BASF INDIA  ,A ,Q,2539.95,2554.6,2519.4,2538.15,2529.65,2517.15,255,1134,2878751,,INE373A01013,02-Jun-23,,
500043,BATA INDIA  ,A ,Q,1587.25,1587.25,1555.4,1557.55,1557.55,1578.7,1724,11443,17939977,,INE176A01028,02-Jun-23,,
500048,BEML LTD    ,A ,Q,1504,1518.4,1488.95,1498.65,1494,1495.25,633,6601,9928957,,INE258A01016,02-Jun-23,,
