SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1454.05,1523.8,1454.05,1505.15,1505.15,1457.4,835,27241,40430062,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,200,200.15,197.1,198.25,197.1,200.8,277,18186,3617587,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,842.1,844.9,836,837.35,837.35,845.05,691,12136,10186179,,INE885A01032,,,
500009,A.SARABHAI  ,XD,Q,9.9,10.3,9.9,9.96,10,10.13,101,37299,372235,,INE432A01017,,,
500010,HDFC        ,A ,Q,1651,1652.95,1630,1637.8,1638,1651,1372,35838,58748947,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,26.6,27.2,26,27.1,27.15,27.2,139,47582,1271053,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,32.9,32.9,32.9,32.9,32.9,31.35,155,120332,3958922,,INE436A01026,,,
500014,APPLE FINANC,XT,Q,3.7,3.85,3.5,3.76,3.84,3.68,27,4871,17572,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,84.5,84.95,82.1,82.45,82.45,83.3,2701,657283,54721150,,INE032A01023,,,
500024,ASSAMCO     ,B ,Q,6.57,7.49,6.57,7.31,7.31,6.6,841,795972,5671952,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2445,2458.95,2420,2443.2,2458.95,2441.25,122,8400,20504887,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,10.29,11.27,10.29,10.38,10.6,10.83,101,45533,488516,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,58.8,58.8,56.9,57.3,57.5,56.95,28,4862,279279,,INE448A01013,,,
500031,BAJAJ ELECT.,A ,Q,349.25,350,344.45,346.65,348,349.25,464,16721,5813466,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,15.15,15.3,15.05,15.1,15.1,15.25,513,423011,6408333,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4270,4293,4216,4227.05,4227.05,4266,1938,15817,67222951,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,1362.5,1409.85,1353.4,1402,1402,1362.5,4403,148818,205190163,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,143.65,147.7,143.65,147,147,143.45,454,54931,8015817,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,224,230,222,223.1,223.95,220.7,388,21708,4897548,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,1045,1068.5,1045,1065.8,1065.8,1052.7,1279,44637,47373317,,INE055A01016,,,
500041,BANNARI AMAN,B ,Q,1872.65,1898,1850,1856.65,1850,1823,21,314,587718,,INE459A01010,,,
500042,BASF INDIA  ,B ,Q,1456.15,1532.9,1447,1522.9,1522.9,1453.45,1427,15121,22850339,,INE373A01013,,,
500043,BATA INDIA  ,A ,Q,547.45,548.7,537.15,539.7,539.7,547.6,757,27293,14779231,,INE176A01028,,,
500048,BEML LTD    ,A ,Q,1343.85,1364.35,1335,1351.65,1357,1343.85,1111,19961,26936583,,INE258A01016,,,
500049,BHARAT ELECT,A ,Q,166.05,169.45,165.9,166.75,166.75,166.05,5983,1721522,288250646,,INE263A01024,,,
500052,BHANSALI ENG,B ,Q,52.15,52.95,51.15,51.9,51.9,51.8,2118,441063,23011748,,INE922A01025,,,
500055,BHUSH STEEL ,B ,Q,73,78.75,71.25,74.85,74.85,73.25,3334,441932,33241289,,INE824B01021,,,
500058,BIHAR SPONGE,XT,Q,1.85,1.86,1.85,1.85,1.85,1.94,5,1275,2359,,INE819C01011,,,
500059,BINANI IND. ,B ,Q,73.65,75,72.55,73.05,73.05,73.5,168,15839,1171216,,INE071A01013,,,
500060,BIRLACABLE  ,B ,Q,42.45,42.75,41.7,42.4,42.6,42.45,42,2693,113694,,INE800A01015,,,
500067,BLUE STAR   ,B ,Q,645.7,662.85,644.05,659.1,661,644.9,267,2940,1926852,,INE472A01039,,,
500068,DISA INDIA  ,XC,Q,4834,5240,4834,5062.8,5060,5142,32,194,992617,,INE131C01011,,,
500069,BNK CAPITAL ,XD,Q,69,69,67.8,68,68,68.95,9,471,32167,,INE418C01012,,,
500074,BPL LTD.    ,B ,Q,73.1,73.9,70.5,70.85,70.85,72.7,360,47203,3392790,,INE110A01019,,,
500078,CAMPH.& ALL ,XC,Q,761.7,772,761.7,771,771,765,17,564,434195,,INE959C01015,,,
500083,CENTURY EXT ,B ,Q,5.37,5.37,5,5.09,5.24,5.2,22,16315,84121,,INE281A01026,,,
500084,CESC LTD.   ,A ,Q,891.05,899.2,889.15,892.7,889.5,896.55,553,15267,13664182,,INE486A01013,,,
