SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1174.95,1225.9,1147.4,1173.35,1171,1168,4349,34450,40197258,,INE117A01022,25-Jul-18,,
500003,AEGIS LOGIS ,A ,Q,239.25,240,235.05,237.2,236.5,239.25,177,3684,876639,,INE208C01025,25-Jul-18,,
500008,AMAR RAJA BA,A ,Q,799.9,803.05,786,789.2,790,799.4,496,8244,6546987,,INE885A01032,25-Jul-18,,
500009,A.SARABHAI  ,X ,Q,13.2,13.2,12.62,12.95,12.97,12.76,27,16241,209509,,INE432A01017,25-Jul-18,,
500010,HDFC        ,A ,Q,1998,2011,1985.3,2000.4,2000.4,1979.2,2746,60129,120196488,,INE001A01036,25-Jul-18,,
500012,ANDHRA PETRO,X ,Q,54.75,55,53.5,54.8,55,53.8,119,34549,1878006,,INE714B01016,25-Jul-18,,
500013,ANSAL INFRAS,B ,Q,15.55,16.45,15.45,15.55,15.85,16.05,89,13805,219037,,INE436A01026,25-Jul-18,,
500014,APPLE FINANC,XT,Q,1.91,1.91,1.91,1.91,1.91,1.82,7,3690,7047,,INE096A01010,25-Jul-18,,
500020,BOM DYEING  ,T ,Q,229,235.8,229,235.8,235.8,224.6,241,31253,7336494,,INE032A01023,25-Jul-18,,
500024,ASSAMCO     ,B ,Q,3.42,3.5,3.37,3.46,3.46,3.42,65,74779,257999,,INE442A01024,25-Jul-18,,
500027,ATUL LTD.   ,A ,Q,2830,2844.65,2791.05,2806.8,2800,2847.65,33,187,529055,,INE100A01010,25-Jul-18,,
500028,ATV PROJECTS,XT,Q,8,8.7,8,8.05,8.05,8.34,8,871,7017,,INE447A01015,25-Jul-18,,
500029,AUTOLITE(I) ,B ,Q,58.3,58.3,55,56.4,56.4,58.65,82,6866,387741,,INE448A01013,25-Jul-18,,
500031,BAJAJ ELECT.,A ,Q,645,658.7,624.85,629.25,629.25,628.4,4000,138331,88765248,,INE193E01025,25-Jul-18,,
500032,BAJAJHIND   ,A ,Q,6.6,6.86,6.53,6.65,6.65,6.52,7237,554357,3716599,,INE306A01021,25-Jul-18,,
500033,FORCE MOTR  ,B ,Q,2546,2640.1,2542,2565.55,2565.55,2533.6,2576,28262,73223808,,INE451A01017,25-Jul-18,,
500034,BAJFINANCE  ,A ,Q,2729.8,2778.5,2685.55,2702.95,2704.8,2712.9,15782,194642,533241227,,INE296A01024,25-Jul-18,,
500038,BALRAM.CHINI,A ,Q,66.25,67.8,65.55,66.65,67.1,65.85,1031,499309,33230216,,INE119A01028,25-Jul-18,,
500039,BANCO PROD. ,B ,Q,203.05,205.1,202,204.35,204.4,205.25,85,3452,703142,,INE213C01025,25-Jul-18,,
500040,CENTURY TEXT,A ,Q,908,927.4,897.05,904.6,903.2,913.5,1512,68352,62378229,,INE055A01016,25-Jul-18,,
500041,BANNARI AMAN,B ,Q,1505,1505,1400.05,1445.75,1445.75,1525,31,175,256405,,INE459A01010,25-Jul-18,,
500042,BASF INDIA  ,B ,Q,1744.6,1750.4,1712.25,1724.95,1725,1736.6,145,896,1555235,,INE373A01013,25-Jul-18,,
