SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1206.9,1206.9,1191.5,1194.3,1192.05,1200.8,508,3459,4148385,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,202.5,202.8,199.65,201.35,199.95,202.75,793,37841,7622320,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,830,831.4,820.8,824.4,824.4,832.05,1406,26675,22020746,,INE885A01032,,,
500009,A.SARABHAI  ,XD,Q,10.64,12.61,10.6,12.54,12.54,10.51,1486,1450259,17862698,,INE432A01017,,,
500010,HDFC        ,A ,Q,1376.85,1382,1364.45,1371.25,1371.25,1367.3,1159,31078,42654156,XD,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,26.6,26.6,25.25,25.75,25.65,25.8,146,42003,1071452,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,15.06,15.38,15,15.1,15.1,15.2,88,29331,441693,,INE436A01026,,,
500014,APPLE FINANC,XD,Q,3.25,3.25,2.95,3.05,3.05,3.09,33,58934,182460,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,60.85,61.25,59.3,59.7,59.7,60.85,1299,284159,17124279,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,104.5,107.95,104.5,105.9,106,103.95,7,434,46100,,INE363A01022,,,
500024,ASSAMCO     ,B ,Q,9.3,9.3,8.64,8.64,8.64,9.09,2169,2248180,20041424,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2164.95,2182,2117.6,2163.6,2172,2133.7,281,37604,80739245,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,6.87,6.87,6.3,6.31,6.3,6.62,23,3612,23360,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,60.85,62.9,58.05,59.15,58.55,60.55,696,39457,2393563,,INE448A01013,,,
500031,BAJAJ ELECT.,A ,Q,278.7,287,273.5,282.25,282.25,279.8,3634,123557,34931734,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,14.2,14.42,14.07,14.34,14.34,14.13,1797,1310440,18744229,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4287.9,4317.65,4250,4259.5,4259.5,4288.5,2546,26305,112526072,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,1075,1094.5,1067.85,1088.1,1088.1,1079.15,6769,177740,192813426,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,147,157.7,144.85,154.15,154.15,146.75,3021,223701,33761163,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,198.3,200.8,196.5,197.95,197.95,199.05,356,22406,4447643,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,928,946.3,927.6,936.4,934.05,930.7,2368,72611,68151500,,INE055A01016,,,
