SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1069.9,1069.9,1037.9,1045.05,1045.05,1039.95,187,950,994456,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,132.3,135,132,132.5,132,131.05,1511,73380,9820419,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,900,900,882.9,890.2,890.2,896.2,668,7975,7088768,,INE885A01032,,,
500009,A.SARABHAI  ,XD,Q,7.04,7.3,7.04,7.25,7.25,7.09,34,12894,92849,,INE432A01017,,,
500010,HDFC        ,A ,Q,1220,1222,1201,1215.25,1215.25,1219.25,4078,142770,173128762,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,21.9,21.9,21.1,21.7,21.7,21.6,89,23853,517347,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,15.5,15.7,15.1,15.32,15.31,15.3,390,88484,1365394,,INE436A01026,,,
500014,APPLE FINANC,XD,Q,2.47,2.48,2.32,2.43,2.48,2.37,10,1555,3736,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,49,49.8,48.55,48.8,48.8,48.8,1353,202556,9942032,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,106.95,106.95,106.95,106.95,106.95,101.55,1,7,748,,INE363A01022,,,
500024,ASSAMCO     ,B ,Q,7.18,7.18,6.33,6.45,6.45,6.1,3025,3023761,20365602,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2072.05,2102.4,2045,2052.35,2052.35,2041.7,806,5031,10368044,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,5.6,5.67,5.41,5.67,5.67,5.4,14,5139,29040,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,48.9,51,48.9,49.65,50,47.95,26,1874,93484,,INE448A01013,,,
500030,AUTORID.FIN ,B ,Q,1.28,1.28,1.28,1.28,1.28,1.34,1,20,25,,INE450A01019,,,
500031,BAJAJ ELECT.,A ,Q,226.7,226.7,221.1,226.15,226.15,220.4,399,13929,3125114,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,15,15.39,15,15.1,15.1,14.78,2208,1153659,17539256,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,3930,3988,3891,3916.45,3916.45,3891.7,9151,102820,404791176,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,875,889.35,860,883.7,883.7,869.95,6662,171558,149837795,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,134.7,137.9,130.8,131.55,131.55,130.35,8576,771701,103114327,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,192.9,195,192.1,193.2,193.7,190.15,443,22079,4279492,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,818,844,814.25,839.1,839.1,815.25,4956,182483,151227139,,INE055A01016,,,
500041,BANNARI AMAN,B ,Q,1920,1949.9,1896,1908.75,1910,1900.1,15,61,117186,,INE459A01010,,,
500042,BASF INDIA  ,B ,Q,1154.3,1167.45,1146.6,1154,1152.5,1153.2,95,980,1130260,,INE373A01013,,,
500043,BATA INDIA  ,A ,Q,447.05,465,445.45,462.7,462.7,447.6,2456,81489,37409989,,INE176A01028,,,
500048,BEML LTD    ,A ,Q,1004,1016.6,997,1008.55,1011,998.15,1157,18585,18750582,,INE258A01016,,,
