DATE|SCRIP CODE|DELIVERY QTY|DELIVERY VAL|DAY'S VOLUME|DAY'S TURNOVER|DELV. PER.
17062020|500002|000002553|0000000002002574|000005464|0000000004314768|046.72
17062020|500003|000007302|0000000001294280|000011106|0000000001986318|065.75
17062020|500008|000005099|0000000003429588|000030164|0000000020400187|016.90
17062020|500009|000019513|0000000000316111|000020949|0000000000337894|093.15
17062020|500010|000127009|0000000227860497|000321696|0000000587350036|039.48
17062020|500012|000068919|0000000001626489|000077807|0000000001813553|088.58
17062020|500013|000027901|0000000000122999|000027901|0000000000122999|100.00
17062020|500014|000003675|0000000000004181|000003675|0000000000004181|100.00
17062020|500020|000058192|0000000003581718|000352201|0000000021756766|016.52
17062020|500023|000004855|0000000000263870|000005311|0000000000293330|091.41
17062020|500027|000000324|0000000001431870|000000743|0000000003294320|043.61
17062020|500028|000004000|0000000000012992|000004000|0000000000012992|100.00
17062020|500029|000000500|0000000000008825|000000510|0000000000008526|098.04
17062020|500031|000001729|0000000000704914|000003744|0000000001519930|046.18
17062020|500032|001589981|0000000010795971|003007887|0000000021045465|052.86
17062020|500033|000001735|0000000001552218|000003574|0000000003188803|048.54
17062020|500034|000103424|0000000247876301|000569097|0000001360108527|018.17
17062020|500038|000043784|0000000005486136|000120998|0000000015255536|036.19
17062020|500039|000006879|0000000000480499|000011833|0000000000826072|058.13
17062020|500040|000013333|0000000003911903|000141183|0000000042170840|009.44
17062020|500041|000000078|0000000000073032|000000084|0000000000078607|092.86
17062020|500042|000001056|0000000001155053|000002425|0000000002644408|043.55
17062020|500043|000005706|0000000007517941|000036140|0000000047963759|015.79
17062020|500048|000005518|0000000003286797|000020528|0000000012303982|026.88
17062020|500049|000488256|0000000035007956|000958575|0000000068971440|050.94
17062020|500052|000043195|0000000001837948|000109316|0000000004777477|039.51
17062020|500055|000088129|0000000001678858|000161426|0000000003090975|054.59
17062020|500058|000038138|0000000000028984|000038138|0000000000028984|100.00
17062020|500060|000008054|0000000000358806|000014606|0000000000654552|055.14
17062020|500067|000000391|0000000000194406|000000855|0000000000429774|045.73
17062020|500068|000000018|0000000000062802|000000034|0000000000117777|052.94
17062020|500069|000001110|0000000000060162|000001133|0000000000060312|097.97
17062020|500074|000004629|0000000000076472|000007049|0000000000116365|065.67
17062020|500078|000001120|0000000000194208|000001881|0000000000324097|059.54
17062020|500083|000433549|0000000001968313|000655494|0000000002851268|066.14
17062020|500084|000002923|0000000001763593|000005898|0000000003590855|049.56
17062020|500085|000067045|0000000009577379|000146368|0000000020973240|045.81
17062020|500086|000062724|0000000009283152|000183058|0000000027279393|034.26
17062020|500087|000022285|0000000014273543|000090013|0000000057539715|024.76
17062020|500089|000000078|0000000000024024|000000078|0000000000023587|100.00
17062020|500092|000001017|0000000001452073|000001366|0000000001958672|074.45
17062020|500093|000124083|0000000000815226|000236458|0000000001572518|052.48
17062020|500096|000045257|0000000019933446|000145724|0000000064604479|031.06
17062020|500097|000018526|0000000001829443|000024864|0000000002471661|074.51
17062020|500101|000055587|0000000001923311|000159761|0000000005424440|034.79
17062020|500102|000012727|0000000000009673|000012727|0000000000009672|100.00
17062020|500103|001162267|0000000031904230|004028173|0000000112489789|028.85
17062020|500104|000138377|0000000029640354|000826630|0000000177785805|016.74
17062020|500106|000586938|0000000003914877|001105347|0000000007398191|053.10
17062020|500108|000167045|0000000001496724|000273668|0000000002435044|061.04
17062020|500109|000011351|0000000000366638|000028982|0000000000934293|039.17
17062020|500110|000020305|0000000001370588|000043403|0000000002957493|046.78
17062020|500111|000436867|0000000003514911|000436867|0000000003514911|100.00
17062020|500112|000368909|0000000063821257|003732953|0000000646722352|009.88
17062020|500113|000277784|0000000008000180|001094419|0000000031835771|025.38
17062020|500114|000008636|0000000008315173|000062281|0000000059985685|013.87
17062020|500116|000123999|0000000003955569|000287788|0000000009197902|043.09
17062020|500117|000061715|0000000000732558|000089716|0000000001058645|068.79
17062020|500119|000010709|0000000001349334|000030399|0000000003834288|035.23
17062020|500120|000029823|0000000006939813|000047854|0000000010999217|062.32
17062020|500123|000003768|0000000009198254|000004634|0000000011303569|081.31
17062020|500124|000003446|0000000013728864|000018984|0000000075855144|018.15
17062020|500125|000034019|0000000008030185|000083977|0000000019468261|040.51
17062020|500126|000000221|0000000000871061|000000352|0000000001391868|062.78
17062020|500128|000015466|0000000000187603|000026375|0000000000318591|058.64
17062020|500133|000000440|0000000000606430|000000501|0000000000695629|087.82
17062020|500135|000004217|0000000000719632|000009233|0000000001596020|045.67
17062020|500136|000023914|0000000000929059|000041757|0000000001627677|057.27
17062020|500144|000001969|0000000000506526|000002971|0000000000762829|066.27
17062020|500147|000000321|0000000000159056|000000471|0000000000236164|068.15
17062020|500148|000001178|0000000000219933|000005592|0000000001038907|021.07
17062020|500150|000000190|0000000000194693|000000273|0000000000280997|069.60
17062020|500151|000000550|0000000000014163|000001000|0000000000025722|055.00
17062020|500153|000013986|0000000000515385|000014735|0000000000539268|094.92
17062020|500155|000009388|0000000000089374|000010923|0000000000103467|085.95
17062020|500159|000000160|0000000000006400|000000175|0000000000007001|091.43
17062020|500160|000022297|0000000000039465|000022297|0000000000039465|100.00
17062020|500163|000001483|0000000001418490|000012845|0000000012313137|011.55
17062020|500164|000006477|0000000002449278|000009159|0000000003417705|070.72
17062020|500165|000000276|0000000000107820|000000676|0000000000262116|040.83
17062020|500166|000005224|0000000000851512|000009689|0000000001583690|053.92
17062020|500168|000004897|0000000003440633|000006194|0000000004390520|079.06
17062020|500170|000035841|0000000000275259|000041741|0000000000298989|085.87
17062020|500171|000007385|0000000000990329|000010050|0000000001360345|073.48
17062020|500173|000003549|0000000000354900|000005399|0000000000536388|065.73
17062020|500174|000003660|0000000000008052|000003660|0000000000008026|100.00
17062020|500179|000113758|0000000000804270|000113761|0000000000804522|100.00
17062020|500180|000230329|0000000225929717|000822825|0000000810913237|027.99
17062020|500182|000005771|0000000013633122|000042693|0000000100991542|013.52
17062020|500183|000151533|0000000001789605|000223694|0000000002663394|067.74
17062020|500184|000034937|0000000001565178|000081036|0000000003654143|043.11
17062020|500185|000145742|0000000000717051|000215243|0000000001053592|067.71
17062020|500186|000072905|0000000005147093|000095574|0000000006747524|076.28
17062020|500187|000006567|0000000000317843|000010664|0000000000517844|061.58
17062020|500188|000010841|0000000001887419|000027736|0000000004842026|039.09
17062020|500189|000000508|0000000000195225|000000628|0000000000242152|080.89
17062020|500191|000003886|0000000000059035|000003886|0000000000059035|100.00
17062020|500192|000002202|0000000000004974|000002202|0000000000004974|100.00
17062020|500193|000086445|0000000000514348|000163999|0000000000930404|052.71
17062020|500199|000000074|0000000000010446|000000164|0000000000022888|045.12
17062020|500201|000005509|0000000001577227|000020088|0000000005751166|027.42
17062020|500207|000001520|0000000000020992|000001780|0000000000025354|085.39
17062020|500209|000084392|0000000059378212|000160592|0000000113447661|052.55
17062020|500210|000001846|0000000001174241|000001955|0000000001244915|094.42
17062020|500211|000008342|0000000000082920|000009548|0000000000097986|087.37
17062020|500212|000000176|0000000000004171|000000176|0000000000004171|100.00
17062020|500213|000000322|0000000000015617|000000504|0000000000024909|063.89
17062020|500214|000018281|0000000013504175|000031516|0000000023619260|058.01
17062020|500215|000000317|0000000000162574|000000404|0000000000207894|078.47
17062020|500219|000107920|0000000000914557|000107920|0000000000914557|100.00
17062020|500220|000000370|0000000000009028|000000370|0000000000009025|100.00
17062020|500223|000101895|0000000000157938|000101895|0000000000157937|100.00
17062020|500227|000001145|0000000000357813|000002794|0000000000888632|040.98
17062020|500228|000071788|0000000013776118|000813707|0000000155469076|008.82
17062020|500231|000001289|0000000000050529|000001490|0000000000058872|086.51
17062020|500233|000002508|0000000000883945|000012002|0000000004263695|020.90
17062020|500234|000003561|0000000000518838|000006538|0000000000951854|054.47
17062020|500235|000001278|0000000000224034|000001388|0000000000243934|092.07
17062020|500238|000000426|0000000000881799|000000820|0000000001687094|051.95
17062020|500239|000009128|0000000000249195|000009649|0000000000263571|094.60
17062020|500240|000004761|0000000000090800|000004761|0000000000090800|100.00
17062020|500241|000004522|0000000000460566|000008320|0000000000867903|054.35
17062020|500243|000000121|0000000000062908|000000164|0000000000086200|073.78
17062020|500245|000010414|0000000000680035|000011615|0000000000773841|089.66
17062020|500246|000000100|0000000000002165|000000100|0000000000002165|100.00
17062020|500247|001213434|0000001505871594|001442551|0000001793147425|084.12
17062020|500249|000001279|0000000000579707|000002150|0000000000992358|059.49
17062020|500250|000001469|0000000000300999|000003117|0000000000642555|047.13
17062020|500251|000002512|0000000001318675|000008683|0000000004538362|028.93
17062020|500252|000000555|0000000001422715|000000646|0000000001662003|085.91
17062020|500253|000099894|0000000029204011|000358759|0000000104021172|027.84
17062020|500254|007050305|0000000002251789|007050305|0000000002251789|100.00
17062020|500257|000010203|0000000009473996|000059596|0000000055311197|017.12
17062020|500259|000007204|0000000000135796|000018605|0000000000355569|038.72
17062020|500260|000005891|0000000003625911|000012620|0000000007757166|046.68
17062020|500264|000000613|0000000000052412|000000848|0000000000072948|072.29
17062020|500265|000003313|0000000000712958|000005901|0000000001269853|056.14
17062020|500266|000000493|0000000001142281|000000860|0000000001991750|057.33
17062020|500267|000003277|0000000000294275|000004120|0000000000365608|079.54
17062020|500268|000033535|0000000000587869|000046155|0000000000811230|072.66
17062020|500271|000016216|0000000007944219|000105610|0000000052378221|015.35
17062020|500274|000000100|0000000000000825|000000100|0000000000000825|100.00
17062020|500279|000077241|0000000000502067|000155677|0000000001022998|049.62
17062020|500280|000003801|0000000000670877|000006661|0000000001184238|057.06
17062020|500284|000000532|0000000000016200|000000532|0000000000016057|100.00
17062020|500285|000070901|0000000003608861|000166271|0000000008505393|042.64
17062020|500288|001053469|0000000033605662|003244563|0000000099395008|032.47
17062020|500290|000000052|0000000003273151|000000300|0000000018866279|017.33
17062020|500292|000021302|0000000003668205|000063313|0000000010814127|033.65
17062020|500294|000653778|0000000018207718|001846080|0000000051701954|035.41
17062020|500295|000136864|0000000013973815|000700113|0000000072086850|019.55
17062020|500296|000005390|0000000000188650|000006639|0000000000228501|081.19
17062020|500298|000003750|0000000007710000|000007010|0000000014581457|053.50
17062020|500300|000003467|0000000002023862|000019413|0000000011462254|017.86
17062020|500302|000009790|0000000010291738|000062011|0000000064878496|015.79
17062020|500304|000005408|0000000000491858|000016237|0000000001479579|033.31
17062020|500306|000005068|0000000000016928|000005198|0000000000017460|097.50
17062020|500307|000482649|0000000111009270|000486682|0000000112398641|099.17
17062020|500312|001196426|0000000100798891|001638852|0000000137974695|073.00
17062020|500313|000006909|0000000000036273|000007962|0000000000041868|086.77
17062020|500314|000009562|0000000000205105|000016677|0000000000345994|057.34
17062020|500317|000009807|0000000000070022|000015029|0000000000108825|065.25
17062020|500319|000017686|0000000000452762|000021057|0000000000556660|083.99
17062020|500325|000308685|0000000498649749|000890838|0000001438576538|034.65
17062020|500327|000003383|0000000000014615|000003809|0000000000016467|088.82
17062020|500329|000081896|0000000000032534|000081896|0000000000032534|100.00
17062020|500330|000014255|0000000003952199|000062423|0000000017460691|022.84
17062020|500331|000005067|0000000007257971|000034873|0000000050522753|014.53
17062020|500333|000002855|0000000000298491|000003551|0000000000373644|080.40
17062020|500335|000029041|0000000016140988|000058372|0000000031587030|049.75
17062020|500336|000002159|0000000000209963|000003917|0000000000381447|055.12
17062020|500337|000001122|0000000000040897|000001646|0000000000060484|068.17
17062020|500338|000023603|0000000001034992|000046904|0000000002051333|050.32
17062020|500339|000024139|0000000001824909|000090243|0000000006806128|026.75
17062020|500343|000005125|0000000000077337|000005125|0000000000077362|100.00
17062020|500346|000001706|0000000000027894|000001806|0000000000029313|094.46
17062020|500350|000002001|0000000000141071|000003014|0000000000207498|066.39
17062020|500354|000000011|0000000000000176|000000011|0000000000000176|100.00
17062020|500355|000036654|0000000009487888|000112019|0000000029647810|032.72
17062020|500356|000001489|0000000000017868|000001489|0000000000017822|100.00
17062020|500357|000001270|0000000000011977|000002380|0000000000021355|053.36
17062020|500360|000000301|0000000000007525|000000301|0000000000007534|100.00
17062020|500365|000013405|0000000000085792|000015465|0000000000099295|086.68
17062020|500366|000427217|0000000002191624|000667734|0000000003394168|063.98
17062020|500367|000010722|0000000000356507|000018992|0000000000606713|056.46
17062020|500368|000001427|0000000001528746|000001427|0000000001528745|100.00
17062020|500378|000067547|0000000003596878|000132859|0000000007134914|050.84
17062020|500380|000016330|0000000004122509|000060763|0000000015240341|026.87
17062020|500387|000000219|0000000004751731|000000603|0000000013107145|036.32
17062020|500390|000147272|0000000003217894|000212953|0000000004648539|069.16
17062020|500399|000003989|0000000000007100|000003989|0000000000007100|100.00
17062020|500400|001238236|0000000051201059|002687851|0000000111366283|046.07
17062020|500402|000002401|0000000000020865|000002462|0000000000021565|097.52
17062020|500403|000008200|0000000002830230|000023383|0000000007974592|035.07
17062020|500404|000012906|0000000000458163|000021178|0000000000747378|060.94
17062020|500405|000001596|0000000000271161|000004120|0000000000703740|038.74
17062020|500407|000001584|0000000002076387|000003441|0000000004515023|046.03
17062020|500408|000007629|0000000006609003|000026567|0000000023111034|028.72
17062020|500410|000002165|0000000002667172|000019116|0000000023608370|011.33
17062020|500411|000001277|0000000000910565|000001987|0000000001443401|064.27
17062020|500412|000015719|0000000000709713|000039395|0000000001785618|039.90
17062020|500413|000032629|0000000000903824|000049796|0000000001378504|065.53
17062020|500414|000007408|0000000000154457|000007568|0000000000158764|097.89
17062020|500420|000002032|0000000005172253|000009642|0000000024442820|021.07
17062020|500422|000005861|0000000000048119|000006590|0000000000054358|088.94
17062020|500425|000025715|0000000004812563|000103761|0000000019578173|024.78
17062020|500426|000002012|0000000000012695|000002012|0000000000012695|100.00
17062020|500429|000002100|0000000000121800|000002100|0000000000122600|100.00
17062020|500439|000000001|0000000000001027|000000001|0000000000001027|100.00
17062020|500440|000063916|0000000009459568|000412448|0000000061612968|015.50
17062020|500444|000001464|0000000000222894|000001768|0000000000267986|082.81
17062020|500449|000034959|0000000000481736|000057129|0000000000793884|061.19
17062020|500456|000032521|0000000000263095|000041893|0000000000345723|077.63
17062020|500458|000001035|0000000000003104|000001035|0000000000003104|100.00
17062020|500459|000000095|0000000000948951|000000133|0000000001327376|071.43
17062020|500460|000000437|0000000000007888|000000540|0000000000009850|080.93
17062020|500463|000000085|0000000000026180|000000085|0000000000026240|100.00
17062020|500464|000005980|0000000000652119|000015610|0000000001716162|038.31
17062020|500467|000012672|0000000000902247|000026491|0000000001901906|047.84
17062020|500469|000253683|0000000011859681|001377181|0000000064492065|018.42
17062020|500470|000057093|0000000017598918|000431324|0000000133848189|013.24
17062020|500472|000001407|0000000002058230|000002313|0000000003377917|060.83
17062020|500477|000138847|0000000007011774|000780688|0000000039568200|017.79
17062020|500480|000005281|0000000002037938|000016882|0000000006515229|031.28
17062020|500483|000009485|0000000005644524|000020294|0000000012067107|046.74
17062020|500488|000000603|0000000009688251|000000915|0000000014693254|065.90
17062020|500490|000000415|0000000000975230|000000945|0000000002217303|043.92
17062020|500493|000057413|0000000020559596|000316599|0000000111794807|018.13
17062020|500495|000045406|0000000045358324|000247914|0000000245664488|018.32
17062020|500500|000020439|0000000000116094|000020439|0000000000116093|100.00
17062020|500510|000052289|0000000046252235|000171584|0000000152521938|030.47
17062020|500520|000031789|0000000015805491|000185954|0000000092464104|017.10
17062020|500530|000000138|0000000001457205|000000442|0000000004671498|031.22
17062020|500540|000001450|0000000000002542|000001450|0000000000002542|100.00
17062020|500547|000030841|0000000011249255|000160133|0000000058132387|019.26
17062020|500550|000007672|0000000007882597|000018612|0000000019179004|041.22
17062020|500570|001206963|0000000115204619|008478385|0000000802393092|014.24
17062020|500575|000009852|0000000005377222|000043804|0000000024135619|022.49
17062020|500620|000002727|0000000000595986|000004961|0000000001071082|054.97
17062020|500645|000037832|0000000004343114|000105587|0000000012012692|035.83
17062020|500650|000002330|0000000001744005|000005449|0000000004092494|042.76
17062020|500655|000002223|0000000000369463|000002989|0000000000492300|074.37
17062020|500660|000000682|0000000000947912|000001422|0000000001972060|047.96
17062020|500670|000030026|0000000004596981|000127907|0000000019702760|023.47
17062020|500672|000011967|0000000007217298|000018451|0000000011119394|064.86
17062020|500674|000001001|0000000007836779|000001488|0000000011733476|067.27
