Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,05072022,579451307,0002089"
"Trade Date <05-JUL-2022>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,20MICRONS,EQ,61000,28457,46.65"
"20,2,21STCENMGM,EQ,4393,1939,44.14"
"20,3,364D290623,TB,600,600,100.00"
"20,4,3IINFOLTD,EQ,298296,158289,53.06"
"20,5,3MINDIA,EQ,2123,1041,49.03"
"20,6,3PLAND,EQ,6681,5445,81.50"
"20,7,574GS2026,GS,30,30,100.00"
"20,8,5PAISA,EQ,30217,21710,71.85"
"20,9,622GS2035,GS,100,100,100.00"
"20,10,63MOONS,EQ,68894,50446,73.22"
"20,11,654GS2032,GS,1,1,100.00"
"20,12,667GS2035,GS,209,208,99.52"
"20,13,667GS2050,GS,3918,2868,73.20"
"20,14,676GS2061,GS,1,1,100.00"
"20,15,695GS2061,GS,3922,3922,100.00"
"20,16,699GS2051,GS,213,213,100.00"
"20,17,716GS2050,GS,41,41,100.00"
"20,18,727MH30,SG,5000,5000,100.00"
"20,19,754GS2036,GS,7000,7000,100.00"
"20,20,A2ZINFRA,EQ,94871,86143,90.80"
"20,21,AAATECH,SM,294000,201000,68.37"
"20,22,AAKASH,EQ,158234,73799,46.64"
"20,23,AAREYDRUGS,EQ,12654,7677,60.67"
"20,24,AARON,EQ,4302,2301,53.49"
"20,25,AARTIDRUGS,EQ,26990,9507,35.22"
"20,26,AARTIIND,EQ,583873,274169,46.96"
"20,27,AARTISURF,EQ,3660,2373,64.84"
"20,28,AARVEEDEN,EQ,7995,3454,43.20"
"20,29,AARVI,EQ,7188,5044,70.17"
"20,30,AAVAS,EQ,134679,87591,65.04"
"20,31,ABAN,EQ,50403,27817,55.19"
"20,32,ABB,EQ,376434,101729,27.02"
"20,33,ABBOTINDIA,EQ,7490,2572,34.34"
"20,34,ABCAPITAL,EQ,1773735,373025,21.03"
"20,35,ABFRL,EQ,1456209,722143,49.59"
"20,36,ABSLAMC,EQ,217354,201770,92.83"
"20,37,ABSLBANETF,EQ,2326,1940,83.40"
"20,38,ABSLNN50ET,EQ,1719,1639,95.35"
"20,39,ACC,EQ,163386,42365,25.93"
