Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,13012023,760832829,0002189"
"Trade Date <13-JAN-2023>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,1018GS2026,GS,147,147,100.00"
"20,2,182D290623,TB,100,100,100.00"
"20,3,20MICRONS,EQ,52956,25319,47.81"
"20,4,21STCENMGM,EQ,5046,2463,48.81"
"20,5,364D141223,TB,4200,4200,100.00"
"20,6,3IINFOLTD,EQ,297132,153935,51.81"
"20,7,3MINDIA,EQ,2505,1170,46.71"
"20,8,3PLAND,EQ,380958,266575,69.97"
"20,9,522GS2025,GS,49,49,100.00"
"20,10,577GS2030,GS,200,200,100.00"
"20,11,5PAISA,EQ,113541,23346,20.56"
"20,12,618GS2024,GS,1186,1186,100.00"
"20,13,63MOONS,EQ,92244,51331,55.65"
"20,14,667GS2050,GS,9,9,100.00"
"20,15,669GS2024,GS,9488,9488,100.00"
"20,16,683MH32B,SG,73700,73700,100.00"
"20,17,68GS2060,GS,500,500,100.00"
"20,18,699GS2051,GS,1,1,100.00"
"20,19,710GS2029,GS,18970,15000,79.07"
"20,20,726GS2029,GS,565,565,100.00"
"20,21,738GS2027,GS,4980,4980,100.00"
"20,22,741GS2036,GS,50000,50000,100.00"
"20,23,754GS2036,GS,80185,80185,100.00"
"20,24,824GS2027,GS,200,200,100.00"
"20,25,828GS2032,GS,2001,2001,100.00"
"20,26,897GS2030,GS,4000,4000,100.00"
"20,27,915GS2024,GS,200,200,100.00"
"20,28,91D020223,TB,100,100,100.00"
"20,29,91D090323,TB,800,800,100.00"
"20,30,91D160223,TB,500,500,100.00"
"20,31,A2ZINFRA,EQ,159651,75301,47.17"
"20,32,AAATECH,EQ,32523,21243,65.32"
"20,33,AAKASH,EQ,211576,164229,77.62"
"20,34,AAREYDRUGS,EQ,9835,7101,72.20"
"20,35,AARON,EQ,30775,3451,11.21"
"20,36,AARTIDRUGS,EQ,45191,24257,53.68"
"20,37,AARTIIND,EQ,563117,250382,44.46"
"20,38,AARTISURF,EQ,10374,5175,49.88"
"20,39,AARVEEDEN,EQ,12393,1535,12.39"
"20,40,AARVI,EQ,14368,7048,49.05"
"20,41,AAVAS,EQ,115986,95526,82.36"
"20,42,ABAN,EQ,118221,59088,49.98"
"20,43,ABB,EQ,103382,45663,44.17"
"20,44,ABBOTINDIA,EQ,7274,3109,42.74"
"20,45,ABCAPITAL,EQ,1870103,516898,27.64"
"20,46,ABCOTS,SM,8000,8000,100.00"
"20,47,ABFRL,EQ,1961178,886870,45.22"
"20,48,ABSLAMC,EQ,43692,26393,60.41"
"20,49,ABSLBANETF,EQ,537215,535817,99.74"
"20,50,ABSLNN50ET,EQ,7229,6411,88.68"
"20,51,ACC,EQ,331339,160021,48.30"
"20,52,ACCELYA,EQ,35797,21366,59.69"
"20,53,ACCORD,SM,4000,4000,100.00"
"20,54,ACCURACY,EQ,10576,4688,44.33"
"20,55,ACE,EQ,464795,166166,35.75"
"20,56,ACEINTEG,EQ,1176,283,24.06"
"20,57,ACI,EQ,1417432,407420,28.74"
"20,58,ADANIENT,EQ,1364712,217941,15.97"
"20,59,ADANIGREEN,EQ,507766,236873,46.65"
"20,60,ADANIPORTS,EQ,4059998,989601,24.37"
"20,61,ADANIPOWER,EQ,1512469,811124,53.63"
"20,62,ADANITRANS,EQ,461162,104300,22.62"
"20,63,ADFFOODS,EQ,3952,2058,52.07"
"20,64,ADORWELD,EQ,15211,9883,64.97"
"20,65,ADROITINFO,EQ,61599,55993,90.90"
"20,66,ADSL,EQ,82253,53113,64.57"
"20,67,ADVANIHOTR,EQ,18829,7270,38.61"
"20,68,ADVENZYMES,EQ,35627,18693,52.47"
"20,69,AEGISCHEM,EQ,367459,124208,33.80"
"20,70,AETHER,EQ,12552,4571,36.42"
"20,71,AFFLE,EQ,98085,50031,51.01"
"20,72,AGARIND,EQ,40867,18601,45.52"
"20,73,AGI,EQ,53759,26291,48.91"
"20,74,AGNI,SM,10000,10000,100.00"
"20,75,AGRITECH,EQ,5627,3122,55.48"
"20,76,AGROPHOS,EQ,44407,27446,61.81"
"20,77,AGSTRA,EQ,467745,222047,47.47"
"20,78,AHL,EQ,161613,65104,40.28"
