SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1212.55,1216,1190.55,1194.2,1193,1211.15,622,4377,5240851,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,207.15,207.45,205,206.2,206.2,206.4,356,22144,4564833,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,879.9,879.9,856,864.2,864.2,874.8,1756,29970,25869671,,INE885A01032,,,
500009,A.SARABHAI  ,XT,Q,12.5,12.78,12.05,12.06,12.06,12.55,155,42369,516369,,INE432A01017,,,
500010,HDFC        ,A ,Q,1450.15,1472.45,1449.5,1458.05,1461,1458.45,4056,161840,235901303,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,27.4,27.7,27,27.45,27.45,27,179,62405,1705379,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,15.35,15.6,15.25,15.49,15.6,15.32,156,19829,304146,,INE436A01026,,,
500014,APPLE FINANC,XD,Q,2.76,2.86,2.76,2.77,2.77,2.86,20,2630,7298,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,78.4,81.7,78.1,78.7,78.7,77.7,11278,1970814,156815079,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,107.55,107.55,103.2,103.25,103.2,102,11,910,95045,,INE363A01022,,,
500024,ASSAMCO     ,B ,Q,8.55,8.64,8.09,8.12,8.12,8.51,418,343207,2814007,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2240,2294,2222.75,2243.9,2250,2228.85,1039,27815,62545124,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,5.76,6,5.76,5.78,5.78,6,19,2915,16844,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,55.1,56.25,55.1,55.7,55.9,55.6,36,8574,478989,,INE448A01013,,,
500031,BAJAJ ELECT.,A ,Q,314,315.5,309,311.45,311.45,310.9,2511,105284,32753882,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,14.12,14.16,14,14.01,14.01,14.11,931,595877,8376478,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4660,4678,4545,4572.8,4572.8,4644.4,5516,61458,282067225,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,1178,1184.95,1149.1,1174.9,1174.9,1178,5729,163545,190615210,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,151.4,151.55,146.2,146.7,146.7,150.95,1868,355024,52247997,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,201.9,206.85,201.9,204.9,205.5,201.7,700,25638,5241341,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,1015,1022.5,1004,1010,1010,1013.6,2360,314401,316734464,,INE055A01016,,,
500041,BANNARI AMAN,B ,Q,2000,2005,1992,2000,2000,2000.7,5,124,247981,,INE459A01010,,,
500042,BASF INDIA  ,B ,Q,1211.45,1217.45,1185.6,1211.6,1211.6,1197.35,195,2830,3400450,,INE373A01013,,,
500043,BATA INDIA  ,A ,Q,536,542.5,523.5,539.25,539.25,535.45,1313,30737,16411989,,INE176A01028,,,
500048,BEML LTD    ,A ,Q,1300.45,1307.45,1284,1293.15,1293.15,1296.75,1795,23752,30706584,,INE258A01016,,,
500049,BHARAT ELECT,A ,Q,162.5,162.65,157.2,159.4,159.4,162.5,6953,385466,61446424,,INE263A01024,,,
500052,BHANSALI ENG,B ,Q,27.9,27.95,26.4,26.55,26.55,27.75,1580,486603,13043060,,INE922A01025,,,
500055,BHUSH STEEL ,B ,Q,54.95,54.95,53.6,53.8,53.8,54.5,226,24031,1299934,,INE824B01021,,,
500058,BIHAR SPONGE,XT,Q,2.25,2.38,2.19,2.38,2.38,2.3,18,9016,20100,,INE819C01011,,,
500059,BINANI IND. ,B ,Q,72,72.1,70.55,71.15,70.55,70.95,132,8791,628903,,INE071A01013,,,
500060,BIRLACABLE  ,B ,Q,38.2,38.75,38.05,38.2,38.2,38.35,47,2742,105857,,INE800A01015,,,
500067,BLUE STAR   ,B ,Q,614.25,642,604.2,626.25,626.25,610.75,1484,22670,14167488,,INE472A01039,,,
500068,DISA INDIA  ,XC,Q,5000,5000,4886,4897.85,4900,4886,13,51,250004,,INE131C01011,,,
500069,BNK CAPITAL ,XD,Q,45.5,45.6,43.1,43.15,43.95,43.45,18,1439,63541,,INE418C01012,,,
500074,BPL LTD.    ,B ,Q,65.5,66.5,63.7,64.05,64.05,65.65,422,59059,3827254,,INE110A01019,,,
500078,CAMPH.& ALL ,XC,Q,718,719.9,710,710.15,710.15,710.5,29,943,671243,,INE959C01015,,,
500083,CENTURY EXT ,B ,Q,6.65,6.65,6.08,6.08,6.08,6.4,46,18984,116979,,INE281A01026,,,
500084,CESC LTD.   ,A ,Q,833,858,833,837.8,837.3,830.75,2400,45916,38799115,,INE486A01013,,,
500085,CHAMBAL FERT,B ,Q,84.5,85,82.25,82.8,82.8,84.05,882,114299,9567681,,INE085A01013,,,
500086,EXIDE IND.  ,A ,Q,219.5,222.3,218.75,219.35,219.35,218.9,1797,186860,41143571,,INE302A01020,,,
500087,CIPLA LTD.  ,A ,Q,597,597.75,590.1,591.45,591.45,596.55,1614,61824,36637718,,INE059A01026,,,
500089,DIC INDIA   ,B ,Q,473.7,473.7,460,464.5,465,464.55,11,201,93249,,INE303A01010,,,
500092,CRISIL LTD  ,A ,Q,1919.9,1919.9,1880,1898.6,1908.95,1898.1,259,12938,24455200,XD,INE007A01025,,,
500093,CGPOWER     ,A ,Q,74,74.1,72.65,73.1,73.1,73.6,633,210129,15361487,,INE067A01029,,,
500096,DABUR (I)   ,A ,Q,280,282.25,279.4,281.4,281.4,279.65,1523,81138,22778999,,INE016A01026,,,
500097,DALMIASUG   ,B ,Q,180.9,181,176.55,177.65,177,180.55,318,16747,2986367,,INE495A01022,,,
