SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1420,1434.95,1410,1419.9,1424.95,1410.6,547,4681,6658586,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,194.3,195.5,192.7,194.9,194.8,194.05,387,34560,6708169,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,895,900,870,873.9,873.9,890.3,1487,42562,37657024,,INE885A01032,,,
500009,A.SARABHAI  ,XT,Q,12.55,12.55,11.96,12.01,12.1,12.27,59,24250,292844,,INE432A01017,,,
500010,HDFC        ,A ,Q,1584,1589.8,1561,1571.05,1561.2,1582.95,4075,448290,707000249,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,31.5,31.5,30.55,30.75,30.6,31,114,29911,923086,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,26.45,28.5,26.1,27.95,27.95,26.15,1488,603835,16677857,,INE436A01026,,,
500014,APPLE FINANC,XD,Q,3.46,4,3.46,3.79,3.84,3.69,159,88234,333637,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,85.9,91.45,85.2,88.5,88.5,85.9,6855,1435984,128039392,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,140,141.3,138.1,140.45,139,135.35,11,2846,398557,,INE363A01022,,,
500024,ASSAMCO     ,B ,Q,7.7,7.74,7.47,7.53,7.53,7.67,182,172566,1318866,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2416.7,2455,2370.05,2377.75,2377.75,2416.7,389,2782,6664015,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,6.7,7.25,6.69,6.96,7.16,7.04,40,11250,77435,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,57.7,58.9,57.15,57.4,57.15,57.9,54,4706,272554,,INE448A01013,,,
500030,AUTORID.FIN ,T ,Q,1.12,1.12,1.12,1.12,1.12,1.08,1,500,560,,INE450A01019,,,
500031,BAJAJ ELECT.,A ,Q,354.2,356.45,347.35,349,349,352.5,284,9965,3505605,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,16.3,16.55,16,16.1,16.1,16.2,749,731673,11850364,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4649,4649.9,4560.1,4574.7,4574.7,4624.5,3301,34722,159579135,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,1270,1281.15,1260.1,1270.1,1273,1269.7,3262,262478,332886242,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,165.3,165.3,155.7,157.95,157.95,162.75,1913,192117,30589419,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,229,237,229,231.95,231.95,231.6,891,53994,12599517,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,1113.25,1179.6,1111.45,1167.65,1167.65,1111.4,9332,401657,467427549,,INE055A01016,,,
500041,BANNARI AMAN,B ,Q,1975.05,1975.05,1945,1955,1955,1951.75,28,157,307857,,INE459A01010,,,
500042,BASF INDIA  ,B ,Q,1308.25,1334.85,1295.75,1325.35,1323,1307,310,1425,1869879,,INE373A01013,,,
500043,BATA INDIA  ,A ,Q,586.25,587,576.25,578.1,578.9,584.6,680,21331,12390153,,INE176A01028,,,
500048,BEML LTD    ,A ,Q,1393.05,1402.25,1365.3,1370.05,1368.9,1389.55,993,17071,23574915,,INE258A01016,,,
500049,BHARAT ELECT,A ,Q,183.85,183.85,178,179.05,179.05,183.2,2382,247957,44768036,,INE263A01024,,,
500052,BHANSALI ENG,B ,Q,38.6,38.8,37.85,38.05,37.95,38.3,822,235180,8979841,,INE922A01025,,,
500055,BHUSH STEEL ,B ,Q,73,79.5,72.2,79.05,79.05,72.9,4196,600445,46317360,,INE824B01021,,,
500058,BIHAR SPONGE,XT,Q,2.37,2.59,2.37,2.37,2.37,2.49,39,21769,51602,,INE819C01011,,,
500059,BINANI IND. ,B ,Q,86.05,86.7,84.5,84.6,84.5,85.85,128,9844,841606,,INE071A01013,,,
500060,BIRLACABLE  ,B ,Q,49.8,49.8,44.25,44.55,44.75,44.25,145,18103,831042,,INE800A01015,,,
500067,BLUE STAR   ,B ,Q,674.55,687.2,670.1,680.85,680.85,674.55,345,7920,5387035,,INE472A01039,,,
500068,DISA INDIA  ,XC,Q,5105,5126,5050,5126,5126,5009.25,6,10,50907,,INE131C01011,,,
500069,BNK CAPITAL ,XD,Q,58.25,62.15,58.25,61,61,59.95,48,14820,911475,,INE418C01012,,,
500074,BPL LTD.    ,B ,Q,73.9,76.9,72.35,76.15,76.4,72.4,1483,232818,17570765,,INE110A01019,,,
500078,CAMPH.& ALL ,XC,Q,813,815,794.05,805,805,791.05,27,710,569097,,INE959C01015,,,
500083,CENTURY EXT ,T ,Q,6,6.05,5.75,5.86,5.86,6.04,33,15496,89925,,INE281A01026,,,
500084,CESC LTD.   ,A ,Q,957,968.95,947.55,950.4,950.4,956.8,1457,36255,34660157,,INE486A01013,,,
500085,CHAMBAL FERT,B ,Q,100.85,103,99.8,101.25,101.25,100.75,1230,167607,16983284,,INE085A01013,,,
500086,EXIDE IND.  ,A ,Q,230.75,231.95,220.05,222.4,222.4,230.75,2610,281496,63611356,,INE302A01020,,,
500087,CIPLA LTD.  ,A ,Q,555,558,552,554.3,554.3,554.5,1777,413084,229247524,,INE059A01026,,,
500089,DIC INDIA   ,B ,Q,480,480,473.05,475,475,477.7,14,581,277679,,INE303A01010,,,
500092,CRISIL LTD  ,A ,Q,1918,1938,1905,1913.5,1910,1937.15,109,13014,24995710,XD,INE007A01025,,,
500093,CGPOWER     ,A ,Q,78.65,79.05,76.8,77,77,78.35,642,183704,14274780,,INE067A01029,,,
500096,DABUR (I)   ,A ,Q,284,284.25,275,275.8,275.8,284.1,1296,194926,54585314,,INE016A01026,,,
500097,DALMIASUG   ,B ,Q,176,181,176,178.8,178.65,178.5,207,12514,2245881,,INE495A01022,,,
500101,ARVIND Ltd  ,A ,Q,410,424.55,410,419.25,419.25,409,6627,468029,196522601,,INE034A01011,,,
500102,BALARPUR IND,B ,Q,19,21.65,18.95,21.2,21.2,18.9,3862,2521971,52388245,,INE294A01037,,,
500103,BHEL        ,A ,Q,176,177.35,173.5,174.1,174.1,175.35,1615,297948,52257810,,INE257A01026,,,
500104,HIND.PETRO  ,A ,Q,551,557.6,530.1,531.5,531.5,551.7,6604,718741,389323593,,INE094A01015,,,
500106,IFCI LTD    ,A ,Q,32.25,32.75,31.8,32.25,32.25,32.2,2479,2319953,74855767,,INE039A01010,,,
500108,MAHA.TELE   ,B ,Q,25.95,25.95,25.1,25.2,25.2,25.4,529,257827,6528657,,INE153A01019,,,
500109,MRPL        ,A ,Q,130.95,134.45,128,131.6,131.6,129.3,1647,196586,25927542,,INE103A01014,,,
500110,CHENNAI PET.,B ,Q,381,383.55,377,380,378.5,378.45,1680,63122,23935474,,INE178A01016,,,
500111,REL.CAP.    ,A ,Q,667,678,662.6,671.25,671.25,664.9,7524,474627,318280674,,INE013A01015,,,
500112,STATE BANK  ,A ,Q,288.7,293.15,285.8,289.35,289.35,288.25,7341,1111318,321636648,,INE062A01020,,,
