SYMBOL,NAME_OF_COMPANY,SERIES,DATE_OF_LISTING,PAID_UP_VALUE,ISIN_NUMBER,FACE_VALUE,price,,,Exch,Code,Name,"Dly
Price
Close
on Last bar


  Value","Dly
Avg(E,5)

on Last bar


  Value","Dly
Avg(E,10)

on Last bar


  Value","Dly
Avg(E,20)

on Last bar


  Value","Dly
Avg(E,50)

on Last bar


  Value","Dly
Avg(E,200)

on Last bar


  Value","Dly
Price
High
Highest In N Bars
(75)

  Value","Dly
Price
Low
Lowest In N Bars
(75)

  Value",,,,
KRISHIVAL,Krishival Foods Limited,SM,31-Mar-22,10,INE0GGO01015,10,285,,MAITREYA,N,19812,MAITREYA  ST,130,125.73,129.46,136.79,145.52,151.92,,,,12,,
KRISHNADEF,Krishna Defence and Allied Industries Limited,SM,6-Apr-22,10,INE0J5601015,10,#N/A,,MAL,N,19134,MAL       SM,51,51.85,52.97,53.87,54.96,57.43,,,,12,,
LEMERITE,Le Merite Exports Limited,SM,9-May-22,10,INE0G1L01017,10,43.95,,MANAV,N,21697,MANAV     SM,14.25,14.38,14.69,15.31,14.48,10.99,21.2,5.65,,12,,
LLOYDS,Lloyds Luxuries Limited,SM,11-Oct-22,10,INE0DTQ01028,10,99.7,,MARCO,N,18773,MARCO     SM,52,52.17,53.17,54.81,56.29,57.47,,,,12,,
LRRPL,Lead Reclaim And Rubber Products Limited,SM,21-Feb-23,10,INE0H4B01011,10,37.05,,MARINETRA,N,20414,MARINETRANST,35.55,37.27,36.42,34.76,32.86,31.52,,,,12,,
MADHAVBAUG,Vaidya Sane Ayurved Laboratories Limited,SM,23-Feb-22,10,INE0JR301013,10,#N/A,,MASTER,N,19011,MASTER    SM,140.8,140.49,140.47,140.51,140.61,140.58,,,,12,,
MADHUSUDAN,Madhusudan Masala Limited,SM,26-Sep-23,10,INE0P6701019,10,#N/A,,MCON,N,14574,MCON      SM,155,159.27,159.43,155.79,149.26,123.3,178.75,116,,12,,
MAGSON,Magson Retail And Distribution Limited,SM,6-Jul-23,10,INE0O1S01012,10,134.75,,MDL,N,2132,MDL       SM,73.2,72.2,71.29,68.5,60.91,45.64,78.1,38.5,,12,,
MAHICKRA,Mahickra Chemicals Limited,SM,26-Apr-18,10,INE961Y01015,10,105,,MEGAFLEX,N,10971,MEGAFLEX  SM,31.5,32.47,33.15,34.71,37.78,41.33,52.45,31.5,,12,,
MAITREYA,Maitreya Medicare Limited,SM,7-Nov-23,10,INE0PLQ01011,10,130,,MHHL,N,1426,MHHL      SM,68.55,70.59,71.46,71.64,71.58,64.24,96.95,60.4,,12,,
MAKS,Maks Energy Solutions India Limited,ST,28-Sep-22,10,INE0CDK01019,10,#N/A,,MICROPRO,N,19890,MICROPRO  ST,67.95,66.75,68.23,70.59,73.29,75.23,,,,12,,
MAL,Mangalam Alloys Limited,SM,4-Oct-23,10,INE00C401011,10,51,,MILTON,N,159,MILTON    SM,31.35,32.22,32.81,32.73,30.59,24.97,38.05,22.05,,12,,
MANAV,Manav Infra Projects Limited,SM,18-Sep-17,10,INE104Y01012,10,14.25,,MONOPHARM,N,18392,MONOPHARMASM,50.2,49.52,49.48,48.97,46.41,38.16,,,,12,,
MARCO,Marco Cables & Conductors Limited,SM,28-Sep-23,10,INE0QP001012,10,52,,MOS,N,15051,MOS       SM,87.65,87.44,88.78,90.6,92.79,97.58,113.4,84,,12,,
MARINETRAN,Marinetrans India Limited,SM,8-Dec-23,10,INE0P1P01017,10,#N/A,,MOXSH,N,13502,MOXSH     SM,124,120.28,120.86,121.86,122.1,117.21,148.4,100.1,,12,,
MASTER,Master Components Limited,SM,29-Sep-23,10,INE0OJM01017,10,140.8,,MPTODAY,N,21792,MPTODAY   SM,48.5,46.94,46,45.04,44.56,39.26,60.5,38.25,,12,,
MCON,Mcon Rasayan India Limited,SM,20-Mar-23,10,INE0O4M01019,10,155,,MWL,N,10311,MWL       SM,119.35,117.17,116.61,116.13,116.84,118.23,141.55,106,,12,,
MDL,Marvel Decor Limited,SM,23-Mar-18,10,INE575Z01010,10,73.2,,NEWJAISA,N,19158,NEWJAISA  SM,159,158.4,159.11,157.94,145.81,118.32,,,,12,,
MEGAFLEX,Mega Flex Plastics Limited,SM,19-Sep-22,10,INE0G1D01014,10,31.5,,NIDAN,N,6592,NIDAN     SM,34.2,34.03,33.96,33.87,33.93,38.5,39,30.05,,12,,
MHHL,Mohini Health & Hygiene Limited,SM,16-Feb-18,10,INE450S01011,10,68.55,,NIRMAN,N,14722,NIRMAN    SM,272.15,276.07,271.71,258.85,235.67,169.67,324.95,160.2,,12,,
MICROPRO,Micropro Software Solutions Limited,SM,10-Nov-23,10,INE0PZK01014,10,67.95,,OLIL,N,19386,OLIL      SM,68,67.58,67.79,69.16,73.03,79.46,,,,12,,
MILTON,Milton Industries Limited,SM,16-Oct-17,10,INE376Y01016,10,31.35,,OMFURN,N,117,OMFURN    SM,67,67.53,68.93,70.73,70.76,52.07,86.3,52.44,,12,,
MINDPOOL,Mindpool Technologies Limited,ST,28-Feb-19,10,INE00RQ01019,10,#N/A,,ONDOOR,N,19692,ONDOOR    SM,201,198.22,195.91,195.73,199.67,205.75,,,,12,,
MONOPHARMA,Mono Pharmacare Limited,SM,7-Sep-23,10,INE0OIP01012,10,#N/A,,ORIANA,N,17882,ORIANA    SM,501.8,499.44,483.39,449.33,400.45,379.76,564.95,281,,12,,
MOS,Mos Utility Limited,SM,18-Apr-23,10,INE0N7S01010,10,87.65,,PARAGON,N,19782,PARAGON   ST,199.85,198.33,199.57,203.1,208.1,212.11,,,,12,,
MOXSH,Moxsh Overseas Educon Limited,SM,30-Dec-22,10,INE0N6D01014,10,124,,PARIN,N,5460,PARIN     SM,109,108.9,107.85,103.47,94.26,82.04,114,64.6,,12,,
MPTODAY,Madhya Pradesh Today Media Limited,SM,29-Sep-17,10,INE105Y01019,10,48.5,,PARTYCRUS,N,2599,PARTYCRUS SM,113.2,116.38,116.03,108.68,92.06,74.64,139.45,57,,12,,
MWL,Mangalam Worldwide Limited,SM,11-Jul-22,10,INE0JYY01011,10,119.35,,PASHUPATI,N,21657,PASHUPATI SM,118,118.49,114.25,110.73,112.11,107.9,143.9,90,,12,,
NEWJAISA,Newjaisa Technologies Limited,SM,5-Oct-23,5,INE0PW501021,5,159,,PATTECH,N,15137,PATTECH   SM,55.5,57.62,59.17,60.73,62.89,63.28,85.5,55,,12,,
NIDAN,Nidan Laboratories and Healthcare Limited,SM,12-Nov-21,10,INE0J6L01013,10,34.2,,PENTAGON,N,17132,PENTAGON  SM,114.15,118.17,120.32,121.65,121.91,124.99,166.7,107.2,,12,,
NIRMAN,Nirman Agri Genetics Limited,SM,28-Mar-23,10,INE0OK701014,10,272.15,,PERFECT,N,11250,PERFECT   SM,16.9,17.27,17.59,17.95,18.88,19.45,25.5,16.55,,12,,
NPST,Network People Services Technologies Limited,ST,10-Aug-21,10,INE0FFK01017,10,#N/A,,PHANTOMFX,N,11612,PHANTOMFX SM,520.3,474.31,456.43,441.31,435.61,394.7,528,365.2,,12,,
OLIL,Oneclick Logistics India Limited,SM,11-Oct-23,10,INE0OPS01011,10,68,,PLADAINFO,N,19492,PLADAINFO SM,37,36.87,38.16,61.17,251.97,680.11,,,,12,,
OMFURN,Omfurn India Limited,SM,13-Oct-17,10,INE338Y01016,10,67,,PRAMARA,N,18514,PRAMARA   SM,96,94.35,95.21,95.01,93.59,96.64,,,,12,,
ONDOOR,On Door Concepts Limited,SM,1-Nov-23,10,INE00ER01015,10,201,,PRECISION,N,7950,PRECISION SM,36.45,36.6,36.79,37.18,38.72,38.86,53.5,33.55,,12,,
ORIANA,Oriana Power Limited,SM,11-Aug-23,10,INE0OUT01019,10,501.8,,PRESSTONI,N,20506,PRESSTONICST,131.65,135.54,139.39,142.55,145.03,146.48,,,,12,,
PARAGON,Paragon Fine and Speciality Chemical Limited,SM,3-Nov-23,10,INE0N4G01012,10,199.85,,PRITIKA,N,12971,PRITIKA   SM,66.45,66.35,67.22,68.84,69.79,55.78,93.45,62,,12,,
PARIN,Parin Furniture Limited,SM,9-Oct-18,10,INE00U801010,10,109,,PROLIFE,N,19352,PROLIFE   SM,229.5,231.4,235.68,237.43,235.68,210.23,280,188.65,,12,,
PARTYCRUS,Party Cruisers Limited,SM,5-Mar-21,10,INE06ZX01015,10,113.2,,PROPEQUIT,N,8735,PROPEQUITYSM,232.9,230.73,235.16,242.2,241.48,214.75,324,200,,12,,
PASHUPATI,Pashupati Cotspin Limited,SM,8-Sep-17,10,INE124Y01010,10,118,,PROV,N,16483,PROV      SM,1040,1048.24,1072.99,1099.96,1091.35,1065.89,1270,845,,12,,
PATTECH,Pattech Fitwell Tube Components Limited,SM,21-Apr-23,10,INE0NZW01014,10,55.5,,PULZ,N,507,PULZ      SM,128.1,128.55,129.98,125.6,110.04,77.58,149.25,73.15,,12,,
PENTAGON,Pentagon Rubber Limited,SM,7-Jul-23,10,INE0ORS01017,10,114.15,,QFIL,N,14613,QFIL      SM,102,99.35,98.62,98.37,99.34,101.29,120.9,81.5,,12,,
PERFECT,Perfect Infraengineers Limited,SM,20-Nov-15,10,INE925S01012,10,16.9,,QMSMEDI,N,11467,QMSMEDI   SM,132.4,134.17,135.36,137.08,140.17,317.93,172,125.55,,12,,
PHANTOMFX,Phantom Digital Effects Limited,SM,21-Oct-22,10,INE0MLZ01019,10,520.3,,QUADPRO,N,5870,QUADPRO   SM,5.7,5.73,5.79,5.85,5.9,5.97,6.95,5,,12,,
PLADAINFO,Plada Infotech Services Limited,SM,13-Oct-23,10,INE0PXD01014,10,37,,QUICKTOUC,N,15285,QUICKTOUCHSM,200,203.41,203.84,204.35,204.18,178.7,274,163.05,,12,,
PRAMARA,Pramara Promotions Limited,SM,13-Sep-23,10,INE0O7A01017,10,96,,RBMINFRA,N,13570,RBMINFRA  SM,364.7,357.98,358.86,342.02,286.9,212.97,437.8,91.55,,12,,
PRECISION,Precision Metaliks Limited,SM,1-Feb-22,10,INE0HKW01018,10,36.45,,RCDL,N,19681,RCDL      SM,48.05,48.4,48.48,49.32,51.58,54.21,,,,12,,
PRESSTONIC,Presstonic Engineering Limited,ST,18-Dec-23,10,INE0R1601012,10,#N/A,,RELIABLE,N,51,RELIABLE  SM,84,78.69,74.76,70.27,64.5,52.41,84,49.3,,12,,
PRITIKA,Pritika Engineering Components Limited,SM,8-Dec-22,10,INE0MJQ01012,10,66.45,,REMUS,N,16154,REMUS     SM,7060,6588.59,6255.65,5943.4,5548.44,4327.87,7180,4050,,12,,
PROLIFE,Prolife Industries Limited,SM,9-Jan-17,10,INE994V01012,10,229.5,,REXPIPES,N,5309,REXPIPES  SM,68.1,68.97,70.12,70.63,70.89,61.39,87.9,63.5,,12,,
PROPEQUITY,P. E. Analytics Limited,SM,4-Apr-22,10,INE0KN801013,10,#N/A,,RICHA,N,8208,RICHA     SM,108.1,109.95,108.02,102.27,89.99,87.42,115,50,,12,,
PROV,Proventus Agrocom Limited,SM,5-Jun-23,10,INE0ONE01016,10,1040,,RILINFRA,N,9854,RILINFRA  SM,88,88.35,89.59,91.39,96.35,187.88,119,86.95,,12,,
PULZ,Pulz Electronics Limited,SM,24-Nov-17,10,INE335X01014,10,128.1,,RITEZONE,N,11910,RITEZONE  SM,61.7,61.65,62.61,63.59,64.51,70.44,76.9,56,,12,,
QFIL,Quality Foils (India) Limited,SM,24-Mar-23,10,INE0O1M01015,10,102,,RMDRIP,N,21816,RMDRIP    SM,103.8,103.05,99.82,93.02,78.66,53.15,110,41,,12,,
QMSMEDI,QMS Medical Allied Services Limited,SM,11-Oct-22,10,INE0FMW01018,10,132.4,,ROCKINGDC,N,20292,ROCKINGDCEST,301.75,292.87,295.62,301.31,308.09,313.04,,,,12,,
QUADPRO,Quadpro Ites Limited,SM,30-Sep-21,2,INE0GOJ01027,2,5.7,,ROXHITECH,N,20170,ROXHITECH ST,172.1,169.69,165.07,157.77,149.68,143.97,,,,12,,
QUICKTOUCH,Quicktouch Technologies Limited,SM,2-May-23,10,INE0K4D01020,10,#N/A,,SAAKSHI,N,19093,SAAKSHI   SM,221,219.88,224,229.45,240.55,258.23,,,,12,,
RBMINFRA,Rbm Infracon Limited,SM,4-Jan-23,10,INE0NA301016,10,364.7,,SABAR,N,10982,SABAR     SM,20.9,20.78,21.52,22.79,23.37,19.95,30.6,13.6,,12,,
RCDL,Rajgor Castor Derivatives Limited,SM,31-Oct-23,10,INE0BZQ01011,10,48.05,,SAHAJ,N,18354,SAHAJ     SM,28.5,25.17,24.27,23.8,24.51,27.2,,,,12,,
RELIABLE,Reliable Data Services Limited,SM,11-Oct-17,10,INE375Y01018,10,84,,SAHANA,N,16711,SAHANA    SM,617.1,590.97,582.79,569.58,495.25,305.55,641.55,236.05,,12,,
REMUS,Remus Pharmaceuticals Limited,SM,29-May-23,10,INE0O5T01011,10,7060,,SANGANI,N,18035,SANGANI   SM,37.5,37.69,38.02,38.54,39.81,42.93,,,,12,,
REXPIPES,Rex Pipes And Cables Industries Limited,SM,10-Aug-21,10,INE00D001018,10,68.1,,SAROJA,N,18506,SAROJA    SM,55.5,55.68,56.29,57.37,59.25,61.95,,,,12,,
RICHA,Richa Info Systems Limited,SM,21-Feb-22,10,INE0J1P01015,10,108.1,,SARTELE,N,19866,SARTELE   ST,100.5,100.24,101.68,104.07,107.05,109.33,,,,12,,
RILINFRA,Rachana Infrastructure Limited,SM,10-Jun-22,10,INE02OY01016,10,88,,SCML,N,19469,SCML      SM,71.85,75.19,77.56,78.48,78.83,78.96,,,,12,,
RITEZONE,Rite Zone Chemcon India Limited,SM,11-Nov-22,10,INE0MRA01019,10,61.7,,SECL,N,13025,SECL      SM,27.1,25.17,24.47,25.84,58.09,162.89,309.9,18.65,,12,,
RMDRIP,R M Drip and Sprinklers Systems Limited,SM,4-Oct-17,10,INE219Y01018,10,103.8,,SEL,N,18264,SEL       SM,201,203.63,203.93,202.94,204.84,225.32,,,,12,,
ROCKINGDCE,Rockingdeals Circular Economy Limited,SM,30-Nov-23,10,INE0PTR01012,10,#N/A,,SERVICE,N,17399,SERVICE   SM,59,56.53,56.56,56.91,58.14,61.54,74,49.25,,12,,
ROXHITECH,Rox Hi Tech Limited,SM,16-Nov-23,10,INE0PDJ01013,10,172.1,,SHANTHALA,N,19752,SHANTHALA SM,104,103.25,104.36,108.71,119.54,132.4,,,,12,,
SAAKSHI,Saakshi Medtech and Panels Limited,SM,3-Oct-23,10,INE0PSK01027,10,221,,SHERA,N,14172,SHERA     SM,146.75,147.53,150.63,155.75,158.45,128.34,192,115,,12,,
SABAR,Sabar Flex India Limited,SM,21-Sep-22,10,INE0DZ101013,10,20.9,,SHIGAN,N,8394,SHIGAN    SM,117.1,111.82,108.88,106.82,108.19,103.96,146.6,90,,12,,
SAHAJ,Sahaj Fashions Limited,SM,6-Sep-23,10,INE013901017,10,28.5,,SHIVAUM,N,13471,SHIVAUM   ST,311.3,276.04,213.37,149.41,92.65,57.2,,,,12,,
SAHANA,Sahana System Limited,SM,12-Jun-23,10,INE0LEX01011,10,617.1,,SHREEOSFM,N,20606,SHREEOSFM ST,71.65,69.38,68.87,68.57,68.38,68.28,,,,12,,
SANGANI,Sangani Hospitals Limited,SM,17-Aug-23,10,INE0OVI01010,10,37.5,,SHRITECH,N,17684,SHRITECH  SM,73.6,75.3,76.88,78.8,81.42,84.38,99.3,72,,12,,
SAROJA,Saroja Pharma Industries India Limited,SM,13-Sep-23,10,INE0PCL01011,10,55.5,,SHUBHLAXM,N,6451,SHUBHLAXMISM,86.7,87.41,87.31,87.27,87.79,79.28,99,75.7,,12,,
SARTELE,Sar Televenture Limited,SM,8-Nov-23,2,INE0PUC01020,2,100.5,,SIDDHIKA,N,3148,SIDDHIKA  SM,205,201.8,197.4,192.45,189.85,165.55,222,171.2,,12,,
SCML,Sharp Chucks and Machines Limited,SM,12-Oct-23,10,INE460Q01014,10,71.85,,SJLOGISTI,N,20545,SJLOGISTICST,174.1,175.21,178.23,180.58,182.37,183.39,,,,12,,
SECL,Salasar Exteriors and Contour Limited,SM,12-Sep-19,1,INE00Y701026,1,27.1,,SKP,N,10325,SKP       SM,206.55,209.46,209.74,210.16,210.7,196,246,192,,12,,
SEL,Sungarner Energies Limited,SM,31-Aug-23,10,INE0O3O01017,10,201,,SMVD,N,847,SMVD      SM,10.75,11.37,11.34,10.98,10.77,11.22,16.15,7.6,,12,,
SERVICE,Service Care Limited,SM,26-Jul-23,10,INE0P1Q01015,10,59,,SOLEX,N,1231,SOLEX     SM,453.55,462.94,467.23,474.76,504.58,489.24,710,420,,12,,
SHAIVAL,Shaival Reality Limited,ST,1-Oct-15,10,INE262S01010,10,#N/A,,SONAHISON,N,13701,SONAHISONAST,77.9,56.51,40.02,27.63,18.41,13.22,,,,12,,
SHANTHALA,Shanthala FMCG Products Limited,SM,3-Nov-23,10,INE0Q9Q01017,10,104,,SONUINFRA,N,9458,SONUINFRA SM,55,57.57,58.38,59.36,58.7,48.69,78.4,40.5,,12,,
SHEETAL,Sheetal Universal Limited,ST,11-Dec-23,10,INE04VX01019,10,#N/A,,SOTAC,N,14993,SOTAC     SM,111.15,117.96,121.32,122.41,122.19,120.14,136.95,97,,12,,
SHERA,Shera Energy Limited,SM,17-Feb-23,10,INE0MM001019,10,146.75,,SPECTRUM,N,5060,SPECTRUM  SM,1330,1314.67,1288.39,1235.41,1118.42,715.69,1431.25,770,,12,,
SHIGAN,Shigan Quantum Technologies Limited,SM,11-Mar-22,10,INE03KJ01013,10,117.1,,SPECTSTM,N,16876,SPECTSTM  SM,114.65,107.8,103.23,101.21,108.65,134.05,164,89,,12,,
SHIVAUM,Shiv Aum Steels Limited,ST,1-Oct-19,10,INE719F01016,10,311.3,,SRIVASAVI,N,14411,SRIVASAVI SM,143.2,146.22,147.99,145.93,138.09,107.99,181,113.25,,12,,
SHREEOSFM,Shree OSFM E-Mobility Limited,ST,21-Dec-23,10,INE02S501018,10,71.65,,SSFL,N,18056,SSFL      SM,184,184.66,186.4,183.59,165.75,143.98,218,103,,12,,
SHRITECH,Shri Techtex Limited,SM,4-Aug-23,10,INE0OMF01015,10,73.6,,SUNREST,N,20216,SUNREST   ST,70.05,71.16,73.05,75.34,77.64,79.2,,,,12,,
SHUBHLAXMI,Shubhlaxmi Jewel Art Limited,SM,4-Dec-18,10,INE01Z401013,10,#N/A,,SURANI,N,8513,SURANI    SM,300,297.99,297.63,297.95,290.3,212.52,351,186.2,,12,,
SIDDHIKA,Siddhika Coatings Limited,SM,7-Apr-21,10,INE0A1E01018,10,205,,SWARAJ,N,8608,SWARAJ    SM,102.95,104.15,105.02,104.35,102.51,79.95,145.05,88.7,,12,,
SJLOGISTIC,S J Logistics (India) Limited,ST,19-Dec-23,10,INE0F3301020,10,#N/A,,SWASTIK,N,11492,SWASTIK   SM,93.5,94.68,95.78,97.38,99.59,95.57,126,84.25,,12,,
SKP,SKP Bearing Industries Limited,SM,13-Jul-22,10,INE0KZA01016,10,206.55,,SYNOPTICS,N,17203,SYNOPTICS SM,128,128.58,129.15,129.09,130.57,145.02,169.85,116.6,,12,,
SKSTEXTILE,SKS Textiles Limited,ST,19-Jan-18,10,INE507Y01016,10,#N/A,,SYSTANGO,N,14506,SYSTANGO  SM,262.3,257.58,252.22,247.3,244.72,199.91,299,212.65,,12,,
SMVD,SMVD Poly Pack Limited,SM,26-Dec-17,10,INE702Y01013,10,10.75,,TAPIFRUIT,N,10986,TAPIFRUIT SM,186.55,181.26,175.31,170.22,170.81,152.39,210,142,,12,,
SOLEX,Solex Energy Limited,SM,5-Feb-18,10,INE880Y01017,10,453.55,,TARACHAND,N,2117,TARACHAND SM,175.1,174.69,175.17,175.01,163.45,119.77,214,97.5,,12,,
SONUINFRA,Sonu Infratech Limited,SM,13-May-22,10,INE0JZA01018,10,55,,TIMESCAN,N,7800,TIMESCAN  SM,147.5,148.95,150.56,154.65,162.71,151.4,203.7,138.1,,12,,
SOTAC,Sotac Pharmaceuticals Limited,SM,13-Apr-23,10,INE0O2D01012,10,111.15,,TIRUPATI,N,21868,TIRUPATI  SM,475,455.18,442.66,425.6,363.84,208.6,475,99.9,,12,,
SPECTRUM,Spectrum Electrical Industries Limited,SM,1-Oct-18,10,INE01EO01010,10,1330,,TRANSTEEL,N,19807,TRANSTEEL ST,95.2,97.79,98.62,97.76,95.8,94.04,,,,12,,
SPECTSTM,Spectrum Talent Management Limited,SM,22-Jun-23,10,INE0OL001018,10,114.65,,TRANSWIND,N,21260,TRANSWIND SM,17.05,16.15,15.26,14.32,12.67,9.59,17.5,6.9,,12,,
SPRL,Sp Refractories Limited,ST,22-Mar-22,10,INE0JW501011,10,#N/A,,TRIDHYA,N,17210,TRIDHYA   SM,34.4,34.71,35.26,36.09,37.85,40.92,50.5,32.5,,12,,
SRIVASAVI,Srivasavi Adhesive Tapes Limited,SM,9-Mar-23,10,INE0NPI01014,10,143.2,,UCL,N,4212,UCL       SM,68.9,66.89,66.38,65.92,65.93,64.83,75.95,52,,12,,
SSFL,Srivari Spices And Foods Limited,SM,18-Aug-23,10,INE0ON201012,10,184,,UMA,N,13349,UMA       SM,29.4,29.79,30,30.25,31.11,33.31,46.9,28.5,,12,,
SUNREST,Sunrest Lifescience Limited,SM,20-Nov-23,10,INE0PLZ01012,10,70.05,,UNIHEALTH,N,18582,UNIHEALTH SM,126.45,127.94,129.09,130.57,131.16,127.49,,,,12,,
SURANI,Surani Steel Tubes Limited,SM,6-Feb-19,10,INE01ZJ01015,10,300,,URBAN,N,16888,URBAN     SM,383.5,391.51,405.79,408.61,349.13,214.6,541.3,114.05,,12,,
SWARAJ,Swaraj Suiting Limited,SM,28-Mar-22,10,INE0GMR01016,10,102.95,,USASEEDS,N,10610,USASEEDS  SM,410,418.21,417.66,408.59,398.18,401.37,517,342,,12,,
SWASTIK,Swastik Pipe Limited,SM,12-Oct-22,10,INE0DGC01025,10,93.5,,UWCSL,N,5945,UWCSL     SM,119.7,118.54,120.29,117.54,104.36,66.74,141.2,45.55,,12,,
SYNOPTICS,Synoptics Technologies Limited,SM,13-Jul-23,10,INE0BTR01012,10,128,,VASA,N,1274,VASA      SM,5.75,5.72,5.72,5.79,6.3,8.46,8.15,5.35,,12,,
SYSTANGO,Systango Technologies Limited,SM,15-Mar-23,10,INE0O7R01011,10,262.3,,VEEKAYEM,N,10710,VEEKAYEM  SM,84.85,79.11,80.19,82.01,81.98,66.9,104.85,65,,12,,
TAPIFRUIT,Tapi Fruit Processing Limited,SM,22-Sep-22,10,INE0M7001010,10,186.55,,VELS,N,14590,VELS      SM,92.1,96.14,98,100.56,106.96,107.55,163.95,91.55,,12,,
TARACHAND,Tara Chand InfraLogistic Solutions Limited,SM,23-Mar-18,10,INE555Z01012,10,175.1,,VERTEXPLU,N,14491,VERTEXPLUSSM,202.95,202.32,200.43,197.9,191.07,149.01,239.9,106,,12,,
TIMESCAN,Timescan Logistics (India) Limited,SM,12-Jan-22,10,INE0IJY01014,10,147.5,,VIAZ,N,14316,VIAZ      SM,58.05,56.64,54.07,50.38,46.95,49.23,59.85,37.2,,12,,
TIRUPATI,Shree Tirupati Balajee FIBC Limited,SM,5-Oct-17,10,INE238Y01018,10,475,,VILINBIO,N,16954,VILINBIO  SM,22.55,22.05,21.61,21.38,21.57,21.68,24.7,18.1,,12,,
TRANSTEEL,Transteel Seating Technologies Limited,SM,6-Nov-23,10,INE0NVI01020,10,95.2,,VINSYS,N,17898,VINSYS    SM,269.5,263.94,264.42,266.3,272.99,289.18,370,238,,12,,
TRANSWIND,Transwind Infrastructures Limited,SM,12-Jul-17,10,INE792X01016,10,17.05,,VINYAS,N,19206,VINYAS    SM,735.55,633.52,578.1,529.01,489.03,467.17,,,,12,,
TRIDHYA,Tridhya Tech Limited,SM,13-Jul-23,10,INE0LWY01029,10,34.4,,VISHNUINF,N,19300,VISHNUINFRSM,428.4,398.72,379.88,345.29,269.87,172.47,,,,12,,
UCL,Ushanti Colour Chem Limited,SM,2-Aug-18,10,INE00NI01015,10,68.9,,VITAL,N,11920,VITAL     SM,101,97.26,93.66,91.55,92.7,103.91,116.8,81,,12,,
UMA,Uma Converter Limited,SM,29-Dec-22,10,INE067901012,10,29.4,,VIVIANA,N,10967,VIVIANA   SM,179,182.8,183.02,177.76,166.37,144.86,209.9,130.75,,12,,
UNIHEALTH,Unihealth Consultancy Limited,SM,21-Sep-23,10,INE0PRF01011,10,126.45,,VIVO,N,7610,VIVO      SM,86.1,85.2,87.36,91.48,99.23,123.41,127,82,,12,,
URBAN,Urban Enviro Waste Management Limited,SM,22-Jun-23,10,INE0O0201019,10,383.5,,VMARCIND,N,3188,VMARCIND  SM,178.65,173.67,176.57,176.38,159.26,108.76,219.7,93.65,,12,,
USASEEDS,Upsurge Seeds Of Agriculture Limited,SM,11-Aug-22,10,INE0CBM01019,10,410,,VSCL,N,20973,VSCL      SM,43,41.9,40.93,40.66,40.99,36.35,54.95,33.9,,12,,
UWCSL,Ultra Wiring Connectivity System Limited,SM,26-Oct-18,10,INE00F301010,10,119.7,,WALPAR,N,5013,WALPAR    SM,87.4,90.84,90.91,89.95,87.45,71.68,101.65,72.3,,12,,
VASA,Vasa Retail and Overseas Ltd,SM,6-Feb-18,10,INE068Z01016,10,5.75,,WOMANCART,N,19627,WOMANCART SM,159.95,157.58,154.72,143.42,126.23,112.05,,,,12,,
VEEKAYEM,Veekayem Fashion and Apparels Limited,SM,22-Aug-22,10,INE0KTW01013,10,84.85,,YCCL,N,17627,YCCL      SM,29.55,29.99,30.38,30.67,30.96,33.57,36.65,26.1,,12,,
VELS,Vels Film International Limited,SM,22-Mar-23,10,INE0I3H01019,10,92.1,,YUDIZ,N,18040,YUDIZ     SM,139.1,140.03,140.73,141.89,149.11,178.45,213,128,,12,,
VERA,Vera Synthetic Limited,SM,12-Apr-18,10,INE709Z01015,10,#N/A,,ZEAL,N,17766,ZEAL      SM,215,215.98,219.28,218.77,211.26,203.22,255.75,148.85,,12,,
VERTEXPLUS,Vertexplus Technologies Limited,SM,15-Mar-23,10,INE0NLB01018,10,,,,,,,,,,,,,,,,,,
VIAZ,Viaz Tyres Limited,SM,1-Mar-23,10,INE0MO401019,10,,,,,,,,,,,,,,,,,,
VILINBIO,Vilin Bio Med Limited,SM,30-Jun-23,10,INE0L4V01013,10,,,,,,,,,,,,,,,,,,
VINSYS,Vinsys IT Services India Limited,SM,11-Aug-23,10,INE0OSJ01014,10,,,,,,,,,,,,,,,,,,
VINYAS,Vinyas Innovative Technologies Limited,SM,6-Oct-23,10,INE0OLS01010,10,,,,,,,,,,,,,,,,,,
VISHNUINFR,Vishnusurya Projects and Infra Limited,SM,10-Oct-23,10,INE0PQ001012,10,,,,,,,,,,,,,,,,,,
VITAL,Vital Chemtech Limited,SM,14-Nov-22,10,INE0L4K01016,10,,,,,,,,,,,,,,,,,,
VIVIANA,Viviana Power Tech Limited,SM,16-Sep-22,10,INE0MEG01014,10,,,,,,,,,,,,,,,,,,
VIVO,Vivo Collaboration Solutions Limited,SM,31-Dec-21,10,INE0IA701014,10,,,,,,,,,,,,,,,,,,
VMARCIND,V Marc India Limited,SM,9-Apr-21,10,INE0GXK01018,10,,,,,,,,,,,,,,,,,,
VSCL,Vadivarhe Speciality Chemicals Limited,SM,2-Jun-17,10,INE551Q01028,10,,,,,,,,,,,,,,,,,,
WALPAR,Walpar Nutritions Limited,SM,13-Jul-21,10,INE0G2G01015,10,,,,,,,,,,,,,,,,,,
WOMANCART,Womancart Limited,ST,27-Oct-23,10,INE0Q9601016,10,,,,,,,,,,,,,,,,,,
YCCL,Yasons Chemex Care Limited,SM,3-Aug-23,10,INE08S201019,10,,,,,,,,,,,,,,,,,,
