Date,BSE_Code,BSE_Volume,BSE_Delivery,Price,PrevClose,Traded_Value_lacs,Segment
231011,500002,2890,710,4187.65,4189.15,29.73,A 
231011,500003,7060,4225,323.45,323.3,13.67,A 
231011,500008,43445,28718,641.95,635.25,184.36,A 
231011,500009,152033,152033,42.97,42.13,65.33,XT
231011,500012,75552,49156,75.91,74.58,37.31,X 
231011,500014,57213,42654,6.1,6.01,2.6,X 
231011,500016,16271,13841,14.7,15.0,2.03,X 
231011,500020,335099,100283,154.5,149.95,154.94,A 
231011,500023,13417,11510,133.05,133.5,15.31,B 
231011,500027,1359,402,6897.3,6882.9,27.73,A 
231011,500028,67455,67455,15.12,14.83,10.2,XT
231011,500031,3048,1902,1061.85,1060.4,20.2,A 
231011,500032,1023716,451229,25.34,25.14,114.34,A 
231011,500033,1743,1146,3932.75,3987.45,45.07,B 
231011,500034,81095,72136,8098.4,8081.95,5841.86,A 
231011,500038,46765,11073,420.55,424.7,46.57,A 
231011,500039,22197,10480,477.7,493.3,50.06,B 
231011,500040,32490,13003,1174.2,1147.8,152.68,A 
231011,500041,902,878,2635.85,2555.5,23.14,B 
231011,500042,658,379,2556.1,2546.4,9.69,A 
231011,500043,2049,768,1634.0,1643.1,12.55,A 
231011,500048,2033,979,2333.1,2334.05,22.84,A 
231011,500049,300892,134227,137.8,139.85,184.96,A 
231011,500052,40770,19114,91.83,91.73,17.55,B 
231011,500058,71407,71407,10.61,10.73,7.58,XT
231011,500059,5307,5307,14.91,14.7,0.79,T 
231011,500060,23502,18767,334.95,319.0,62.86,B 
231011,500067,6281,3282,882.45,865.25,28.96,A 
231011,500068,155,75,13551.5,13584.55,10.16,B 
231011,500069,536,528,262.0,266.5,1.38,X 
231011,500074,39152,29446,81.4,77.98,23.97,B 
231011,500078,4561,4218,366.05,367.9,15.44,B 
231011,500083,49655,49655,16.56,15.78,8.22,T 
231011,500084,335077,175934,88.51,88.12,155.72,A 
231011,500085,266968,134547,284.55,284.2,382.85,A 
231011,500086,210433,137604,262.95,258.4,361.83,A 
231011,500087,25406,5211,1170.8,1155.0,61.01,A 
231011,500089,309,84,429.4,433.2,0.36,B 
231011,500092,3551,2347,3975.55,4072.7,93.31,A 
231011,500093,99871,61203,404.35,411.65,247.47,A 
231011,500096,10255,3485,543.9,543.6,18.95,A 
231011,500097,12846,1656,444.4,443.55,7.36,B 
231011,500101,41007,18301,174.85,176.25,32.0,A 
231011,500103,1451933,528517,130.8,131.2,691.3,A 
231011,500104,84181,41325,254.05,251.75,104.99,A 
231011,500106,4488015,565122,23.21,22.94,131.16,A 
231011,500108,1502903,968151,27.15,27.58,262.85,A 
231011,500109,345216,106438,98.01,96.39,104.32,A 
231011,500110,47394,15412,509.7,502.35,78.55,A 
231011,500112,222771,88588,588.3,591.6,521.16,A 
231011,500113,1076595,481649,88.68,88.83,427.13,A 
231011,500114,223851,216255,3279.7,3267.85,7092.52,A 
231011,500116,646358,152208,69.18,67.81,105.3,A 
231011,500117,944385,293052,59.05,56.2,173.05,A 
231011,500119,10533,4523,291.9,297.55,13.2,A 
231011,500120,3029,2252,522.4,516.05,11.76,B 
231011,500123,202,165,7991.85,7928.25,13.19,B 
231011,500124,104341,97666,5567.25,5477.25,5437.31,A 
231011,500125,27896,14592,518.45,520.1,75.65,A 
231011,500126,180,103,5020.6,5082.15,5.17,A 
231011,500128,739308,211658,81.0,74.67,171.44,A 
231011,500133,269,181,4940.35,4948.5,8.94,A 
231011,500135,37641,20619,193.45,192.3,39.89,A 
231011,500136,5300,4187,94.59,93.57,3.96,B 
231011,500142,902,902,5.76,5.53,0.05,XT
231011,500143,41,41,70.0,69.4,0.03,XT
231011,500144,10897,3172,1044.6,1061.2,33.13,A 
231011,500147,1802,1273,2785.9,2785.8,35.46,X 
231011,500148,18471,2897,443.9,436.75,12.86,A 
231011,500150,358,275,3416.9,3350.25,9.4,B 
231011,500151,1986,1986,52.5,52.01,1.04,Z 
231011,500153,17823,13759,147.15,146.1,20.25,B 
231011,500159,9496,9061,93.85,90.53,8.5,X 
231011,500160,240478,240478,8.02,7.88,19.29,T 
231011,500163,5845,2378,2247.6,2258.95,53.45,A 
231011,500164,27652,13220,668.55,675.8,88.38,A 
231011,500165,23712,16927,320.0,318.9,54.17,A 
231011,500166,3963,3386,200.0,199.95,6.77,X 
231011,500168,1819,1290,1330.65,1304.6,17.17,B 
231011,500170,10606,10606,34.9,35.7,3.7,XT
231011,500171,50955,15172,628.65,605.45,95.38,A 
231011,500173,5570,2844,84.5,86.02,2.4,B 
231011,500174,973,533,3.55,3.7,0.02,B 
231011,500179,22219,22219,16.23,16.0,3.61,T 
231011,500180,1089099,1037731,1538.6,1524.6,15966.53,A 
231011,500182,22329,10543,3100.5,2973.15,326.89,A 
231011,500183,267275,97847,73.2,73.03,71.62,A 
231011,500184,76464,28623,245.95,244.25,70.4,A 
231011,500185,3513503,1130959,27.63,27.75,312.48,A 
231011,500186,228626,101020,170.65,164.2,172.39,A 
231011,500187,15321,8691,907.4,921.85,78.86,A 
231011,500188,83224,44794,317.5,317.1,142.22,A 
231011,500189,1406,1406,146.2,139.4,2.06,T 
231011,500191,2244,2244,64.72,61.64,1.45,Z 
231011,500192,12803,10500,2.93,2.98,0.31,X 
231011,500193,212864,114014,21.95,21.96,25.03,B 
231011,500199,4153,3133,528.3,531.25,16.55,B 
231011,500201,9396,5636,701.75,708.8,39.55,A 
231011,500202,1,1,7.21,7.21,0.0,XT
231011,500206,5921,5420,33.9,33.47,1.84,X 
231011,500207,4803,3445,51.5,50.89,1.77,B 
231011,500209,1643200,1526204,1493.65,1495.0,22796.15,A 
231011,500210,952,524,2851.75,2842.8,14.94,A 
231011,500213,19630,15760,417.8,405.75,65.85,X 
231011,500214,43634,10121,521.65,518.35,52.8,A 
231011,500215,11,8,829.5,830.95,0.07,B 
231011,500219,514719,289172,63.17,61.78,182.67,A 
231011,500223,1218373,1218373,2.97,2.94,36.19,XT
231011,500227,2762,2048,679.95,678.8,13.93,A 
231011,500228,555626,511782,776.85,771.75,3975.78,A 
231011,500231,2818,2287,70.0,69.57,1.6,B 
231011,500233,5025,3091,1286.8,1278.45,39.77,A 
231011,500234,242,152,221.05,222.15,0.34,B 
231011,500235,10323,2140,495.25,497.6,10.6,B 
231011,500236,6536,6536,1.44,1.5,0.09,XT
231011,500238,2082,1609,1674.85,1649.45,26.95,A 
231011,500239,7030,6384,30.01,30.06,1.92,X 
231011,500240,6880,5588,137.85,137.45,7.7,X 
231011,500241,5825,3370,932.35,926.6,31.42,B 
231011,500243,38,29,3168.05,3171.15,0.92,B 
231011,500245,9829,2669,466.6,466.05,12.45,A 
231011,500246,3771,3771,248.0,243.15,9.35,XT
231011,500247,76748,53790,1771.1,1756.4,952.67,A 
231011,500249,1833,1056,3092.3,3059.5,32.65,A 
231011,500250,3599,2241,1049.7,1056.9,23.52,A 
231011,500251,7943,2185,2101.2,2049.4,45.91,A 
231011,500252,240,116,14039.4,13948.6,16.29,A 
231011,500253,87485,38426,473.7,469.55,182.02,A 
231011,500257,106446,100385,1159.2,1155.2,1163.66,A 
231011,500259,12554,5680,122.55,120.85,6.96,B 
231011,500260,79357,39619,984.0,948.0,389.85,A 
231011,500262,315,315,7.94,7.95,0.03,T 
231011,500264,303543,224419,162.45,164.3,364.57,X 
231011,500265,28022,12339,646.15,613.2,79.73,A 
