Date,BSE_Code,BSE_Volume,BSE_Delivery,Price,PrevClose,Traded_Value_lacs,Segment
200210,539278,194,194,0.19,0.2,0.0,X 
200210,539287,2704,2527,8.44,8.85,0.21,B 
200210,539289,12425,3056,425.45,407.05,13.0,B 
200210,539290,400,400,12.75,13.15,0.05,B 
200210,539291,32850,26250,83.35,82.5,21.88,X 
200210,539300,1005,1005,26.5,26.15,0.27,X 
200210,539301,785,663,88.0,88.55,0.58,B 
200210,539302,1278,757,782.2,750.1,5.92,B 
200210,539312,899,426,433.27,431.21,1.85,B 
200210,539313,8,7,1284.44,1285.5,0.09,B 
200210,539331,2702,2092,38.7,39.35,0.81,B 
200210,539332,42873,31249,26.85,27.9,8.39,B 
200210,539334,16058,6899,114.3,105.85,7.89,B 
200210,539336,49048,17603,299.65,304.1,52.75,A 
200210,539346,10455,5635,40.0,41.45,2.25,B 
200210,539351,1414,1354,81.3,84.4,1.1,B 
200210,539353,791,680,146.05,150.5,0.99,X 
200210,539354,115,90,72.3,76.0,0.07,X 
200210,539359,4725,2416,96.2,97.15,2.32,X 
200210,539363,10,10,13.2,13.2,0.0,T 
200210,539384,2,2,2.85,2.99,0.0,XT
200210,539391,170,170,7.66,8.0,0.01,X 
200210,539400,10,10,215.1,223.5,0.02,X 
200210,539404,6542,5061,220.6,224.65,11.16,B 
200210,539407,8950,2796,70.05,70.7,1.96,X 
200210,539409,50,50,11.5,11.5,0.01,XT
200210,539410,245,245,5.6,5.89,0.01,XT
200210,539428,3505,3505,46.95,44.95,1.65,T 
200210,539437,486288,127981,41.25,42.0,52.79,A 
200210,539447,5,5,9.75,9.5,0.0,T 
200210,539448,29327,3619,1400.7,1399.75,50.69,A 
200210,539450,22664,12026,119.8,112.65,14.41,A 
200210,539479,102,102,26.45,25.95,0.03,X 
200210,539480,17,13,123.12,122.87,0.02,B 
200210,539515,54,53,93.0,89.25,0.05,X 
200210,539516,214,212,1265.81,1275.28,2.68,B 
200210,539517,42,38,4297.2,4349.7,1.63,B 
200210,539518,415,381,105.3,103.85,0.4,X 
200210,539519,2,2,9.97,9.97,0.0,XT
200210,539522,200,200,17.9,17.35,0.04,XT
200210,539523,18041,4534,2594.25,2505.45,117.62,A 
200210,539524,5117,1057,1615.1,1617.4,17.07,A 
200210,539526,320,300,33.55,35.0,0.1,B 
200210,539528,132,132,18.85,19.8,0.02,X 
200210,539542,279,51,1490.6,1501.75,0.76,A 
200210,539545,2,2,13.3,14.0,0.0,X 
200210,539546,25,25,10.21,9.75,0.0,X 
200210,539551,6116,3093,351.5,349.35,10.87,A 
200210,539562,250,250,45.95,45.5,0.11,XT
200210,539570,19200,19200,4.96,5.22,0.95,M 
200210,539593,5,5,2.0,2.0,0.0,X 
200210,539594,2390,2390,8.29,8.45,0.2,X 
200210,539597,3097,1150,74.9,75.9,0.86,A 
200210,539598,101,101,10.99,11.0,0.01,XT
200210,539599,8500,8500,13.05,13.81,1.11,X 
200210,539621,25969,9973,14.76,15.0,1.47,X 
200210,539636,2576,2576,40.0,40.45,1.03,T 
200210,539658,572,326,2350.95,2379.5,7.66,A 
200210,539660,1610,903,214.3,211.9,1.94,X 
200210,539673,10,10,38.5,38.5,0.0,XT
200210,539678,16570,11522,121.0,125.25,13.94,B 
200210,539686,71,71,105.0,106.0,0.07,T 
200210,539692,150,150,18.55,18.55,0.03,XT
200210,539725,495113,489180,15.0,12.5,73.38,B 
200210,539730,341,341,204.65,212.6,0.7,X 
200210,539760,3000,3000,43.0,46.0,1.29,M 
200210,539770,232,232,18.6,18.95,0.04,X 
200210,539785,24822,20466,16.7,16.05,3.42,B 
200210,539798,225,225,8.09,8.0,0.02,B 
200210,539799,56586,43279,31.45,29.7,13.61,B 
200210,539800,19971,13673,45.3,44.8,6.19,B 
200210,539807,404861,23151,57.35,58.45,13.28,A 
200210,539814,21082,21082,25.2,24.3,5.31,XT
200210,539835,2256,2256,27.05,26.85,0.61,XT
200210,539837,401,401,111.0,106.25,0.45,B 
200210,539841,5420,4545,60.2,66.85,2.74,B 
200210,539844,129480,31662,112.95,115.75,35.76,A 
200210,539854,1000,1000,43.7,43.7,0.44,X 
200210,539861,3000,3000,4.45,4.25,0.13,T 
200210,539871,3422,1769,598.55,605.85,10.59,A 
200210,539872,14,14,225.0,225.0,0.03,T 
200210,539874,674284,604584,398.45,404.1,2408.96,A 
200210,539876,24719,13269,281.2,285.35,37.31,A 
200210,539883,1593,84,1768.2,1774.0,1.49,B 
200210,539884,200,200,45.5,47.5,0.09,B 
200210,539889,13606,7092,120.3,124.5,8.53,A 
200210,539894,700,0,242.9,242.4,0.0,X 
200210,539917,11541,11541,3.95,4.11,0.46,T 
200210,539938,4,4,30.85,30.85,0.0,X 
200210,539939,821,663,83.1,83.8,0.55,B 
200210,539940,8749,2674,53.25,52.65,1.42,B 
200210,539945,2,1,57.68,57.0,0.0,B 
200210,539956,956,680,216.05,211.2,1.47,X 
200210,539957,44322,4726,1195.6,1197.55,56.5,A 
200210,539962,24006,24006,0.21,0.22,0.05,XT
200210,539963,4825,3992,85.3,90.25,3.41,B 
200210,539978,2428,934,599.3,612.2,5.6,A 
200210,539979,868,868,0.87,0.83,0.01,Z 
200210,539980,10,7,69.0,69.85,0.0,B 
200210,539981,44293,24509,92.05,89.85,22.56,A 
200210,539982,2,2,13.95,14.65,0.0,B 
200210,539984,9,8,676.0,682.4,0.05,X 
200210,539986,4916,4916,47.4,47.0,2.33,T 
200210,539992,309651,237537,0.5,0.5,1.19,B 
200210,540005,4071,2032,1949.6,1944.6,39.62,A 
200210,540006,1353,320,83.2,83.3,0.27,X 
200210,540024,1,1,15.55,15.55,0.0,X 
200210,540025,37849,14859,177.55,175.85,26.38,A 
200210,540027,2776,2776,301.0,302.95,8.36,T 
200210,540047,47271,8030,383.45,398.65,30.79,A 
200210,540048,1869,965,201.0,204.3,1.94,B 
200210,540063,12,12,3.59,3.65,0.0,XT
200210,540064,14626,5928,343.4,339.3,20.36,A 
200210,540065,462562,60267,331.7,339.85,199.91,A 
200210,540071,41562,41562,1.18,1.24,0.49,Z 
200210,540072,10000,10000,2.05,2.5,0.2,M 
200210,540073,6192,5383,71.1,69.35,3.83,B 
200210,540080,1,1,34.0,35.75,0.0,T 
200210,540083,3500,3500,1.2,1.24,0.04,B 
200210,540108,593,492,28.1,28.25,0.14,X 
200210,540115,2212,1298,1682.15,1685.85,21.83,A 
200210,540124,2121,1152,269.7,269.9,3.11,B 
200210,540133,37315,11523,484.15,495.6,55.79,A 
200210,540134,10083,5053,14.63,14.68,0.74,X 
200210,540136,25948,5647,41.9,42.8,2.37,B 
200210,540143,3708,2775,49.05,47.5,1.36,X 
200210,540145,1500,1350,1427.0,1421.0,19.26,M 
200210,540146,9000,9000,22.1,22.1,1.99,M 
200210,540147,4800,4800,32.7,32.9,1.57,M 
200210,540153,597,385,1046.2,1077.05,4.03,A 
200210,540173,28383,8600,427.3,441.5,36.75,A 
200210,540175,24957,22821,21.05,21.25,4.8,X 
200210,540180,19420,3920,829.1,842.65,32.5,A 
200210,540192,11694,7501,7.97,8.08,0.6,X 
200210,540198,12637,7235,37.4,37.85,2.71,X 
200210,540203,116,89,1586.65,1613.7,1.41,A 
200210,540210,1041,1031,10.33,9.96,0.11,B 
200210,540212,5217,1727,909.05,915.9,15.7,B 
200210,540222,7329,3559,436.35,439.05,15.53,A 
200210,540243,7530,7530,29.95,28.85,2.26,XT
200210,540253,3,3,7.05,7.05,0.0,XT
200210,540259,60450,25250,32.0,31.5,8.08,X 
200210,540268,100512,0,79.9,80.0,0.0,X 
200210,540269,50000,40000,6.5,7.15,2.6,M 
200210,540293,20591,12035,59.85,56.95,7.2,B 
200210,540358,4000,4000,21.9,22.0,0.88,M 
200210,540360,21075,2415,132.0,133.7,3.19,X 
200210,540361,907,907,8.08,7.7,0.07,XT
200210,540366,2278,1934,27.0,26.75,0.52,B 
200210,540376,185427,33451,2484.15,2286.7,830.97,A 
200210,540395,2000,2000,95.0,97.5,1.9,M 
200210,540401,40,40,64.95,65.0,0.03,B 
200210,540403,97,67,72.65,71.65,0.05,B 
200210,540405,150,150,47.2,46.85,0.07,B 
200210,540425,40399,12470,495.35,450.35,61.77,A 
200210,540492,5000,5000,28.2,28.4,1.41,M 
200210,540497,237,237,80.65,80.9,0.19,T 
200210,540519,1200,1200,69.05,72.0,0.83,M 
200210,540526,40000,40000,53.0,53.1,21.2,IF
200210,540530,32705,15123,37.55,38.3,5.68,A 
200210,540544,2110,1650,518.3,510.8,8.55,B 
200210,540545,7639,5443,54.55,54.0,2.97,B 
200210,540565,10206,8505,96.0,94.9,8.16,IF
200210,540570,2103,2103,21.95,21.45,0.46,XT
200210,540575,2515,2364,87.8,88.45,2.08,A 
200210,540590,27313,27313,195.25,189.9,53.33,T 
200210,540593,1000,1000,9.6,9.8,0.1,B 
200210,540594,4002,4002,9.81,9.01,0.39,B 
200210,540595,4436,2578,77.0,79.1,1.99,A 
200210,540596,20924,16554,501.2,513.35,82.97,A 
200210,540602,1429,1035,72.2,72.9,0.75,B 
200210,540611,24803,5741,1125.35,1128.95,64.61,A 
200210,540612,29,21,92.39,93.16,0.02,B 
200210,540614,15000,15000,26.1,27.9,3.92,M 
200210,540615,64,64,64.5,65.8,0.04,B 
200210,540621,550,550,23.6,22.5,0.13,B 
200210,540637,5,5,8.86,9.8,0.0,B 
200210,540642,1871,1466,115.6,108.9,1.69,B 
200210,540648,39,39,27.7,28.6,0.01,T 
200210,540649,10827,5852,259.9,269.65,15.21,B 
200210,540650,11386,8266,133.85,139.05,11.06,B 
200210,540653,626660,626660,0.94,0.98,5.89,T 
200210,540673,1806,1145,549.1,557.8,6.29,A 
200210,540678,11810,4780,347.75,361.1,16.62,A 
200210,540680,84,71,116.25,115.05,0.08,B 
200210,540686,1442,1253,119.95,125.95,1.5,X 
200210,540691,223766,161206,93.15,94.9,150.16,A 
200210,540692,37847,7402,366.75,370.9,27.15,B 
200210,540694,3200,3200,42.0,42.0,1.34,M 
200210,540696,593,593,55.4,52.8,0.33,XT
200210,540698,4000,4000,1.38,1.33,0.06,MT
200210,540699,7222,3780,4613.6,4591.5,174.39,B 
200210,540700,365,300,62.85,62.3,0.19,B 
200210,540701,13294,13294,95.7,91.15,12.72,A 
200210,540702,49189,49189,39.5,38.9,19.43,T 
200210,540703,41,41,8.4,8.01,0.0,X 
200210,540704,46,29,479.85,478.9,0.14,B 
200210,540709,231552,231552,1.13,1.18,2.62,B 
200210,540710,839,336,186.25,186.35,0.63,B 
200210,540716,9093,5785,1377.4,1380.55,79.68,A 
200210,540719,15739,3849,952.8,947.35,36.67,A 
200210,540724,140,108,776.65,793.4,0.84,B 
200210,540725,3051,500,69.5,69.45,0.35,B 
200210,540726,4000,0,87.75,87.9,0.0,M 
200210,540728,420,420,96.0,96.5,0.4,X 
200210,540729,2250,1500,120.0,120.0,1.8,M 
200210,540743,6364,3979,544.9,560.5,21.68,A 
200210,540744,2900,2900,6.1,6.42,0.18,XT
200210,540749,795,451,1124.3,1115.05,5.07,B 
200210,540750,24029,8990,183.1,179.35,16.46,A 
200210,540755,28097,11305,264.55,272.2,29.91,A 
200210,540757,8000,4000,129.2,132.2,5.17,M 
200210,540762,539,287,521.95,525.0,1.5,A 
200210,540767,332122,93324,388.1,378.85,362.19,A 
200210,540768,856,525,401.35,414.45,2.11,A 
200210,540769,114778,34054,151.2,150.1,51.49,A 
200210,540774,1685,1348,159.15,158.2,2.15,B 
200210,540775,6148,5020,147.1,153.6,7.38,B 
200210,540776,666,424,185.5,189.1,0.79,B 
200210,540777,56953,19429,587.4,595.6,114.13,A 
200210,540787,19770,14835,32.58,33.14,4.83,B 
200210,540789,10194,10194,0.36,0.36,0.04,T 
200210,540793,10000,10000,8.48,8.75,0.85,B 
200210,540795,3000,3000,32.5,32.5,0.98,M 
200210,540796,34000,34000,109.0,108.5,37.06,M 
200210,540797,3430,2684,101.5,103.3,2.72,B 
200210,540798,13217,6657,445.25,453.3,29.64,B 
200210,540799,22585,22585,10.0,10.0,2.26,B 
200210,540809,32000,24000,8.69,8.74,2.09,M 
200210,540824,18818,17091,39.6,39.05,6.77,B 
200210,540850,10000,10000,4.55,4.92,0.46,M 
200210,540861,10500,10500,8.8,8.9,0.92,B 
200210,540879,5635,2832,79.75,81.75,2.26,B 
200210,540900,499,407,215.15,222.05,0.88,B 
200210,540902,10006,3724,1637.45,1542.5,60.98,B 
200210,540935,1923,1265,1636.45,1645.95,20.7,B 
200210,540954,6246,5966,38.4,38.35,2.29,X 
200210,540955,21000,15000,27.75,27.25,4.16,M 
200210,540961,283,185,31.0,33.4,0.06,B 
200210,540975,2609,1665,163.05,163.55,2.71,A 
200210,540980,2,2,9449.95,9016.0,0.19,XT
200210,541005,625,575,29.7,31.0,0.17,X 
200210,541019,4525,699,256.4,262.4,1.79,B 
200210,541071,1002,1000,9.98,9.88,0.1,B 
200210,541096,6317,6317,194.0,184.8,12.25,XT
200210,541143,7101,3689,294.45,296.3,10.86,B 
200210,541153,168214,58956,457.2,442.7,269.55,A 
200210,541154,1804,1018,774.4,778.95,7.88,A 
200210,541161,1068,984,142.25,142.3,1.4,B 
200210,541163,1249,276,277.35,272.0,0.77,B 
200210,541178,26000,24000,32.85,35.45,7.88,M 
200210,541179,11806,6307,469.5,472.35,29.61,A 
