Date,NSE_Code,NSE_Volume,NSE_Delivery,Price,PrevClose,Traded_Value_lacs,Segment
231011,21STCENMGM,6436.0,5885.0,19.0,19.1,1.12,EQ
231011,360ONE,308102.0,237992.0,516.2,514.45,1228.51,EQ
231011,3IINFOLTD,568075.0,308745.0,38.95,39.1,120.26,EQ
231011,3MINDIA,1692.0,728.0,31098.75,30880.1,226.4,EQ
231011,3PLAND,27462.0,20179.0,26.0,26.15,5.25,EQ
231011,5PAISA,24300.0,11099.0,435.05,428.5,48.29,EQ
231011,63MOONS,235584.0,105278.0,252.75,244.5,266.09,EQ
231011,AAATECH,77472.0,31908.0,58.35,58.05,18.62,EQ
231011,AARTIDRUGS,135732.0,73362.0,517.0,519.4,379.28,EQ
231011,AARTIIND,2284289.0,727502.0,484.0,476.55,3521.11,EQ
231011,AARTIPHARM,76911.0,39861.0,422.95,415.0,168.59,EQ
231011,AARTISURF,5311.0,2782.0,614.4,612.05,17.09,EQ
231011,AARVEEDEN,53789.0,18345.0,23.9,23.9,4.38,EQ
231011,AARVI,62761.0,43664.0,138.55,132.35,60.5,EQ
231011,AATMAJ,10000.0,8000.0,45.8,45.7,3.66,SM
231011,AAVAS,97706.0,49962.0,1711.2,1726.85,854.95,EQ
231011,ABAN,201123.0,116474.0,46.6,45.85,54.28,EQ
231011,ABB,158952.0,80191.0,4185.4,4192.7,3356.31,EQ
231011,ABBOTINDIA,20037.0,14398.0,22430.25,22748.05,3229.51,EQ
231011,ABCAPITAL,1731645.0,617962.0,178.75,177.6,1104.61,EQ
231011,ABFRL,3048051.0,1124868.0,222.1,219.8,2498.33,EQ
231011,ABINFRA,8000.0,4000.0,31.5,30.0,1.26,SM
231011,ABSLAMC,89910.0,55224.0,431.8,434.45,238.46,EQ
231011,ABSLBANETF,51024.0,33082.0,44.96,44.7,14.87,EQ
231011,ABSLLIQUID,754.0,568.0,999.99,999.99,5.68,EQ
231011,ABSLNN50ET,4315.0,2637.0,46.65,46.23,1.23,EQ
231011,ACC,601662.0,176639.0,2038.7,1986.25,3601.14,EQ
231011,ACCELYA,43135.0,19609.0,1684.95,1677.45,330.4,EQ
231011,ACCORD,2000.0,2000.0,24.25,26.6,0.48,SM
231011,ACE,225134.0,130468.0,713.3,698.9,930.63,EQ
231011,ACEINTEG,206559.0,81168.0,31.85,33.95,25.85,EQ
231011,ACI,1192678.0,527305.0,648.95,628.35,3421.95,EQ
231011,ACL,17089.0,9033.0,96.4,96.4,8.71,EQ
231011,ADANIENSOL,655215.0,340382.0,798.2,786.0,2716.93,EQ
