Date,BSE_Code,BSE_Volume,BSE_Delivery,Price,PrevClose,Traded_Value_lacs,Segment
230818,500002,3545,1049,4276.05,4311.3,44.86,A 
230818,500003,24147,14303,355.1,353.15,50.79,A 
230818,500008,31465,13977,627.45,622.1,87.7,A 
230818,500009,206988,139187,26.81,27.68,37.32,X 
230818,500012,432596,320479,69.75,66.66,223.53,X 
230818,500013,27944,27944,8.7,8.77,2.43,T 
230818,500014,18219,11086,5.29,5.26,0.59,X 
230818,500016,17592,17592,19.56,18.65,3.44,XT
230818,500020,730750,448826,126.4,130.65,567.32,A 
230818,500023,103,103,140.3,142.0,0.14,T 
230818,500027,1721,584,6769.95,6768.6,39.54,A 
230818,500028,6571,6571,15.85,16.17,1.04,XT
230818,500031,3928,1899,1134.05,1149.1,21.54,A 
230818,500032,2360993,1586066,20.25,20.66,321.18,A 
230818,500033,9292,5759,3378.65,3488.6,194.58,B 
230818,500034,54407,31228,6861.7,6919.95,2142.77,A 
230818,500038,53020,16026,385.2,394.5,61.73,A 
230818,500039,16091,8897,481.45,480.7,42.83,B 
230818,500040,15630,7685,1000.75,1019.65,76.91,A 
230818,500041,60,28,2704.85,2700.8,0.76,B 
230818,500042,880,490,2529.75,2509.6,12.4,A 
230818,500043,42570,10946,1723.55,1733.75,188.66,A 
230818,500048,27576,13293,2025.0,2044.5,269.18,A 
230818,500049,597454,287537,127.1,128.7,365.46,A 
230818,500052,59728,35038,85.98,87.51,30.13,B 
230818,500058,101337,101337,8.18,8.43,8.29,XT
230818,500059,4181,4181,15.13,15.43,0.63,T 
230818,500060,38460,18785,231.7,230.6,43.52,B 
230818,500067,1145,601,748.8,743.8,4.5,A 
230818,500068,152,124,14515.0,14793.6,18.0,B 
230818,500069,316,270,272.05,284.0,0.73,X 
230818,500074,31777,23004,63.38,66.8,14.58,B 
230818,500078,1006,746,367.6,382.8,2.74,B 
230818,500083,41386,35123,10.69,11.13,3.75,B 
230818,500084,177163,96088,77.21,77.56,74.19,A 
230818,500085,123355,51299,260.7,263.85,133.74,A 
230818,500086,151968,55351,267.85,266.4,148.26,A 
230818,500087,31593,4696,1235.3,1239.75,58.01,A 
230818,500089,87,77,446.25,443.8,0.34,B 
230818,500092,426,163,3817.25,3867.85,6.22,A 
230818,500093,110517,68822,429.65,412.1,295.69,A 
230818,500096,31023,17609,565.5,561.4,99.58,A 
230818,500097,3683,2240,351.45,351.95,7.87,B 
230818,500101,171737,72117,155.7,156.1,112.29,A 
230818,500103,992237,304159,98.0,99.9,298.08,A 
230818,500104,171260,47553,261.2,261.65,124.21,A 
230818,500106,4749655,801745,13.69,13.95,109.76,A 
230818,500108,2068886,358758,20.58,20.59,73.83,A 
230818,500109,336491,225107,85.79,85.25,193.12,A 
230818,500110,33265,11015,354.8,360.4,39.08,A 
230818,500112,1231108,217996,573.05,572.1,1249.23,A 
230818,500113,2434776,1229956,84.32,84.92,1037.1,A 
230818,500114,31746,16300,3049.15,3072.4,497.01,A 
230818,500116,414993,184740,60.87,61.37,112.45,A 
230818,500117,123919,48850,49.41,49.26,24.14,A 
230818,500119,47641,30602,254.7,260.45,77.94,A 
230818,500120,8034,6399,481.4,483.9,30.8,X 
230818,500123,1307,1012,7666.1,7665.9,77.58,B 
230818,500124,23073,9638,5872.1,5880.3,565.95,A 
230818,500125,27208,16435,455.85,462.4,74.92,A 
230818,500126,382,304,5232.15,5270.1,15.91,A 
230818,500128,74397,26579,59.91,59.88,15.92,A 
230818,500133,3480,2781,5340.45,5204.15,148.52,A 
230818,500135,93647,55102,196.45,191.75,108.25,A 
230818,500136,8398,5377,92.2,89.65,4.96,B 
230818,500142,2551,2501,5.25,4.75,0.13,X 
230818,500143,1427,1249,75.3,76.69,0.94,X 
230818,500144,161462,43784,1064.75,1030.35,466.19,A 
230818,500147,2340,1986,2608.45,2577.9,51.8,X 
230818,500148,23058,12621,374.85,377.75,47.31,A 
230818,500150,651,361,3342.85,3414.85,12.07,B 
230818,500151,340,340,48.0,47.12,0.16,Z 
230818,500153,39465,28842,168.7,169.75,48.66,B 
230818,500159,1913,1437,92.49,90.98,1.33,X 
230818,500160,53323,35712,6.94,6.94,2.48,B 
230818,500163,17205,4395,2196.45,2090.65,96.53,A 
230818,500164,8760,4241,494.85,507.45,20.99,A 
230818,500165,8759,5057,327.45,321.8,16.56,A 
230818,500166,8641,7199,184.95,185.0,13.31,X 
230818,500168,6950,2759,1362.0,1376.0,37.58,B 
230818,500170,6644,6644,32.79,32.94,2.18,XT
230818,500171,33708,32385,514.05,515.65,166.48,A 
230818,500173,38320,26853,71.86,71.43,19.3,B 
230818,500174,2870,2656,3.0,3.14,0.08,B 
230818,500179,68145,68145,17.53,17.96,11.95,T 
230818,500180,962584,93090,1591.15,1596.9,1481.2,A 
230818,500182,23266,9135,2927.6,2993.6,267.44,A 
230818,500183,338399,237727,67.23,67.92,159.82,A 
230818,500184,464697,135561,166.95,169.5,226.32,A 
230818,500185,3083252,2137771,25.02,25.78,534.87,A 
230818,500186,811144,304387,171.05,200.05,520.65,A 
230818,500187,19237,10891,736.15,743.4,80.17,A 
230818,500188,21466,8433,314.45,313.95,26.52,A 
230818,500191,9936,9936,29.0,29.93,2.88,Z 
230818,500192,33052,33052,2.93,2.92,0.97,XT
230818,500193,37050,30609,13.58,13.98,4.16,B 
230818,500199,4163,3762,447.15,455.8,16.82,B 
230818,500201,8806,6491,701.4,712.75,45.53,A 
230818,500202,26,26,5.78,6.04,0.0,XT
230818,500206,200,200,29.81,29.6,0.06,X 
230818,500207,20041,15581,42.44,43.12,6.61,B 
230818,500209,770205,88539,1388.75,1411.2,1229.59,A 
230818,500210,4910,3069,3089.95,3161.25,94.83,A 
230818,500213,8379,5009,325.95,324.7,16.33,X 
230818,500214,12418,7980,501.3,507.0,40.0,A 
230818,500215,914,742,816.45,836.65,6.06,B 
230818,500219,1259435,875451,54.2,56.23,474.49,A 
230818,500220,16090,11168,220.25,226.85,24.6,X 
230818,500223,1180002,948975,1.9,1.9,18.03,X 
230818,500227,1357,1150,637.05,655.3,7.33,A 
230818,500228,112758,26119,787.05,789.9,205.57,A 
230818,500231,64694,47372,77.74,81.29,36.83,B 
230818,500233,7352,2634,1462.75,1481.9,38.53,A 
230818,500234,392,379,203.1,204.5,0.77,B 
230818,500235,35844,24649,471.2,474.75,116.15,B 
230818,500236,1177,1177,1.62,1.56,0.02,XT
230818,500238,1180,730,1578.25,1581.95,11.52,A 
230818,500239,4499,3462,26.71,27.0,0.92,X 
230818,500240,12867,10756,121.85,123.15,13.11,X 
230818,500241,21637,12461,817.85,825.7,101.91,B 
