Date,NSE_Code,NSE_Volume,NSE_Delivery,Price,PrevClose,Traded_Value_lacs,Segment
231110,21STCENMGM,617.0,617.0,18.7,18.35,0.12,EQ
231110,360ONE,142699.0,104029.0,542.8,545.65,564.67,EQ
231110,3IINFOLTD,557468.0,337646.0,35.4,35.95,119.53,EQ
231110,3MINDIA,6310.0,1340.0,31558.0,31726.55,422.88,EQ
231110,3PLAND,20362.0,7720.0,28.6,29.05,2.21,EQ
231110,5PAISA,43294.0,24416.0,438.2,439.35,106.99,EQ
231110,63MOONS,646315.0,347002.0,298.75,284.55,1036.67,EQ
231110,AAATECH,15034.0,10192.0,64.1,64.85,6.53,EQ
231110,AAKASH,553629.0,429571.0,7.05,7.05,30.28,EQ
231110,AARON,7817.0,3976.0,261.45,263.0,10.4,EQ
231110,AARTIDRUGS,77429.0,28867.0,481.45,483.45,138.98,EQ
231110,AARTIIND,806065.0,262314.0,511.15,508.3,1340.82,EQ
231110,AARTIPHARM,102657.0,46703.0,393.35,389.7,183.71,EQ
231110,AARTISURF,10210.0,5421.0,618.6,622.55,33.53,EQ
231110,AARVEEDEN,4323.0,2756.0,24.35,24.1,0.67,EQ
231110,AARVI,94588.0,61305.0,114.75,124.05,70.35,EQ
231110,AATMAJ,76000.0,56000.0,43.45,43.35,24.33,SM
231110,AAVAS,55245.0,34115.0,1468.95,1460.05,501.13,EQ
231110,ABB,640836.0,192621.0,4239.3,4310.5,8165.78,EQ
231110,ABBOTINDIA,13934.0,5107.0,23705.65,23879.45,1210.65,EQ
231110,ABCAPITAL,1584858.0,415183.0,175.05,173.95,726.78,EQ
231110,ABFRL,5179169.0,1296930.0,216.6,215.0,2809.15,EQ
231110,ABINFRA,60000.0,60000.0,49.5,47.7,29.7,SM
231110,ABSLAMC,47985.0,29341.0,454.95,455.85,133.49,EQ
231110,ABSLBANETF,47163.0,41071.0,44.19,44.02,18.15,EQ
231110,ABSLLIQUID,488.0,329.0,1000.0,999.99,3.29,EQ
231110,ABSLNN50ET,3135.0,2792.0,47.14,47.1,1.32,EQ
231110,ACC,259623.0,131022.0,1825.3,1844.95,2391.54,EQ
231110,ACCELYA,11603.0,5356.0,1396.0,1381.35,74.77,EQ
231110,ACCORD,2000.0,2000.0,29.25,27.9,0.58,ST
231110,ACCURACY,498228.0,370644.0,9.4,9.75,34.84,EQ
231110,ACE,914003.0,343953.0,854.45,807.25,2938.91,EQ
231110,ACEINTEG,2571.0,1502.0,34.8,35.35,0.52,EQ
231110,ACI,295865.0,192736.0,527.1,527.1,1015.91,EQ
231110,ACL,8770.0,5855.0,96.05,96.7,5.62,EQ
231110,ACSAL,189000.0,132000.0,62.85,63.05,82.96,SM
231110,ADANIENSOL,278461.0,149079.0,760.45,750.2,1133.67,EQ
231110,ADANIENT,1072597.0,343278.0,2205.1,2214.65,7569.62,EQ
231110,ADANIGREEN,311274.0,119850.0,938.7,938.1,1125.03,EQ
231110,ADANIPORTS,3903183.0,1368351.0,808.6,806.2,11064.49,EQ
231110,ADANIPOWER,16574959.0,7781494.0,399.4,401.1,31079.29,EQ
231110,ADFFOODS,170444.0,88904.0,227.55,236.3,202.3,EQ
231110,ADORWELD,177670.0,39646.0,1502.75,1446.95,595.78,EQ
231110,ADSL,125307.0,73276.0,115.7,116.5,84.78,EQ
231110,ADVANIHOTR,179919.0,79905.0,120.6,121.55,96.37,EQ
231110,ADVENZYMES,131539.0,71997.0,324.4,329.25,233.56,EQ
231110,AEGISCHEM,1010207.0,324478.0,310.5,315.85,1007.5,EQ
231110,AEROFLEX,626021.0,279634.0,156.8,159.6,438.47,EQ
231110,AETHER,40006.0,25447.0,891.2,886.9,226.78,EQ
231110,AFFLE,109766.0,66653.0,1017.6,1025.75,678.26,EQ
231110,AGARIND,24081.0,11447.0,892.25,901.4,102.14,EQ
231110,AGARWALFT,12000.0,9000.0,57.7,58.8,5.19,SM
231110,AGI,700768.0,189907.0,972.35,974.0,1846.56,EQ
231110,AGNI,60000.0,45000.0,26.85,25.4,12.08,SM
231110,AGROPHOS,178684.0,81679.0,37.3,35.9,30.47,EQ
231110,AGSTRA,5119476.0,1701112.0,65.75,61.5,1118.48,EQ
231110,AGUL,6000.0,4000.0,112.0,112.0,4.48,SM
231110,AHL,229645.0,96504.0,320.1,315.9,308.91,EQ
231110,AHLADA,12005.0,9449.0,112.2,111.0,10.6,EQ
231110,AHLEAST,23565.0,14921.0,133.45,129.7,19.91,EQ
231110,AHLUCONT,235239.0,63438.0,680.8,681.85,431.89,EQ
231110,AIAENG,40915.0,26199.0,3559.5,3611.15,932.55,EQ
231110,AILIMITED,6000.0,6000.0,30.45,31.1,1.83,SM
231110,AISL,4800.0,4800.0,62.6,65.9,3.0,SM
231110,AJANTPHARM,235241.0,134711.0,1887.85,1875.15,2543.14,EQ
231110,AJMERA,36642.0,13898.0,401.75,406.65,55.84,EQ
231110,AJOONI,869898.0,497938.0,4.9,4.95,24.4,EQ
