Date,BSE_Code,BSE_Volume,BSE_Delivery,Price,PrevClose,Traded_Value_lacs,Segment
190124,500002,8977,1734,1261.65,1294.85,21.88,A 
190124,500003,1237,558,195.3,197.1,1.09,A 
190124,500008,10290,2091,775.35,781.25,16.21,A 
190124,500009,4544,4262,12.23,12.13,0.52,X 
190124,500010,103273,65316,1969.05,1957.65,1286.1,A 
190124,500012,94443,80471,59.75,62.25,48.08,X 
190124,500013,17287,10613,12.52,12.71,1.33,B 
190124,500014,1650,1650,2.71,2.59,0.04,XT
190124,500020,86889,27562,116.85,118.05,32.21,B 
190124,500023,71,35,148.5,150.5,0.05,B 
190124,500024,32795,19548,1.95,1.98,0.38,B 
190124,500027,412,241,3522.1,3534.0,8.49,A 
190124,500028,2640,2640,8.38,8.0,0.22,XT
190124,500029,953,650,38.2,38.8,0.25,B 
190124,500031,10121,5376,460.3,464.25,24.75,A 
190124,500032,208434,105386,8.68,8.77,9.15,B 
190124,500033,6116,3514,1501.55,1504.6,52.76,A 
190124,500034,101254,59162,2631.5,2633.05,1556.85,A 
190124,500038,96891,19001,106.6,105.45,20.26,A 
190124,500039,1581,867,176.8,174.85,1.53,B 
190124,500040,36809,7969,870.05,886.5,69.33,A 
190124,500041,2706,2207,1425.45,1420.0,31.46,B 
190124,500042,2058,1107,1407.4,1468.2,15.58,A 
190124,500043,36574,8020,1149.8,1160.8,92.21,A 
190124,500048,70098,13916,870.7,881.6,121.17,A 
190124,500049,316254,93887,82.85,83.9,77.79,A 
190124,500052,143711,41782,70.9,72.6,29.62,B 
190124,500055,79164,79164,33.5,34.05,26.52,T 
190124,500058,35745,35745,1.27,1.25,0.45,XT
190124,500059,9286,5465,59.65,61.15,3.26,B 
190124,500060,7470,3187,178.3,177.95,5.68,B 
190124,500067,247,193,608.15,609.8,1.17,A 
190124,500068,187,173,5996.05,5999.85,10.37,X 
190124,500069,350,200,98.25,98.25,0.2,X 
190124,500074,5546,2870,39.45,40.5,1.13,B 
190124,500078,2147,1746,276.8,280.2,4.83,X 
190124,500083,1356,1170,6.78,6.77,0.08,B 
190124,500084,14461,4069,685.45,679.6,27.89,A 
190124,500085,19764,5858,166.3,163.9,9.74,A 
190124,500086,114264,40397,233.05,241.35,94.15,A 
190124,500087,147275,72662,500.65,509.6,363.78,A 
190124,500092,66,34,1644.05,1648.35,0.56,A 
190124,500093,682246,116999,38.7,40.5,45.28,A 
190124,500096,44589,14590,430.25,430.05,62.77,A 
190124,500097,12184,5800,99.95,98.75,5.8,B 
190124,500101,117613,37067,89.7,91.0,33.25,A 
190124,500102,355366,266458,4.01,4.07,10.68,B 
190124,500103,471254,65695,68.9,69.3,45.26,A 
190124,500104,217642,38262,242.8,241.55,92.9,A 
190124,500106,159809,79914,13.93,14.04,11.13,A 
190124,500108,50620,19909,14.65,14.75,2.92,B 
190124,500109,34946,9960,69.45,69.05,6.92,A 
190124,500110,19121,3514,263.45,260.65,9.26,A 
190124,500111,1071484,47237,212.05,208.95,100.17,A 
190124,500112,578602,94462,287.95,286.5,272.0,A 
190124,500113,507023,103444,48.25,48.55,49.91,A 
