Date,NSE_Code,NSE_Volume,NSE_Delivery,Price,PrevClose,Traded_Value_lacs,Segment
190124,20MICRONS,17041.0,8809.0,39.75,40.95,3.5,EQ
190124,21STCENMGM,385.0,383.0,21.75,22.1,0.08,EQ
190124,3IINFOTECH,1186190.0,901702.0,3.5,3.55,31.56,EQ
190124,3MINDIA,276.0,172.0,20585.8,20701.6,35.41,EQ
190124,3PLAND,2215.0,2213.0,11.0,11.2,0.24,EQ
190124,5PAISA,4307.0,3067.0,255.7,252.8,7.84,EQ
190124,63MOONS,176588.0,46205.0,87.35,90.15,40.36,EQ
190124,8KMILES,200564.0,95796.0,131.7,135.75,126.16,EQ
190124,A2ZINFRA,355936.0,269617.0,11.4,11.95,30.74,EQ
190124,AARON,3000.0,3000.0,44.5,42.0,1.34,SM
190124,AARTIDRUGS,6200.0,3741.0,601.75,608.1,22.51,EQ
190124,AARTIIND,49888.0,30455.0,1557.3,1536.6,474.28,EQ
190124,AARVEEDEN,6894.0,4326.0,25.15,25.2,1.09,EQ
190124,AAVAS,3740.0,3001.0,854.5,854.15,25.64,EQ
190124,ABAN,486038.0,75317.0,71.55,70.6,53.89,EQ
190124,ABB,144809.0,92027.0,1258.35,1293.2,1158.02,EQ
190124,ABBOTINDIA,1897.0,1365.0,8242.6,8199.95,112.51,EQ
190124,ABCAPITAL,1293180.0,751979.0,89.45,87.4,672.65,EQ
190124,ABFRL,1182826.0,964860.0,202.95,204.1,1958.18,EQ
190124,ABMINTLTD,61.0,61.0,16.45,16.45,0.01,EQ
190124,ACC,343178.0,85225.0,1419.7,1429.85,1209.94,EQ
190124,ACCELYA,2437.0,1257.0,918.85,927.7,11.55,EQ
190124,ACE,101033.0,64050.0,88.9,91.7,56.94,EQ
190124,ACEINTEG,18000.0,18000.0,27.5,25.5,4.95,SM
190124,ADANIENT,1678843.0,239528.0,142.55,143.0,341.45,EQ
190124,ADANIGAS,715971.0,480860.0,99.45,96.8,478.22,EQ
190124,ADANIGREEN,119053.0,78313.0,37.35,37.95,29.25,EQ
190124,ADANIPORTS,3633336.0,2130627.0,380.95,385.2,8116.62,EQ
190124,ADANIPOWER,9678975.0,3430888.0,52.1,51.75,1787.49,EQ
190124,ADANITRANS,610057.0,484094.0,202.95,207.6,982.47,EQ
190124,ADFFOODS,10624.0,6358.0,254.95,258.0,16.21,EQ
190124,ADHUNIK,26127.0,21980.0,2.25,2.25,0.49,EQ
190124,ADHUNIKIND,27741.0,8638.0,44.95,44.65,3.88,EQ
190124,ADLABS,233587.0,135486.0,9.7,9.25,13.14,EQ
190124,ADORWELD,7565.0,3698.0,356.1,361.45,13.17,EQ
190124,ADROITINFO,3473.0,823.0,17.55,17.45,0.14,EQ
190124,ADSL,34392.0,29272.0,13.2,13.25,3.86,EQ
190124,ADVANIHOTR,13083.0,10030.0,72.75,73.3,7.3,EQ
190124,ADVENZYMES,67241.0,41114.0,159.9,162.95,65.74,EQ
190124,AEGISCHEM,102711.0,70220.0,194.8,197.35,136.79,EQ
190124,AGARIND,678.0,617.0,170.85,165.25,1.05,EQ
190124,AGCNET,9971.0,5348.0,114.8,115.0,6.14,EQ
190124,AGLSL,32536.0,27201.0,68.05,69.95,18.51,EQ
190124,AGRITECH,4991.0,3522.0,58.05,59.5,2.04,EQ
190124,AGROPHOS,198000.0,150000.0,54.9,54.45,82.35,SM
190124,AHLEAST,881.0,424.0,244.6,249.0,1.04,EQ
190124,AHLUCONT,5091.0,3043.0,290.15,295.55,8.83,EQ
190124,AHLWEST,84.0,70.0,302.95,297.6,0.21,EQ
190124,AIAENG,76062.0,66764.0,1627.55,1639.4,1086.62,EQ
190124,AIFL,92204.0,58513.0,20.25,21.3,11.85,EQ
190124,AIONJSW,20927.0,17451.0,37.1,37.4,6.47,EQ
190124,AIRAN,12500.0,12500.0,53.5,58.9,6.69,SM
190124,AISL,2400.0,2400.0,74.0,76.0,1.78,SM
190124,AJANTPHARM,153019.0,13342.0,1164.65,1165.4,155.39,EQ
