Date,NSE_Code,NSE_Volume,NSE_Delivery,Price,PrevClose,Traded_Value_lacs,Segment
230828,21STCENMGM,7521.0,6193.0,18.8,19.1,1.16,EQ
230828,360ONE,171738.0,145226.0,505.6,509.65,734.26,EQ
230828,3IINFOLTD,908581.0,495456.0,31.95,32.5,158.3,EQ
230828,3MINDIA,2553.0,1419.0,30470.8,30355.05,432.38,EQ
230828,5PAISA,48036.0,22712.0,442.45,450.15,100.49,EQ
230828,63MOONS,1430290.0,603952.0,346.4,343.55,2092.09,EQ
230828,A2ZINFRA,490390.0,327453.0,10.85,10.35,35.53,EQ
230828,AAATECH,26867.0,21518.0,53.95,55.4,11.61,EQ
230828,AARTIDRUGS,272999.0,97128.0,532.05,538.25,516.77,EQ
230828,AARTIIND,767502.0,447112.0,459.2,458.4,2053.14,EQ
230828,AARTIPHARM,365144.0,233394.0,398.25,390.0,929.49,EQ
230828,AARTISURF,7233.0,5344.0,594.95,598.55,31.79,EQ
230828,AARVEEDEN,58836.0,36791.0,23.2,23.75,8.54,EQ
230828,AARVI,15977.0,12080.0,128.25,126.2,15.49,EQ
230828,AATMAJ,110000.0,90000.0,53.9,55.2,48.51,SM
230828,AAVAS,130759.0,88921.0,1599.05,1591.25,1421.89,EQ
230828,ABAN,131194.0,82640.0,43.35,43.75,35.82,EQ
230828,ABB,197684.0,111692.0,4264.1,4244.5,4762.66,EQ
230828,ABBOTINDIA,6122.0,2643.0,23388.45,23221.0,618.16,EQ
230828,ABCAPITAL,7575489.0,4985644.0,180.95,179.75,9021.52,EQ
230828,ABCOTS,196000.0,116000.0,94.4,91.3,109.5,SM
230828,ABFRL,1724063.0,772950.0,217.4,213.55,1680.39,EQ
230828,ABSLAMC,55450.0,37271.0,386.4,388.95,144.02,EQ
230828,ABSLBANETF,151495.0,144114.0,44.81,44.54,64.58,EQ
230828,ABSLLIQUID,2836.0,2337.0,999.99,999.99,23.37,EQ
230828,ABSLNN50ET,14825.0,8378.0,45.51,45.3,3.81,EQ
230828,ACC,451894.0,260100.0,1985.25,1962.55,5163.64,EQ
230828,ACCELYA,32043.0,12758.0,1549.15,1527.55,197.64,EQ
230828,ACCORD,2000.0,2000.0,29.5,31.0,0.59,SM
230828,ACE,149426.0,80541.0,768.75,755.5,619.16,EQ
230828,ACI,1343484.0,385683.0,649.55,593.85,2505.2,EQ
230828,ADANIENSOL,995290.0,480607.0,864.95,874.55,4157.01,EQ
230828,ADANIENT,4457038.0,1206476.0,2472.45,2495.75,29829.52,EQ
230828,ADANIGREEN,650632.0,277391.0,980.1,979.45,2718.71,EQ
230828,ADANIPORTS,5067265.0,1608598.0,807.45,806.6,12988.62,EQ
230828,ADANIPOWER,14579011.0,4049549.0,321.8,325.05,13031.45,EQ
230828,ADFFOODS,72750.0,32966.0,1092.2,1057.85,360.05,EQ
230828,ADORWELD,12839.0,7321.0,1184.85,1181.1,86.74,EQ
230828,ADSL,1254563.0,382158.0,131.7,127.8,503.3,EQ
230828,ADVANIHOTR,43221.0,23741.0,85.15,85.8,20.22,EQ
230828,ADVENZYMES,288437.0,145196.0,329.95,321.15,479.07,EQ
230828,AEGISCHEM,145344.0,94313.0,369.95,369.3,348.91,EQ
230828,AETHER,92805.0,51562.0,1044.5,1049.4,538.57,EQ
230828,AFFLE,156152.0,80582.0,1090.05,1090.65,878.38,EQ
230828,AGARIND,502339.0,100610.0,955.0,893.15,960.83,EQ
230828,AGARWALFT,6000.0,6000.0,37.0,37.0,2.22,SM
230828,AGI,92628.0,38415.0,707.75,713.4,271.88,EQ
230828,AGNI,25000.0,20000.0,26.8,27.55,5.36,SM
230828,AGROPHOS,64888.0,29678.0,35.1,34.7,10.42,EQ
230828,AGSTRA,399819.0,224554.0,65.1,64.1,146.18,EQ
230828,AGUL,238000.0,168000.0,64.8,54.0,108.86,SM
230828,AHL,45655.0,22206.0,270.0,270.4,59.96,EQ
230828,AHLADA,22249.0,9906.0,106.35,107.75,10.54,EQ
230828,AHLEAST,19983.0,10706.0,126.7,126.25,13.56,EQ
230828,AHLUCONT,27706.0,11382.0,730.3,720.7,83.12,EQ
230828,AIAENG,86066.0,50411.0,3661.9,3648.15,1846.0,EQ
230828,AILIMITED,12000.0,12000.0,30.7,29.25,3.68,SM
230828,AIRAN,1259353.0,725136.0,23.35,22.2,169.32,EQ
230828,AISL,2400.0,2400.0,54.75,57.25,1.31,SM
230828,AJANTPHARM,95015.0,49084.0,1724.5,1694.65,846.45,EQ
230828,AJMERA,152471.0,81940.0,330.95,342.45,271.18,EQ
230828,AKASH,59336.0,32397.0,26.75,26.9,8.67,EQ
230828,AKSHARCHEM,23682.0,11977.0,239.75,233.25,28.71,EQ
230828,AKSHOPTFBR,330714.0,210864.0,11.5,11.5,24.25,EQ
230828,AKZOINDIA,16720.0,9208.0,2706.6,2764.65,249.22,EQ
230828,ALANKIT,574739.0,478805.0,10.25,10.55,49.08,EQ
230828,ALBERTDAVD,24709.0,16463.0,788.3,756.1,129.78,EQ
230828,ALEMBICLTD,172619.0,78313.0,79.35,79.95,62.14,EQ
230828,ALICON,14116.0,7696.0,838.45,846.25,64.53,EQ
230828,ALKALI,8407.0,5939.0,107.0,107.45,6.35,EQ
230828,ALKEM,137962.0,86287.0,3712.4,3677.75,3203.32,EQ
230828,ALKYLAMINE,25029.0,13415.0,2318.55,2317.1,311.03,EQ
230828,ALLCARGO,178667.0,109968.0,270.0,271.95,296.91,EQ
230828,ALLETEC,75200.0,51200.0,124.55,120.8,63.77,SM
230828,ALLSEC,30389.0,12426.0,608.3,604.75,75.59,EQ
230828,ALMONDZ,31618.0,18751.0,91.15,91.65,17.09,EQ
230828,ALOKINDS,15329181.0,4841821.0,17.65,17.6,854.58,EQ
230828,ALPA,338275.0,179004.0,79.75,80.8,142.76,EQ
230828,ALPHAGEO,8983.0,4783.0,290.7,290.6,13.9,EQ
230828,AMARAJABAT,292313.0,160825.0,625.75,624.2,1006.36,EQ
230828,AMBANIORG,2000.0,2000.0,155.25,148.0,3.1,SM
230828,AMBER,581513.0,314397.0,2894.6,2785.95,9100.54,EQ
230828,AMBIKCO,10153.0,6407.0,1493.55,1488.4,95.69,EQ
230828,AMBUJACEM,3347943.0,1265264.0,438.85,434.6,5552.61,EQ
230828,AMEYA,16000.0,12000.0,55.65,56.35,6.68,SM
230828,AMIABLE,1600.0,1600.0,75.05,75.05,1.2,SM
230828,AMIORG,89346.0,38094.0,1334.75,1329.3,508.46,EQ
230828,AMJLAND,36835.0,28034.0,30.95,30.85,8.68,EQ
230828,AMRUTANJAN,18092.0,10026.0,610.7,612.05,61.23,EQ
230828,ANANDRATHI,51601.0,26958.0,1410.5,1420.0,380.24,EQ
230828,ANANTRAJ,1564293.0,739985.0,213.65,211.95,1580.98,EQ
230828,ANDHRAPAP,151703.0,78214.0,457.75,451.85,358.02,EQ
230828,ANDHRSUGAR,532231.0,290629.0,110.35,107.35,320.71,EQ
230828,ANDREWYU,424618.0,244214.0,27.4,27.7,66.91,EQ
230828,ANGELONE,526410.0,198839.0,1794.2,1714.6,3567.57,EQ
230828,ANLON,18000.0,13200.0,279.0,265.75,36.83,SM
230828,ANNAPURNA,45000.0,33000.0,327.65,328.15,108.12,SM
230828,ANUP,26697.0,20350.0,2133.8,2187.35,434.23,EQ
230828,ANURAS,371237.0,264555.0,1005.45,1014.85,2659.97,EQ
230828,APARINDS,141714.0,70292.0,5047.45,5000.0,3547.95,EQ
230828,APCL,20354.0,10365.0,187.1,186.95,19.39,EQ
230828,APCOTEXIND,31624.0,15351.0,516.6,517.4,79.3,EQ
230828,APEX,91746.0,50014.0,221.8,225.95,110.93,EQ
230828,APLAPOLLO,843321.0,409872.0,1668.8,1694.7,6839.94,EQ
230828,APLLTD,45358.0,17789.0,750.1,754.15,133.44,EQ
230828,APOLLO,898609.0,620523.0,55.05,56.15,341.6,EQ
230828,APOLLOHOSP,204098.0,103896.0,4905.45,4865.5,5096.57,EQ
230828,APOLLOPIPE,203466.0,179981.0,691.35,700.3,1244.3,EQ
230828,APOLLOTYRE,1805330.0,662175.0,391.6,389.15,2593.08,EQ
230828,APTECHT,148200.0,72109.0,310.6,312.85,223.97,EQ
230828,APTUS,417067.0,265063.0,267.1,269.45,707.98,EQ
230828,ARHAM,27000.0,18000.0,120.0,123.0,21.6,SM
230828,ARIES,120156.0,72931.0,187.6,191.75,136.82,EQ
230828,ARIHANTACA,1600.0,1600.0,149.95,149.0,2.4,SM
230828,ARIHANTCAP,104720.0,67430.0,54.5,54.65,36.75,EQ
230828,ARIHANTSUP,122302.0,27834.0,171.15,170.65,47.64,EQ
230828,ARISTO,14400.0,12800.0,77.35,76.75,9.9,SM
230828,ARMANFIN,13904.0,6444.0,2312.45,2295.65,149.01,EQ
230828,AROGRANITE,364887.0,155124.0,51.15,48.15,79.35,EQ
230828,ARTEMISMED,76306.0,48821.0,122.9,123.3,60.0,EQ
230828,ARVIND,1955702.0,665716.0,174.1,165.9,1159.01,EQ
230828,ARVINDFASN,373579.0,252266.0,303.6,304.85,765.88,EQ
230828,ARVSMART,102721.0,35941.0,350.6,345.65,126.01,EQ
230828,ASAHIINDIA,1094763.0,270306.0,592.45,558.7,1601.43,EQ
230828,ASAHISONG,69257.0,59947.0,243.6,242.1,146.03,EQ
230828,ASAL,22955.0,9514.0,388.3,388.85,36.94,EQ
230828,ASALCBR,44957.0,21578.0,427.55,431.65,92.26,EQ
230828,ASHAPURMIN,478445.0,214858.0,229.85,225.5,493.85,EQ
230828,ASHIANA,101407.0,63812.0,207.25,209.4,132.25,EQ
230828,ASHIMASYN,237956.0,190318.0,13.3,13.5,25.31,EQ
230828,ASHOKA,1034220.0,444629.0,100.2,99.25,445.52,EQ
230828,ASHOKLEY,20843768.0,12521397.0,187.5,185.95,23477.62,EQ
230828,ASIANPAINT,707315.0,411008.0,3259.7,3259.3,13397.63,EQ
230828,ASIANTILES,4950174.0,2212672.0,58.3,55.35,1289.99,EQ
230828,ASPINWALL,3892.0,2253.0,229.0,229.95,5.16,EQ
230828,ASTEC,17183.0,7397.0,1313.8,1306.7,97.18,EQ
230828,ASTERDM,1204988.0,485486.0,329.3,320.25,1598.71,EQ
230828,ASTRAL,1558725.0,653153.0,1988.7,1984.15,12989.25,EQ
230828,ASTRAMICRO,831638.0,317443.0,385.0,377.15,1222.16,EQ
230828,ASTRAZEN,4286.0,1763.0,4144.45,4160.15,73.07,EQ
230828,ASTRON,99225.0,60127.0,28.15,28.85,16.93,EQ
230828,ATALREAL,584442.0,364294.0,137.25,138.25,499.99,EQ
230828,ATAM,7524.0,5318.0,195.5,198.0,10.4,EQ
230828,ATFL,4390.0,3450.0,828.35,825.65,28.58,EQ
230828,ATGL,519225.0,275456.0,655.6,653.75,1805.89,EQ
230828,ATL,1190438.0,821560.0,35.65,37.2,292.89,EQ
