Date,NSE_Code,NSE_Volume,NSE_Delivery,Price,PrevClose,Traded_Value_lacs,Segment
231010,21STCENMGM,2899.0,2194.0,19.1,18.95,0.42,EQ
231010,360ONE,159540.0,97177.0,514.45,514.4,499.93,EQ
231010,3IINFOLTD,508019.0,255601.0,39.1,38.95,99.94,EQ
231010,3MINDIA,1133.0,502.0,30880.1,30824.4,155.02,EQ
231010,3PLAND,34001.0,29073.0,26.15,27.5,7.6,EQ
231010,5PAISA,48097.0,19536.0,428.5,416.8,83.71,EQ
231010,63MOONS,157211.0,100805.0,244.5,251.35,246.47,EQ
231010,AAATECH,33863.0,11159.0,58.05,56.8,6.48,EQ
231010,AARTIDRUGS,149847.0,54479.0,519.4,508.5,282.96,EQ
231010,AARTIIND,1083636.0,581648.0,476.55,472.2,2771.84,EQ
231010,AARTIPHARM,274499.0,222152.0,415.0,416.35,921.93,EQ
231010,AARTISURF,7492.0,4921.0,612.05,605.7,30.12,EQ
231010,AARVEEDEN,42220.0,22583.0,23.9,23.15,5.4,EQ
231010,AARVI,43973.0,23394.0,132.35,128.9,30.96,EQ
231010,AATMAJ,28000.0,22000.0,45.7,44.45,10.05,SM
231010,AAVAS,142641.0,104547.0,1726.85,1764.7,1805.37,EQ
231010,ABAN,136800.0,89243.0,45.85,45.35,40.92,EQ
231010,ABB,244817.0,139364.0,4192.7,4099.7,5843.11,EQ
231010,ABBOTINDIA,6996.0,3698.0,22748.05,22962.55,841.22,EQ
231010,ABCAPITAL,1564302.0,609904.0,177.6,175.1,1083.19,EQ
231010,ABCOTS,4000.0,4000.0,95.0,97.0,3.8,SM
231010,ABFRL,1528652.0,645005.0,219.8,214.95,1417.72,EQ
231010,ABSLAMC,77961.0,43365.0,434.45,432.9,188.4,EQ
231010,ABSLBANETF,234151.0,206941.0,44.7,44.35,92.5,EQ
231010,ABSLLIQUID,151783.0,150184.0,999.99,1000.01,1501.82,EQ
231010,ABSLNN50ET,2229.0,1775.0,46.23,45.82,0.82,EQ
231010,ACC,123625.0,40700.0,1986.25,1964.95,808.4,EQ
231010,ACCELYA,50168.0,23040.0,1677.45,1708.3,386.48,EQ
231010,ACE,162712.0,95717.0,698.9,693.05,668.97,EQ
231010,ACEINTEG,2444.0,2242.0,33.95,33.4,0.76,EQ
231010,ACI,1447632.0,557424.0,628.35,602.25,3502.57,EQ
231010,ACL,18671.0,12807.0,96.4,96.7,12.35,EQ
231010,ADANIENSOL,360806.0,138308.0,786.0,778.9,1087.1,EQ
231010,ADANIENT,1771910.0,497494.0,2498.3,2442.6,12428.89,EQ
231010,ADANIGREEN,356178.0,182347.0,939.75,938.95,1713.61,EQ
231010,ADANIPORTS,7591327.0,1827974.0,819.5,790.05,14980.25,EQ
231010,ADANIPOWER,3720710.0,1247740.0,349.65,342.0,4362.72,EQ
231010,ADFFOODS,62451.0,32898.0,207.7,209.0,68.33,EQ
231010,ADORWELD,8936.0,4272.0,1114.45,1107.2,47.61,EQ
231010,ADROITINFO,155062.0,116819.0,21.05,21.85,24.59,EQ
231010,ADSL,338411.0,184503.0,120.5,119.85,222.33,EQ
231010,ADVANIHOTR,487172.0,248422.0,103.95,102.05,258.23,EQ
231010,ADVENZYMES,161205.0,102238.0,327.75,326.3,335.09,EQ
231010,AEGISCHEM,190084.0,117826.0,323.5,322.6,381.17,EQ
231010,AEROFLEX,562526.0,262679.0,144.0,142.65,378.26,EQ
231010,AETHER,23332.0,16600.0,944.2,947.25,156.74,EQ
231010,AFFLE,171194.0,84361.0,1057.25,1067.0,891.91,EQ
231010,AGARIND,54542.0,17589.0,916.25,911.1,161.16,EQ
231010,AGARWALFT,6000.0,6000.0,44.6,44.7,2.68,SM
231010,AGI,135755.0,48425.0,921.6,903.25,446.28,EQ
231010,AGNI,120000.0,100000.0,31.55,28.9,31.55,SM
231010,AGROPHOS,32949.0,18792.0,36.85,37.15,6.92,EQ
231010,AGSTRA,118221.0,66532.0,60.6,60.4,40.32,EQ
231010,AGUL,2000.0,2000.0,61.0,64.0,1.22,SM
231010,AHL,716995.0,139030.0,346.95,346.65,482.36,EQ
231010,AHLADA,254028.0,102127.0,127.8,127.05,130.52,EQ
231010,AHLEAST,6657.0,3594.0,141.0,137.5,5.07,EQ
231010,AHLUCONT,38094.0,17330.0,700.75,702.2,121.44,EQ
231010,AIAENG,39790.0,25535.0,3463.05,3410.5,884.29,EQ
231010,AJANTPHARM,124900.0,75906.0,1778.95,1740.5,1350.33,EQ
231010,AJMERA,3180079.0,287233.0,422.9,373.0,1214.71,EQ
231010,AJOONI,275351.0,159408.0,4.6,4.5,7.33,EQ
231010,AKASH,95870.0,48733.0,30.55,28.75,14.89,EQ
231010,AKG,62149.0,17737.0,23.85,23.85,4.23,EQ
231010,AKSHAR,459019.0,373913.0,6.3,6.2,23.56,EQ
231010,AKSHARCHEM,10316.0,6709.0,284.9,286.0,19.11,EQ
231010,AKZOINDIA,12890.0,8000.0,2479.4,2466.4,198.35,EQ
231010,ALANKIT,800432.0,487949.0,10.95,10.85,53.43,EQ
231010,ALBERTDAVD,22162.0,13518.0,850.9,822.95,115.02,EQ
231010,ALEMBICLTD,882282.0,285506.0,77.45,74.9,221.12,EQ
231010,ALICON,5155.0,2715.0,835.45,835.0,22.68,EQ
231010,ALKALI,39418.0,21818.0,117.7,117.45,25.68,EQ
231010,ALKEM,130100.0,75223.0,3585.75,3551.55,2697.31,EQ
231010,ALKYLAMINE,20155.0,11366.0,2284.15,2274.45,259.62,EQ
231010,ALLCARGO,136106.0,75589.0,265.8,265.1,200.92,EQ
231010,ALLETEC,264000.0,185600.0,184.7,168.3,342.8,SM
231010,ALLSEC,12873.0,8605.0,581.15,583.05,50.01,EQ
231010,ALMONDZ,166606.0,161970.0,84.7,84.35,137.19,EQ
231010,ALOKINDS,7481630.0,3008293.0,17.9,17.7,538.48,EQ
231010,ALPA,50564.0,26216.0,73.6,73.05,19.29,EQ
231010,ALPHAGEO,32009.0,8520.0,285.45,286.2,24.32,EQ
231010,AMARAJABAT,197441.0,115971.0,635.15,634.2,736.59,EQ
231010,AMBANIORG,2000.0,2000.0,121.0,115.3,2.42,SM
231010,AMBER,116204.0,72673.0,2840.05,2845.2,2063.95,EQ
231010,AMBIKCO,7152.0,4911.0,1515.05,1498.4,74.4,EQ
231010,AMBUJACEM,3288646.0,1885523.0,437.2,430.2,8243.51,EQ
231010,AMDIND,67122.0,22934.0,56.5,54.2,12.96,EQ
231010,AMEYA,8000.0,8000.0,52.45,50.25,4.2,SM
231010,AMIABLE,4800.0,4800.0,85.95,84.0,4.13,SM
231010,AMIORG,79485.0,44183.0,1205.7,1177.7,532.71,EQ
231010,AMJLAND,252063.0,119900.0,32.65,30.15,39.15,EQ
231010,AMRUTANJAN,34537.0,17895.0,602.8,598.45,107.87,EQ
231010,ANANDRATHI,144678.0,55210.0,1899.25,1890.1,1048.58,EQ
231010,ANANTRAJ,2461783.0,1030544.0,232.2,225.75,2392.92,EQ
231010,ANDHRAPAP,214930.0,108993.0,597.1,570.35,650.8,EQ
231010,ANDHRSUGAR,147699.0,49881.0,116.4,114.75,58.06,EQ
231010,ANDREWYU,1119534.0,369084.0,33.65,32.5,124.2,EQ
231010,ANGELONE,892968.0,238559.0,2071.7,2040.35,4942.23,EQ
231010,ANNAPURNA,126000.0,90000.0,289.9,279.65,260.91,SM
231010,ANUP,21243.0,11871.0,2050.6,2036.0,243.43,EQ
231010,ANURAS,93947.0,45648.0,878.45,882.6,400.99,EQ
231010,APARINDS,88265.0,38980.0,5179.65,5256.65,2019.03,EQ
231010,APCL,6049.0,3958.0,182.3,180.2,7.22,EQ
231010,APCOTEXIND,98732.0,53587.0,514.25,505.15,275.57,EQ
231010,APEX,71381.0,29789.0,220.9,218.8,65.8,EQ
231010,APLAPOLLO,587104.0,305846.0,1614.9,1574.35,4939.11,EQ
231010,APLLTD,79934.0,31395.0,766.95,759.85,240.78,EQ
231010,APOLLO,4934545.0,2245155.0,66.7,65.45,1497.52,EQ
231010,APOLLOHOSP,202645.0,127093.0,5066.7,5047.3,6439.42,EQ
231010,APOLLOPIPE,52689.0,34526.0,681.6,681.95,235.33,EQ
231010,APOLLOTYRE,1271420.0,645996.0,375.2,371.1,2423.78,EQ
231010,APTECHT,109421.0,49699.0,277.2,275.05,137.77,EQ
231010,APTUS,308657.0,187558.0,293.2,291.6,549.92,EQ
231010,ARABIAN,306000.0,278000.0,73.7,76.25,204.89,ST
231010,ARCHIDPLY,55556.0,34524.0,72.65,70.8,25.08,EQ
231010,ARCHIES,276262.0,185233.0,26.8,25.9,49.64,EQ
231010,ARHAM,96000.0,63000.0,126.95,120.85,79.98,SM
231010,ARIES,30489.0,12855.0,178.2,176.8,22.91,EQ
231010,ARIHANTCAP,681348.0,415721.0,78.65,76.3,326.96,EQ
231010,ARIHANTSUP,131710.0,47935.0,185.1,183.45,88.73,EQ
231010,ARISTO,16000.0,14400.0,78.7,77.45,11.33,SM
231010,ARMANFIN,11596.0,7020.0,2329.6,2295.7,163.54,EQ
231010,AROGRANITE,255838.0,142392.0,63.2,61.4,89.99,EQ
231010,ARROWGREEN,126842.0,79100.0,387.0,415.4,306.12,EQ
231010,ARTEMISMED,125468.0,62523.0,152.0,148.05,95.03,EQ
231010,ARVEE,40061.0,15196.0,120.75,123.9,18.35,EQ
231010,ARVIND,663923.0,284287.0,176.3,174.05,501.2,EQ
