Date,BSE_Code,BSE_Volume,BSE_Delivery,Price,PrevClose,Traded_Value_lacs,Segment
231020,543144,1893,1852,2.12,2.07,0.04,B 
231020,543150,52954,52754,0.94,0.86,0.5,B 
231020,543161,1811,1409,42.47,38.61,0.6,F 
231020,543167,7814,7814,0.87,0.88,0.07,F 
231020,543171,245463,232046,3.9,3.93,9.05,B 
231020,543173,75,75,8.49,8.18,0.01,B 
231020,543174,12516,10461,0.95,0.93,0.1,B 
231020,543175,4739,4639,1.11,1.18,0.05,B 
231020,543176,740,683,6.65,6.81,0.05,B 
231020,543177,6696,6696,3.0,2.73,0.2,B 
231020,543181,949,836,9.29,8.86,0.08,B 
231020,543182,1267,1266,15.94,15.69,0.2,B 
231020,543186,3001,3001,2.27,2.23,0.07,B 
231020,543187,1047,547,4553.05,4627.8,24.91,A 
231020,543193,685,401,151.65,154.05,0.61,B 
231020,543207,15099,15099,9.21,9.14,1.39,XT
231020,543208,304,304,95.43,98.0,0.29,XT
231020,543210,228,190,600.0,603.3,1.14,B 
231020,543211,26695,20856,35.71,35.15,7.45,B 
231020,543212,1863,942,395.95,397.4,3.73,A 
231020,543213,7270,3463,821.55,807.95,28.45,A 
231020,543214,679,679,600.25,612.5,4.08,T 
231020,543215,160,159,1158.05,1156.3,1.84,F 
231020,543216,219,219,1155.48,1156.95,2.53,F 
231020,543217,4169,3379,313.46,319.6,10.59,IF
231020,543218,1655,1287,386.2,382.95,4.97,B 
231020,543219,24,18,203.07,203.95,0.04,B 
231020,543220,20430,11624,583.85,580.0,67.87,A 
231020,543221,26473,25901,33.09,33.14,8.57,B 
231020,543223,8244,6399,146.55,144.3,9.38,B 
231020,543224,390,386,443.18,445.0,1.71,B 
231020,543226,1129,1128,44.47,44.49,0.5,B 
231020,543227,39302,21666,829.4,832.2,179.7,A 
231020,543228,3573,2429,1569.25,1572.75,38.12,A 
231020,543229,510,491,550.0,530.0,2.7,X 
231020,543230,12795,8848,378.15,379.95,33.46,B 
231020,543231,3335,3335,85.84,87.97,2.86,T 
231020,543232,8407,3865,2503.15,2541.1,96.75,A 
231020,543233,4376,3096,275.85,276.6,8.54,B 
231020,543234,3443,1991,91.91,96.47,1.83,B 
231020,543235,163043,33682,2344.15,2198.0,789.56,A 
231020,543236,3950,2861,171.2,172.9,4.9,B 
231020,543237,71847,28021,2075.45,2129.75,581.56,A 
231020,543238,13497,6994,775.55,787.05,54.24,A 
231020,543239,2800,2800,169.0,172.35,4.73,M 
231020,543240,17404,9508,325.15,324.9,30.92,B 
231020,543241,1100,1100,120.0,120.0,1.32,M 
231020,543242,1130719,276593,134.85,126.5,372.99,A 
231020,543243,807079,451767,100.45,98.79,453.8,A 
231020,543244,22000,18000,89.0,86.0,16.02,M 
231020,543245,3167,1564,1559.7,1607.7,24.39,A 
231020,543246,3,2,32.06,32.21,0.0,B 
231020,543248,27094,14393,119.2,121.8,17.16,A 
231020,543249,344155,144500,99.01,98.68,143.07,B 
231020,543251,340,340,34.79,33.4,0.12,T 
231020,543252,448,387,1104.8,1116.0,4.28,A 
231020,543253,4938,3421,1148.95,1147.5,39.31,A 
231020,543254,39762,18494,389.55,408.65,72.04,B 
231020,543255,1045,748,645.04,650.89,4.82,B 
231020,543256,775,775,23.5,24.1,0.18,X 
231020,543257,6218560,1851178,77.03,77.61,1425.96,A 
231020,543258,978,451,1459.25,1458.65,6.58,A 
231020,543259,235631,233138,946.6,957.75,2206.88,A 
231020,543260,12570,6358,547.35,559.4,34.8,A 
231020,543261,13774,12390,239.9,239.8,29.72,IF
231020,543262,3000,3000,41.7,39.75,1.25,M 
231020,543263,20681,15820,87.94,90.13,13.91,B 
231020,543264,1128,856,354.95,362.15,3.04,B 
231020,543265,830332,301264,234.75,233.3,707.22,A 
231020,543266,3134,2901,380.05,378.25,11.03,B 
231020,543267,11374,11317,96.5,98.0,10.92,X 
231020,543268,55852,33044,41.56,40.67,13.73,B 
231020,543270,15777,8204,2711.3,2631.1,222.44,A 
231020,543271,15908,9606,452.35,457.6,43.45,A 
231020,543272,1319284,601413,40.13,41.06,241.35,A 
231020,543273,5750,4375,1404.45,1420.9,61.44,M 
231020,543274,112500,84600,7.5,7.3,6.34,M 
231020,543275,1506,996,850.4,848.7,8.47,A 
231020,543276,922,430,4547.65,4531.8,19.55,A 
231020,543277,77847,40701,273.4,276.3,111.28,A 
231020,543278,174585,62445,300.35,304.25,187.55,A 
231020,543279,19409,12839,161.95,163.9,20.79,B 
231020,543280,20385,11534,823.8,835.95,95.02,A 
231020,543281,50044,50044,4.8,5.0,2.4,T 
231020,543282,600,600,442.05,421.0,2.65,TS
231020,543283,9871,5267,701.35,716.2,36.94,A 
231020,543284,60233,39937,441.4,446.2,176.28,A 
231020,543285,1000,1000,155.0,151.75,1.55,M 
231020,543287,52118,21889,815.0,818.45,178.4,A 
231020,543288,10838,5706,261.4,270.05,14.92,B 
231020,543290,69076,62088,99.25,99.89,61.62,IF
231020,543291,3479,2287,61.26,61.45,1.4,B 
231020,543292,48,41,96.78,97.28,0.04,B 
231020,543297,242,235,2671.9,2700.45,6.28,B 
231020,543298,31645,20554,55.01,53.44,11.31,B 
231020,543299,43551,24471,457.6,470.3,111.98,A 
231020,543300,18044,8705,540.5,549.35,47.05,A 
231020,543306,7826,3560,671.35,679.8,23.9,B 
231020,543308,357,165,1944.05,1974.6,3.21,A 
231020,543309,36000,36000,21.45,20.05,7.72,M 
231020,543311,84838,48721,296.95,310.5,144.68,B 
231020,543312,16200,10800,71.92,89.9,7.77,M 
231020,543317,1867,1210,1193.7,1200.9,14.44,A 
231020,543318,10125,5845,1356.75,1370.8,79.3,A 
231020,543319,88000,80000,9.15,8.32,7.32,M 
231020,543320,4506009,1883934,113.4,111.7,2136.38,A 
231020,543321,5506,4059,1491.7,1522.9,60.55,B 
231020,543322,26000,13672,623.3,623.4,85.22,B 
231020,543323,17521,15246,19.95,19.96,3.04,B 
231020,543324,810,810,206.6,206.6,1.67,M 
231020,543325,547,242,2293.05,2249.6,5.55,A 
231020,543326,454,379,534.26,540.1,2.02,B 
231020,543327,18431,9906,140.5,135.65,13.92,B 
231020,543328,6176,3827,707.2,711.2,27.06,B 
231020,543329,1552,1001,344.6,347.4,3.45,B 
231020,543330,184849,93710,195.9,198.55,183.58,A 
231020,543331,20064,12863,78.36,79.6,10.08,A 
231020,543332,6292,4110,941.4,959.75,38.69,A 
231020,543333,4793,1972,642.8,651.85,12.68,A 
231020,543334,12589,7800,351.8,359.9,27.44,A 
231020,543335,8541,4494,292.15,295.25,13.13,A 
231020,543336,4841,1654,451.9,464.15,7.47,A 
231020,543341,3809,2688,5.72,5.7,0.15,X 
231020,543346,28000,26000,49.63,51.93,12.9,M 
231020,543347,93,89,328.12,329.42,0.29,B 
231020,543348,459,451,96.12,97.2,0.43,B 
231020,543349,5878,2336,1199.4,1194.05,28.02,A 
231020,543350,3661,1077,568.35,584.4,6.12,A 
231020,543357,26,21,86.64,87.52,0.02,B 
231020,543358,6608,2778,925.1,897.95,25.7,A 
231020,543363,9600,6400,448.6,450.0,28.71,M 
231020,543364,28000,24000,146.8,146.7,35.23,M 
231020,543365,2516,2440,31.79,31.86,0.78,B 
231020,543366,21600,14400,56.52,57.03,8.14,M 
231020,543367,39947,15078,739.35,743.1,111.48,A 
231020,543372,2000,2000,192.0,191.0,3.84,MT
231020,543373,4000,4000,198.5,200.5,7.94,M 
231020,543374,2255,1203,444.8,442.5,5.35,A 
231020,543376,5000,5000,47.4,45.15,2.37,MT
231020,543378,700,600,743.75,775.0,4.46,MS
231020,543383,1,1,87.11,87.32,0.0,B 
231020,543384,101670,42087,143.85,144.65,60.54,A 
231020,543386,2380,1453,307.45,309.7,4.47,B 
231020,543387,593490,589952,694.0,684.25,4094.27,B 
231020,543388,56,38,241.46,241.83,0.09,B 
231020,543389,1618790,805934,41.15,38.55,331.64,B 
231020,543390,14814,4784,724.65,735.3,34.67,A 
231020,543391,12000,9000,84.5,87.0,7.6,M 
231020,543396,337668,118832,987.35,968.7,1173.29,A 
231020,543397,538,273,1408.85,1410.75,3.85,A 
231020,543398,63450,41226,431.5,436.65,177.89,A 
231020,543399,22336,11138,493.45,494.55,54.96,A 
231020,543401,1863,1165,1311.05,1297.5,15.27,A 
231020,543410,6000,6000,73.15,76.95,4.39,M 
231020,543411,210359,86224,99.33,101.51,85.65,B 
231020,543412,2524,1228,589.6,594.8,7.24,A 
