Date,BSE_Code,BSE_Volume,BSE_Delivery,Price,PrevClose,Traded_Value_lacs,Segment
231010,543232,5492,3575,2414.2,2412.85,86.31,A 
231010,543233,6436,4088,273.55,269.05,11.18,B 
231010,543234,6250,6250,84.53,91.0,5.28,M 
231010,543235,63505,22881,2069.4,2040.65,473.5,A 
231010,543236,1639,1218,177.25,177.4,2.16,B 
231010,543237,175666,50200,2168.05,2073.7,1088.36,A 
231010,543238,2211,1408,785.05,778.85,11.05,A 
231010,543239,19600,14000,169.0,175.0,23.66,M 
231010,543240,3885,1487,326.45,317.55,4.85,B 
231010,543241,1100,1100,120.0,120.0,1.32,M 
231010,543242,237965,129685,118.7,110.25,153.94,A 
231010,543243,310456,148802,96.52,92.62,143.62,A 
231010,543244,20000,16000,78.2,74.0,12.51,M 
231010,543245,7206,4332,1625.15,1619.75,70.4,A 
231010,543246,202,201,32.5,32.17,0.07,B 
231010,543248,40226,21035,124.45,122.7,26.18,A 
231010,543249,34483,18550,92.54,89.19,17.17,B 
231010,543250,78002,76000,52.55,52.65,39.94,F 
231010,543251,1352,1352,33.49,33.44,0.45,T 
231010,543252,750,659,1140.55,1130.6,7.52,A 
231010,543253,6824,3649,1079.65,1049.8,39.4,A 
231010,543254,10350,4331,375.45,371.3,16.26,B 
231010,543255,29,15,647.75,638.61,0.1,B 
231010,543256,36756,36255,24.63,24.89,8.93,X 
231010,543257,14412067,3612628,75.67,71.19,2733.68,A 
231010,543258,8681,4693,1467.65,1468.65,68.88,A 
231010,543259,1844,1139,856.9,842.05,9.76,A 
231010,543260,7134,4462,558.1,557.85,24.9,A 
231010,543261,14245,11576,239.83,239.0,27.76,IF
231010,543262,19000,17000,141.6,139.35,24.07,M 
231010,543263,1603,1038,78.62,77.8,0.82,B 
231010,543264,3412,2307,354.7,356.25,8.18,B 
231010,543265,161098,64947,211.75,209.4,137.53,A 
231010,543266,4799,2674,351.9,349.4,9.41,B 
231010,543267,5978,5649,101.89,99.31,5.76,X 
231010,543268,3161,2927,41.57,41.66,1.22,B 
231010,543270,5669,2570,2559.7,2525.15,65.78,A 
231010,543271,18729,9417,482.7,474.1,45.46,A 
231010,543272,1669407,921909,41.98,40.71,387.02,A 
231010,543273,6875,5250,1513.5,1485.0,79.46,M 
231010,543274,26100,23850,7.32,7.48,1.75,M 
231010,543275,7593,6253,876.95,881.2,54.84,A 
231010,543276,612,215,4521.6,4498.3,9.72,A 
231010,543277,17164,6374,271.15,270.15,17.28,A 
231010,543278,314751,105391,262.2,251.0,276.34,A 
231010,543279,27731,14118,167.5,167.15,23.65,B 
231010,543280,17427,8856,870.75,869.35,77.11,A 
231010,543281,29550,29550,4.45,4.38,1.31,T 
231010,543282,4800,4200,368.4,384.65,15.47,MS
231010,543283,8402,5946,759.05,752.65,45.13,A 
231010,543284,102461,56645,453.45,437.65,256.86,A 
231010,543286,18000,18000,23.0,22.79,4.14,M 
231010,543287,74461,30209,800.2,777.3,241.73,A 
231010,543288,8847,4683,287.2,286.95,13.45,B 
231010,543290,147032,124716,100.07,101.18,124.8,IF
231010,543291,11830,9280,63.07,62.29,5.85,B 
231010,543292,978,510,96.44,96.9,0.49,B 
231010,543297,118,70,2550.4,2561.3,1.79,B 
231010,543298,5513,3922,49.21,49.45,1.93,B 
231010,543299,44051,28415,434.9,434.45,123.58,A 
231010,543300,51895,26238,554.2,555.45,145.41,A 
231010,543305,36000,36000,12.23,12.1,4.4,MT
231010,543306,6491,2292,683.75,676.65,15.67,B 
231010,543308,467,257,1924.9,1910.8,4.95,A 
231010,543311,76238,27754,302.95,285.0,84.08,B 
231010,543317,4355,1805,1205.65,1190.95,21.76,A 
231010,543318,12550,7068,1374.9,1382.4,97.18,A 
231010,543319,168000,112000,10.06,11.17,11.27,M 
231010,543320,3580916,608577,106.1,103.85,645.7,A 
231010,543321,1503,841,1577.45,1591.6,13.27,B 
231010,543322,24930,16619,632.2,624.2,105.07,B 
231010,543323,309,302,20.18,19.9,0.06,B 
231010,543324,3240,3240,195.25,191.0,6.33,M 
231010,543325,1308,679,2216.45,2239.1,15.05,A 
231010,543326,31,21,533.9,531.0,0.11,B 
231010,543327,2392,1832,129.2,126.0,2.37,B 
231010,543328,5747,3094,670.6,671.95,20.75,B 
231010,543329,2532,1847,363.5,364.3,6.71,B 
231010,543330,58138,42901,217.65,216.9,93.37,A 
231010,543331,95630,52106,79.6,77.69,41.48,A 
