Date,BSE_Code,BSE_Volume,BSE_Delivery,Price,PrevClose,Traded_Value_lacs,Segment
230810,500002,5947,1957,4505.55,4522.4,88.17,A 
230810,500003,13949,7536,369.5,370.5,27.85,A 
230810,500008,10762,5687,623.85,624.25,35.48,A 
230810,500009,185256,153781,29.0,29.82,44.6,X 
230810,500012,59331,36093,61.42,62.02,22.17,X 
230810,500013,15114,15114,8.3,8.35,1.25,T 
230810,500014,39118,25942,5.46,5.54,1.42,X 
230810,500016,22839,22839,18.06,18.29,4.12,XT
230810,500020,701014,104500,116.45,115.6,121.69,A 
230810,500023,130,130,151.1,158.9,0.2,T 
230810,500027,836,315,6848.95,6896.55,21.57,A 
230810,500028,95834,95834,13.83,13.18,13.25,XT
230810,500031,7067,3368,1217.1,1245.45,40.99,A 
230810,500032,16748092,5028013,19.74,19.05,992.53,A 
230810,500033,2255,2255,3038.85,2762.6,68.53,B 
230810,500034,16132,8678,7155.85,7123.7,620.98,A 
230810,500038,77017,22154,394.8,394.7,87.46,A 
230810,500039,137618,44035,432.9,405.5,190.63,B 
230810,500040,13309,6885,1006.45,1028.05,69.29,A 
230810,500041,272,111,2746.8,2724.65,3.05,B 
230810,500042,1208,631,2553.55,2584.65,16.11,A 
230810,500043,33836,4102,1648.9,1700.0,67.64,A 
230810,500048,6613,2660,1983.45,2025.55,52.76,A 
230810,500049,461745,185817,129.4,131.6,240.45,A 
230810,500052,166473,83155,91.21,84.1,75.85,B 
230810,500058,126389,126389,9.19,9.07,11.62,XT
230810,500059,931,931,16.38,16.71,0.15,T 
230810,500060,276005,89783,238.4,252.05,214.04,B 
230810,500067,2697,1067,749.95,745.0,8.0,A 
230810,500068,2257,1193,14686.35,12308.95,175.21,B 
230810,500069,87,54,281.0,285.0,0.15,X 
230810,500074,4049,2657,67.4,68.25,1.79,B 
230810,500078,1715,1364,415.8,426.3,5.67,B 
230810,500083,22211,18598,10.86,10.69,2.02,B 
230810,500084,131062,61031,77.24,77.12,47.14,A 
230810,500085,85982,20382,269.15,273.25,54.86,A 
230810,500086,116365,50067,263.05,264.15,131.7,A 
230810,500087,55531,10681,1258.8,1265.9,134.45,A 
230810,500089,23,23,449.25,448.6,0.1,B 
230810,500092,767,275,3897.6,3845.05,10.72,A 
230810,500093,40603,25514,401.4,403.5,102.41,A 
230810,500096,64901,40127,571.5,572.15,229.33,A 
230810,500097,6448,5174,355.4,366.15,18.39,B 
230810,500101,37797,18673,141.6,142.7,26.44,A 
230810,500103,972993,255173,99.85,101.1,254.79,A 
230810,500104,146075,50723,264.9,266.5,134.37,A 
230810,500106,15100000,3373957,15.15,14.39,511.15,A 
230810,500108,762505,262748,20.74,20.35,54.49,A 
230810,500109,270847,138586,86.69,85.94,120.14,A 
230810,500110,26074,12652,374.5,372.6,47.38,A 
230810,500112,759679,221499,573.55,573.75,1270.41,A 
230810,500113,939190,338201,92.93,92.98,314.29,A 
230810,500114,17320,5077,2989.6,2955.4,151.78,A 
230810,500116,343095,85656,63.63,63.32,54.5,A 
230810,500117,77661,46378,47.7,47.82,22.12,A 
230810,500119,54236,32282,270.75,275.8,87.4,A 
230810,500120,12429,9403,514.15,527.0,48.35,X 
230810,500123,1634,1258,7700.05,7373.35,96.87,B 
230810,500124,33440,22348,5841.6,5866.4,1305.48,A 
230810,500125,27806,16363,459.25,470.65,75.15,A 
230810,500126,659,414,5369.25,5242.9,22.23,A 
230810,500128,184325,62781,59.65,58.73,37.45,A 
230810,500133,320,95,4680.45,4587.8,4.45,A 
230810,500135,52592,19582,204.8,209.7,40.1,A 
230810,500136,16033,11349,101.35,100.85,11.5,B 
230810,500142,6112,6112,5.26,5.72,0.32,X 
230810,500143,24054,14783,67.36,56.4,9.96,X 
230810,500144,17983,5954,1088.7,1100.95,64.82,A 
230810,500147,1366,1156,2574.5,2585.9,29.76,X 
230810,500148,12187,7595,420.45,424.7,31.93,A 
230810,500150,872,642,3387.85,3464.75,21.75,B 
230810,500151,999,999,48.0,46.25,0.48,Z 
230810,500153,34896,11465,171.4,169.0,19.65,B 
230810,500159,3224,2477,94.32,91.96,2.34,X 
230810,500160,197356,94661,7.1,7.07,6.72,B 
230810,500163,13607,2906,2163.4,2178.05,62.87,A 
230810,500164,13646,9367,493.5,499.9,46.23,A 
230810,500165,29412,20319,330.45,330.0,67.14,A 
230810,500166,2065,1733,182.7,183.2,3.17,X 
230810,500168,6588,2445,1382.35,1393.75,33.8,B 
230810,500170,5998,5998,34.5,34.5,2.07,XT
230810,500171,19713,13484,534.95,537.65,72.13,A 
230810,500173,87548,31443,69.65,73.84,21.9,B 
230810,500174,2224,2223,3.31,3.01,0.07,B 
230810,500179,426121,288236,19.11,19.24,55.08,B 
