Date,NSE_Code,NSE_Volume,NSE_Delivery,Price,PrevClose,Traded_Value_lacs,Segment
231020,21STCENMGM,17368.0,13142.0,19.2,19.25,2.52,EQ
231020,360ONE,882305.0,712450.0,539.75,539.95,3845.45,EQ
231020,3IINFOLTD,564895.0,289468.0,38.7,38.9,112.02,EQ
231020,3MINDIA,1124.0,464.0,30092.7,30441.8,139.63,EQ
231020,3PLAND,33391.0,28069.0,28.45,27.1,7.99,EQ
231020,5PAISA,142129.0,56152.0,452.3,471.65,253.98,EQ
231020,63MOONS,119225.0,78852.0,278.4,282.2,219.52,EQ
231020,AAATECH,60752.0,18953.0,67.3,67.85,12.76,EQ
231020,AARON,7384.0,5354.0,281.65,290.05,15.08,EQ
231020,AARTIDRUGS,520604.0,143377.0,518.45,545.0,743.34,EQ
231020,AARTIIND,647819.0,238046.0,472.55,480.35,1124.89,EQ
231020,AARTIPHARM,75960.0,43910.0,396.2,399.65,173.97,EQ
231020,AARTISURF,7485.0,4107.0,598.85,603.7,24.59,EQ
231020,AARVEEDEN,253823.0,122148.0,25.45,23.3,31.09,EQ
231020,AARVI,9867.0,7166.0,135.9,136.5,9.74,EQ
231020,AATMAJ,52000.0,48000.0,45.8,46.1,21.98,SM
231020,AAVAS,71159.0,38546.0,1591.05,1617.35,613.29,EQ
231020,ABAN,4619906.0,1894881.0,58.85,63.9,1115.14,EQ
231020,ABB,204827.0,106007.0,4015.3,4094.15,4256.5,EQ
231020,ABBOTINDIA,9241.0,5738.0,22640.25,22656.1,1299.1,EQ
231020,ABCAPITAL,1647910.0,399711.0,181.9,183.8,727.07,EQ
231020,ABFRL,5876865.0,1919090.0,229.4,237.85,4402.39,EQ
231020,ABINFRA,16000.0,12000.0,35.3,37.15,4.24,SM
231020,ABSLAMC,83348.0,47691.0,445.1,442.6,212.27,EQ
231020,ABSLBANETF,9003.0,5291.0,44.09,44.15,2.33,EQ
231020,ABSLLIQUID,8080.0,8037.0,999.99,999.99,80.37,EQ
231020,ABSLNN50ET,1727.0,1638.0,45.93,46.42,0.75,EQ
231020,ACC,524895.0,258541.0,1963.15,2030.55,5075.55,EQ
231020,ACCELYA,83545.0,32569.0,1506.15,1513.7,490.54,EQ
231020,ACE,682463.0,356267.0,739.1,714.45,2633.17,EQ
231020,ACEINTEG,5676.0,4238.0,34.3,34.35,1.45,EQ
231020,ACI,256619.0,141112.0,632.6,647.25,892.67,EQ
