Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Ahasolar Technologies Ltd.,55200,361.05,343.9,199.2996,,543941,M 
Kaka Industries Ltd.,62000,196.55,194.4,121.861,,543939,M 
Acceleratebs India Ltd.,30400,299.95,299.9,91.1848,,543938,M 
Alphalogic Industries Ltd.,8400,228.0,230.4,19.152,,543937,M 
Veefin Solutions Ltd.,219200,274.35,261.7,601.3752000000001,,543931,M 
Cosmic CRF Ltd.,19200,302.8,300.65,58.1376,,543928,M 
Bizotic Commercial Ltd.,166400,73.96,77.13,123.06943999999999,,543926,M 
Comrade Appliances Ltd.,78000,162.0,161.3,126.36,,543921,M 
CFF Fluid Control Ltd.,34400,455.6,469.75,156.7264,,543920,M 
Hemant Surgical Industries Ltd,24000,243.3,240.7,58.392,,543916,M 
Innokaiz India Ltd.,16000,145.0,147.5,23.2,,543905,M 
Retina Paints Ltd.,16000,54.5,55.0,8.72,,543902,M 
Sancode Technologies Ltd.,12000,107.5,102.39,12.9,,543897,M 
Exhicon Events Media Solutions,32000,287.8,282.15,92.096,,543895,M 
Maiden Forgings Ltd.,30000,124.9,123.2,37.47,,543874,M 
Dev Labtech Venture Ltd.,12000,62.55,60.0,7.506,,543848,M 
Bright Outdoor Media Ltd.,9000,451.0,461.0,40.59,,543831,M 
Labelkraft Technologies Ltd.,2000,83.0,81.0,1.66,,543830,M 
Sudarshan Pharma Industries Lt,153600,85.91,85.04,131.95776,,543828,M 
Prospect Commodities Ltd.,2000,73.4,70.21,1.468,,543814,M 
ITCONS E-Solutions Ltd.,92000,52.55,50.88,48.346,,543806,M 
RESGEN Ltd.,18000,78.0,79.0,14.04,,543805,M 
Patron Exim Ltd.,16000,9.97,10.0,1.5952,,543798,M 
Macfos Ltd.,6000,369.2,385.0,22.152,,543787,M 
Sealmatic India Ltd.,5400,565.1,575.15,30.5154,,543782,M 
Indong Tea Company Ltd.,4000,22.25,21.25,0.89,,543769,M 
Earthstahl & Alloys Ltd.,18000,69.5,69.73,12.51,,543765,M 
Dharni Capital Services Ltd.,42000,25.0,26.0,10.5,,543753,M 
Eastern Logica Infoway Ltd.,1800,598.25,595.0,10.7685,,543746,M 
SVS Ventures Ltd.,12000,8.0,8.15,0.96,,543745,M 
Droneacharya Aerial Innovation,44000,152.35,152.5,67.034,,543713,M 
PNGS Gargi Fashion Jewellery L,92000,319.9,271.5,294.30799999999994,,543709,M 
Ambo Agritec Ltd.,8000,33.9,33.5,2.712,,543678,M 
Technopack Polymers Ltd.,12000,101.0,103.0,12.12,,543656,M 
DAPS Advertising Ltd.,24000,34.6,37.0,8.304,,543651,M 
Pace E-Commerce Ventures Ltd.,68400,22.21,22.12,15.19164,,543637,M 
Maagh Advertising And Marketin,28000,28.35,29.4,7.938,,543624,M 
Vedant Asset Ltd.,3000,45.01,47.05,1.3503,,543623,M 
Steelman Telecom Ltd.,48000,149.5,146.0,71.76,,543622,M 
Cargosol Logistics Ltd.,32000,44.22,45.33,14.1504,,543621,M 
Insolation Energy Ltd.,107000,410.5,393.3,439.235,,543620,M 
Concord Control Systems Ltd.,37500,610.5,555.0,228.9375,,543619,M 
Cargotrans Maritime Ltd.,4500,80.8,80.0,3.636,,543618,M 
Reetech International Cargo an,2400,62.0,61.11,1.488,,543617,M 
Trident Lifeline Ltd.,1200,196.5,195.0,2.358,,543616,M 
Silicon Rental Solutions Ltd.,20000,179.4,177.0,35.88,,543615,M 
Containe Technologies Ltd.,10000,69.75,65.71,6.975,,543606,M 
Virtuoso Optoelectronics Ltd.,25000,267.7,264.75,66.925,,543597,M 
EP Biocomposites Ltd.,1000,233.95,218.05,2.3395,,543595,M 
Dipna Pharmachem Ltd.,54000,25.65,28.64,13.851,,543594,M 
Rhetan TMT Ltd.,90000,9.25,9.93,8.325,,543590,M 
Naturo Indiabull Ltd.,4000,16.9,16.0,0.676,,543579,M 
Olatech Solutions Ltd.,2000,175.0,180.0,3.5,,543578,M 
Healthy Life Agritec Ltd.,90000,5.08,5.15,4.572,,543546,M 
Veerkrupa Jewellers Ltd.,83500,2.64,2.53,2.2044,,543545,M 
Jayant Infratech Ltd.,9750,92.92,96.0,9.0597,,543544,M 
B-Right Real Estate Ltd.,800,126.0,126.0,1.008,,543543,M 
Kesar India Ltd.,1600,200.0,215.0,3.2,,543542,M 
Pearl Green Clubs And Resorts ,600,186.2,189.65,1.1172,,543540,M 
Modi's Navnirman Ltd.,87200,180.0,179.9,156.96,,543539,M 
Goel Food Products Ltd.,2400,190.0,198.0,4.56,,543538,M 
Scarnose International Ltd.,2000,80.0,80.0,1.6,,543537,M 
Silver Pearl Hospitality & Lux,8000,7.8,7.5,0.624,,543536,M 
Fone4 Communications (India) L,30000,4.3,4.3,1.29,,543521,M 
Global Longlife Hospital and R,3000,46.5,44.25,1.395,,543520,M 
Dhyaani Tile and Marblez Ltd.,23000,162.55,156.75,37.386500000000005,,543516,M 
Sunrise Efficient Marketing Lt,58000,111.8,215.2,64.844,,543515,M 
EVOQ Remedies Ltd.,8000,15.1,14.9,1.208,,543500,M 
Achyut Healthcare Ltd.,4500,56.2,53.95,2.529,,543499,M 
Bhatia Colour Chem Ltd.,4800,57.67,58.0,2.76816,,543497,M 
Ekennis Software Service Ltd.,2400,91.45,87.5,2.1948,,543475,M 
Maruti Interior Products Ltd.,3000,210.4,203.65,6.312,,543464,M 
Safa Systems & Technologies Lt,20000,10.9,10.4,2.18,,543461,M 
Alkosign Ltd.,13500,141.3,143.95,19.0755,,543453,M 
Fabino Life Sciences Ltd.,3000,28.0,29.6,0.84,,543444,M 
Brandbucket Media & Technology,26000,23.08,21.99,6.0008,,543439,M 
Clara Industries Ltd.,37350,196.75,180.05,73.486125,,543435,M 
Omnipotent Industries Ltd.,32000,8.39,8.35,2.6848,,543400,M 
