Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
SJS Enterprises Ltd.,9898234,641.25,620.75,63472.425525,SJS,543387,EQ
Adani Transmission Ltd.,5304819,960.15,923.55,50934.219628499995,ADANITRANS,539254,EQ
Zomato Ltd.,42159587,91.9,89.75,38744.660453000004,ZOMATO,543320,EQ
Adani Power Ltd.,10041818,347.4,324.85,34885.275731999995,ADANIPOWER,533096,EQ
Suzlon Energy Ltd.,116866591,20.85,19.9,24366.684223500004,SUZLON,532667,EQ
Supreme Industries Ltd.,284640,4411.6,4303.3,12557.17824,SUPREMEIND,509930,EQ
Trident Ltd.,32152783,37.7,35.7,12121.599191000001,TRIDENT,521064,EQ
Sona BLW Precision Forgings Lt,1678983,611.35,590.9,10264.4625705,SONACOMS,543300,EQ
The South Indian Bank Ltd.,42427485,23.55,22.35,9991.6727175,SOUTHBANK,532218,EQ
NBCC (India) Ltd.,19002834,51.05,47.45,9700.946757,NBCC,534309,EQ
APL Apollo Tubes Ltd.,587805,1562.45,1534.85,9184.1592225,APLAPOLLO,533758,EQ
Gujarat Mineral Development Co,4609452,195.8,182.1,9025.307016,GMDCLTD,532181,EQ
JTL Industries Ltd,2259285,386.7,384.55,8736.655095,JTLIND,534600,EQ
Union Bank Of India,8800196,90.0,91.8,7920.1764,UNIONBANK,532477,EQ
Lemon Tree Hotels Ltd.,7207629,107.45,105.2,7744.597360500001,LEMONTREE,541233,EQ
Engineers India Ltd.,4691259,158.8,151.85,7449.719292000001,ENGINERSIN,532178,EQ
Ircon International Ltd.,6640469,110.05,108.65,7307.836134499999,IRCON,541956,EQ
Macrotech Developers Ltd.,1042106,695.7,703.95,7249.931442,LODHA,543287,EQ
Hindustan Construction Company,27293880,26.35,24.55,7191.93738,HCC,500185,EQ
Tata Teleservices (Maharashtra,8663435,82.15,75.7,7117.0118525,TTML,532371,EQ
Shriram Properties Ltd.,8513236,79.85,75.4,6797.818945999999,SHRIRAMPPS,543419,EQ
Praj Industries Ltd.,1374268,489.85,498.9,6731.851798000001,PRAJIND,522205,EQ
Reliance Power Ltd.,38407587,17.4,16.35,6682.9201379999995,RPOWER,532939,EQ
Adani Green Energy Ltd.,649826,1015.1,1020.05,6596.383726,ADANIGREEN,541450,EQ
SJVN Ltd.,10863552,59.05,55.45,6414.927456,SJVN,533206,EQ
Avenue Supermarts Ltd.,179208,3568.9,3547.7,6395.754312,DMART,540376,EQ
TeamLease Services Ltd.,276413,2310.1,2212.85,6385.416713,TEAMLEASE,539658,EQ
Max Healthcare Institute Ltd.,1074577,569.25,551.0,6117.0295725,MAXHEALTH,543220,EQ
Amber Enterprises India Ltd.,206427,2849.15,2874.05,5881.414870500001,AMBER,540902,EQ
