Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Sai Kalamandir,24925485,244.9,222.0,61042.512765,KALAMANDIR,543989,EQ
Adani Power Ltd.,11440143,375.35,377.5,42940.576750500004,ADANIPOWER,533096,EQ
Signature Global,8807645,458.55,385.0,40387.4561475,SIGNATURE,543990,EQ
Adani Green Energy Ltd.,3198946,1018.75,1012.3,32589.262375,ADANIGREEN,541450,EQ
JIO Financial Services,9420674,227.35,230.4,21417.902339,JIOFIN,543940,EQ
Ujjivan Small Finance Bank Ltd,34836063,54.5,50.05,18985.654335,UJJIVANSFB,542904,EQ
,1742071,999.99,1000.0,17420.5357929,LIQUIDBEES,,EQ
Union Bank Of India,16106372,102.4,99.7,16492.924928,UNIONBANK,532477,EQ
Zomato Ltd.,16193432,100.1,99.9,16209.625431999999,ZOMATO,543320,EQ
Suzlon Energy Ltd.,51772276,25.65,26.0,13279.588794,SUZLON,532667,EQ
Avenue Supermarts Ltd.,314247,3640.7,3633.6,11440.790528999998,DMART,540376,EQ
360 One Wam Ltd.,2148498,514.45,514.65,11052.947961000002,360ONE,542772,EQ
Housing & Urban Development Co,12575325,86.5,83.7,10877.656125,HUDCO,540530,EQ
Varun Beverages Ltd.,1068331,967.1,967.55,10331.829101,VBL,540180,EQ
JSW Energy Ltd.,2360436,432.9,439.9,10218.327444,JSWENERGY,533148,EQ
IFCI Ltd.,40816024,24.25,24.7,9897.88582,IFCI,500106,EQ
Apar Industries Ltd.,167231,5745.25,5805.05,9607.8390275,APARINDS,532259,EQ
Angel One Ltd.,492413,1943.7,1859.9,9571.031481,ANGELONE,543235,EQ
Cochin Shipyard Ltd.,863744,1088.15,1087.75,9398.830336,COCHINSHIP,540678,EQ
HFCL Ltd.,12097590,75.95,71.6,9188.119605,HFCL,500183,EQ
Indian Railway Finance Corpora,11710875,75.4,75.95,8829.99975,IRFC,543257,EQ
BSE Ltd.,665734,1307.75,1277.2,8706.136385,BSE,,EQ
Macrotech Developers Ltd.,1100350,790.0,792.25,8692.765,LODHA,543287,EQ
NHPC Ltd.,16626988,52.0,51.6,8646.03376,NHPC,533098,EQ
SJVN Ltd.,12110528,69.9,68.55,8465.259072,SJVN,533206,EQ
Yes Bank Ltd.,48679790,17.35,17.35,8445.943565000001,YESBANK,532648,EQ
Hindustan Construction Company,28763561,27.75,25.9,7981.8881775,HCC,500185,EQ
Ujjivan Financial Services Ltd,1237185,533.5,499.85,6600.381975,UJJIVAN,539874,EQ
Rail Vikas Nigam Ltd.,3898383,168.5,166.7,6568.775355,RVNL,542649,EQ
Kalyan Jewellers India Ltd.,2925482,224.2,216.55,6558.930644,KALYANKJIL,543278,EQ
Star Health and Allied Insuran,1064424,611.35,589.25,6507.356124,STARHEALTH,543412,EQ
The South Indian Bank Ltd.,23698984,26.65,26.05,6315.779236,SOUTHBANK,532218,EQ
PB Fintech Ltd.,827142,742.8,749.85,6144.010775999999,POLICYBZR,543390,EQ
Century Textiles & Industries ,565869,1078.65,1071.0,6103.7459685,CENTURYTEX,500040,EQ
Mazagon Dock Shipbuilders Ltd.,276206,2205.65,2234.55,6092.137639,MAZDOCK,543237,EQ
Indian Bank,1408062,431.8,428.15,6080.011716,INDIANB,532814,EQ
Indiabulls Real Estate Ltd.,7076771,85.25,82.65,6032.9472775,IBREALEST,532832,EQ
Senco Gold Ltd.,978001,608.6,532.6,5952.1140860000005,SENCO,543936,EQ
Brightcom Group Ltd.,31433663,18.9,19.15,5940.962306999999,BCG,532368,EQ
Central Depository Services (I,420771,1352.15,1327.7,5689.455076500001,CDSL,,EQ
Gravita India Ltd.,571475,929.0,808.25,5309.00275,GRAVITA,533282,EQ
Bank Of Maharashtra,11132711,47.4,46.55,5276.905014,MAHABANK,532525,EQ
The Great Eastern Shipping Com,613677,856.2,851.1,5254.302474,GESHIP,500620,EQ
NCC Ltd.,3326334,157.1,159.45,5225.670714,NCC,500294,EQ
APL Apollo Tubes Ltd.,317831,1629.55,1544.6,5179.2150605,APLAPOLLO,533758,EQ
Tata Investment Corporation Lt,154263,3270.9,3006.9,5045.788467,TATAINVEST,501301,EQ
Bank Of India,4655399,108.35,108.25,5044.1248165,BANKINDIA,532149,EQ
Ajanta Pharma Ltd.,283790,1734.7,1680.7,4922.90513,AJANTPHARM,532331,EQ
Titagarh Railsystems Ltd.,613281,794.3,765.0,4871.290983,TITAGARH,532966,EQ
Gujarat Mineral Development Co,1699618,285.25,274.3,4848.160345,GMDCLTD,532181,EQ
Suzlon Energy Ltd.,51772276,25.65,26.0,13279.588794,SUZLON,532667,EQ
RattanIndia Power Ltd.,48920445,6.9,6.6,3375.510705,RTNPOWER,533122,EQ
Yes Bank Ltd.,48679790,17.35,17.35,8445.943565000001,YESBANK,532648,EQ
IFCI Ltd.,40816024,24.25,24.7,9897.88582,IFCI,500106,EQ
Ujjivan Small Finance Bank Ltd,34836063,54.5,50.05,18985.654335,UJJIVANSFB,542904,EQ
Jaiprakash Power Ventures Ltd.,31723838,10.45,10.55,3315.1410709999996,JPPOWER,532627,EQ
Brightcom Group Ltd.,31433663,18.9,19.15,5940.962306999999,BCG,532368,EQ
Hindustan Construction Company,28763561,27.75,25.9,7981.8881775,HCC,500185,EQ
Sai Kalamandir,24925485,244.9,222.0,61042.512765,KALAMANDIR,543989,EQ
