Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Ahasolar Technologies Ltd.,800,300.0,305.6,2.4,,543941,M 
Kaka Industries Ltd.,12000,178.0,182.5,21.36,,543939,M 
Acceleratebs India Ltd.,1600,218.0,218.2,3.488,,543938,M 
Alphalogic Industries Ltd.,62400,254.75,231.6,158.964,,543937,M 
Veefin Solutions Ltd.,32000,227.0,233.3,72.64,,543931,M 
Cosmic CRF Ltd.,10800,240.65,244.1,25.9902,,543928,M 
Bizotic Commercial Ltd.,12000,58.3,61.75,6.996,,543926,M 
Comrade Appliances Ltd.,2000,147.0,150.0,2.94,,543921,M 
CFF Fluid Control Ltd.,9600,399.85,401.65,38.3856,,543920,M 
Hemant Surgical Industries Ltd,12800,193.25,199.0,24.736,,543916,M 
Innokaiz India Ltd.,11200,119.1,125.2,13.3392,,543905,M 
Retina Paints Ltd.,4000,66.9,66.9,2.676,,543902,M 
Exhicon Events Media Solutions,22000,268.3,279.9,59.026,,543895,M 
Maiden Forgings Ltd.,54000,99.35,107.75,53.649,,543874,M 
Dev Labtech Venture Ltd.,16000,59.0,58.65,9.44,,543848,M 
Bright Outdoor Media Ltd.,24000,432.55,468.5,103.812,,543831,M 
Sudarshan Pharma Industries Lt,8000,81.0,83.0,6.48,,543828,M 
ITCONS E-Solutions Ltd.,16000,46.5,49.3,7.44,,543806,M 
RESGEN Ltd.,45000,74.5,78.87,33.525,,543805,M 
Amanaya Ventures Ltd.,12000,13.7,12.0,1.644,,543804,M 
S.V.J. Enterprises Ltd.,30000,53.77,56.6,16.131,,543799,M 
Patron Exim Ltd.,20000,8.8,9.53,1.76,,543798,M 
Macfos Ltd.,3600,315.0,318.25,11.34,,543787,M 
Sealmatic India Ltd.,6000,486.0,490.25,29.16,,543782,M 
Earthstahl & Alloys Ltd.,24000,55.72,55.71,13.3728,,543765,M 
Dharni Capital Services Ltd.,6000,29.88,26.82,1.7928,,543753,M 
Eastern Logica Infoway Ltd.,600,601.1,600.0,3.6066,,543746,M 
SVS Ventures Ltd.,12000,7.83,8.32,0.9396,,543745,M 
Rex Sealing and Packing Indust,1000,105.25,101.0,1.0525,,543744,M 
Droneacharya Aerial Innovation,30000,172.6,175.8,51.78,,543713,M 
PNGS Gargi Fashion Jewellery L,4000,260.1,260.95,10.404000000000002,,543709,M 
Ambo Agritec Ltd.,12000,28.11,29.0,3.3732,,543678,M 
Technopack Polymers Ltd.,4000,94.41,95.99,3.7764,,543656,M 
Pace E-Commerce Ventures Ltd.,18000,20.75,20.63,3.735,,543637,M 
Steelman Telecom Ltd.,2400,152.0,152.3,3.648,,543622,M 
Cargosol Logistics Ltd.,8000,48.99,47.05,3.9192,,543621,M 
Insolation Energy Ltd.,31000,421.3,432.0,130.603,,543620,M 
Concord Control Systems Ltd.,3000,590.0,608.8,17.7,,543619,M 
Cargotrans Maritime Ltd.,4500,84.0,92.0,3.78,,543618,M 
Reetech International Cargo an,22800,53.01,57.05,12.08628,,543617,M 
Trident Lifeline Ltd.,3600,192.0,201.0,6.912,,543616,M 
Silicon Rental Solutions Ltd.,4000,162.0,159.0,6.48,,543615,M 
Virtuoso Optoelectronics Ltd.,28000,230.4,234.75,64.512,,543597,M 
EP Biocomposites Ltd.,1500,188.0,197.0,2.82,,543595,M 
Dipna Pharmachem Ltd.,15000,14.74,14.74,2.211,,543594,M 
Rhetan TMT Ltd.,82500,9.0,9.38,7.425,,543590,M 
Naturo Indiabull Ltd.,28000,14.65,15.0,4.102,,543579,M 
Olatech Solutions Ltd.,16000,185.0,169.75,29.6,,543578,M 
Healthy Life Agritec Ltd.,180000,4.4,4.6,7.920000000000001,,543546,M 
Veerkrupa Jewellers Ltd.,116900,2.28,2.39,2.66532,,543545,M 
B-Right Real Estate Ltd.,800,123.5,128.0,0.988,,543543,M 
Kesar India Ltd.,800,473.3,450.9,3.7864,,543542,M 
Pearl Green Clubs And Resorts ,1200,314.4,306.0,3.7728,,543540,M 
Modi's Navnirman Ltd.,4000,170.0,171.0,6.8,,543539,M 
Goel Food Products Ltd.,3200,140.8,150.0,4.5056,,543538,M 
Scarnose International Ltd.,2000,80.5,81.69,1.61,,543537,M 
Silver Pearl Hospitality & Lux,8000,7.8,7.5,0.624,,543536,M 
Fone4 Communications (India) L,10000,4.08,3.84,0.408,,543521,M 
Dhyaani Tile and Marblez Ltd.,8000,171.5,178.0,13.72,,543516,M 
Sunrise Efficient Marketing Lt,6000,103.9,103.9,6.234,,543515,M 
EVOQ Remedies Ltd.,4000,13.6,13.8,0.544,,543500,M 
Achyut Healthcare Ltd.,76500,57.0,55.51,43.605,,543499,M 
