Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Ahasolar Technologies Ltd.,6400,357.55,370.5,22.8832,,543941,M 
Kaka Industries Ltd.,32000,181.75,184.25,58.16,,543939,M 
Acceleratebs India Ltd.,6400,260.6,271.05,16.678400000000003,,543938,M 
Alphalogic Industries Ltd.,21600,191.35,201.4,41.3316,,543937,M 
Veefin Solutions Ltd.,96000,233.55,245.7,224.208,,543931,M 
Cosmic CRF Ltd.,36800,253.9,266.3,93.4352,,543928,M 
Bizotic Commercial Ltd.,25600,69.91,66.6,17.89696,,543926,M 
Comrade Appliances Ltd.,14000,161.7,160.0,22.638,,543921,M 
CFF Fluid Control Ltd.,9600,416.75,429.2,40.008,,543920,M 
Hemant Surgical Industries Ltd,4800,222.0,224.85,10.656,,543916,M 
Innokaiz India Ltd.,40000,139.65,141.25,55.86,,543905,M 
Retina Paints Ltd.,4000,59.25,58.53,2.37,,543902,M 
Sancode Technologies Ltd.,21000,109.0,106.97,22.89,,543897,M 
Exhicon Events Media Solutions,16000,289.85,276.05,46.376,,543895,M 
Maiden Forgings Ltd.,16000,112.0,113.0,17.92,,543874,M 
Bright Outdoor Media Ltd.,6000,469.55,461.5,28.173,,543831,M 
Sudarshan Pharma Industries Lt,14400,83.0,87.2,11.952,,543828,M 
Prospect Commodities Ltd.,24000,71.28,70.0,17.1072,,543814,M 
ITCONS E-Solutions Ltd.,14000,53.36,52.51,7.4704,,543806,M 
RESGEN Ltd.,69000,76.0,74.28,52.44,,543805,M 
Patron Exim Ltd.,20000,9.91,9.8,1.982,,543798,M 
Macfos Ltd.,9600,340.0,337.0,32.64,,543787,M 
Sealmatic India Ltd.,6600,494.0,505.9,32.604,,543782,M 
Indong Tea Company Ltd.,16000,23.0,21.1,3.68,,543769,M 
Earthstahl & Alloys Ltd.,9000,64.7,64.0,5.823,,543765,M 
Transvoy Logistics India Ltd.,9600,74.43,76.3,7.145280000000001,,543754,M 
Eastern Logica Infoway Ltd.,2400,580.05,579.0,13.9212,,543746,M 
Droneacharya Aerial Innovation,87000,174.45,177.2,151.77149999999997,,543713,M 
PNGS Gargi Fashion Jewellery L,8000,285.0,273.4,22.8,,543709,M 
Technopack Polymers Ltd.,18000,98.88,99.99,17.7984,,543656,M 
Pace E-Commerce Ventures Ltd.,75600,20.55,21.2,15.5358,,543637,M 
Maagh Advertising And Marketin,2000,36.16,34.44,0.7232,,543624,M 
Steelman Telecom Ltd.,9600,136.15,144.0,13.0704,,543622,M 
Cargosol Logistics Ltd.,4000,50.0,51.0,2.0,,543621,M 
Insolation Energy Ltd.,150000,409.9,390.4,614.85,,543620,M 
Concord Control Systems Ltd.,24500,604.2,635.95,148.02900000000002,,543619,M 
Cargotrans Maritime Ltd.,3000,92.0,95.5,2.76,,543618,M 
Reetech International Cargo an,1200,58.1,58.1,0.6972,,543617,M 
Trident Lifeline Ltd.,9600,172.3,181.75,16.5408,,543616,M 
Silicon Rental Solutions Ltd.,5600,166.0,167.2,9.296,,543615,M 
Containe Technologies Ltd.,2000,65.3,72.8,1.306,,543606,M 
Shantidoot Infra Services Ltd.,3200,84.0,80.99,2.688,,543598,M 
Virtuoso Optoelectronics Ltd.,12000,248.95,254.5,29.874,,543597,M 
EP Biocomposites Ltd.,4500,212.05,203.75,9.54225,,543595,M 
Dipna Pharmachem Ltd.,12000,25.5,26.79,3.06,,543594,M 
Rhetan TMT Ltd.,45000,9.13,9.13,4.1085,,543590,M 
Naturo Indiabull Ltd.,12000,14.51,14.49,1.7412,,543579,M 
Olatech Solutions Ltd.,6000,166.15,158.25,9.969,,543578,M 
Healthy Life Agritec Ltd.,90000,5.04,5.14,4.536,,543546,M 
Veerkrupa Jewellers Ltd.,66800,2.6,2.63,1.7368,,543545,M 
Jayant Infratech Ltd.,1500,87.0,87.1,1.305,,543544,M 
B-Right Real Estate Ltd.,37600,135.0,128.6,50.76,,543543,M 
Kesar India Ltd.,19200,255.6,224.5,49.0752,,543542,M 
Pearl Green Clubs And Resorts ,1200,195.0,195.0,2.34,,543540,M 
Modi's Navnirman Ltd.,8000,176.0,172.95,14.08,,543539,M 
Goel Food Products Ltd.,1600,173.0,180.0,2.768,,543538,M 
Nanavati Ventures Ltd.,3000,41.25,43.05,1.2375,,543522,M 
Eighty Jewellers Ltd.,12000,45.0,45.1,5.4,,543518,M 
Dhyaani Tile and Marblez Ltd.,6000,187.3,180.75,11.238,,543516,M 
Sunrise Efficient Marketing Lt,1000,110.0,109.9,1.1,,543515,M 
Achyut Healthcare Ltd.,4500,56.0,55.0,2.52,,543499,M 
Bhatia Colour Chem Ltd.,148800,51.09,53.13,76.02192000000001,,543497,M 
