Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Ahasolar Technologies Ltd.,12000,374.5,373.85,44.94,,543941,M 
Kaka Industries Ltd.,28000,162.9,167.95,45.612,,543939,M 
Acceleratebs India Ltd.,43200,227.7,243.65,98.3664,,543938,M 
Alphalogic Industries Ltd.,49200,204.4,186.05,100.5648,,543937,M 
Veefin Solutions Ltd.,70400,222.65,221.45,156.7456,,543931,M 
Cosmic CRF Ltd.,42000,301.0,307.45,126.42,,543928,M 
Bizotic Commercial Ltd.,41600,49.75,47.39,20.696,,543926,M 
Comrade Appliances Ltd.,4000,160.0,155.25,6.4,,543921,M 
CFF Fluid Control Ltd.,29600,351.5,361.6,104.044,,543920,M 
Hemant Surgical Industries Ltd,8000,237.5,240.0,19.0,,543916,M 
Innokaiz India Ltd.,20800,141.0,135.5,29.328,,543905,M 
Retina Paints Ltd.,28000,58.74,57.25,16.4472,,543902,M 
Sancode Technologies Ltd.,18000,83.5,80.5,15.03,,543897,M 
Exhicon Events Media Solutions,8000,317.0,326.0,25.36,,543895,M 
Maiden Forgings Ltd.,44000,92.86,96.0,40.8584,,543874,M 
Dev Labtech Venture Ltd.,4000,61.3,61.75,2.452,,543848,M 
Command Polymers Ltd.,4000,25.4,25.4,1.016,,543843,M 
Bright Outdoor Media Ltd.,21000,484.05,491.95,101.6505,,543831,M 
Labelkraft Technologies Ltd.,16000,85.77,77.98,13.7232,,543830,M 
Sudarshan Pharma Industries Lt,16000,81.5,81.55,13.04,,543828,M 
Prospect Commodities Ltd.,14000,77.0,74.0,10.78,,543814,M 
ITCONS E-Solutions Ltd.,6000,42.21,42.93,2.5326,,543806,M 
RESGEN Ltd.,54000,68.5,68.0,36.99,,543805,M 
S.V.J. Enterprises Ltd.,3000,94.7,90.22,2.841,,543799,M 
Patron Exim Ltd.,16000,10.1,10.1,1.616,,543798,M 
Macfos Ltd.,25200,379.0,359.0,95.508,,543787,M 
Sealmatic India Ltd.,9600,573.25,586.5,55.032,,543782,M 
Indong Tea Company Ltd.,8000,21.0,20.5,1.68,,543769,M 
Earthstahl & Alloys Ltd.,57000,61.95,58.01,35.3115,,543765,M 
Transvoy Logistics India Ltd.,11200,74.5,73.14,8.344,,543754,M 
Eastern Logica Infoway Ltd.,4200,524.4,437.0,22.0248,,543746,M 
SVS Ventures Ltd.,18000,7.62,7.43,1.3716,,543745,M 
Rex Sealing and Packing Indust,2000,110.0,110.0,2.2,,543744,M 
Droneacharya Aerial Innovation,111000,158.85,158.0,176.3235,,543713,M 
PNGS Gargi Fashion Jewellery L,8000,209.15,199.2,16.732,,543709,M 
Ambo Agritec Ltd.,44000,30.1,31.4,13.244,,543678,M 
Technopack Polymers Ltd.,32000,99.62,100.05,31.8784,,543656,M 
DAPS Advertising Ltd.,12000,33.75,33.9,4.05,,543651,M 
Pace E-Commerce Ventures Ltd.,93600,21.0,21.24,19.656,,543637,M 
