Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Ahasolar Technologies Ltd.,2400,370.5,354.0,8.892,,543941,M 
Kaka Industries Ltd.,34000,184.25,180.5,62.645,,543939,M 
Alphalogic Industries Ltd.,31200,201.4,212.0,62.8368,,543937,M 
Veefin Solutions Ltd.,35200,245.7,247.05,86.4864,,543931,M 
Cosmic CRF Ltd.,56800,266.3,259.7,151.2584,,543928,M 
Bizotic Commercial Ltd.,25600,66.6,63.43,17.049599999999998,,543926,M 
Comrade Appliances Ltd.,44000,160.0,162.0,70.4,,543921,M 
CFF Fluid Control Ltd.,21600,429.2,414.5,92.7072,,543920,M 
Hemant Surgical Industries Ltd,17600,224.85,222.95,39.5736,,543916,M 
Innokaiz India Ltd.,6400,141.25,137.35,9.04,,543905,M 
Retina Paints Ltd.,16000,58.53,58.65,9.3648,,543902,M 
Sancode Technologies Ltd.,30000,106.97,112.59,32.091,,543897,M 
Exhicon Events Media Solutions,8000,276.05,280.5,22.084,,543895,M 
Maiden Forgings Ltd.,40000,113.0,111.95,45.2,,543874,M 
Bright Outdoor Media Ltd.,9000,461.5,421.0,41.535,,543831,M 
Labelkraft Technologies Ltd.,4000,81.0,79.0,3.24,,543830,M 
Sudarshan Pharma Industries Lt,60800,87.2,84.18,53.0176,,543828,M 
Prospect Commodities Ltd.,38000,70.0,71.25,26.6,,543814,M 
ITCONS E-Solutions Ltd.,26000,52.51,51.87,13.6526,,543806,M 
RESGEN Ltd.,81000,74.28,72.35,60.1668,,543805,M 
Patron Exim Ltd.,8000,9.8,9.59,0.784,,543798,M 
Macfos Ltd.,7200,337.0,320.0,24.264,,543787,M 
Sealmatic India Ltd.,9600,505.9,520.05,48.5664,,543782,M 
Earthstahl & Alloys Ltd.,3000,64.0,65.98,1.92,,543765,M 
Transvoy Logistics India Ltd.,3200,76.3,80.5,2.4416,,543754,M 
Eastern Logica Infoway Ltd.,1200,579.0,579.25,6.948,,543746,M 
SVS Ventures Ltd.,24000,8.09,7.4,1.9416,,543745,M 
Droneacharya Aerial Innovation,64000,177.2,178.8,113.408,,543713,M 
PNGS Gargi Fashion Jewellery L,12000,273.4,276.25,32.80799999999999,,543709,M 
Ambo Agritec Ltd.,24000,32.0,29.2,7.68,,543678,M 
Technopack Polymers Ltd.,6000,99.99,97.75,5.9994,,543656,M 
DAPS Advertising Ltd.,4000,35.0,34.0,1.4,,543651,M 
Pace E-Commerce Ventures Ltd.,91200,21.2,22.1,19.3344,,543637,M 
Maagh Advertising And Marketin,2000,34.44,32.8,0.6888,,543624,M 
Steelman Telecom Ltd.,37200,144.0,140.0,53.568,,543622,M 
Cargosol Logistics Ltd.,32000,51.0,50.49,16.32,,543621,M 
Insolation Energy Ltd.,78000,390.4,401.1,304.512,,543620,M 
Concord Control Systems Ltd.,11000,635.95,669.4,69.95450000000001,,543619,M 
Cargotrans Maritime Ltd.,7500,95.5,88.0,7.1625,,543618,M 
Reetech International Cargo an,2400,58.1,58.05,1.3944,,543617,M 
Trident Lifeline Ltd.,13200,181.75,199.0,23.991,,543616,M 
Silicon Rental Solutions Ltd.,12800,167.2,163.0,21.4016,,543615,M 
Mafia Trends Ltd.,4000,15.24,14.16,0.6096,,543613,M 
Containe Technologies Ltd.,4000,72.8,69.9,2.912,,543606,M 
Shantidoot Infra Services Ltd.,1600,80.99,77.01,1.2958399999999999,,543598,M 
Virtuoso Optoelectronics Ltd.,13000,254.5,246.35,33.085,,543597,M 
EP Biocomposites Ltd.,5000,203.75,225.0,10.1875,,543595,M 
Dipna Pharmachem Ltd.,9000,26.79,23.85,2.4111,,543594,M 
Naturo Indiabull Ltd.,44000,14.49,14.95,6.3756,,543579,M 
Olatech Solutions Ltd.,4000,158.25,150.75,6.33,,543578,M 
Healthy Life Agritec Ltd.,150000,5.14,5.04,7.71,,543546,M 
Veerkrupa Jewellers Ltd.,133600,2.63,2.51,3.51368,,543545,M 
B-Right Real Estate Ltd.,47200,128.6,118.0,60.6992,,543543,M 
Sailani Tours N Travels Ltd.,1600,24.85,26.0,0.3976,,543541,M 
Pearl Green Clubs And Resorts ,1200,195.0,188.05,2.34,,543540,M 
Modi's Navnirman Ltd.,1600,172.95,168.5,2.7672,,543539,M 
Nanavati Ventures Ltd.,3000,43.05,46.18,1.2914999999999999,,543522,M 
Fone4 Communications (India) L,20000,3.96,4.19,0.792,,543521,M 
Global Longlife Hospital and R,1000,47.0,45.5,0.47,,543520,M 
Eighty Jewellers Ltd.,3000,45.1,46.71,1.353,,543518,M 
Dhyaani Tile and Marblez Ltd.,6000,180.75,172.7,10.845,,543516,M 
Sunrise Efficient Marketing Lt,3000,109.9,108.9,3.297,,543515,M 
EVOQ Remedies Ltd.,16000,15.5,15.2,2.48,,543500,M 
Bhatia Colour Chem Ltd.,1600,53.13,53.07,0.85008,,543497,M 
Maruti Interior Products Ltd.,4000,191.0,199.0,7.64,,543464,M 
Alkosign Ltd.,3000,138.0,139.0,4.14,,543453,M 
Fabino Life Sciences Ltd.,3000,29.5,28.0,0.885,,543444,M 
Brandbucket Media & Technology,10000,26.71,25.44,2.671,,543439,M 
Clara Industries Ltd.,12450,191.0,190.05,23.7795,,543435,M 
DMR Hydroengineering & Infrast,6000,85.07,81.02,5.1042,,543410,M 
Adishakti Loha and Ispat Ltd.,20000,11.84,11.33,2.368,,543377,M 
Promax Power Ltd.,2500,57.79,56.49,1.44475,,543375,M 
Shri Venkatesh Refineries Ltd.,5000,200.85,195.0,10.0425,,543373,M 
Getalong Enterprise Ltd.,2000,152.0,152.0,3.04,,543372,M 
SBL Infratech Ltd.,12000,72.85,74.64,8.741999999999999,,543366,M 
Markolines Pavement Technologi,5600,132.3,128.0,7.408800000000001,,543364,M 
Prevest Denpro Ltd.,1600,470.0,474.5,7.52,,543363,M 
PlatinumOne Business Services ,1200,209.4,202.4,2.5128,,543352,M 
Aashka Hospitals Ltd.,3000,57.63,57.5,1.7289,,543346,M 
Gretex Corporate Services Ltd.,207360,212.45,245.2,440.53632,,543324,M 
AA Plus Tradelink Ltd.,880000,11.39,10.85,100.232,,543319,M 
Focus Business Solution Ltd.,5400,78.2,70.9,4.2228,,543312,M 
Suumaya Corporation Ltd.,10800,8.02,8.26,0.86616,,543274,M 
Knowledge Marine & Engineering,3375,1541.45,1517.65,52.0239375,,543273,M 
MRP Agro Ltd.,1000,129.75,127.95,1.2975,,543262,M 
Shine Fashion (India) Ltd.,2000,58.0,59.6,1.16,,543244,M 
Veer Global Infraconstruction ,1100,119.0,119.0,1.309,,543241,M 
GM Polyplast Ltd.,2800,193.25,194.7,5.411,,543239,M 
Secmark Consultancy Ltd.,8750,81.01,81.5,7.088375,,543234,M 
Billwin Industries Ltd.,6000,49.0,45.0,2.94,,543209,M 
Janus Corporation Ltd.,388500,4.6,4.39,17.871,,542924,M 
Goblin India Ltd.,36000,48.99,49.25,17.6364,,542850,M 
Cian Healthcare Ltd.,10000,25.8,25.25,2.58,,542678,M 
Evans Electric Ltd.,3000,148.3,146.6,4.449000000000001,,542668,M 
VR Films & Studios Ltd.,44000,50.32,49.56,22.1408,,542654,M 
Northern Spirits Ltd.,23000,337.9,355.6,77.71699999999998,,542628,M 
Humming Bird Education Ltd.,500,700.0,710.0,3.5,,542592,M 
Jonjua Overseas Ltd.,31140,14.77,15.06,4.599378,,542446,M 
Diksha Greens Ltd.,6000,3.41,3.58,0.2046,,542155,M 
Sun Retail Ltd.,624000,0.64,0.66,3.9936,,542025,M 
Innovative Ideals And Services,215000,13.26,12.63,28.509,,541983,M 
MAC Hotels Ltd.,3000,36.5,38.4,1.095,,541973,M 
Ganesh Films India Ltd.,3200,21.87,20.83,0.69984,,541703,M 
WAA Solar Ltd.,3200,91.0,88.68,2.912,,541445,M 
Affordable Robotic & Automatio,17200,674.6,642.5,116.0312,,541402,M 
Innovators Facade Systems Ltd.,16000,227.05,225.5,36.328,,541353,M 
Milestone Furniture Ltd.,6000,4.93,5.15,0.2958,,541337,M 
Indo US Bio-Tech Ltd.,1000,232.75,244.95,2.3275,,541304,M 
Taylormade Renewables Ltd.,3200,570.0,591.6,18.24,,541228,M 
Benara Bearings And Pistons Lt,30000,15.5,14.99,4.65,,541178,M 
Shreeshay Engineers Ltd.,64000,34.1,32.0,21.824,,541112,M 
Inflame Appliances Ltd.,4000,614.15,620.1,24.566,,541083,M 
Angel Fibers Ltd.,4000,20.5,20.5,0.82,,541006,M 
Gujarat Hy-Spin Ltd.,30000,11.74,10.31,3.522,,540938,M 
Diggi Multitrade Ltd.,10000,23.7,22.65,2.37,,540811,M 
Sanghvi Brands Ltd.,2000,18.25,17.39,0.365,,540782,M 
Sagar Diamonds Ltd.,6000,39.66,38.02,2.3795999999999995,,540715,M 
Chothani Foods Ltd.,20000,22.98,21.0,4.596,,540681,M 
Captain Technocast Ltd.,3000,125.0,131.1,3.75,,540652,M 
Jigar Cables Ltd.,0,48.95,47.9,0.0,,540651,M 
Escorp Asset Management Ltd.,3325,60.56,60.56,2.01362,,540455,M 
Prime Fresh Ltd.,3000,247.95,241.2,7.4385,,540404,M 
RMC Switchgears Ltd.,21000,802.15,765.0,168.4515,,540358,M 
Tanvi Foods (India) Ltd.,4000,103.8,109.25,4.152,,540332,M 
Aditya Consumer Marketing Ltd.,69000,80.4,80.25,55.476,,540146,M 
Shiva Granito Export Ltd.,240000,7.65,8.12,18.36,,540072,M 
Ganga Pharmaceuticals Ltd.,8000,16.4,14.99,1.312,,539680,M 
Waaree Technologies Ltd.,7700,351.0,336.0,27.027,,539337,M 
Growington Ventures India Ltd.,20150,199.6,199.75,40.2194,,539222,M 
Filtra Consultants and Enginee,3000,41.0,41.11,1.23,,539098,M 
SVP Housing Ltd.,5000,71.99,70.49,3.5995,,539041,M 
Raghuvansh Agrofarms Ltd.,5000,201.95,201.9,10.0975,,538921,M 
GCM Capital Advisors Ltd.,4000,6.4,6.3,0.256,,538319,M 
Laxmipati Engineering Works Lt,3000,57.0,51.84,1.71,,537669,M 
Unishire Urban Infra Ltd.,30000,1.72,1.79,0.516,,537582,M 
Polymac Thermoformers Ltd.,16800,31.37,32.72,5.27016,,537573,M 
Money Masters Leasing & Financ,5000,54.0,52.18,2.7,,535910,M 
Asarfi Hospital Ltd,44000,125.45,127.95,55.198,,543943,M 
Khazanchi Jewellers Ltd,23000,200.75,199.05,46.1725,,543953,M 
Shelter Pharma Limited,153000,45.83,45.22,70.1199,,543963,M 
Shoora Designs Limited,69000,63.61,57.83,43.8909,,543970,M 
Bondada Engineering Limited,217600,194.75,190.55,423.776,,543971,M 
Aatmaj Healthcare Ltd.,16000,49.05,49.0,7.848,AATMAJ,,SM
AB Cotspin India Ltd.,12000,94.95,99.95,11.394,ABCOTS,,SM
AG Universal Ltd.,16000,70.0,66.5,11.2,AGUL,,SM
Agarwal Float Glass India Ltd.,12000,46.0,45.0,5.52,AGARWALFT,,SM
Agni Green Power Ltd.,30000,28.5,27.2,8.55,AGNI,,SM
All E Technologies Ltd.,59200,163.95,156.1,97.0584,ALLETEC,,SM
Ambani Organics Ltd.,2000,145.0,152.0,2.9,AMBANIORG,,SM
Ameya Precision Engineers Ltd.,20000,59.3,58.0,11.86,AMEYA,,SM
Amiable Logistics (India) Ltd.,4800,84.0,82.0,4.032,AMIABLE,,SM
ANI Integrated Services Ltd.,1200,67.5,65.65,0.81,AISL,,SM
Anlon Technology Solution Ltd.,1200,290.0,289.9,3.48,ANLON,,SM
Annapurna Swadisht Ltd.,26000,286.15,295.0,74.39899999999999,ANNAPURNA,,SM
Arham Technologies Ltd.,6000,108.5,108.35,6.51,ARHAM,,SM
Arihant Academy Ltd.,1600,121.1,119.0,1.9376,ARIHANTACA,,SM
Aristo Bio-Tech and Lifescienc,9600,84.25,81.0,8.088,ARISTO,,SM
Aurangabad Distillery Ltd.,4000,223.9,214.75,8.956,AURDIS,,SM
Auro Impex & Chemicals Ltd.,54400,71.6,68.05,38.950399999999995,AUROIMPEX,,SM
Baheti Recycling Industries Lt,18000,147.0,145.15,26.46,BAHETI,,SM
Beta Drugs Ltd.,5800,1025.7,1000.0,59.4906,BETA,,SM
BEW Engineering Ltd.,750,1379.45,1330.0,10.345875,BEWLTD,,SM
Bombay Metrics Supply Chain Lt,14000,135.8,129.95,19.012000000000004,BMETRICS,,SM
Bright Solar Ltd.,159000,5.5,5.3,8.745,BRIGHT,,SM
Cadsys India Ltd.,6000,198.7,189.25,11.922,CADSYS,,SM
Cell Point (India) Ltd.,15600,54.15,53.2,8.4474,CELLPOINT,,SM
Chaman Metallics Ltd.,57000,69.7,67.3,39.729,CMNL,,SM
