Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Ahasolar Technologies Ltd.,800,310.0,294.7,2.48,,543941,M 
Kaka Industries Ltd.,6000,180.0,181.0,10.8,,543939,M 
Acceleratebs India Ltd.,9600,228.95,220.0,21.9792,,543938,M 
Alphalogic Industries Ltd.,18000,297.3,270.3,53.514,,543937,M 
Veefin Solutions Ltd.,35200,239.35,238.35,84.2512,,543931,M 
Cosmic CRF Ltd.,24000,259.75,242.85,62.34,,543928,M 
Bizotic Commercial Ltd.,19200,58.69,59.53,11.26848,,543926,M 
Comrade Appliances Ltd.,12000,155.05,142.0,18.606,,543921,M 
CFF Fluid Control Ltd.,20000,399.95,389.05,79.99,,543920,M 
Hemant Surgical Industries Ltd,24000,198.5,196.3,47.64,,543916,M 
Innokaiz India Ltd.,32000,127.0,132.15,40.64,,543905,M 
Retina Paints Ltd.,20000,65.0,67.4,13.0,,543902,M 
Exhicon Events Media Solutions,6000,291.0,285.0,17.46,,543895,M 
Maiden Forgings Ltd.,10000,108.15,106.3,10.815,,543874,M 
Dev Labtech Venture Ltd.,12000,58.94,59.0,7.0728,,543848,M 
Bright Outdoor Media Ltd.,3000,426.5,444.0,12.795,,543831,M 
Sudarshan Pharma Industries Lt,17600,80.0,79.7,14.08,,543828,M 
Prospect Commodities Ltd.,2000,64.76,64.0,1.2952000000000001,,543814,M 
ITCONS E-Solutions Ltd.,6000,48.12,47.5,2.8872,,543806,M 
RESGEN Ltd.,21000,76.1,76.58,15.980999999999998,,543805,M 
S.V.J. Enterprises Ltd.,24000,55.9,54.9,13.416,,543799,M 
Patron Exim Ltd.,8000,9.49,9.2,0.7592,,543798,M 
Macfos Ltd.,32400,384.75,362.0,124.659,,543787,M 
Sealmatic India Ltd.,10200,528.5,517.95,53.907,,543782,M 
Earthstahl & Alloys Ltd.,18000,58.1,54.51,10.458,,543765,M 
Transvoy Logistics India Ltd.,1600,78.75,70.01,1.26,,543754,M 
Eastern Logica Infoway Ltd.,2400,600.35,600.1,14.4084,,543746,M 
SVS Ventures Ltd.,24000,8.58,8.58,2.0592,,543745,M 
Rex Sealing and Packing Indust,1000,101.0,105.25,1.01,,543744,M 
Droneacharya Aerial Innovation,178000,184.5,175.3,328.41,,543713,M 
Technopack Polymers Ltd.,6000,93.46,97.95,5.6076,,543656,M 
Pace E-Commerce Ventures Ltd.,21600,20.18,20.19,4.35888,,543637,M 
Vedant Asset Ltd.,3000,49.25,48.0,1.4775,,543623,M 
Steelman Telecom Ltd.,20400,155.95,149.25,31.8138,,543622,M 
Cargosol Logistics Ltd.,20000,50.32,48.99,10.064,,543621,M 
Insolation Energy Ltd.,27000,427.75,439.35,115.4925,,543620,M 
Concord Control Systems Ltd.,3000,620.0,600.0,18.6,,543619,M 
Cargotrans Maritime Ltd.,4500,82.15,81.73,3.69675,,543618,M 
