Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
JIO Financial Services,315558390,214.5,213.45,676872.74655,JIOFIN,543940,BE
One97 Communications Ltd.,24937437,899.2,904.45,224237.43350400002,PAYTM,543396,EQ
UNO Minda Ltd.,7775682,592.85,605.2,46098.130737,UNOMINDA,532539,EQ
Zomato Ltd.,32585515,91.0,93.8,29652.81865,ZOMATO,543320,EQ
Suzlon Energy Ltd.,81738451,22.4,21.5,18309.413023999998,SUZLON,532667,EQ
,1471445,1000.0,1000.0,14714.45,LIQUIDBEES,,EQ
Adani Power Ltd.,4348608,325.05,328.8,14135.150304,ADANIPOWER,533096,EQ
Supreme Industries Ltd.,297874,4498.2,4449.4,13398.968267999999,SUPREMEIND,509930,EQ
Titagarh Railsystems Ltd.,1401360,818.35,793.85,11468.02956,TITAGARH,532966,EQ
HFCL Ltd.,13970712,71.5,68.95,9989.05908,HFCL,500183,EQ
Gujarat Mineral Development Co,3910480,226.6,213.4,8861.14768,GMDCLTD,532181,EQ
Computer Age Management Servic,354752,2414.6,2437.5,8565.841792,CAMS,543232,EQ
Max Healthcare Institute Ltd.,1495687,553.6,563.3,8280.123232,MAXHEALTH,543220,EQ
APL Apollo Tubes Ltd.,486309,1694.7,1655.6,8241.478623,APLAPOLLO,533758,EQ
Indiabulls Real Estate Ltd.,11207053,71.55,69.25,8018.6464215,IBREALEST,532832,EQ
JSW Energy Ltd.,2193689,347.6,350.7,7625.262964000001,JSWENERGY,533148,EQ
Tata Motors Ltd. - DVR Ordinar,1912800,397.2,402.95,7597.6416,TATAMTRDVR,570001,EQ
Electrosteel Castings Ltd.,10588284,66.3,59.5,7020.032291999999,ELECTCAST,500128,EQ
,694217,999.99,999.99,6942.1005783,LIQUIDETF,,EQ
Avenue Supermarts Ltd.,195363,3534.6,3561.5,6905.300598,DMART,540376,EQ
Triveni Turbine Ltd.,1756640,388.3,386.9,6821.03312,TRITURBINE,533655,EQ
Varun Beverages Ltd.,771228,873.85,884.8,6739.375878000001,VBL,540180,EQ
Parag Milk Foods Ltd.,3309367,203.5,175.75,6734.561845,PARAGMILK,539889,EQ
Firstsource Solutions Ltd.,3535042,168.2,156.55,5945.940643999999,FSL,532809,EQ
Shoppers Stop Ltd.,834342,709.05,812.25,5915.901950999999,SHOPERSTOP,532638,EQ
,2889447,200.6,201.83,5796.230681999999,SETFNIF50,,EQ
Syrma SGS Technology Ltd.,1058069,537.75,494.05,5689.7660475,SYRMA,543573,EQ
Yes Bank Ltd.,33683048,16.85,16.95,5675.593588000001,YESBANK,532648,EQ
KPIT Technologies Ltd.,460483,1147.55,1173.25,5284.2726665,KPITTECH,542651,EQ
Olectra Greentech Ltd.,431356,1211.95,1190.1,5227.819042,OLECTRA,532439,EQ
Rail Vikas Nigam Ltd.,4123602,123.9,124.85,5109.142878000001,RVNL,542649,EQ
Indian Railway Finance Corpora,10369243,48.4,48.6,5018.713612,IRFC,543257,EQ
Amber Enterprises India Ltd.,179953,2785.95,2800.8,5013.400603499999,AMBER,540902,EQ
Bajaj Hindusthan Sugar Ltd.,21081315,23.55,25.0,4964.6496825,BAJAJHIND,500032,EQ
Reliance Power Ltd.,27616256,17.35,17.3,4791.420416,RPOWER,532939,EQ
TV18 Broadcast Ltd.,10084560,47.45,46.25,4785.12372,TV18BRDCST,532800,EQ
Tata Teleservices (Maharashtra,5622952,84.4,82.35,4745.771488,TTML,532371,EQ
Hindustan Construction Company,17728008,26.55,26.85,4706.786124,HCC,500185,EQ
Jain Irrigation Systems Ltd.,7153657,65.75,67.25,4703.5294775,JISLJALEQS,500219,EQ
KPI Green Energy Ltd.,489924,923.05,866.5,4522.243482,KPIGREEN,542323,EQ
Gabriel India Ltd.,1468908,307.75,279.95,4520.56437,GABRIEL,505714,EQ
,507581,874.55,895.15,4439.0496355,ADANIENSOL,,EQ
Astra Microwave Products Ltd.,1158261,377.15,369.2,4368.3813615,ASTRAMICRO,532493,EQ
RattanIndia Enterprises Ltd.,7716424,55.85,53.35,4309.6228040000005,RTNINDIA,534597,EQ
Suven Pharmaceuticals Ltd.,831050,516.4,508.0,4291.5422,SUVENPHAR,543064,EQ
Kaynes Technology India Ltd.,214944,1984.3,1856.8,4265.133792,KAYNES,543664,EQ
KFin Technologies Ltd.,990987,427.85,384.45,4239.9378795,KFINTECH,543720,EQ
Atul Auto Ltd.,896679,460.8,444.25,4131.896831999999,ATULAUTO,531795,EQ
Texmaco Rail & Engineering Ltd,3132141,131.15,124.0,4107.802921500001,TEXRAIL,533326,EQ
,1925431,212.76,213.77,4096.5469956,NIFTYBEES,,EQ
