Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Ahasolar Technologies Ltd.,2400,305.6,306.1,7.3344,,543941,M 
Kaka Industries Ltd.,22000,182.5,181.45,40.15,,543939,M 
Acceleratebs India Ltd.,1600,218.2,220.0,3.4912,,543938,M 
Alphalogic Industries Ltd.,7200,231.6,220.6,16.6752,,543937,M 
Veefin Solutions Ltd.,65600,233.3,222.2,153.0448,,543931,M 
Cosmic CRF Ltd.,4800,244.1,242.05,11.7168,,543928,M 
Bizotic Commercial Ltd.,4800,61.75,60.5,2.964,,543926,M 
Comrade Appliances Ltd.,2000,150.0,149.0,3.0,,543921,M 
CFF Fluid Control Ltd.,20000,401.65,398.25,80.33,,543920,M 
Hemant Surgical Industries Ltd,11200,199.0,199.9,22.288,,543916,M 
Innokaiz India Ltd.,1600,125.2,125.0,2.0032,,543905,M 
Retina Paints Ltd.,4000,66.9,66.9,2.676,,543902,M 
Sancode Technologies Ltd.,3000,84.0,84.0,2.52,,543897,M 
Exhicon Events Media Solutions,10000,279.9,273.2,27.99,,543895,M 
Maiden Forgings Ltd.,26000,107.75,108.75,28.015,,543874,M 
Dev Labtech Venture Ltd.,10000,58.65,60.9,5.865,,543848,M 
Bright Outdoor Media Ltd.,4000,468.5,457.0,18.74,,543831,M 
Sudarshan Pharma Industries Lt,4800,83.0,81.5,3.984,,543828,M 
ITCONS E-Solutions Ltd.,4000,49.3,48.97,1.972,,543806,M 
RESGEN Ltd.,156000,78.87,68.12,123.0372,,543805,M 
Amanaya Ventures Ltd.,6000,12.0,11.25,0.72,,543804,M 
S.V.J. Enterprises Ltd.,30000,56.6,59.57,16.98,,543799,M 
Patron Exim Ltd.,44000,9.53,9.8,4.1932,,543798,M 
Macfos Ltd.,7200,318.25,304.45,22.914,,543787,M 
Sealmatic India Ltd.,7200,490.25,510.5,35.298,,543782,M 
Earthstahl & Alloys Ltd.,108000,55.71,56.09,60.1668,,543765,M 
Transvoy Logistics India Ltd.,3200,70.01,71.0,2.24032,,543754,M 
Dharni Capital Services Ltd.,12000,26.82,26.77,3.2184,,543753,M 
SVS Ventures Ltd.,36000,8.32,8.97,2.9952,,543745,M 
Rex Sealing and Packing Indust,3000,101.0,101.0,3.03,,543744,M 
Droneacharya Aerial Innovation,26000,175.8,176.55,45.708,,543713,M 
PNGS Gargi Fashion Jewellery L,14000,260.95,241.25,36.533,,543709,M 
Ambo Agritec Ltd.,4000,29.0,30.0,1.16,,543678,M 
Technopack Polymers Ltd.,4000,95.99,92.0,3.8396,,543656,M 
DAPS Advertising Ltd.,28000,32.5,34.0,9.1,,543651,M 
Pace E-Commerce Ventures Ltd.,24000,20.63,20.75,4.9512,,543637,M 
Maagh Advertising And Marketin,4000,48.84,46.52,1.9536,,543624,M 
Steelman Telecom Ltd.,4800,152.3,145.0,7.3104,,543622,M 
Insolation Energy Ltd.,134000,432.0,419.5,578.88,,543620,M 
Concord Control Systems Ltd.,6500,608.8,602.0,39.571999999999996,,543619,M 
Cargotrans Maritime Ltd.,1500,92.0,83.5,1.38,,543618,M 
Reetech International Cargo an,1200,57.05,59.0,0.6846,,543617,M 
Trident Lifeline Ltd.,1200,201.0,200.0,2.412,,543616,M 
Silicon Rental Solutions Ltd.,3200,159.0,160.5,5.088,,543615,M 
Mafia Trends Ltd.,4000,17.0,17.25,0.68,,543613,M 
Virtuoso Optoelectronics Ltd.,46000,234.75,239.9,107.985,,543597,M 
EP Biocomposites Ltd.,3000,197.0,199.9,5.91,,543595,M 
Dipna Pharmachem Ltd.,153000,14.74,15.8,22.5522,,543594,M 
Rhetan TMT Ltd.,405000,9.38,8.76,37.989000000000004,,543590,M 
Naturo Indiabull Ltd.,4000,15.0,14.11,0.6,,543579,M 
Healthy Life Agritec Ltd.,250000,4.6,4.7,11.5,,543546,M 
Veerkrupa Jewellers Ltd.,16700,2.39,2.39,0.39913,,543545,M 
Jayant Infratech Ltd.,2250,87.5,87.5,1.96875,,543544,M 
B-Right Real Estate Ltd.,16800,128.0,125.9,21.504,,543543,M 
Kesar India Ltd.,1600,450.9,429.45,7.2144,,543542,M 
Pearl Green Clubs And Resorts ,3000,306.0,312.0,9.18,,543540,M 
Modi's Navnirman Ltd.,17600,171.0,172.55,30.096,,543539,M 
Goel Food Products Ltd.,2400,150.0,150.0,3.6,,543538,M 
Scarnose International Ltd.,6000,81.69,90.75,4.9014,,543537,M 
Global Longlife Hospital and R,1000,42.5,43.52,0.425,,543520,M 
Shashwat Furnishing Solutions ,3000,30.26,31.25,0.9078,,543519,M 
Dhyaani Tile and Marblez Ltd.,11000,178.0,179.0,19.58,,543516,M 
Sunrise Efficient Marketing Lt,9000,103.9,104.0,9.351,,543515,M 
EVOQ Remedies Ltd.,4000,13.8,13.7,0.552,,543500,M 
Achyut Healthcare Ltd.,346500,55.51,55.0,192.34215,,543499,M 
Bhatia Colour Chem Ltd.,0,53.0,52.0,0.0,,543497,M 
Ekennis Software Service Ltd.,800,88.9,88.0,0.7112,,543475,M 
Maruti Interior Products Ltd.,6000,200.0,200.0,12.0,,543464,M 
Safa Systems & Technologies Lt,20000,12.1,12.0,2.42,,543461,M 
Quality RO Industries Ltd.,2000,75.0,78.9,1.5,,543460,M 
Alkosign Ltd.,9000,114.4,108.0,10.296,,543453,M 
Brandbucket Media & Technology,24000,40.14,38.23,9.6336,,543439,M 
Clara Industries Ltd.,4150,178.0,175.8,7.387,,543435,M 
Omnipotent Industries Ltd.,4000,8.2,8.0,0.328,,543400,M 
Suyog Gurbaxani Funicular Rope,9000,84.46,80.44,7.6014,,543391,M 
Shri Venkatesh Refineries Ltd.,4000,199.0,199.9,7.96,,543373,M 
SBL Infratech Ltd.,19200,71.3,70.5,13.6896,,543366,M 
Markolines Pavement Technologi,28800,144.9,141.8,41.7312,,543364,M 
Prevest Denpro Ltd.,5600,459.35,481.0,25.7236,,543363,M 
Aashka Hospitals Ltd.,8000,59.85,61.08,4.788,,543346,M 
Gretex Corporate Services Ltd.,32400,190.7,191.35,61.7868,,543324,M 
AA Plus Tradelink Ltd.,32000,10.32,9.83,3.3024,,543319,M 
Rajeshwari Cans Ltd.,100000,151.75,147.0,151.75,,543285,M 
Suumaya Corporation Ltd.,9900,7.19,7.25,0.71181,,543274,M 
Knowledge Marine & Engineering,2875,1505.0,1498.1,43.26875,,543273,M 
MRP Agro Ltd.,6000,137.0,133.0,8.22,,543262,M 
Shine Fashion (India) Ltd.,6000,71.5,75.0,4.29,,543244,M 
Veer Global Infraconstruction ,2200,124.0,124.0,2.728,,543241,M 
GM Polyplast Ltd.,7000,183.0,179.9,12.81,,543239,M 
Janus Corporation Ltd.,108500,4.05,4.12,4.39425,,542924,M 
Goblin India Ltd.,40000,61.75,56.0,24.7,,542850,M 
Misquita Engineering Ltd.,2000,38.8,39.0,0.776,,542801,M 
Cian Healthcare Ltd.,4000,20.75,21.11,0.83,,542678,M 
Evans Electric Ltd.,1000,128.1,128.1,1.281,,542668,M 
VR Films & Studios Ltd.,6000,44.5,43.99,2.67,,542654,M 
Northern Spirits Ltd.,2000,350.25,336.0,7.005,,542628,M 
Jonjua Overseas Ltd.,484400,18.92,18.02,91.64848,,542446,M 
Diksha Greens Ltd.,2000,3.2,3.29,0.064,,542155,M 
Sun Retail Ltd.,144000,0.63,0.62,0.9072,,542025,M 
MAC Hotels Ltd.,10500,37.01,36.0,3.88605,,541973,M 
WAA Solar Ltd.,8000,80.0,78.14,6.4,,541445,M 
Affordable Robotic & Automatio,17600,684.45,651.9,120.4632,,541402,M 
Innovators Facade Systems Ltd.,9600,214.0,211.65,20.544,,541353,M 
Milestone Furniture Ltd.,24000,5.32,5.33,1.2768,,541337,M 
Indo US Bio-Tech Ltd.,5000,236.0,236.6,11.8,,541304,M 
Dr Lalchandani Labs Ltd.,4000,30.85,29.5,1.234,,541299,M 
Taylormade Renewables Ltd.,5600,535.25,521.0,29.974,,541228,M 
Benara Bearings And Pistons Lt,18000,14.2,15.94,2.556,,541178,M 
Shreeshay Engineers Ltd.,16000,34.0,34.0,5.44,,541112,M 
Inflame Appliances Ltd.,4500,654.65,668.7,29.45925,,541083,M 
Rithwik Facility Management Se,6000,75.0,69.5,4.5,,540843,M 
Sanghvi Brands Ltd.,3000,20.9,19.91,0.6269999999999999,,540782,M 
Kaarya Facilities And Services,6000,6.03,6.03,0.3618,,540756,M 
Sagar Diamonds Ltd.,6000,38.41,40.0,2.3045999999999998,,540715,M 
Chothani Foods Ltd.,50000,26.82,25.75,13.41,,540681,M 
Jigar Cables Ltd.,4000,45.0,45.0,1.8,,540651,M 
Yug Decor Ltd.,2300,106.9,102.0,2.4587,,540550,M 
Prime Fresh Ltd.,2250,269.0,263.0,6.0525,,540404,M 
RMC Switchgears Ltd.,11500,713.0,718.45,81.995,,540358,M 
Aditya Consumer Marketing Ltd.,4000,70.15,72.25,2.806,,540146,M 
Shiva Granito Export Ltd.,20000,7.94,7.57,1.588,,540072,M 
Waaree Technologies Ltd.,4200,416.7,396.9,17.5014,,539337,M 
Pecos Hotels and Pubs Ltd.,1000,96.99,90.01,0.9699,,539273,M 
Growington Ventures India Ltd.,23250,205.65,203.4,47.813625,,539222,M 
SVP Housing Ltd.,7500,77.55,73.86,5.81625,,539041,M 
Raghuvansh Agrofarms Ltd.,2500,229.0,220.0,5.725,,538921,M 
Jet Infraventure Ltd.,12000,10.02,9.55,1.2024,,538794,M 
Hanman Fit Ltd.,8400,2.07,2.17,0.17388,,538731,M 
Tarini International Ltd.,51000,11.83,10.76,6.0333,,538496,M 
GCM Capital Advisors Ltd.,13000,9.27,8.95,1.2051,,538319,M 
Unishire Urban Infra Ltd.,10000,1.68,1.67,0.168,,537582,M 
Polymac Thermoformers Ltd.,24000,32.41,32.65,7.778399999999999,,537573,M 
Money Masters Leasing & Financ,15000,66.08,69.55,9.912,,535910,M 
Asarfi Hospital Ltd,46000,110.2,110.75,50.692,,543943,M 
Innovatus Entertainment Networ,18000,31.75,31.77,5.715,,543951,M 
Khazanchi Jewellers Ltd,28000,204.6,204.15,57.288,,543953,M 
Shelter Pharma Limited,18000,40.0,40.9,7.2,,543963,M 
Shoora Designs Limited,9000,52.51,50.01,4.7259,,543970,M 
Bondada Engineering Limited,56000,179.95,177.3,100.772,,543971,M 
Meson Valves Limited,193200,210.2,208.7,406.1064,,543982,M 
Kahan Packaging,16000,114.25,110.75,18.28,,543979,M 
Aatmaj Healthcare Ltd.,32000,46.1,46.0,14.752,AATMAJ,,SM
AB Cotspin India Ltd.,8000,94.2,89.75,7.536,ABCOTS,,SM
AG Universal Ltd.,6000,65.0,61.0,3.9,AGUL,,SM
Agarwal Float Glass India Ltd.,6000,43.3,43.0,2.598,AGARWALFT,,SM
All E Technologies Ltd.,38400,172.75,172.0,66.336,ALLETEC,,SM
Ambani Organics Ltd.,14000,115.3,120.5,16.142,AMBANIORG,,SM
Ameya Precision Engineers Ltd.,4000,49.7,49.7,1.988,AMEYA,,SM
ANI Integrated Services Ltd.,4800,59.2,61.8,2.8416,AISL,,SM
Anlon Technology Solution Ltd.,3600,306.0,304.0,11.016,ANLON,,SM
Annapurna Swadisht Ltd.,77000,282.0,274.95,217.14,ANNAPURNA,,SM
Arham Technologies Ltd.,12000,101.2,102.0,12.144,ARHAM,,SM
Arihant Academy Ltd.,3200,125.0,117.0,4.0,ARIHANTACA,,SM
Aristo Bio-Tech and Lifescienc,46400,75.3,74.1,34.9392,ARISTO,,SM
ASL Industries Ltd.,4000,25.0,23.85,1.0,ASLIND,,SM
Aurangabad Distillery Ltd.,4000,211.5,205.0,8.46,AURDIS,,SM
Auro Impex & Chemicals Ltd.,24000,67.45,63.0,16.188,AUROIMPEX,,SM
AVSL Industries Ltd.,2000,113.15,107.9,2.263,AVSL,,SM
Baheti Recycling Industries Lt,31500,178.0,178.6,56.07,BAHETI,,SM
Beta Drugs Ltd.,3400,1010.0,1015.0,34.34,BETA,,SM
BEW Engineering Ltd.,1000,1640.0,1642.5,16.4,BEWLTD,,SM
Bombay Metrics Supply Chain Lt,11600,123.85,126.65,14.3666,BMETRICS,,SM
Bright Solar Ltd.,84000,5.3,5.4,4.452,BRIGHT,,SM
Cadsys India Ltd.,22000,219.45,209.0,48.279,CADSYS,,SM
Cell Point (India) Ltd.,63600,50.05,50.25,31.8318,CELLPOINT,,SM
Chaman Metallics Ltd.,27000,66.2,65.05,17.874,CMNL,,SM
CMM Infraprojects Ltd.,24000,3.5,3.65,0.84,CMMIPL,,ST
Continental Seeds and Chemical,13332,31.75,32.65,4.23291,CONTI,,SM
Cool Caps Industries Ltd.,4500,501.0,505.45,22.545,COOLCAPS,,SM
Crayons Advertising Ltd.,8000,146.6,146.25,11.728,CRAYONS,,SM
Cyber Media Research & Service,4800,124.2,128.0,5.9616,CMRSL,,SM
DE Neers Tools Ltd.,8400,234.65,235.0,19.7106,DENEERS,,SM
Destiny Logistics & Infra Ltd.,18000,48.45,51.0,8.721,DESTINY,,ST
DK Enterprises Global Ltd.,3000,83.9,88.75,2.5170000000000003,DKEGL,,SM
Dollex Agrotech Ltd.,24000,41.85,41.0,10.044,DOLLEX,,SM
Drone Destination Ltd.,122000,131.75,130.2,160.735,DRONE,,SM
DU Digital Global Ltd.,27500,57.85,55.1,15.90875,DUGLOBAL,,SM
Ducol Organics & Colours Ltd.,1600,172.0,172.45,2.752,DUCOL,,SM
Dynamic Services & Security Lt,6000,119.45,125.7,7.167,DYNAMIC,,SM
Emkay Taps And Cutting Tools L,3600,513.3,490.2,18.478799999999996,EMKAYTOOLS,,SM
Essen Speciality Films Ltd.,44400,132.05,132.8,58.63020000000001,ESFL,,SM
Euro Panel Products Ltd.,6000,136.85,133.0,8.211,EUROBOND,,SM
Felix Industries Ltd.,6000,112.0,108.0,6.72,FELIX,,SM
Fidel Softech Ltd.,3000,117.0,116.75,3.51,FIDEL,,SM
Foce India Ltd.,3000,770.0,773.0,23.1,FOCE,,SM
Frog Cellsat Ltd.,8800,230.05,229.35,20.2444,FROG,,SM
Gayatri Rubbers and Chemicals ,4000,125.35,131.95,5.014,GRCL,,ST
Giriraj Civil Developers Ltd.,600,1735.0,1659.0,10.41,GIRIRAJ,,SM
Global Pet Industries Ltd.,3000,75.0,75.7,2.25,GLOBALPET,,SM
Globe International Carriers L,30000,55.65,53.0,16.695,GICL,,SM
Globesecure Technologies Ltd.,4000,96.15,101.7,3.846,GSTL,,SM
Goldstar Power Ltd.,67500,15.95,15.2,10.76625,GOLDSTAR,,SM
Greenchef Appliances Ltd.,51200,108.05,108.3,55.3216,GREENCHEF,,SM
Infinium Pharmachem Ltd.,6000,261.0,265.0,15.66,INFINIUM,,SM
Infollion Research Services Lt,24000,188.5,190.3,45.24,INFOLLION,,SM
Innovana Thinklabs Ltd.,1600,565.0,580.35,9.04,INNOVANA,,SM
Innovative Tyres & Tubes Ltd.,102000,6.1,6.25,6.222,INNOVATIVE,,SM
Ishan International Ltd.,4800,31.6,32.1,1.5168,ISHAN,,SM
Jainam Ferro Alloys (I) Ltd.,2000,135.8,131.4,2.716,JAINAM,,SM
Jalan Transolutions (India) Lt,129000,4.55,4.75,5.8695,JALAN,,SM
Jay Jalaram Technologies Ltd.,1000,301.0,302.25,3.01,KORE,,SM
Jeena Sikho Lifecare Ltd.,24500,1052.1,1002.0,257.76449999999994,JSLL,,SM
Kandarp Digi Smart BPO Ltd.,104000,21.85,18.8,22.724,KANDARP,,SM
Kck Industries Ltd.,4000,23.25,23.25,0.93,KCK,,SM
KHFM Hospitality and Facility ,3100,52.85,51.85,1.63835,KHFM,,SM
KN Agri Resources Ltd.,30400,132.05,130.75,40.14320000000001,KNAGRI,,SM
Kore Digital Ltd.,3200,306.5,304.4,9.808,KDL,,SM
Kotyark Industries Ltd.,154800,794.0,712.7,1229.112,KOTYARK,,SM
Krishca Strapping Solutions Lt,10000,221.8,220.0,22.18,KRISHCA,,SM
Krishna Defence and Allied Ind,24000,295.8,295.45,70.992,KRISHNADEF,,SM
