Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Ahasolar Technologies Ltd.,800,312.0,315.05,2.496,,543941,M 
Kaka Industries Ltd.,16000,172.5,178.0,27.6,,543939,M 
Acceleratebs India Ltd.,6400,218.7,218.15,13.9968,,543938,M 
Alphalogic Industries Ltd.,10800,210.1,200.1,22.6908,,543937,M 
Veefin Solutions Ltd.,33600,211.65,211.0,71.1144,,543931,M 
Cosmic CRF Ltd.,8800,239.15,243.8,21.0452,,543928,M 
Bizotic Commercial Ltd.,12000,61.7,61.75,7.404,,543926,M 
Comrade Appliances Ltd.,2000,151.5,146.5,3.03,,543921,M 
CFF Fluid Control Ltd.,30400,379.3,388.1,115.3072,,543920,M 
Hemant Surgical Industries Ltd,8000,195.0,200.5,15.6,,543916,M 
Innokaiz India Ltd.,1600,124.0,129.0,1.984,,543905,M 
Retina Paints Ltd.,24000,67.0,68.95,16.08,,543902,M 
Sancode Technologies Ltd.,15000,84.89,89.35,12.7335,,543897,M 
Exhicon Events Media Solutions,8000,277.0,284.0,22.16,,543895,M 
Maiden Forgings Ltd.,30000,110.9,110.3,33.27,,543874,M 
Dev Labtech Venture Ltd.,22000,60.4,59.05,13.288,,543848,M 
Bright Outdoor Media Ltd.,4000,457.0,470.0,18.28,,543831,M 
Sudarshan Pharma Industries Lt,19200,80.66,81.4,15.48672,,543828,M 
ITCONS E-Solutions Ltd.,12000,50.44,50.8,6.0528,,543806,M 
RESGEN Ltd.,36000,69.2,67.76,24.912,,543805,M 
Amanaya Ventures Ltd.,6000,11.25,12.42,0.675,,543804,M 
S.V.J. Enterprises Ltd.,3000,59.57,62.7,1.7871,,543799,M 
Patron Exim Ltd.,16000,9.69,9.66,1.5504,,543798,M 
Macfos Ltd.,7200,308.0,307.0,22.176,,543787,M 
Sealmatic India Ltd.,3600,489.0,505.8,17.604,,543782,M 
Indong Tea Company Ltd.,4000,20.01,21.0,0.8004,,543769,M 
Earthstahl & Alloys Ltd.,12000,54.5,56.13,6.54,,543765,M 
Transvoy Logistics India Ltd.,1600,71.0,68.35,1.136,,543754,M 
Eastern Logica Infoway Ltd.,1200,599.7,599.1,7.1964,,543746,M 
SVS Ventures Ltd.,6000,8.52,8.29,0.5112,,543745,M 
Rex Sealing and Packing Indust,1000,101.0,101.0,1.01,,543744,M 
Droneacharya Aerial Innovation,31000,175.1,178.45,54.281,,543713,M 
PNGS Gargi Fashion Jewellery L,6000,241.25,248.25,14.475,,543709,M 
Ambo Agritec Ltd.,8000,30.0,30.0,2.4,,543678,M 
Technopack Polymers Ltd.,12000,91.49,93.01,10.9788,,543656,M 
DAPS Advertising Ltd.,4000,34.0,34.0,1.36,,543651,M 
Pace E-Commerce Ventures Ltd.,30000,21.0,20.5,6.3,,543637,M 
Maagh Advertising And Marketin,4000,47.98,50.5,1.9192,,543624,M 
Vedant Asset Ltd.,3000,48.0,47.35,1.44,,543623,M 
Steelman Telecom Ltd.,7200,142.0,141.6,10.224,,543622,M 
Cargosol Logistics Ltd.,12000,47.05,49.0,5.646,,543621,M 
Insolation Energy Ltd.,55000,418.45,409.75,230.1475,,543620,M 
Concord Control Systems Ltd.,6500,598.0,620.0,38.87,,543619,M 
Trident Lifeline Ltd.,12000,198.45,180.5,23.814,,543616,M 
Silicon Rental Solutions Ltd.,3200,157.0,157.5,5.024,,543615,M 
Containe Technologies Ltd.,16000,76.68,81.63,12.2688,,543606,M 
Shantidoot Infra Services Ltd.,3200,76.25,78.1,2.44,,543598,M 
Virtuoso Optoelectronics Ltd.,15000,242.45,242.85,36.3675,,543597,M 
EP Biocomposites Ltd.,3500,199.9,204.95,6.9965,,543595,M 
Dipna Pharmachem Ltd.,30000,15.68,15.73,4.704,,543594,M 
Rhetan TMT Ltd.,105000,9.13,9.5,9.586500000000001,,543590,M 
Naturo Indiabull Ltd.,4000,15.25,14.25,0.61,,543579,M 
Olatech Solutions Ltd.,6000,161.7,154.0,9.701999999999998,,543578,M 
Healthy Life Agritec Ltd.,40000,4.79,4.67,1.916,,543546,M 
Veerkrupa Jewellers Ltd.,150300,2.28,2.32,3.4268399999999994,,543545,M 
Jayant Infratech Ltd.,5250,85.05,87.98,4.465125,,543544,M 
B-Right Real Estate Ltd.,1600,125.9,125.0,2.0144,,543543,M 
Kesar India Ltd.,4000,409.0,389.95,16.36,,543542,M 
Pearl Green Clubs And Resorts ,3000,308.05,319.0,9.2415,,543540,M 
Modi's Navnirman Ltd.,30400,171.0,173.0,51.984,,543539,M 
Goel Food Products Ltd.,800,157.75,163.85,1.262,,543538,M 
Shashwat Furnishing Solutions ,3000,31.25,35.15,0.9375,,543519,M 
Dhyaani Tile and Marblez Ltd.,22000,177.0,178.0,38.94,,543516,M 
Sunrise Efficient Marketing Lt,4000,104.0,104.0,4.16,,543515,M 
EVOQ Remedies Ltd.,24000,13.7,14.22,3.288,,543500,M 
Achyut Healthcare Ltd.,72000,55.0,54.8,39.6,,543499,M 
Bhatia Colour Chem Ltd.,1600,52.0,53.0,0.832,,543497,M 
Maruti Interior Products Ltd.,6000,200.0,194.05,12.0,,543464,M 
Safa Systems & Technologies Lt,40000,11.9,11.85,4.76,,543461,M 
Alkosign Ltd.,3000,110.5,113.05,3.315,,543453,M 
Fabino Life Sciences Ltd.,3000,31.0,29.6,0.93,,543444,M 
Brandbucket Media & Technology,14000,36.41,34.68,5.0973999999999995,,543439,M 
Clara Industries Ltd.,830,182.5,179.0,1.51475,,543435,M 
Omnipotent Industries Ltd.,12000,8.1,7.8,0.972,,543400,M 
Suyog Gurbaxani Funicular Rope,9000,76.61,72.97,6.8949,,543391,M 
Adishakti Loha and Ispat Ltd.,10000,11.3,11.2,1.13,,543377,M 
Shri Venkatesh Refineries Ltd.,6000,197.0,199.4,11.82,,543373,M 
Getalong Enterprise Ltd.,2000,200.9,201.5,4.018,,543372,M 
SBL Infratech Ltd.,1200,73.0,70.5,0.876,,543366,M 
Markolines Pavement Technologi,13600,143.95,142.5,19.577199999999998,,543364,M 
Prevest Denpro Ltd.,3600,462.75,452.0,16.659,,543363,M 
Aashka Hospitals Ltd.,4000,61.0,61.6,2.44,,543346,M 
Gretex Corporate Services Ltd.,810,194.0,194.0,1.5714,,543324,M 
AA Plus Tradelink Ltd.,24000,9.37,9.81,2.2487999999999997,,543319,M 
Navoday Enterprises Ltd.,24000,12.0,12.64,2.88,,543305,M 
Rajeshwari Cans Ltd.,25000,147.0,147.0,36.75,,543285,M 
Suumaya Corporation Ltd.,20250,7.41,7.74,1.500525,,543274,M 
Knowledge Marine & Engineering,4000,1466.15,1483.85,58.646,,543273,M 
MRP Agro Ltd.,3000,138.0,136.85,4.14,,543262,M 
Veer Global Infraconstruction ,2200,124.0,119.0,2.728,,543241,M 
GM Polyplast Ltd.,4200,180.45,181.95,7.5789,,543239,M 
Secmark Consultancy Ltd.,3750,85.99,83.09,3.224625,,543234,M 
Janus Corporation Ltd.,7000,4.29,4.3,0.3003,,542924,M 
Goblin India Ltd.,2000,54.0,55.99,1.08,,542850,M 
City Pulse Multiplex Ltd.,6000,84.5,83.0,5.07,,542727,M 
Cian Healthcare Ltd.,10000,21.53,22.0,2.153,,542678,M 
Evans Electric Ltd.,4000,132.85,139.0,5.314,,542668,M 
VR Films & Studios Ltd.,18000,43.0,44.49,7.74,,542654,M 
Northern Spirits Ltd.,6500,345.45,363.0,22.45425,,542628,M 
Jonjua Overseas Ltd.,114180,17.17,16.36,19.604706,,542446,M 
Diksha Greens Ltd.,4000,3.22,3.21,0.1288,,542155,M 
Sun Retail Ltd.,144000,0.65,0.65,0.936,,542025,M 
Innovative Ideals And Services,326000,23.74,22.61,77.3924,,541983,M 
MAC Hotels Ltd.,10500,36.25,37.4,3.80625,,541973,M 
WAA Solar Ltd.,4800,80.8,80.75,3.8784,,541445,M 
Affordable Robotic & Automatio,9600,637.5,645.65,61.2,,541402,M 
Innovators Facade Systems Ltd.,9600,211.65,222.0,20.3184,,541353,M 
Milestone Furniture Ltd.,45000,5.13,5.22,2.3085,,541337,M 
Indo US Bio-Tech Ltd.,1000,249.0,244.4,2.49,,541304,M 
Taylormade Renewables Ltd.,5600,540.8,526.0,30.284799999999997,,541228,M 
Benara Bearings And Pistons Lt,18000,16.24,17.85,2.9232,,541178,M 
Inflame Appliances Ltd.,3750,647.0,642.2,24.2625,,541083,M 
Sanghvi Brands Ltd.,1000,18.97,18.07,0.1897,,540782,M 
Sagar Diamonds Ltd.,6000,39.01,39.8,2.3406,,540715,M 
Chothani Foods Ltd.,10000,25.75,25.53,2.575,,540681,M 
Yug Decor Ltd.,28000,106.75,98.56,29.89,,540550,M 
Escorp Asset Management Ltd.,3325,60.75,60.9,2.0199375,,540455,M 
Prime Fresh Ltd.,4500,266.0,264.55,11.97,,540404,M 
RMC Switchgears Ltd.,28000,713.7,748.0,199.836,,540358,M 
Aditya Consumer Marketing Ltd.,10000,75.92,73.0,7.592,,540146,M 
Shiva Granito Export Ltd.,40000,7.21,6.87,2.884,,540072,M 
Waaree Technologies Ltd.,32900,378.0,360.0,124.362,,539337,M 
Growington Ventures India Ltd.,13950,199.7,205.3,27.85815,,539222,M 
Filtra Consultants and Enginee,3000,38.05,41.5,1.1415,,539098,M 
SVP Housing Ltd.,90000,70.35,67.0,63.31499999999999,,539041,M 
Raghuvansh Agrofarms Ltd.,3750,220.0,215.0,8.25,,538921,M 
Tarini International Ltd.,270000,9.79,8.16,26.433,,538496,M 
GCM Capital Advisors Ltd.,8000,8.54,8.42,0.6832,,538319,M 
Unishire Urban Infra Ltd.,10000,1.62,1.68,0.162,,537582,M 
Polymac Thermoformers Ltd.,29600,31.96,32.5,9.46016,,537573,M 
Money Masters Leasing & Financ,5000,68.75,66.97,3.4375,,535910,M 
Asarfi Hospital Ltd,6000,110.4,110.9,6.624,,543943,M 
Innovatus Entertainment Networ,3000,31.77,34.99,0.9531,,543951,M 
Khazanchi Jewellers Ltd,13000,207.5,212.0,26.975,,543953,M 
Shelter Pharma Limited,21000,41.0,40.51,8.61,,543963,M 
Shoora Designs Limited,12000,52.45,53.0,6.294,,543970,M 
Bondada Engineering Limited,72000,176.25,179.9,126.9,,543971,M 
Kahan Packaging,30400,106.15,109.85,32.2696,,543979,M 
Aatmaj Healthcare Ltd.,12000,44.7,45.65,5.364,AATMAJ,,SM
AB Infrabuild Ltd.,4000,28.9,27.55,1.156,ABINFRA,,SM
Abhishek Integrations Ltd.,12000,30.05,28.65,3.606,AILIMITED,,SM
AG Universal Ltd.,2000,61.0,60.0,1.22,AGUL,,SM
