Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Ahasolar Technologies Ltd.,12800,349.65,365.0,44.7552,,543941,M 
Kaka Industries Ltd.,94000,183.4,199.5,172.396,,543939,M 
Acceleratebs India Ltd.,14400,285.1,298.95,41.0544,,543938,M 
Alphalogic Industries Ltd.,13200,216.6,228.0,28.5912,,543937,M 
Veefin Solutions Ltd.,88000,250.4,263.55,220.352,,543931,M 
Cosmic CRF Ltd.,32400,273.35,287.7,88.5654,,543928,M 
Bizotic Commercial Ltd.,60000,66.76,70.27,40.056000000000004,,543926,M 
Comrade Appliances Ltd.,36000,154.0,165.0,55.44,,543921,M 
CFF Fluid Control Ltd.,69600,419.85,441.9,292.2156,,543920,M 
Hemant Surgical Industries Ltd,28800,220.05,236.05,63.3744,,543916,M 
Innokaiz India Ltd.,52800,140.0,143.95,73.92,,543905,M 
Retina Paints Ltd.,24000,55.01,57.05,13.2024,,543902,M 
Sancode Technologies Ltd.,219000,118.51,112.87,259.5369,,543897,M 
Exhicon Events Media Solutions,10000,285.0,300.0,28.5,,543895,M 
Maiden Forgings Ltd.,78000,108.75,119.05,84.825,,543874,M 
Dev Labtech Venture Ltd.,24000,58.25,60.25,13.98,,543848,M 
Command Polymers Ltd.,4000,25.4,25.4,1.016,,543843,M 
Bright Outdoor Media Ltd.,10000,402.5,430.6,40.25,,543831,M 
Labelkraft Technologies Ltd.,10000,79.0,83.5,7.9,,543830,M 
Sudarshan Pharma Industries Lt,76800,82.49,87.37,63.35232,,543828,M 
ITCONS E-Solutions Ltd.,44000,49.84,52.9,21.9296,,543806,M 
RESGEN Ltd.,66000,74.42,76.6,49.1172,,543805,M 
S.V.J. Enterprises Ltd.,3000,81.0,85.26,2.43,,543799,M 
Patron Exim Ltd.,16000,9.85,9.95,1.576,,543798,M 
Macfos Ltd.,57600,315.65,350.65,181.8144,,543787,M 
Sealmatic India Ltd.,30600,501.25,541.0,153.3825,,543782,M 
Indong Tea Company Ltd.,20000,21.1,22.0,4.22,,543769,M 
Earthstahl & Alloys Ltd.,75000,62.38,69.0,46.785,,543765,M 
Dharni Capital Services Ltd.,48000,26.65,25.0,12.792,,543753,M 
Eastern Logica Infoway Ltd.,1200,566.0,598.0,6.792,,543746,M 
SVS Ventures Ltd.,6000,7.7,8.0,0.462,,543745,M 
Rex Sealing and Packing Indust,3000,103.6,109.0,3.108,,543744,M 
