Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
RR Kabel,9067010,1198.05,1035.0,108627.313305,RRKABEL,543981,EQ
Zomato Ltd.,46988103,100.0,102.15,46988.103,ZOMATO,543320,EQ
Adani Power Ltd.,11212448,368.4,375.0,41306.658432,ADANIPOWER,533096,EQ
Adani Green Energy Ltd.,3999912,1008.95,1004.95,40357.112124,ADANIGREEN,541450,EQ
,3709940,999.99,1000.0,37099.029006,LIQUIDBEES,,EQ
JIO Financial Services,13064349,229.65,233.2,30002.2774785,JIOFIN,543940,EQ
Suzlon Energy Ltd.,111147338,25.85,24.75,28731.586873,SUZLON,532667,EQ
Union Bank Of India,25047298,99.6,98.9,24947.108807999997,UNIONBANK,532477,EQ
Blue Star Ltd.,2545889,907.3,800.05,23098.850896999997,BLUESTARCO,500067,EQ
SJVN Ltd.,26651434,81.75,76.65,21787.547295,SJVN,533206,EQ
Adani Energy Solutions,2421271,855.2,855.1,20706.709592,ADANIENSOL,539254,EQ
JSW Energy Ltd.,4212415,407.5,393.95,17165.591125,JSWENERGY,533148,EQ
Indian Railway Finance Corpora,21006234,77.2,76.6,16216.812648,IRFC,543257,EQ
Indian Overseas Bank,36585648,43.85,46.4,16042.806648,IOB,532388,EQ
Yes Bank Ltd.,83849778,18.0,18.55,15092.96004,YESBANK,532648,EQ
Bank Of Maharashtra,29196285,46.3,48.15,13517.879955,MAHABANK,532525,EQ
Easy Trip Planners Ltd.,28723556,43.55,44.7,12509.108638,EASEMYTRIP,543272,EQ
Central Bank Of India,24906106,48.95,51.75,12191.538887,CENTRALBK,532885,EQ
Bank Of India,11283269,106.1,109.7,11971.548408999999,BANKINDIA,532149,EQ
NHPC Ltd.,20205688,55.5,54.2,11214.15684,NHPC,533098,EQ
Tarsons Products Ltd.,2098002,526.8,530.85,11052.274535999999,TARSONS,543399,EQ
UCO Bank,21449883,43.85,46.5,9405.7736955,UCOBANK,532505,EQ
IFCI Ltd.,44064200,21.1,18.65,9297.5462,IFCI,500106,EQ
Mazagon Dock Shipbuilders Ltd.,379547,2247.65,2198.75,8530.888145500001,MAZDOCK,543237,EQ
BSE Ltd.,707910,1201.5,1246.35,8505.53865,BSE,,EQ
Rail Vikas Nigam Ltd.,4942708,163.45,165.35,8078.856225999999,RVNL,542649,EQ
Jaiprakash Power Ventures Ltd.,79335247,10.15,10.3,8052.5275705,JPPOWER,532627,EQ
Varun Beverages Ltd.,846544,904.65,912.1,7658.260296,VBL,540180,EQ
Max Healthcare Institute Ltd.,1360051,554.15,574.4,7536.7226165,MAXHEALTH,543220,EQ
One97 Communications Ltd.,878328,853.35,873.2,7495.211988000001,PAYTM,543396,EQ
The Karnataka Bank Ltd.,2951018,248.4,240.0,7330.328712,KTKBANK,532652,EQ
Apar Industries Ltd.,133501,5451.1,5236.9,7277.273011,APARINDS,532259,EQ
Tata Motors Ltd. - DVR Ordinar,1551131,430.6,429.7,6679.170086,TATAMTRDVR,570001,EQ
APL Apollo Tubes Ltd.,407431,1599.6,1611.15,6517.266275999999,APLAPOLLO,533758,EQ
Cyient Ltd.,388769,1614.35,1674.45,6276.0923514999995,CYIENT,532175,EQ
,3015647,207.45,209.71,6255.9597015,SETFNIF50,,EQ
GMR Power and Urban Infra Ltd.,14105547,43.95,46.25,6199.387906500001,GMRP&UI,543490,EQ
Chennai Petroleum Corporation ,1130524,536.85,509.0,6069.218094,CHENNPETRO,500110,EQ
Jupiter Life Line Hospitals,560582,1061.75,1075.75,5951.979385,JLHL,543980,EQ
The South Indian Bank Ltd.,23059011,25.8,25.55,5949.224838000001,SOUTHBANK,532218,EQ
AGI Greenpac Ltd.,657904,871.6,744.85,5734.2912639999995,AGI,500187,EQ
Bharat Dynamics Ltd.,528916,1041.5,1055.0,5508.66014,BDL,541143,EQ
,2495191,219.6,221.92,5479.439436000001,NIFTYBEES,,EQ
Sona BLW Precision Forgings Lt,869675,603.2,598.9,5245.8796,SONACOMS,543300,EQ
NCC Ltd.,3425994,152.65,150.4,5229.7798410000005,NCC,500294,EQ
Ircon International Ltd.,3716057,139.55,143.1,5185.7575435,IRCON,541956,EQ
Titagarh Railsystems Ltd.,661857,768.25,768.8,5084.7164025,TITAGARH,532966,EQ
Praveg Ltd.,991187,481.65,487.4,4774.0521855,,531637,X 
Cochin Shipyard Ltd.,447158,1066.15,1089.5,4767.375017,COCHINSHIP,540678,EQ
Bajaj Holdings & Investment Lt,64512,7230.7,7229.9,4664.669183999999,BAJAJHLDNG,500490,EQ
Suzlon Energy Ltd.,111147338,25.85,24.75,28731.586873,SUZLON,532667,EQ
Yes Bank Ltd.,83849778,18.0,18.55,15092.96004,YESBANK,532648,EQ
Jaiprakash Power Ventures Ltd.,79335247,10.15,10.3,8052.5275705,JPPOWER,532627,EQ
Zomato Ltd.,46988103,100.0,102.15,46988.103,ZOMATO,543320,EQ
IFCI Ltd.,44064200,21.1,18.65,9297.5462,IFCI,500106,EQ
RattanIndia Power Ltd.,43469452,7.25,7.2,3151.53527,RTNPOWER,533122,EQ
Indian Overseas Bank,36585648,43.85,46.4,16042.806648,IOB,532388,EQ
Bank Of Maharashtra,29196285,46.3,48.15,13517.879955,MAHABANK,532525,EQ
Easy Trip Planners Ltd.,28723556,43.55,44.7,12509.108638,EASEMYTRIP,543272,EQ
SJVN Ltd.,26651434,81.75,76.65,21787.547295,SJVN,533206,EQ
Union Bank Of India,25047298,99.6,98.9,24947.108807999997,UNIONBANK,532477,EQ
Central Bank Of India,24906106,48.95,51.75,12191.538887,CENTRALBK,532885,EQ
The South Indian Bank Ltd.,23059011,25.8,25.55,5949.224838000001,SOUTHBANK,532218,EQ
