Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Ahasolar Technologies Ltd.,14400,361.95,374.3,52.1208,,543941,M 
Kaka Industries Ltd.,88000,200.65,193.7,176.572,,543939,M 
Acceleratebs India Ltd.,52800,315.65,317.95,166.6632,,543938,M 
Alphalogic Industries Ltd.,6000,228.0,240.0,13.68,,543937,M 
Veefin Solutions Ltd.,78400,275.45,289.9,215.9528,,543931,M 
Cosmic CRF Ltd.,24800,302.75,305.15,75.082,,543928,M 
Bizotic Commercial Ltd.,57600,73.46,69.97,42.31296,,543926,M 
Comrade Appliances Ltd.,16000,159.5,169.8,25.52,,543921,M 
CFF Fluid Control Ltd.,52800,465.7,453.2,245.8896,,543920,M 
Hemant Surgical Industries Ltd,35200,241.3,243.0,84.9376,,543916,M 
Innokaiz India Ltd.,20800,149.5,150.15,31.096,,543905,M 
Retina Paints Ltd.,20000,55.5,56.05,11.1,,543902,M 
Sancode Technologies Ltd.,9000,93.09,84.63,8.3781,,543897,M 
Exhicon Events Media Solutions,16000,289.9,291.55,46.384,,543895,M 
Maiden Forgings Ltd.,78000,126.25,127.6,98.475,,543874,M 
Dev Labtech Venture Ltd.,8000,61.0,60.27,4.88,,543848,M 
Bright Outdoor Media Ltd.,6000,460.0,469.5,27.6,,543831,M 
Labelkraft Technologies Ltd.,6000,80.0,80.0,4.8,,543830,M 
Sudarshan Pharma Industries Lt,20800,84.1,85.98,17.4928,,543828,M 
Prospect Commodities Ltd.,8000,74.0,78.4,5.92,,543814,M 
ITCONS E-Solutions Ltd.,84000,49.88,48.95,41.8992,,543806,M 
RESGEN Ltd.,117000,72.97,78.0,85.3749,,543805,M 
S.V.J. Enterprises Ltd.,3000,89.74,94.46,2.6922,,543799,M 
Patron Exim Ltd.,24000,10.0,10.09,2.4,,543798,M 
Macfos Ltd.,14400,385.0,390.0,55.44,,543787,M 
Sealmatic India Ltd.,7800,580.3,585.0,45.2634,,543782,M 
Indong Tea Company Ltd.,36000,20.61,21.49,7.4196,,543769,M 
Earthstahl & Alloys Ltd.,57000,66.45,67.69,37.8765,,543765,M 
Transvoy Logistics India Ltd.,9600,76.34,72.44,7.32864,,543754,M 
Eastern Logica Infoway Ltd.,1800,598.5,570.6,10.773,,543746,M 
SVS Ventures Ltd.,12000,7.55,8.0,0.906,,543745,M 
Rex Sealing and Packing Indust,2000,106.5,109.0,2.13,,543744,M 
Droneacharya Aerial Innovation,59000,152.45,153.8,89.9455,,543713,M 
PNGS Gargi Fashion Jewellery L,30000,257.15,257.75,77.145,,543709,M 
Ambo Agritec Ltd.,108000,34.56,33.77,37.3248,,543678,M 
Technopack Polymers Ltd.,10000,101.41,104.3,10.141,,543656,M 
DAPS Advertising Ltd.,4000,37.0,37.85,1.48,,543651,M 
Pace E-Commerce Ventures Ltd.,32400,21.76,21.21,7.05024,,543637,M 
Maagh Advertising And Marketin,14000,30.88,32.5,4.3232,,543624,M 
Vedant Asset Ltd.,6000,47.7,48.0,2.862,,543623,M 
Steelman Telecom Ltd.,2400,152.45,151.1,3.6588,,543622,M 
Cargosol Logistics Ltd.,12000,47.0,49.0,5.64,,543621,M 
Insolation Energy Ltd.,91000,413.95,394.25,376.6945,,543620,M 
Concord Control Systems Ltd.,9500,510.1,520.5,48.4595,,543619,M 
Reetech International Cargo an,2400,61.6,61.72,1.4784,,543617,M 
Silicon Rental Solutions Ltd.,16800,177.5,181.5,29.82,,543615,M 
Mafia Trends Ltd.,4000,15.97,16.5,0.6388,,543613,M 
Containe Technologies Ltd.,8000,69.5,70.0,5.56,,543606,M 
Virtuoso Optoelectronics Ltd.,37000,263.95,268.15,97.6615,,543597,M 
Dipna Pharmachem Ltd.,63000,23.87,21.95,15.0381,,543594,M 
Rhetan TMT Ltd.,90000,9.54,9.86,8.585999999999999,,543590,M 
Naturo Indiabull Ltd.,4000,16.0,16.5,0.64,,543579,M 
Olatech Solutions Ltd.,4000,180.0,190.0,7.2,,543578,M 
Healthy Life Agritec Ltd.,130000,5.19,5.1,6.747,,543546,M 
Jayant Infratech Ltd.,6750,96.0,95.0,6.48,,543544,M 
B-Right Real Estate Ltd.,81600,125.1,129.25,102.0816,,543543,M 
Pearl Green Clubs And Resorts ,1800,185.0,185.0,3.33,,543540,M 
Modi's Navnirman Ltd.,70400,178.0,179.95,125.312,,543539,M 
Goel Food Products Ltd.,800,195.5,198.1,1.564,,543538,M 
Silver Pearl Hospitality & Lux,32000,7.5,7.75,2.4,,543536,M 
Nanavati Ventures Ltd.,3000,49.3,54.5,1.479,,543522,M 
Fone4 Communications (India) L,30000,4.41,4.55,1.323,,543521,M 
Global Longlife Hospital and R,1000,44.25,47.0,0.4425,,543520,M 
Eighty Jewellers Ltd.,3000,48.95,46.0,1.4685,,543518,M 
Dhyaani Tile and Marblez Ltd.,23000,152.0,146.5,34.96,,543516,M 
Sunrise Efficient Marketing Lt,17500,225.25,221.85,39.41875,,543515,M 
EVOQ Remedies Ltd.,4000,15.14,14.77,0.6056,,543500,M 
Bhatia Colour Chem Ltd.,14400,58.97,58.5,8.49168,,543497,M 
Maruti Interior Products Ltd.,3000,203.65,195.0,6.1095,,543464,M 
Quality RO Industries Ltd.,2000,60.0,57.0,1.2,,543460,M 
Alkosign Ltd.,40500,142.0,147.6,57.51,,543453,M 
Clara Industries Ltd.,10790,183.7,194.8,19.821229999999996,,543435,M 
Omnipotent Industries Ltd.,12000,8.35,8.09,1.002,,543400,M 
Suyog Gurbaxani Funicular Rope,6000,55.25,61.0,3.315,,543391,M 
Adishakti Loha and Ispat Ltd.,80000,9.24,7.99,7.392,,543377,M 
Promax Power Ltd.,2500,64.0,59.1,1.6,,543375,M 
Shri Venkatesh Refineries Ltd.,13000,229.85,225.5,29.8805,,543373,M 
SBL Infratech Ltd.,10800,74.9,75.05,8.089200000000002,,543366,M 
Markolines Pavement Technologi,15200,139.8,141.45,21.2496,,543364,M 
Prevest Denpro Ltd.,3600,484.2,480.95,17.4312,,543363,M 
Aashka Hospitals Ltd.,8000,60.05,61.81,4.804,,543346,M 
Gretex Corporate Services Ltd.,2430,304.0,305.0,7.3872,,543324,M 
AA Plus Tradelink Ltd.,72000,11.22,11.32,8.0784,,543319,M 
Times Green Energy (India) Ltd,2000,67.0,63.2,1.34,,543310,M 
Navoday Enterprises Ltd.,12000,9.4,9.5,1.128,,543305,M 
Jetmall Spices and Masala Ltd.,6000,25.0,25.0,1.5,,543286,M 
Suumaya Corporation Ltd.,81450,9.07,8.64,7.387515,,543274,M 
Knowledge Marine & Engineering,4000,1634.65,1640.05,65.386,,543273,M 
Veer Global Infraconstruction ,1100,116.0,114.95,1.276,,543241,M 
GM Polyplast Ltd.,207200,166.55,170.7,345.0916,,543239,M 
Cospower Engineering Ltd.,1500,310.0,310.0,4.65,,543172,M 
Chandra Bhagat Pharma Ltd.,6000,128.0,127.0,7.68,,542934,M 
Janus Corporation Ltd.,28000,3.88,3.87,1.0864,,542924,M 
Goblin India Ltd.,8000,52.55,56.7,4.204,,542850,M 
Misquita Engineering Ltd.,6000,38.53,41.05,2.3118,,542801,M 
Novateor Research Laboratories,12000,32.0,32.0,3.84,,542771,M 
Cian Healthcare Ltd.,8000,25.55,25.74,2.044,,542678,M 
VR Films & Studios Ltd.,16000,42.64,40.61,6.8224,,542654,M 
Northern Spirits Ltd.,29000,431.75,415.0,125.2075,,542628,M 
Jonjua Overseas Ltd.,38060,13.77,13.78,5.240862,,542446,M 
Diksha Greens Ltd.,68000,4.05,3.86,2.754,,542155,M 
Sun Retail Ltd.,240000,0.55,0.56,1.32,,542025,M 
Innovative Ideals And Services,98000,11.69,11.14,11.4562,,541983,M 
MAC Hotels Ltd.,3000,36.5,38.7,1.095,,541973,M 
Ranjeet Mechatronics Ltd.,12000,35.0,32.4,4.2,,541945,M 
Ganesh Films India Ltd.,12800,18.05,19.0,2.3104,,541703,M 
WAA Solar Ltd.,59200,90.09,95.32,53.33328,,541445,M 
Affordable Robotic & Automatio,22400,736.15,741.55,164.8976,,541402,M 
Innovators Facade Systems Ltd.,65600,266.75,280.75,174.988,,541353,M 
Taylormade Renewables Ltd.,15200,572.65,602.75,87.0428,,541228,M 
Benara Bearings And Pistons Lt,12000,13.8,14.26,1.656,,541178,M 
Inflame Appliances Ltd.,20500,669.55,696.05,137.25775,,541083,M 
Diggi Multitrade Ltd.,30000,22.18,24.7,6.654,,540811,M 
Sanghvi Brands Ltd.,4000,19.31,20.32,0.7724,,540782,M 
Kaarya Facilities And Services,12000,6.75,7.47,0.81,,540756,M 
Sagar Diamonds Ltd.,27000,39.44,37.11,10.6488,,540715,M 
Jigar Cables Ltd.,28000,50.0,47.5,14.0,,540651,M 
Escorp Asset Management Ltd.,3325,71.0,78.75,2.36075,,540455,M 
Prime Fresh Ltd.,2250,255.0,262.8,5.7375,,540404,M 
RMC Switchgears Ltd.,49500,809.0,842.3,400.455,,540358,M 
Super Fine Knitters Ltd.,40000,13.65,13.0,5.46,,540269,M 
Bindal Exports Ltd.,16000,16.82,21.0,2.6912,,540148,M 
Aditya Consumer Marketing Ltd.,10000,74.0,75.0,7.4,,540146,M 
DRA Consultants Ltd.,7500,31.5,32.66,2.3625,,540144,M 
Riddhi Steel & Tube Ltd.,15000,32.45,32.0,4.867500000000001,,540082,M 
Ganga Pharmaceuticals Ltd.,24000,13.45,11.5,3.228,,539680,M 
Waaree Technologies Ltd.,6300,341.05,348.95,21.48615,,539337,M 
Pecos Hotels and Pubs Ltd.,2000,101.0,103.5,2.02,,539273,M 
Growington Ventures India Ltd.,18600,202.6,203.65,37.6836,,539222,M 
Filtra Consultants and Enginee,6000,44.26,48.0,2.6556,,539098,M 
SVP Housing Ltd.,17500,75.0,74.91,13.125,,539041,M 
Raghuvansh Agrofarms Ltd.,115625,202.9,203.15,234.603125,,538921,M 
Jet Infraventure Ltd.,16000,11.1,11.15,1.776,,538794,M 
Tarini International Ltd.,6000,6.09,6.09,0.3654,,538496,M 
GCM Capital Advisors Ltd.,2000,6.07,6.38,0.1214,,538319,M 
Unishire Urban Infra Ltd.,10000,1.66,1.66,0.166,,537582,M 
Polymac Thermoformers Ltd.,18400,32.21,32.11,5.92664,,537573,M 
GCM Commodity & Derivatives Lt,6000,5.1,5.36,0.30599999999999994,,535917,M 
Alacrity Securities Ltd.,32000,14.86,15.4,4.7552,,535916,M 
Money Masters Leasing & Financ,50000,53.85,51.34,26.925,,535910,M 
Shantiguru Industries Ltd.,3000,10.45,10.0,0.31349999999999995,,534708,M 
Asarfi Hospital Ltd,46000,132.6,134.95,60.996,,543943,M 
Innovatus Entertainment Networ,12000,39.73,38.99,4.7676,,543951,M 
Khazanchi Jewellers Ltd,31000,216.0,212.0,66.96,,543953,M 
Shelter Pharma Limited,597000,51.73,48.65,308.82809999999995,,543963,M 
Aatmaj Healthcare Ltd.,236000,51.7,52.65,122.012,AATMAJ,,SM
AB Cotspin India Ltd.,12000,101.4,99.4,12.168,ABCOTS,,SM
Abhishek Integrations Ltd.,18000,32.3,31.0,5.814,AILIMITED,,SM
Accord Synergy Ltd.,6000,27.95,29.4,1.677,ACCORD,,SM
AG Universal Ltd.,14000,67.6,66.3,9.463999999999999,AGUL,,SM
Agarwal Float Glass India Ltd.,96000,50.4,49.25,48.384,AGARWALFT,,SM
Agni Green Power Ltd.,90000,32.5,32.35,29.25,AGNI,,SM
All E Technologies Ltd.,131200,172.2,181.25,225.9264,ALLETEC,,SM
Ameya Precision Engineers Ltd.,52000,62.5,64.0,32.5,AMEYA,,SM
Amiable Logistics (India) Ltd.,9600,85.5,84.5,8.208,AMIABLE,,SM
ANI Integrated Services Ltd.,14400,62.45,59.5,8.9928,AISL,,SM
Anlon Technology Solution Ltd.,43200,323.35,327.15,139.68720000000002,ANLON,,SM
Annapurna Swadisht Ltd.,32000,321.4,333.4,102.848,ANNAPURNA,,SM
Arham Technologies Ltd.,6000,118.0,120.2,7.08,ARHAM,,SM
Aristo Bio-Tech and Lifescienc,20800,87.65,89.8,18.2312,ARISTO,,SM
Aurangabad Distillery Ltd.,19000,231.0,220.0,43.89,AURDIS,,SM
Auro Impex & Chemicals Ltd.,52800,70.65,72.2,37.303200000000004,AUROIMPEX,,SM
