Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Ahasolar Technologies Ltd.,11200,343.9,361.95,38.516799999999996,,543941,M 
Kaka Industries Ltd.,70000,194.4,200.65,136.08,,543939,M 
Acceleratebs India Ltd.,27200,299.9,315.65,81.57279999999999,,543938,M 
Alphalogic Industries Ltd.,18000,230.4,228.0,41.472,,543937,M 
Veefin Solutions Ltd.,6400,261.7,275.45,16.7488,,543931,M 
Cosmic CRF Ltd.,10400,300.65,302.75,31.267599999999995,,543928,M 
Bizotic Commercial Ltd.,40800,77.13,73.46,31.46904,,543926,M 
Comrade Appliances Ltd.,44000,161.3,159.5,70.97200000000001,,543921,M 
CFF Fluid Control Ltd.,36000,469.75,465.7,169.11,,543920,M 
Hemant Surgical Industries Ltd,19200,240.7,241.3,46.2144,,543916,M 
Innokaiz India Ltd.,25600,147.5,149.5,37.76,,543905,M 
Retina Paints Ltd.,16000,55.0,55.5,8.8,,543902,M 
Sancode Technologies Ltd.,21000,102.39,93.09,21.5019,,543897,M 
Exhicon Events Media Solutions,4000,282.15,289.9,11.286,,543895,M 
Maiden Forgings Ltd.,30000,123.2,126.25,36.96,,543874,M 
Dev Labtech Venture Ltd.,6000,60.0,61.0,3.6,,543848,M 
Command Polymers Ltd.,8000,25.4,25.4,2.032,,543843,M 
Bright Outdoor Media Ltd.,6000,461.0,460.0,27.66,,543831,M 
Labelkraft Technologies Ltd.,2000,81.0,80.0,1.62,,543830,M 
Sudarshan Pharma Industries Lt,270400,85.04,84.1,229.94816,,543828,M 
Prospect Commodities Ltd.,10000,70.21,74.0,7.020999999999999,,543814,M 
ITCONS E-Solutions Ltd.,54000,50.88,49.88,27.4752,,543806,M 
RESGEN Ltd.,81000,79.0,72.97,63.99,,543805,M 
Amanaya Ventures Ltd.,6000,13.79,12.62,0.8274,,543804,M 
S.V.J. Enterprises Ltd.,3000,85.26,89.74,2.5578000000000003,,543799,M 
Patron Exim Ltd.,4000,10.0,10.0,0.4,,543798,M 
Macfos Ltd.,2400,385.0,385.0,9.24,,543787,M 
Sealmatic India Ltd.,5400,575.15,580.3,31.0581,,543782,M 
Indong Tea Company Ltd.,4000,21.25,20.61,0.85,,543769,M 
Earthstahl & Alloys Ltd.,33000,69.73,66.45,23.0109,,543765,M 
Transvoy Logistics India Ltd.,16000,78.34,76.34,12.5344,,543754,M 
Dharni Capital Services Ltd.,6000,26.0,24.0,1.56,,543753,M 
Eastern Logica Infoway Ltd.,3000,595.0,598.5,17.85,,543746,M 
SVS Ventures Ltd.,6000,8.15,7.55,0.489,,543745,M 
Rex Sealing and Packing Indust,1000,109.0,106.5,1.09,,543744,M 
Droneacharya Aerial Innovation,32000,152.5,152.45,48.8,,543713,M 
PNGS Gargi Fashion Jewellery L,40000,271.5,257.15,108.6,,543709,M 
Ambo Agritec Ltd.,16000,33.5,34.56,5.36,,543678,M 
Technopack Polymers Ltd.,10000,103.0,101.41,10.3,,543656,M 
Pace E-Commerce Ventures Ltd.,20400,22.12,21.76,4.51248,,543637,M 
Maagh Advertising And Marketin,4000,29.4,30.88,1.176,,543624,M 
Vedant Asset Ltd.,9000,47.05,47.7,4.2345,,543623,M 
Steelman Telecom Ltd.,3600,146.0,152.45,5.256,,543622,M 
Cargosol Logistics Ltd.,8000,45.33,47.0,3.6264,,543621,M 
Insolation Energy Ltd.,130000,393.3,413.95,511.29,,543620,M 
Concord Control Systems Ltd.,31500,555.0,510.1,174.825,,543619,M 
Reetech International Cargo an,1200,61.11,61.6,0.73332,,543617,M 
Silicon Rental Solutions Ltd.,5600,177.0,177.5,9.912,,543615,M 
Mafia Trends Ltd.,4000,15.0,15.97,0.6,,543613,M 
Containe Technologies Ltd.,2000,65.71,69.5,1.3142,,543606,M 
Virtuoso Optoelectronics Ltd.,11000,264.75,263.95,29.1225,,543597,M 
EP Biocomposites Ltd.,3500,218.05,218.05,7.63175,,543595,M 
Dipna Pharmachem Ltd.,213000,28.64,23.87,61.0032,,543594,M 
Rhetan TMT Ltd.,45000,9.93,9.54,4.4685,,543590,M 
Healthy Life Agritec Ltd.,80000,5.15,5.19,4.12,,543546,M 
Veerkrupa Jewellers Ltd.,417500,2.53,2.41,10.56275,,543545,M 
Jayant Infratech Ltd.,1500,96.0,96.0,1.44,,543544,M 
B-Right Real Estate Ltd.,3200,126.0,125.1,4.032,,543543,M 
Sailani Tours N Travels Ltd.,3200,27.0,26.03,0.864,,543541,M 
Pearl Green Clubs And Resorts ,600,189.65,185.0,1.1379,,543540,M 
Modi's Navnirman Ltd.,69600,179.9,178.0,125.2104,,543539,M 
Goel Food Products Ltd.,1600,198.0,195.5,3.168,,543538,M 
Fone4 Communications (India) L,20000,4.3,4.41,0.86,,543521,M 
Global Longlife Hospital and R,1000,44.25,44.25,0.4425,,543520,M 
Eighty Jewellers Ltd.,3000,46.71,48.95,1.4013,,543518,M 
Dhyaani Tile and Marblez Ltd.,17000,156.75,152.0,26.6475,,543516,M 
Sunrise Efficient Marketing Lt,41000,215.2,225.25,88.232,,543515,M 
EVOQ Remedies Ltd.,16000,14.9,15.14,2.384,,543500,M 
Bhatia Colour Chem Ltd.,6400,58.0,58.97,3.712,,543497,M 
Ekennis Software Service Ltd.,800,87.5,87.55,0.7,,543475,M 
Alkosign Ltd.,30000,143.95,142.0,43.185,,543453,M 
Clara Industries Ltd.,4150,180.05,183.7,7.472075,,543435,M 
DMR Hydroengineering & Infrast,6000,70.0,69.67,4.2,,543410,M 
Omnipotent Industries Ltd.,4000,8.35,8.35,0.334,,543400,M 
Suyog Gurbaxani Funicular Rope,987000,60.38,55.25,595.9506,,543391,M 
