Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
JIO Financial Services,33216262,255.05,253.45,84718.076231,JIOFIN,543940,EQ
Indian Railway Finance Corpora,89502729,72.25,66.7,64665.7217025,IRFC,543257,EQ
Rail Vikas Nigam Ltd.,22773089,156.75,154.4,35696.8170075,RVNL,542649,EQ
Adani Green Energy Ltd.,3056749,962.1,959.2,29408.982129,ADANIGREEN,541450,EQ
Vishnu Prakash,17724485,145.7,99.0,25824.574645,VPRPL,543974,EQ
Adani Power Ltd.,7512719,342.45,341.75,25727.306215499997,ADANIPOWER,533096,EQ
Yes Bank Ltd.,127788206,18.15,18.6,23193.559388999995,YESBANK,532648,EQ
IDBI Bank Ltd.,31153828,70.15,64.9,21854.410342000003,IDBI,500116,EQ
Bikaji Foods International Ltd,4130045,512.35,482.15,21160.2855575,BIKAJI,543653,EQ
Zomato Ltd.,20554034,98.2,98.05,20184.061388,ZOMATO,543320,EQ
NHPC Ltd.,37368657,52.7,51.3,19693.282239,NHPC,533098,EQ
Suzlon Energy Ltd.,83002514,23.6,24.1,19588.593304,SUZLON,532667,EQ
BSE Ltd.,1597558,1187.2,1188.25,18966.208576,BSE,,EQ
NBCC (India) Ltd.,27308323,59.65,56.0,16289.4146695,NBCC,534309,EQ
Dish TV India Ltd.,76183371,21.3,17.75,16227.058023,DISHTV,532839,EQ
HFCL Ltd.,20435552,79.35,75.3,16215.610511999997,HFCL,500183,EQ
JSW Energy Ltd.,4131502,378.75,363.6,15648.063825,JSWENERGY,533148,EQ
Bank Of India,16455906,93.4,89.4,15369.816204,BANKINDIA,532149,EQ
Central Depository Services (I,1252363,1225.45,1151.65,15347.082383500001,CDSL,,EQ
One97 Communications Ltd.,1653321,881.1,856.7,14567.411331000001,PAYTM,543396,EQ
Devyani International Ltd.,6133272,215.55,198.55,13220.267796000002,DEVYANI,543330,EQ
FSN E-Commerce Ventures Ltd.,9477666,138.05,134.7,13083.917913000001,NYKAA,543384,EQ
MMTC Ltd.,20632096,63.0,52.5,12998.22048,MMTC,513377,EQ
