Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Adani Power Ltd.,19718668,398.4,369.15,78559.173312,ADANIPOWER,533096,EQ
Rail Vikas Nigam Ltd.,37710335,189.5,162.85,71461.084825,RVNL,542649,EQ
Indian Railway Finance Corpora,64349641,84.75,77.1,54536.3207475,IRFC,543257,EQ
JIO Financial Services,19411007,250.15,253.2,48556.634010500005,JIOFIN,543940,EQ
Adani Green Energy Ltd.,4633890,1014.65,1001.2,47017.764885,ADANIGREEN,541450,EQ
Zomato Ltd.,40833026,101.35,99.6,41384.271851,ZOMATO,543320,EQ
Triveni Engineering & Industri,9695051,355.0,345.45,34417.43105,TRIVENI,532356,EQ
NHPC Ltd.,61059197,54.7,52.8,33399.380759,NHPC,533098,EQ
Ircon International Ltd.,20817374,160.35,133.65,33380.659209,IRCON,541956,EQ
,3517811,874.9,833.0,30777.328439,ADANIENSOL,,EQ
SJVN Ltd.,38313255,76.8,64.0,29424.57984,SJVN,533206,EQ
Central Depository Services (I,2076289,1390.9,1282.3,28879.103701000004,CDSL,,EQ
Bank Of India,24900744,98.8,93.0,24601.935071999997,BANKINDIA,532149,EQ
JSW Energy Ltd.,5586361,431.25,394.55,24091.1818125,JSWENERGY,533148,EQ
Rishabh Instruments Limited,4693874,443.15,441.0,20800.902631,RISHABH,543977,EQ
Mazagon Dock Shipbuilders Ltd.,834365,2272.25,2212.3,18958.8587125,MAZDOCK,543237,EQ
Railtel Corporation Of India L,6603502,248.3,234.25,16396.495466,RAILTEL,543265,EQ
Praj Industries Ltd.,2662160,591.65,518.45,15750.66964,PRAJIND,522205,EQ
Gujarat Mineral Development Co,5299285,289.95,257.85,15365.2768575,GMDCLTD,532181,EQ
Suzlon Energy Ltd.,62369580,24.0,24.05,14968.6992,SUZLON,532667,EQ
Union Bank Of India,16014332,89.75,88.1,14372.86297,UNIONBANK,532477,EQ
,1404023,1000.0,1000.0,14040.23,LIQUIDBEES,,EQ
BSE Ltd.,927341,1369.15,1324.45,12696.6893015,BSE,,EQ
Natco Pharma Ltd.,1506370,813.3,881.75,12251.30721,NATCOPHARM,524816,EQ
Patanjali Foods Ltd.,908097,1310.4,1291.1,11899.703088000002,PATANJALI,500368,BE
Rites Ltd.,2001259,567.2,547.95,11351.141048000001,RITES,541556,EQ
Shyam Metalics And Energy Ltd.,2447240,451.25,467.8,11043.1705,SHYAMMETL,543299,EQ
Tube Investments of India Ltd.,296848,3691.25,3313.0,10957.4018,TIINDIA,540762,EQ
Cochin Shipyard Ltd.,898404,1204.05,1209.45,10817.233362,COCHINSHIP,540678,EQ
Bank Of Maharashtra,24253275,44.3,42.05,10744.200825,MAHABANK,532525,EQ
Infibeam Avenues Ltd.,57933314,18.5,16.1,10717.66309,INFIBEAM,539807,EQ
Himadri Speciality Chemical Lt,4097668,257.2,275.0,10539.202095999999,HSCL,500184,EQ
Yes Bank Ltd.,55315164,18.4,18.35,10177.990176,YESBANK,532648,EQ
Happiest Minds Technologies Lt,1061546,955.7,939.5,10145.195122000001,HAPPSTMNDS,543227,EQ
Shree Renuka Sugars Ltd.,17220798,54.5,52.05,9385.33491,RENUKA,532670,EQ
Chennai Petroleum Corporation ,1835097,510.35,478.55,9365.4175395,CHENNPETRO,500110,EQ
One97 Communications Ltd.,1032118,904.4,905.4,9334.475192,PAYTM,543396,EQ
Jindal Stainless Ltd.,1751435,522.2,491.9,9145.99357,JSL,532508,EQ
KNR Constructions Ltd.,3297512,274.4,269.35,9048.372927999999,KNRCON,532942,EQ
Tata Teleservices (Maharashtra,8495275,100.55,95.4,8541.9990125,TTML,532371,EQ
Macrotech Developers Ltd.,1055825,797.75,769.2,8422.8439375,LODHA,543287,EQ
Ratnaveer Precision Engineerin,6372214,129.35,98.0,8242.458809,RATNAVEER,543978,BE
Indian Overseas Bank,22532178,34.85,32.8,7852.464033000001,IOB,532388,EQ
The Karnataka Bank Ltd.,3196391,243.75,230.45,7791.2030625,KTKBANK,532652,EQ
Jaiprakash Power Ventures Ltd.,78625703,9.8,9.5,7705.318894000001,JPPOWER,532627,EQ
Central Bank Of India,18945078,40.65,39.3,7701.174206999999,CENTRALBK,532885,EQ
Ugro Capital Ltd.,2557757,299.7,295.3,7665.597729,UGROCAP,511742,EQ
Computer Age Management Servic,292904,2604.6,2464.6,7628.977584,CAMS,543232,EQ
MTAR Technologies Ltd.,270646,2814.0,2783.4,7615.97844,MTARTECH,543270,EQ
Adani Wilmar Ltd.,2086131,363.8,354.6,7589.344578000001,AWL,543458,EQ
Jaiprakash Power Ventures Ltd.,78625703,9.8,9.5,7705.318894000001,JPPOWER,532627,EQ
Vikas EcoTech Ltd.,69515183,4.6,3.85,3197.6984179999995,VIKASECO,530961,EQ
RattanIndia Power Ltd.,64472141,7.15,7.25,4609.7580815,RTNPOWER,533122,EQ
Indian Railway Finance Corpora,64349641,84.75,77.1,54536.3207475,IRFC,543257,EQ
Suzlon Energy Ltd.,62369580,24.0,24.05,14968.6992,SUZLON,532667,EQ
NHPC Ltd.,61059197,54.7,52.8,33399.380759,NHPC,533098,EQ
Vikas Lifecare Ltd.,58048144,6.45,5.4,3744.105288,VIKASLIFE,542655,EQ
Infibeam Avenues Ltd.,57933314,18.5,16.1,10717.66309,INFIBEAM,539807,EQ
Yes Bank Ltd.,55315164,18.4,18.35,10177.990176,YESBANK,532648,EQ
FCS Software Solutions Ltd.,43402642,2.95,2.5,1280.377939,FCSSOFT,532666,EQ
Zomato Ltd.,40833026,101.35,99.6,41384.271851,ZOMATO,543320,EQ
SJVN Ltd.,38313255,76.8,64.0,29424.57984,SJVN,533206,EQ
Rail Vikas Nigam Ltd.,37710335,189.5,162.85,71461.084825,RVNL,542649,EQ
Reliance Power Ltd.,30458625,20.8,21.15,6335.394,RPOWER,532939,EQ
Jaiprakash Associates Ltd.,29079960,12.8,13.4,3722.23488,JPASSOCIAT,532532,EQ
Bank Of India,24900744,98.8,93.0,24601.935071999997,BANKINDIA,532149,EQ
