Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Adani Power Ltd.,14426666,369.15,358.8,53256.037539,ADANIPOWER,533096,EQ
JIO Financial Services,20752284,253.2,251.8,52544.783088000004,JIOFIN,543940,EQ
Mazagon Dock Shipbuilders Ltd.,2107367,2212.3,2087.9,46621.280141,MAZDOCK,543237,EQ
Indian Railway Finance Corpora,49768441,77.1,73.15,38371.468011,IRFC,543257,EQ
Zomato Ltd.,37657538,99.6,100.05,37506.907847999995,ZOMATO,543320,EQ
Adani Green Energy Ltd.,3708102,1001.2,1002.65,37125.517224,ADANIGREEN,541450,EQ
Rail Vikas Nigam Ltd.,22221441,162.85,153.9,36187.6166685,RVNL,542649,EQ
Cochin Shipyard Ltd.,2158794,1209.45,1146.15,26109.534033000004,COCHINSHIP,540678,EQ
VRL Logistics Ltd.,3636797,704.25,710.1,25612.1428725,VRLLOG,539118,EQ
,1881318,1000.0,1000.0,18813.18,LIQUIDBEES,,EQ
Ircon International Ltd.,12814299,133.65,122.8,17126.3106135,IRCON,541956,EQ
Central Depository Services (I,1332661,1282.3,1203.05,17088.712003,CDSL,,EQ
Garden Reach Shipbuilders & En,1926922,885.3,906.9,17059.040466,GRSE,542011,EQ
Suzlon Energy Ltd.,59042367,24.05,24.1,14199.689263500002,SUZLON,532667,EQ
BSE Ltd.,1018834,1324.45,1251.5,13493.946913,BSE,,EQ
Tube Investments of India Ltd.,406141,3313.0,3246.85,13455.45133,TIINDIA,540762,EQ
Rites Ltd.,2423033,547.95,509.75,13277.009323500002,RITES,541556,EQ
Yes Bank Ltd.,67137468,18.35,18.55,12319.725378000001,YESBANK,532648,EQ
Lemon Tree Hotels Ltd.,10478001,115.6,110.6,12112.569156,LEMONTREE,541233,EQ
RattanIndia Power Ltd.,164784717,7.25,6.95,11946.8919825,RTNPOWER,533122,EQ
Macrotech Developers Ltd.,1503082,769.2,743.0,11561.706744000001,LODHA,543287,EQ
Jaiprakash Power Ventures Ltd.,120718075,9.5,9.75,11468.217125,JPPOWER,532627,EQ
Varun Beverages Ltd.,1234580,909.9,920.5,11233.44342,VBL,540180,EQ
Shipping Corporation Of India ,7144088,154.6,144.3,11044.760048,SCI,523598,EQ
Rain Industries Ltd.,5944997,180.4,173.1,10724.774588,RAIN,500339,EQ
Happiest Minds Technologies Lt,1116933,939.5,919.65,10493.585535,HAPPSTMNDS,543227,EQ
Sobha Ltd.,1527425,682.15,615.15,10419.3296375,SOBHA,532784,EQ
One97 Communications Ltd.,1129627,905.4,894.35,10227.642858,PAYTM,543396,EQ
Graphite India Ltd.,1948170,518.3,479.7,10097.365109999999,GRAPHITE,509488,EQ
Campus Activewear Ltd.,3180410,313.2,299.7,9961.04412,CAMPUS,543523,EQ
IRB Infrastructure Developers ,29564972,33.45,33.0,9889.483134,IRB,532947,EQ
Chennai Petroleum Corporation ,2036198,478.55,439.75,9744.225529,CHENNPETRO,500110,EQ
JSW Energy Ltd.,2452678,394.55,382.45,9677.041049,JSWENERGY,533148,EQ
Welspun Corp Ltd.,2508592,380.95,352.85,9556.481224,WELCORP,532144,EQ
Tata Motors Ltd. - DVR Ordinar,2149432,424.6,412.35,9126.488272,TATAMTRDVR,570001,EQ
HEG Ltd.,492230,1821.15,1757.45,8964.246645,HEG,509631,EQ
NHPC Ltd.,16801948,52.8,53.95,8871.428544,NHPC,533098,EQ
CG Power and Industrial Soluti,1874388,455.25,448.7,8533.15137,CGPOWER,500093,EQ
Mankind Pharma Ltd.,483431,1756.55,1779.7,8491.7072305,MANKIND,543904,EQ
Reliance Power Ltd.,37249230,21.15,21.2,7878.212145,RPOWER,532939,EQ
Five-Star Business Finance Ltd,1023043,728.7,705.15,7454.914341000001,FIVESTAR,543663,EQ
PB Fintech Ltd.,921061,799.25,772.05,7361.5800425,POLICYBZR,543390,EQ
Brightcom Group Ltd.,52469974,13.85,13.2,7267.091399,BCG,532368,EQ
Infibeam Avenues Ltd.,43947180,16.1,14.9,7075.4959800000015,INFIBEAM,539807,EQ
Bharat Dynamics Ltd.,573424,1191.8,1185.15,6834.067231999999,BDL,541143,EQ
BEML Ltd.,262477,2594.2,2447.3,6809.178334,BEML,500048,EQ
Easy Trip Planners Ltd.,17356023,38.7,39.1,6716.780901,EASEMYTRIP,543272,EQ
CESC Ltd.,6741512,92.9,90.9,6262.864648000001,CESC,500084,EQ
Affle (India) Ltd.,537310,1159.1,1116.4,6227.96021,AFFLE,542752,EQ
Paras Defence And Space Techno,759650,816.25,797.55,6200.643125,PARAS,543367,EQ
GTL Infrastructure Ltd.,175090488,1.05,0.9,1838.450124,GTLINFRA,532775,EQ
RattanIndia Power Ltd.,164784717,7.25,6.95,11946.8919825,RTNPOWER,533122,EQ
Jaiprakash Power Ventures Ltd.,120718075,9.5,9.75,11468.217125,JPPOWER,532627,EQ
Yes Bank Ltd.,67137468,18.35,18.55,12319.725378000001,YESBANK,532648,EQ
Suzlon Energy Ltd.,59042367,24.05,24.1,14199.689263500002,SUZLON,532667,EQ
Vikas EcoTech Ltd.,54001757,3.85,3.3,2079.0676445000004,VIKASECO,530961,EQ
Brightcom Group Ltd.,52469974,13.85,13.2,7267.091399,BCG,532368,EQ
Indian Railway Finance Corpora,49768441,77.1,73.15,38371.468011,IRFC,543257,EQ
Infibeam Avenues Ltd.,43947180,16.1,14.9,7075.4959800000015,INFIBEAM,539807,EQ
Zomato Ltd.,37657538,99.6,100.05,37506.907847999995,ZOMATO,543320,EQ
Reliance Power Ltd.,37249230,21.15,21.2,7878.212145,RPOWER,532939,EQ
Vikas Lifecare Ltd.,32229506,5.4,5.05,1740.3933240000001,VIKASLIFE,542655,EQ
IRB Infrastructure Developers ,29564972,33.45,33.0,9889.483134,IRB,532947,EQ
Rail Vikas Nigam Ltd.,22221441,162.85,153.9,36187.6166685,RVNL,542649,EQ
JIO Financial Services,20752284,253.2,251.8,52544.783088000004,JIOFIN,543940,EQ
Jyoti Structures Ltd.,18556093,10.8,11.0,2004.058044,JYOTISTRUC,513250,BE
Jaiprakash Associates Ltd.,17828865,13.4,14.1,2389.06791,JPASSOCIAT,532532,EQ
Easy Trip Planners Ltd.,17356023,38.7,39.1,6716.780901,EASEMYTRIP,543272,EQ
NHPC Ltd.,16801948,52.8,53.95,8871.428544,NHPC,533098,EQ
Dish TV India Ltd.,15917845,20.85,21.95,3318.8706825,DISHTV,532839,EQ
UCO Bank,14997671,35.1,34.4,5264.182521000001,UCOBANK,532505,EQ
Adani Power Ltd.,14426666,369.15,358.8,53256.037539,ADANIPOWER,533096,EQ
Alok Industries Ltd.,13780372,21.5,21.9,2962.77998,ALOKINDS,521070,EQ
The South Indian Bank Ltd.,13249751,23.95,24.1,3173.3153644999998,SOUTHBANK,532218,EQ
Ircon International Ltd.,12814299,133.65,122.8,17126.3106135,IRCON,541956,EQ
Bajaj Hindusthan Sugar Ltd.,11582962,27.5,28.25,3185.31455,BAJAJHIND,500032,EQ
Lemon Tree Hotels Ltd.,10478001,115.6,110.6,12112.569156,LEMONTREE,541233,EQ
Bank Of Maharashtra,10389914,42.05,42.3,4368.958837,MAHABANK,532525,EQ
,10258946,15.45,15.33,1585.0071569999998,MIDCAPETF,,EQ
Hindustan Construction Company,9261891,27.45,27.75,2542.3890794999998,HCC,500185,EQ
MMTC Ltd.,8787940,65.4,68.75,5747.31276,MMTC,513377,EQ
,8752106,45.9,45.61,4017.216654,UTIBANKETF,,EQ
Mishtann Foods Ltd.,8701075,13.83,13.91,1203.3586725,,539594,X 
IDBI Bank Ltd.,8611983,70.85,69.8,6101.5899555,IDBI,500116,EQ
Indian Overseas Bank,8192974,32.8,32.65,2687.295472,IOB,532388,EQ
Trident Ltd.,8182044,40.55,41.05,3317.8188419999997,TRIDENT,521064,EQ
NBCC (India) Ltd.,7392019,59.6,58.95,4405.643324000001,NBCC,534309,EQ
Orient Green Power Company Ltd,7293250,14.15,13.75,1031.994875,GREENPOWER,533263,BE
Shipping Corporation Of India ,7144088,154.6,144.3,11044.760048,SCI,523598,EQ
Vakrangee Ltd.,6788949,16.45,16.45,1116.7821105,VAKRANGEE,511431,EQ
CESC Ltd.,6741512,92.9,90.9,6262.864648000001,CESC,500084,EQ
Union Bank Of India,6717012,88.1,88.75,5917.687571999999,UNIONBANK,532477,EQ
Shree Renuka Sugars Ltd.,6691762,52.05,52.75,3483.0621209999995,RENUKA,532670,EQ
Central Bank Of India,6644619,39.3,39.0,2611.335267,CENTRALBK,532885,EQ
Mangalore Refinery And Petroch,6506759,94.75,95.1,6165.1541525,MRPL,500109,EQ
,6461348,45.61,45.27,2947.0208227999997,ICICIBANKN,,EQ
Equitas Small Finance Bank Ltd,6372695,87.95,84.35,5604.7852525,EQUITASBNK,543243,EQ
Rain Industries Ltd.,5944997,180.4,173.1,10724.774588,RAIN,500339,EQ
TV18 Broadcast Ltd.,5864614,48.75,48.55,2858.999325,TV18BRDCST,532800,EQ
The Jammu & Kashmir Bank Ltd.,5270475,101.3,101.15,5338.991175,J&KBANK,532209,EQ
