Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Ahasolar Technologies Ltd.,2400,354.0,349.65,8.496,,543941,M 
Kaka Industries Ltd.,46000,180.5,183.4,83.03,,543939,M 
Acceleratebs India Ltd.,12800,271.05,285.1,34.6944,,543938,M 
Alphalogic Industries Ltd.,10800,212.0,216.6,22.896,,543937,M 
Veefin Solutions Ltd.,102400,247.05,250.4,252.9792,,543931,M 
Cosmic CRF Ltd.,32000,259.7,273.35,83.104,,543928,M 
Bizotic Commercial Ltd.,15200,63.43,66.76,9.64136,,543926,M 
Comrade Appliances Ltd.,12000,162.0,154.0,19.44,,543921,M 
CFF Fluid Control Ltd.,60000,414.5,419.85,248.7,,543920,M 
Hemant Surgical Industries Ltd,9600,222.95,220.05,21.4032,,543916,M 
Innokaiz India Ltd.,35200,137.35,140.0,48.3472,,543905,M 
Retina Paints Ltd.,8000,58.65,55.01,4.692,,543902,M 
Sancode Technologies Ltd.,30000,112.59,118.51,33.777,,543897,M 
Exhicon Events Media Solutions,40000,280.5,285.0,112.2,,543895,M 
Maiden Forgings Ltd.,36000,111.95,108.75,40.302,,543874,M 
Dev Labtech Venture Ltd.,6000,59.05,58.25,3.543,,543848,M 
Command Polymers Ltd.,4000,25.4,25.4,1.016,,543843,M 
Bright Outdoor Media Ltd.,4000,421.0,402.5,16.84,,543831,M 
Labelkraft Technologies Ltd.,4000,79.0,79.0,3.16,,543830,M 
Sudarshan Pharma Industries Lt,102400,84.18,82.49,86.20032,,543828,M 
Prospect Commodities Ltd.,62000,71.25,72.36,44.175,,543814,M 
ITCONS E-Solutions Ltd.,50000,51.87,49.84,25.935,,543806,M 
RESGEN Ltd.,54000,72.35,74.42,39.068999999999996,,543805,M 
Patron Exim Ltd.,24000,9.59,9.85,2.3016,,543798,M 
Macfos Ltd.,13200,320.0,315.65,42.24,,543787,M 
Sealmatic India Ltd.,30600,520.05,501.25,159.13529999999997,,543782,M 
Earthstahl & Alloys Ltd.,12000,65.98,62.38,7.9176,,543765,M 
Dharni Capital Services Ltd.,36000,26.75,26.65,9.63,,543753,M 
Eastern Logica Infoway Ltd.,1200,579.25,566.0,6.951,,543746,M 
SVS Ventures Ltd.,6000,7.4,7.7,0.444,,543745,M 
Droneacharya Aerial Innovation,114000,178.8,177.95,203.832,,543713,M 
PNGS Gargi Fashion Jewellery L,36000,276.25,306.9,99.45,,543709,M 
Ambo Agritec Ltd.,12000,29.2,30.5,3.504,,543678,M 
Technopack Polymers Ltd.,8000,97.75,97.25,7.82,,543656,M 
Pace E-Commerce Ventures Ltd.,25200,22.1,22.1,5.5692,,543637,M 
Maagh Advertising And Marketin,2000,32.8,31.24,0.656,,543624,M 
Steelman Telecom Ltd.,48000,140.0,146.8,67.2,,543622,M 
Cargosol Logistics Ltd.,36000,50.49,49.22,18.1764,,543621,M 
Insolation Energy Ltd.,129000,401.1,399.7,517.419,,543620,M 
Concord Control Systems Ltd.,27000,669.4,666.55,180.738,,543619,M 
Cargotrans Maritime Ltd.,1500,88.0,91.25,1.32,,543618,M 
Reetech International Cargo an,8400,58.05,59.0,4.8762,,543617,M 
Trident Lifeline Ltd.,50400,199.0,201.0,100.296,,543616,M 
Silicon Rental Solutions Ltd.,13600,163.0,164.0,22.168,,543615,M 
Mafia Trends Ltd.,8000,14.16,15.0,1.1328,,543613,M 
Containe Technologies Ltd.,2000,69.9,64.9,1.398,,543606,M 
Virtuoso Optoelectronics Ltd.,43000,246.35,235.55,105.9305,,543597,M 
EP Biocomposites Ltd.,1000,225.0,225.45,2.25,,543595,M 
Dipna Pharmachem Ltd.,9000,23.85,25.0,2.1465,,543594,M 
Rhetan TMT Ltd.,60000,9.13,9.3,5.478,,543590,M 
Naturo Indiabull Ltd.,68000,14.95,15.51,10.166,,543579,M 
Olatech Solutions Ltd.,14000,150.75,143.6,21.105,,543578,M 
Healthy Life Agritec Ltd.,70000,5.04,4.96,3.528,,543546,M 
Veerkrupa Jewellers Ltd.,66800,2.51,2.64,1.67668,,543545,M 
Jayant Infratech Ltd.,4500,87.1,84.18,3.9195,,543544,M 
B-Right Real Estate Ltd.,102400,118.0,130.2,120.832,,543543,M 
Kesar India Ltd.,6400,224.5,224.0,14.368,,543542,M 
Sailani Tours N Travels Ltd.,3200,26.0,27.0,0.832,,543541,M 
Pearl Green Clubs And Resorts ,1800,188.05,200.8,3.3849,,543540,M 
Modi's Navnirman Ltd.,4800,168.5,168.5,8.088,,543539,M 
