Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Ahasolar Technologies Ltd.,9600,326.0,311.05,31.296,,543941,M 
Kaka Industries Ltd.,62000,176.3,177.25,109.306,,543939,M 
Acceleratebs India Ltd.,9600,241.5,230.0,23.184,,543938,M 
Alphalogic Industries Ltd.,15600,195.7,206.0,30.5292,,543937,M 
Veefin Solutions Ltd.,49600,214.55,204.35,106.4168,,543931,M 
Cosmic CRF Ltd.,5600,236.0,240.2,13.216,,543928,M 
Bizotic Commercial Ltd.,22400,63.0,66.25,14.112,,543926,M 
Comrade Appliances Ltd.,4000,156.05,159.8,6.242,,543921,M 
CFF Fluid Control Ltd.,20800,403.25,403.65,83.876,,543920,M 
Hemant Surgical Industries Ltd,43200,198.9,198.9,85.9248,,543916,M 
Innokaiz India Ltd.,17600,137.5,135.55,24.2,,543905,M 
Retina Paints Ltd.,24000,61.0,59.0,14.64,,543902,M 
Sancode Technologies Ltd.,15000,98.14,93.47,14.721,,543897,M 
Exhicon Events Media Solutions,18000,272.0,277.5,48.96,,543895,M 
Maiden Forgings Ltd.,36000,110.0,108.65,39.6,,543874,M 
Bright Outdoor Media Ltd.,8000,482.0,459.3,38.56,,543831,M 
Labelkraft Technologies Ltd.,4000,83.0,82.9,3.32,,543830,M 
Sudarshan Pharma Industries Lt,49600,85.05,86.64,42.1848,,543828,M 
Prospect Commodities Ltd.,2000,66.05,66.05,1.321,,543814,M 
ITCONS E-Solutions Ltd.,4000,52.2,50.1,2.088,,543806,M 
RESGEN Ltd.,45000,72.95,74.52,32.8275,,543805,M 
Patron Exim Ltd.,32000,9.5,9.5,3.04,,543798,M 
Macfos Ltd.,4800,328.0,337.0,15.744,,543787,M 
Sealmatic India Ltd.,7200,494.0,508.7,35.568,,543782,M 
Indong Tea Company Ltd.,12000,21.5,22.0,2.58,,543769,M 
Earthstahl & Alloys Ltd.,6000,60.0,60.0,3.6,,543765,M 
Dharni Capital Services Ltd.,6000,26.77,26.75,1.6062,,543753,M 
Eastern Logica Infoway Ltd.,1800,587.9,585.95,10.5822,,543746,M 
SVS Ventures Ltd.,18000,7.6,8.08,1.368,,543745,M 
Droneacharya Aerial Innovation,38000,179.6,179.15,68.248,,543713,M 
PNGS Gargi Fashion Jewellery L,30000,276.95,282.0,83.085,,543709,M 
Technopack Polymers Ltd.,6000,97.0,98.61,5.82,,543656,M 
Pace E-Commerce Ventures Ltd.,20400,20.05,20.24,4.0902,,543637,M 
Maagh Advertising And Marketin,2000,43.93,41.84,0.8786,,543624,M 
Steelman Telecom Ltd.,8400,154.0,158.95,12.936,,543622,M 
Cargosol Logistics Ltd.,20000,46.55,48.0,9.31,,543621,M 
Insolation Energy Ltd.,27000,408.75,406.7,110.3625,,543620,M 
Concord Control Systems Ltd.,6000,611.0,618.5,36.66,,543619,M 
Cargotrans Maritime Ltd.,3000,87.49,85.05,2.6247,,543618,M 
Reetech International Cargo an,2400,59.75,57.1,1.434,,543617,M 
Trident Lifeline Ltd.,8400,194.9,179.25,16.3716,,543616,M 
Silicon Rental Solutions Ltd.,12800,172.0,174.0,22.016,,543615,M 
Containe Technologies Ltd.,4000,70.0,69.25,2.8,,543606,M 
Shantidoot Infra Services Ltd.,6400,84.15,84.0,5.3856,,543598,M 
Virtuoso Optoelectronics Ltd.,22000,243.05,236.5,53.471,,543597,M 
Dipna Pharmachem Ltd.,747000,16.13,20.16,120.4911,,543594,M 
Rhetan TMT Ltd.,22500,9.3,9.3,2.0925000000000002,,543590,M 
Naturo Indiabull Ltd.,20000,15.5,15.0,3.1,,543579,M 
Olatech Solutions Ltd.,2000,155.75,161.2,3.115,,543578,M 
Healthy Life Agritec Ltd.,170000,4.78,4.95,8.126,,543546,M 
Veerkrupa Jewellers Ltd.,50100,2.75,2.87,1.37775,,543545,M 
Jayant Infratech Ltd.,4500,88.0,82.2,3.96,,543544,M 
B-Right Real Estate Ltd.,4000,125.0,128.3,5.0,,543543,M 
Pearl Green Clubs And Resorts ,18600,279.65,283.7,52.0149,,543540,M 
Modi's Navnirman Ltd.,25600,170.5,170.0,43.648,,543539,M 
Goel Food Products Ltd.,2400,160.0,158.75,3.84,,543538,M 
Scarnose International Ltd.,24000,82.5,85.95,19.8,,543537,M 
Fone4 Communications (India) L,50000,4.25,4.4,2.125,,543521,M 
Global Longlife Hospital and R,4000,45.0,44.99,1.8,,543520,M 
Dhyaani Tile and Marblez Ltd.,32000,172.95,182.0,55.344,,543516,M 
Sunrise Efficient Marketing Lt,12000,103.0,102.0,12.36,,543515,M 
EVOQ Remedies Ltd.,16000,15.1,15.74,2.416,,543500,M 
Bhatia Colour Chem Ltd.,144000,58.0,56.84,83.52,,543497,M 
Safa Systems & Technologies Lt,30000,10.94,10.3,3.282,,543461,M 
Quality RO Industries Ltd.,2000,62.0,66.0,1.24,,543460,M 
Alkosign Ltd.,4500,125.0,128.9,5.625,,543453,M 
DMR Hydroengineering & Infrast,6000,65.85,69.31,3.9509999999999996,,543410,M 
Omnipotent Industries Ltd.,8000,7.99,8.17,0.6392,,543400,M 
Suyog Gurbaxani Funicular Rope,75000,84.28,80.52,63.21,,543391,M 
Samor Reality Ltd.,5000,43.0,42.84,2.15,,543376,M 
Promax Power Ltd.,5000,50.98,52.88,2.5489999999999995,,543375,M 
Shri Venkatesh Refineries Ltd.,2000,191.85,198.5,3.837,,543373,M 
Getalong Enterprise Ltd.,2000,195.0,180.0,3.9,,543372,M 
SBL Infratech Ltd.,30000,70.66,74.2,21.198,,543366,M 
Markolines Pavement Technologi,264800,161.1,144.2,426.5928,,543364,M 
Prevest Denpro Ltd.,9200,461.0,460.35,42.412,,543363,M 
Aashka Hospitals Ltd.,14000,61.95,60.9,8.673,,543346,M 
Gretex Corporate Services Ltd.,2430,220.0,220.0,5.346,,543324,M 
AA Plus Tradelink Ltd.,56000,10.79,11.35,6.0424,,543319,M 
Rajeshwari Cans Ltd.,3000,143.25,179.0,4.2975,,543285,M 
Suumaya Corporation Ltd.,35100,8.0,7.8,2.808,,543274,M 
Knowledge Marine & Engineering,2500,1529.7,1551.0,38.2425,,543273,M 
GM Polyplast Ltd.,72800,187.0,189.0,136.136,,543239,M 
Secmark Consultancy Ltd.,8750,90.0,89.85,7.875,,543234,M 
