Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Ahasolar Technologies Ltd.,4000,302.25,302.5,12.09,,543941,M 
Kaka Industries Ltd.,18000,165.3,167.0,29.754,,543939,M 
Acceleratebs India Ltd.,4800,219.5,231.0,10.536,,543938,M 
Alphalogic Industries Ltd.,8400,198.85,189.5,16.7034,,543937,M 
Veefin Solutions Ltd.,24000,212.9,211.1,51.096,,543931,M 
Cosmic CRF Ltd.,15200,243.5,254.65,37.012,,543928,M 
Bizotic Commercial Ltd.,10400,58.81,56.01,6.11624,,543926,M 
Sonalis Consumer Products Ltd.,12000,64.31,67.69,7.7172,,543924,M 
Comrade Appliances Ltd.,2000,152.0,146.0,3.04,,543921,M 
CFF Fluid Control Ltd.,32800,401.2,382.1,131.5936,,543920,M 
Hemant Surgical Industries Ltd,24000,199.0,194.3,47.76,,543916,M 
Innokaiz India Ltd.,6400,131.0,126.3,8.384,,543905,M 
Retina Paints Ltd.,16000,68.8,65.98,11.008,,543902,M 
Sancode Technologies Ltd.,3000,94.05,97.0,2.8215,,543897,M 
Exhicon Events Media Solutions,22000,272.3,276.7,59.906,,543895,M 
Maiden Forgings Ltd.,30000,107.8,110.55,32.34,,543874,M 
Command Polymers Ltd.,4000,25.4,25.4,1.016,,543843,M 
Labelkraft Technologies Ltd.,4000,73.0,77.0,2.92,,543830,M 
Sudarshan Pharma Industries Lt,3200,83.0,83.0,2.656,,543828,M 
ITCONS E-Solutions Ltd.,10000,50.25,51.87,5.025,,543806,M 
RESGEN Ltd.,57000,70.01,69.84,39.9057,,543805,M 
S.V.J. Enterprises Ltd.,3000,65.99,69.46,1.9796999999999998,,543799,M 
Patron Exim Ltd.,16000,9.82,9.25,1.5712,,543798,M 
Macfos Ltd.,13200,310.0,302.0,40.92,,543787,M 
Sealmatic India Ltd.,18600,469.9,475.5,87.4014,,543782,M 
Indong Tea Company Ltd.,4000,19.6,20.0,0.784,,543769,M 
Earthstahl & Alloys Ltd.,24000,56.0,57.19,13.44,,543765,M 
Dharni Capital Services Ltd.,6000,26.77,28.4,1.6062,,543753,M 
Eastern Logica Infoway Ltd.,1200,599.0,598.15,7.188,,543746,M 
SVS Ventures Ltd.,72000,8.68,8.15,6.2496,,543745,M 
Droneacharya Aerial Innovation,93000,179.1,180.85,166.563,,543713,M 
PNGS Gargi Fashion Jewellery L,14000,252.6,259.3,35.364,,543709,M 
Technopack Polymers Ltd.,2000,94.99,94.5,1.8998,,543656,M 
DAPS Advertising Ltd.,12000,35.0,34.0,4.2,,543651,M 
Pace E-Commerce Ventures Ltd.,14400,20.9,20.14,3.0096,,543637,M 
Maagh Advertising And Marketin,28000,51.25,50.84,14.35,,543624,M 
Steelman Telecom Ltd.,3600,146.0,151.95,5.256,,543622,M 
Cargosol Logistics Ltd.,12000,48.8,45.55,5.856,,543621,M 
Insolation Energy Ltd.,109000,376.55,390.8,410.4395,,543620,M 
Concord Control Systems Ltd.,8500,609.75,587.0,51.82875,,543619,M 
Reetech International Cargo an,3600,58.0,59.0,2.088,,543617,M 
Trident Lifeline Ltd.,2400,187.0,185.0,4.488,,543616,M 
Silicon Rental Solutions Ltd.,4800,158.0,161.0,7.584,,543615,M 
Mafia Trends Ltd.,32000,17.25,15.25,5.52,,543613,M 
Containe Technologies Ltd.,34000,87.98,77.9,29.9132,,543606,M 
Shantidoot Infra Services Ltd.,3200,80.0,80.5,2.56,,543598,M 
Virtuoso Optoelectronics Ltd.,21000,239.75,241.35,50.3475,,543597,M 
EP Biocomposites Ltd.,1000,202.1,206.0,2.021,,543595,M 
Dipna Pharmachem Ltd.,120000,16.0,14.55,19.2,,543594,M 
Rhetan TMT Ltd.,180000,9.65,9.1,17.37,,543590,M 
Naturo Indiabull Ltd.,24000,15.0,13.79,3.6,,543579,M 
Olatech Solutions Ltd.,8000,151.25,144.05,12.1,,543578,M 
Healthy Life Agritec Ltd.,110000,4.7,4.74,5.17,,543546,M 
Veerkrupa Jewellers Ltd.,50100,2.41,2.5,1.20741,,543545,M 
Jayant Infratech Ltd.,8250,85.51,87.9,7.054575,,543544,M 
Kesar India Ltd.,6400,355.0,339.95,22.72,,543542,M 
Pearl Green Clubs And Resorts ,4200,290.0,296.45,12.18,,543540,M 
Modi's Navnirman Ltd.,22400,174.0,173.0,38.976,,543539,M 
Goel Food Products Ltd.,9600,151.95,164.0,14.5872,,543538,M 
Nanavati Ventures Ltd.,15000,57.85,52.6,8.6775,,543522,M 
Global Longlife Hospital and R,1000,46.94,46.8,0.4694,,543520,M 
Dhyaani Tile and Marblez Ltd.,3000,177.0,178.5,5.31,,543516,M 
Sunrise Efficient Marketing Lt,4000,104.0,104.0,4.16,,543515,M 
EVOQ Remedies Ltd.,8000,14.16,14.8,1.1328,,543500,M 
Achyut Healthcare Ltd.,94500,55.0,57.0,51.975,,543499,M 
Ekennis Software Service Ltd.,2400,89.5,89.0,2.148,,543475,M 
Maruti Interior Products Ltd.,4000,196.35,188.0,7.854,,543464,M 
Safa Systems & Technologies Lt,20000,11.5,10.95,2.3,,543461,M 
Quality RO Industries Ltd.,4000,79.0,79.0,3.16,,543460,M 
Alkosign Ltd.,10500,114.05,118.0,11.97525,,543453,M 
Brandbucket Media & Technology,12000,31.46,29.97,3.7752,,543439,M 
Clara Industries Ltd.,830,180.3,180.95,1.49649,,543435,M 
DMR Hydroengineering & Infrast,12000,69.81,66.49,8.3772,,543410,M 
Omnipotent Industries Ltd.,16000,8.03,7.72,1.2848,,543400,M 
Suyog Gurbaxani Funicular Rope,9000,73.01,76.85,6.5709,,543391,M 
Shri Venkatesh Refineries Ltd.,5000,193.55,195.0,9.6775,,543373,M 
SBL Infratech Ltd.,1200,71.75,70.5,0.861,,543366,M 
Markolines Pavement Technologi,61600,145.4,149.15,89.5664,,543364,M 
Prevest Denpro Ltd.,8400,446.05,443.5,37.4682,,543363,M 
PlatinumOne Business Services ,600,189.1,195.0,1.1346,,543352,M 
Aashka Hospitals Ltd.,11000,62.38,63.35,6.8618,,543346,M 
Gretex Corporate Services Ltd.,11340,196.05,196.0,22.23207,,543324,M 
AA Plus Tradelink Ltd.,80000,10.07,10.6,8.056,,543319,M 
Times Green Energy (India) Ltd,2000,65.05,64.45,1.301,,543310,M 
Navoday Enterprises Ltd.,576000,13.54,11.8,77.9904,,543305,M 
Jetmall Spices and Masala Ltd.,18000,22.1,23.15,3.978,,543286,M 
Rajeshwari Cans Ltd.,1000,147.0,140.0,1.47,,543285,M 
Suumaya Corporation Ltd.,14850,7.86,7.75,1.16721,,543274,M 
Knowledge Marine & Engineering,4250,1493.35,1495.95,63.467375,,543273,M 
Veer Global Infraconstruction ,4400,120.0,122.0,5.28,,543241,M 
Secmark Consultancy Ltd.,1250,84.0,87.37,1.05,,543234,M 
Cospower Engineering Ltd.,4500,282.0,330.0,12.69,,543172,M 
ICL Organic Dairy Products Ltd,10000,42.05,40.06,4.205,,542935,M 
Chandra Bhagat Pharma Ltd.,7000,110.0,118.9,7.7,,542934,M 
Janus Corporation Ltd.,35000,4.6,4.53,1.61,,542924,M 
Misquita Engineering Ltd.,2000,38.51,38.05,0.7702,,542801,M 
Cian Healthcare Ltd.,2000,22.97,21.56,0.4594,,542678,M 
Evans Electric Ltd.,6000,142.05,144.05,8.523000000000001,,542668,M 
VR Films & Studios Ltd.,14000,43.0,45.0,6.02,,542654,M 
Northern Spirits Ltd.,8000,370.0,384.0,29.6,,542628,M 
Humming Bird Education Ltd.,500,733.15,698.25,3.66575,,542592,M 
Jonjua Overseas Ltd.,34600,14.85,14.15,5.1381,,542446,M 
Diksha Greens Ltd.,12000,3.21,3.28,0.3852,,542155,M 
Sun Retail Ltd.,480000,0.68,0.7,3.264,,542025,M 
Innovative Ideals And Services,37000,20.52,19.55,7.5924,,541983,M 
Ganesh Films India Ltd.,65600,21.49,20.6,14.09744,,541703,M 
WAA Solar Ltd.,11200,77.0,79.68,8.624,,541445,M 
Affordable Robotic & Automatio,11600,630.35,653.9,73.1206,,541402,M 
Innovators Facade Systems Ltd.,14400,217.0,213.85,31.248,,541353,M 
Milestone Furniture Ltd.,12000,5.09,4.9,0.6108,,541337,M 
Indo US Bio-Tech Ltd.,1000,237.5,227.0,2.375,,541304,M 
Taylormade Renewables Ltd.,8800,528.0,509.95,46.464,,541228,M 
Benara Bearings And Pistons Lt,8000,16.99,16.35,1.3592,,541178,M 
Inflame Appliances Ltd.,8250,632.1,647.5,52.14825,,541083,M 
Diggi Multitrade Ltd.,40000,21.29,24.2,8.516,,540811,M 
Sanghvi Brands Ltd.,3000,16.45,15.7,0.4935,,540782,M 
AKM Creations Ltd.,3000,40.95,40.9,1.2285000000000001,,540718,M 
Captain Technocast Ltd.,6000,120.0,125.0,7.2,,540652,M 
Yug Decor Ltd.,14000,89.05,87.2,12.467,,540550,M 
Prime Fresh Ltd.,750,250.0,250.0,1.875,,540404,M 
RMC Switchgears Ltd.,12000,776.2,756.45,93.144,,540358,M 
Diksat Transworld Ltd.,3000,139.95,150.0,4.198499999999999,,540151,M 
Aditya Consumer Marketing Ltd.,10000,69.53,71.27,6.953,,540146,M 
DRA Consultants Ltd.,7500,30.0,27.8,2.25,,540144,M 
Shiva Granito Export Ltd.,30000,6.5,5.95,1.95,,540072,M 
Titaanium Ten Enterprise Ltd.,16000,49.3,48.0,7.888,,539985,M 
Ganga Pharmaceuticals Ltd.,8000,10.8,12.0,0.864,,539680,M 
Waaree Technologies Ltd.,700,345.1,348.7,2.4157,,539337,M 
Pecos Hotels and Pubs Ltd.,2000,90.01,96.12,1.8002,,539273,M 
Growington Ventures India Ltd.,26350,198.1,204.65,52.19935,,539222,M 
Filtra Consultants and Enginee,12000,41.5,40.5,4.98,,539098,M 
SVP Housing Ltd.,40000,68.74,65.47,27.496,,539041,M 
Raghuvansh Agrofarms Ltd.,6250,205.0,203.0,12.8125,,538921,M 
Hanman Fit Ltd.,4200,2.17,2.07,0.09114,,538731,M 
Tarini International Ltd.,27000,5.9,6.3,1.593,,538496,M 
GCM Capital Advisors Ltd.,42000,8.05,7.52,3.3810000000000007,,538319,M 
Laxmipati Engineering Works Lt,3000,62.7,57.0,1.881,,537669,M 
Polymac Thermoformers Ltd.,8800,31.9,32.02,2.8072,,537573,M 
GCM Commodity & Derivatives Lt,6000,4.94,4.72,0.29640000000000005,,535917,M 
Money Masters Leasing & Financ,20000,64.36,61.3,12.872,,535910,M 
Shantiguru Industries Ltd.,3000,10.16,10.69,0.3048,,534708,M 
Asarfi Hospital Ltd,22000,103.1,106.85,22.682,,543943,M 
Innovatus Entertainment Networ,18000,34.99,32.0,6.2982,,543951,M 
Khazanchi Jewellers Ltd,10000,202.0,201.8,20.2,,543953,M 
Shelter Pharma Limited,69000,40.77,42.0,28.1313,,543963,M 
Shoora Designs Limited,24000,64.98,66.95,15.5952,,543970,M 
Bondada Engineering Limited,56000,167.3,166.9,93.688,,543971,M 
Aatmaj Healthcare Ltd.,16000,46.1,47.3,7.376,AATMAJ,,SM
AB Cotspin India Ltd.,28000,81.75,86.0,22.89,ABCOTS,,SM
Abhishek Integrations Ltd.,6000,30.95,30.15,1.857,AILIMITED,,SM
