Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Ahasolar Technologies Ltd.,16800,365.0,361.05,61.32,,543941,M 
Kaka Industries Ltd.,74000,199.5,196.55,147.63,,543939,M 
Acceleratebs India Ltd.,3200,298.95,299.95,9.5664,,543938,M 
Alphalogic Industries Ltd.,21600,228.0,228.0,49.248,,543937,M 
Veefin Solutions Ltd.,139200,263.55,274.35,366.8616,,543931,M 
Cosmic CRF Ltd.,49200,287.7,302.8,141.5484,,543928,M 
Bizotic Commercial Ltd.,40800,70.27,73.96,28.67016,,543926,M 
Comrade Appliances Ltd.,28000,165.0,162.0,46.2,,543921,M 
CFF Fluid Control Ltd.,32000,441.9,455.6,141.408,,543920,M 
Hemant Surgical Industries Ltd,24000,236.05,243.3,56.652,,543916,M 
Innokaiz India Ltd.,51200,143.95,145.0,73.7024,,543905,M 
Retina Paints Ltd.,40000,57.05,54.5,22.82,,543902,M 
Sancode Technologies Ltd.,15000,112.87,107.5,16.9305,,543897,M 
Exhicon Events Media Solutions,34000,300.0,287.8,102.0,,543895,M 
Maiden Forgings Ltd.,34000,119.05,124.9,40.477,,543874,M 
Dev Labtech Venture Ltd.,10000,60.25,62.55,6.025,,543848,M 
Bright Outdoor Media Ltd.,13000,430.6,451.0,55.978,,543831,M 
Labelkraft Technologies Ltd.,4000,83.5,83.0,3.34,,543830,M 
Sudarshan Pharma Industries Lt,280000,87.37,85.91,244.636,,543828,M 
Prospect Commodities Ltd.,10000,72.36,73.4,7.236,,543814,M 
ITCONS E-Solutions Ltd.,64000,52.9,52.55,33.856,,543806,M 
RESGEN Ltd.,36000,76.6,78.0,27.576,,543805,M 
Patron Exim Ltd.,16000,9.95,9.97,1.592,,543798,M 
Macfos Ltd.,22800,350.65,369.2,79.94819999999999,,543787,M 
Sealmatic India Ltd.,13200,541.0,565.1,71.412,,543782,M 
Indong Tea Company Ltd.,100000,22.0,22.25,22.0,,543769,M 
Earthstahl & Alloys Ltd.,15000,69.0,69.5,10.35,,543765,M 
Transvoy Logistics India Ltd.,6400,80.5,78.34,5.152,,543754,M 
Eastern Logica Infoway Ltd.,1200,598.0,598.25,7.176,,543746,M 
Droneacharya Aerial Innovation,654000,182.8,152.35,1195.512,,543713,M 
PNGS Gargi Fashion Jewellery L,24000,341.0,319.9,81.84,,543709,M 
Ambo Agritec Ltd.,16000,30.32,33.9,4.8512,,543678,M 
Technopack Polymers Ltd.,16000,100.35,101.0,16.056,,543656,M 
Pace E-Commerce Ventures Ltd.,67200,22.77,22.21,15.30144,,543637,M 
Maagh Advertising And Marketin,2000,29.76,28.35,0.5952,,543624,M 
Steelman Telecom Ltd.,50400,148.35,149.5,74.7684,,543622,M 
Cargosol Logistics Ltd.,152000,53.06,44.22,80.6512,,543621,M 
Insolation Energy Ltd.,63000,420.7,410.5,265.041,,543620,M 
Concord Control Systems Ltd.,18000,671.55,610.5,120.879,,543619,M 
Cargotrans Maritime Ltd.,37500,96.17,80.8,36.06375,,543618,M 
Reetech International Cargo an,2400,62.38,62.0,1.49712,,543617,M 
Silicon Rental Solutions Ltd.,12800,172.35,179.4,22.0608,,543615,M 
Containe Technologies Ltd.,6000,67.0,69.75,4.02,,543606,M 
Virtuoso Optoelectronics Ltd.,23000,260.6,267.7,59.93800000000001,,543597,M 
EP Biocomposites Ltd.,3500,221.55,233.95,7.75425,,543595,M 
Dipna Pharmachem Ltd.,60000,25.71,25.65,15.426,,543594,M 
Rhetan TMT Ltd.,37500,9.4,9.25,3.525,,543590,M 
Naturo Indiabull Ltd.,12000,17.0,16.9,2.04,,543579,M 
Olatech Solutions Ltd.,12000,159.5,175.0,19.14,,543578,M 
Healthy Life Agritec Ltd.,160000,5.02,5.08,8.031999999999998,,543546,M 
Veerkrupa Jewellers Ltd.,267200,2.77,2.64,7.40144,,543545,M 
Jayant Infratech Ltd.,20250,88.65,92.92,17.951625,,543544,M 
B-Right Real Estate Ltd.,3200,131.0,126.0,4.192,,543543,M 
Kesar India Ltd.,2400,224.0,200.0,5.376,,543542,M 
Sailani Tours N Travels Ltd.,1600,27.0,27.0,0.432,,543541,M 
Pearl Green Clubs And Resorts ,1200,194.8,186.2,2.3376,,543540,M 
Modi's Navnirman Ltd.,36000,173.0,180.0,62.28,,543539,M 
Goel Food Products Ltd.,5600,180.0,190.0,10.08,,543538,M 
Nanavati Ventures Ltd.,15000,50.58,49.3,7.587,,543522,M 
Fone4 Communications (India) L,10000,4.03,4.3,0.403,,543521,M 
Global Longlife Hospital and R,2000,46.9,46.5,0.938,,543520,M 
Dhyaani Tile and Marblez Ltd.,6000,167.5,162.55,10.05,,543516,M 
Sunrise Efficient Marketing Lt,20000,109.1,111.8,21.82,,543515,M 
EVOQ Remedies Ltd.,32000,15.68,15.1,5.0176,,543500,M 
Bhatia Colour Chem Ltd.,9600,54.79,57.67,5.25984,,543497,M 
Safa Systems & Technologies Lt,40000,11.19,10.9,4.476,,543461,M 
Alkosign Ltd.,18000,141.15,141.3,25.407,,543453,M 
Clara Industries Ltd.,19790,195.35,196.75,38.659765,,543435,M 
DMR Hydroengineering & Infrast,6000,73.5,70.0,4.41,,543410,M 
Omnipotent Industries Ltd.,24000,8.06,8.39,1.9344,,543400,M 
Suyog Gurbaxani Funicular Rope,9000,66.55,63.39,5.9895,,543391,M 
Adishakti Loha and Ispat Ltd.,40000,13.39,12.18,5.356,,543377,M 
Shri Venkatesh Refineries Ltd.,11000,221.0,223.85,24.31,,543373,M 
SBL Infratech Ltd.,25200,74.43,77.2,18.75636,,543366,M 
Markolines Pavement Technologi,26400,136.25,138.25,35.97,,543364,M 
Prevest Denpro Ltd.,10400,474.2,479.55,49.3168,,543363,M 
PlatinumOne Business Services ,600,202.5,202.4,1.215,,543352,M 
Aashka Hospitals Ltd.,8000,59.0,59.18,4.72,,543346,M 
Gretex Corporate Services Ltd.,6480,315.5,319.9,20.4444,,543324,M 
Suumaya Corporation Ltd.,19800,8.41,8.29,1.66518,,543274,M 
Knowledge Marine & Engineering,3250,1631.0,1659.25,53.0075,,543273,M 
Shine Fashion (India) Ltd.,10000,59.6,56.0,5.96,,543244,M 
Veer Global Infraconstruction ,2200,118.0,119.0,2.596,,543241,M 
GM Polyplast Ltd.,124600,197.75,181.35,246.3965,,543239,M 
Secmark Consultancy Ltd.,5000,82.0,84.0,4.1,,543234,M 
SM Auto Stamping Ltd.,8000,41.56,44.99,3.3248,,543065,M 
Chandra Bhagat Pharma Ltd.,1000,116.1,135.0,1.161,,542934,M 
Janus Corporation Ltd.,287000,4.48,4.27,12.857600000000001,,542924,M 
Goblin India Ltd.,14000,49.0,50.01,6.86,,542850,M 
City Pulse Multiplex Ltd.,4000,75.7,88.75,3.028,,542727,M 
Cian Healthcare Ltd.,10000,24.9,25.5,2.49,,542678,M 
Evans Electric Ltd.,4000,152.5,146.05,6.1,,542668,M 
VR Films & Studios Ltd.,146000,49.35,47.0,72.051,,542654,M 
Northern Spirits Ltd.,12000,393.95,414.65,47.274,,542628,M 
Jonjua Overseas Ltd.,89960,14.23,13.27,12.801308,,542446,M 
Diksha Greens Ltd.,12000,3.95,3.99,0.474,,542155,M 
Sun Retail Ltd.,2208000,0.72,0.66,15.8976,,542025,M 
Innovative Ideals And Services,154000,13.52,12.88,20.8208,,541983,M 
MAC Hotels Ltd.,6000,36.91,38.75,2.2146,,541973,M 
Ganesh Films India Ltd.,20800,18.9,18.0,3.9311999999999996,,541703,M 
WAA Solar Ltd.,44800,90.34,90.5,40.47232,,541445,M 
Affordable Robotic & Automatio,44400,677.25,712.35,300.699,,541402,M 
Innovators Facade Systems Ltd.,38400,244.7,257.55,93.9648,,541353,M 
Milestone Furniture Ltd.,27000,5.3,4.9,1.431,,541337,M 
Taylormade Renewables Ltd.,7200,592.4,564.2,42.6528,,541228,M 
Benara Bearings And Pistons Lt,36000,14.9,13.9,5.364,,541178,M 
Inflame Appliances Ltd.,7000,633.8,643.1,44.366,,541083,M 
Diggi Multitrade Ltd.,30000,23.57,22.5,7.071,,540811,M 
Sanghvi Brands Ltd.,2000,18.3,19.26,0.366,,540782,M 
Kaarya Facilities And Services,6000,6.08,6.08,0.3648,,540756,M 
Sagar Diamonds Ltd.,6000,38.01,39.69,2.2806,,540715,M 
Chothani Foods Ltd.,30000,21.0,21.9,6.3,,540681,M 
