Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Ahasolar Technologies Ltd.,5600,302.5,300.0,16.94,,543941,M 
Kaka Industries Ltd.,30000,167.0,161.4,50.1,,543939,M 
Acceleratebs India Ltd.,3200,231.0,230.75,7.392,,543938,M 
Alphalogic Industries Ltd.,18000,189.5,189.0,34.11,,543937,M 
Veefin Solutions Ltd.,59200,211.1,212.95,124.9712,,543931,M 
Cosmic CRF Ltd.,10800,254.65,251.15,27.5022,,543928,M 
Bizotic Commercial Ltd.,20000,56.01,58.7,11.202,,543926,M 
Comrade Appliances Ltd.,6000,146.0,150.0,8.76,,543921,M 
CFF Fluid Control Ltd.,101600,382.1,363.95,388.2136,,543920,M 
Hemant Surgical Industries Ltd,16000,194.3,189.85,31.088,,543916,M 
Innokaiz India Ltd.,9600,126.3,126.45,12.1248,,543905,M 
Retina Paints Ltd.,28000,65.98,67.9,18.4744,,543902,M 
Exhicon Events Media Solutions,14000,276.7,263.55,38.738,,543895,M 
Maiden Forgings Ltd.,26000,110.55,109.35,28.743,,543874,M 
Dev Labtech Venture Ltd.,8000,60.0,59.06,4.8,,543848,M 
Bright Outdoor Media Ltd.,27000,445.0,444.0,120.15,,543831,M 
Labelkraft Technologies Ltd.,2000,77.0,79.1,1.54,,543830,M 
Sudarshan Pharma Industries Lt,11200,83.0,82.63,9.296,,543828,M 
Prospect Commodities Ltd.,2000,64.8,65.0,1.296,,543814,M 
ITCONS E-Solutions Ltd.,10000,51.87,49.5,5.187,,543806,M 
RESGEN Ltd.,24000,69.84,68.46,16.7616,,543805,M 
S.V.J. Enterprises Ltd.,117000,69.46,73.11,81.2682,,543799,M 
Patron Exim Ltd.,24000,9.25,9.15,2.22,,543798,M 
Macfos Ltd.,25200,302.0,304.0,76.104,,543787,M 
Sealmatic India Ltd.,19200,475.5,479.35,91.296,,543782,M 
Indong Tea Company Ltd.,32000,20.0,20.99,6.4,,543769,M 
Earthstahl & Alloys Ltd.,36000,57.19,53.57,20.5884,,543765,M 
Dharni Capital Services Ltd.,6000,28.4,26.5,1.704,,543753,M 
Eastern Logica Infoway Ltd.,1800,598.15,597.25,10.7667,,543746,M 
SVS Ventures Ltd.,30000,8.15,8.1,2.445,,543745,M 
Rex Sealing and Packing Indust,1000,101.0,100.0,1.01,,543744,M 
Droneacharya Aerial Innovation,77000,180.85,173.7,139.2545,,543713,M 
PNGS Gargi Fashion Jewellery L,8000,259.3,250.0,20.744,,543709,M 
Ambo Agritec Ltd.,8000,31.25,30.0,2.5,,543678,M 
Technopack Polymers Ltd.,4000,94.5,95.5,3.78,,543656,M 
Pace E-Commerce Ventures Ltd.,9600,20.14,19.95,1.93344,,543637,M 
Maagh Advertising And Marketin,2000,50.84,48.42,1.0168,,543624,M 
Steelman Telecom Ltd.,7200,151.95,152.5,10.9404,,543622,M 
Cargosol Logistics Ltd.,4000,45.55,45.55,1.822,,543621,M 
Insolation Energy Ltd.,50000,390.8,381.9,195.4,,543620,M 
Concord Control Systems Ltd.,4500,587.0,582.25,26.415,,543619,M 
Cargotrans Maritime Ltd.,3000,79.53,82.0,2.3859,,543618,M 
Reetech International Cargo an,1200,59.0,60.0,0.708,,543617,M 
Trident Lifeline Ltd.,3600,185.0,178.5,6.66,,543616,M 
Silicon Rental Solutions Ltd.,1600,161.0,160.0,2.576,,543615,M 
Containe Technologies Ltd.,62000,77.9,65.5,48.298,,543606,M 
Shantidoot Infra Services Ltd.,1600,80.5,80.3,1.288,,543598,M 
Virtuoso Optoelectronics Ltd.,20000,241.35,236.4,48.27,,543597,M 
EP Biocomposites Ltd.,3000,206.0,208.8,6.18,,543595,M 
Dipna Pharmachem Ltd.,144000,14.55,16.16,20.952,,543594,M 
Rhetan TMT Ltd.,7500,9.1,9.65,0.6825,,543590,M 
Naturo Indiabull Ltd.,16000,13.79,15.49,2.2064,,543579,M 
Olatech Solutions Ltd.,2000,144.05,146.55,2.881,,543578,M 
Healthy Life Agritec Ltd.,90000,4.74,4.78,4.266,,543546,M 
Veerkrupa Jewellers Ltd.,384100,2.5,2.63,9.6025,,543545,M 
Jayant Infratech Ltd.,1500,87.9,85.15,1.3185,,543544,M 
B-Right Real Estate Ltd.,1600,125.0,125.0,2.0,,543543,M 
Kesar India Ltd.,2400,339.95,309.1,8.1588,,543542,M 
Sailani Tours N Travels Ltd.,1600,23.41,22.43,0.37456,,543541,M 
Pearl Green Clubs And Resorts ,28800,296.45,275.0,85.3776,,543540,M 
Modi's Navnirman Ltd.,52800,173.0,168.3,91.344,,543539,M 
Goel Food Products Ltd.,800,164.0,157.0,1.312,,543538,M 
Scarnose International Ltd.,2000,90.75,82.5,1.815,,543537,M 
Nanavati Ventures Ltd.,9000,52.6,48.0,4.734,,543522,M 
Fone4 Communications (India) L,30000,4.15,4.0,1.245,,543521,M 
Global Longlife Hospital and R,1000,46.8,45.0,0.468,,543520,M 
Shashwat Furnishing Solutions ,3000,35.15,40.32,1.0545,,543519,M 
Dhyaani Tile and Marblez Ltd.,7000,178.5,173.4,12.495,,543516,M 
Sunrise Efficient Marketing Lt,6000,104.0,104.25,6.24,,543515,M 
Achyut Healthcare Ltd.,135000,57.0,56.0,76.95,,543499,M 
Bhatia Colour Chem Ltd.,12800,56.99,55.78,7.29472,,543497,M 
Ekennis Software Service Ltd.,1600,89.0,93.5,1.424,,543475,M 
Quality RO Industries Ltd.,4000,79.0,72.0,3.16,,543460,M 
Alkosign Ltd.,18000,118.0,114.95,21.24,,543453,M 
Brandbucket Media & Technology,46000,29.97,28.55,13.7862,,543439,M 
DMR Hydroengineering & Infrast,6000,66.49,63.33,3.9893999999999994,,543410,M 
Omnipotent Industries Ltd.,12000,7.72,7.77,0.9264,,543400,M 
Suyog Gurbaxani Funicular Rope,51000,76.85,76.07,39.19349999999999,,543391,M 
Adishakti Loha and Ispat Ltd.,20000,10.5,10.4,2.1,,543377,M 
Shri Venkatesh Refineries Ltd.,4000,195.0,194.0,7.8,,543373,M 
SBL Infratech Ltd.,8400,70.5,69.33,5.922,,543366,M 
Markolines Pavement Technologi,20000,149.15,155.0,29.83,,543364,M 
Prevest Denpro Ltd.,6000,443.5,444.6,26.61,,543363,M 
PlatinumOne Business Services ,600,195.0,195.0,1.17,,543352,M 
Aashka Hospitals Ltd.,40000,63.35,60.9,25.34,,543346,M 
Gretex Corporate Services Ltd.,17820,196.0,209.5,34.9272,,543324,M 
AA Plus Tradelink Ltd.,48000,10.6,10.6,5.088,,543319,M 
