Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Ahasolar Technologies Ltd.,13600,300.0,311.3,40.8,,543941,M 
Kaka Industries Ltd.,74000,161.4,171.05,119.436,,543939,M 
Acceleratebs India Ltd.,6400,230.75,242.85,14.768,,543938,M 
Alphalogic Industries Ltd.,9600,189.0,197.2,18.144,,543937,M 
Veefin Solutions Ltd.,49600,212.95,224.15,105.6232,,543931,M 
Cosmic CRF Ltd.,30800,251.15,247.8,77.3542,,543928,M 
Bizotic Commercial Ltd.,18400,58.7,61.78,10.8008,,543926,M 
Comrade Appliances Ltd.,6000,150.0,158.0,9.0,,543921,M 
CFF Fluid Control Ltd.,26400,363.95,383.1,96.0828,,543920,M 
Hemant Surgical Industries Ltd,51200,189.85,199.0,97.2032,,543916,M 
Innokaiz India Ltd.,56000,126.45,133.55,70.812,,543905,M 
Retina Paints Ltd.,28000,67.9,64.4,19.012000000000004,,543902,M 
Sancode Technologies Ltd.,6000,97.0,99.0,5.82,,543897,M 
Exhicon Events Media Solutions,24000,263.55,259.35,63.252,,543895,M 
Maiden Forgings Ltd.,62000,109.35,114.8,67.797,,543874,M 
Dev Labtech Venture Ltd.,26000,59.06,58.51,15.3556,,543848,M 
Command Polymers Ltd.,4000,25.4,25.4,1.016,,543843,M 
Bright Outdoor Media Ltd.,11000,444.0,458.5,48.84,,543831,M 
Labelkraft Technologies Ltd.,4000,79.1,83.0,3.164,,543830,M 
Sudarshan Pharma Industries Lt,110400,82.63,84.81,91.22352,,543828,M 
Prospect Commodities Ltd.,8000,65.0,66.05,5.2,,543814,M 
ITCONS E-Solutions Ltd.,18000,49.5,51.32,8.91,,543806,M 
RESGEN Ltd.,108000,68.46,70.98,73.93679999999999,,543805,M 
S.V.J. Enterprises Ltd.,252000,73.11,76.95,184.2372,,543799,M 
Patron Exim Ltd.,24000,9.15,9.05,2.196,,543798,M 
Macfos Ltd.,31200,304.0,320.0,94.848,,543787,M 
