Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Ahasolar Technologies Ltd.,23200,368.25,386.0,85.434,,543941,M 
Kaka Industries Ltd.,42000,170.6,166.75,71.652,,543939,M 
Acceleratebs India Ltd.,54400,274.75,289.2,149.464,,543938,M 
Alphalogic Industries Ltd.,15600,236.5,229.95,36.894,,543937,M 
Veefin Solutions Ltd.,105600,236.45,220.1,249.6912,,543931,M 
Cosmic CRF Ltd.,50800,307.75,293.1,156.337,,543928,M 
Bizotic Commercial Ltd.,8000,60.45,57.58,4.836,,543926,M 
Sonalis Consumer Products Ltd.,12000,67.69,71.25,8.1228,,543924,M 
Comrade Appliances Ltd.,100000,164.0,164.65,164.0,,543921,M 
CFF Fluid Control Ltd.,232000,427.15,406.85,990.988,,543920,M 
Hemant Surgical Industries Ltd,41600,227.65,229.4,94.7024,,543916,M 
Innokaiz India Ltd.,132800,156.6,162.1,207.9648,,543905,M 
Retina Paints Ltd.,8000,55.51,57.1,4.4408,,543902,M 
Sancode Technologies Ltd.,3000,81.15,82.07,2.4345000000000003,,543897,M 
Exhicon Events Media Solutions,36000,314.3,299.35,113.148,,543895,M 
Maiden Forgings Ltd.,222000,107.11,104.2,237.7842,,543874,M 
Dev Labtech Venture Ltd.,26000,62.5,64.87,16.25,,543848,M 
Bright Outdoor Media Ltd.,6000,490.0,490.9,29.4,,543831,M 
Labelkraft Technologies Ltd.,2000,80.0,80.05,1.6,,543830,M 
Sudarshan Pharma Industries Lt,65600,82.63,84.3,54.20528,,543828,M 
ITCONS E-Solutions Ltd.,12000,42.81,43.15,5.1372,,543806,M 
RESGEN Ltd.,159000,80.66,75.61,128.2494,,543805,M 
S.V.J. Enterprises Ltd.,3000,94.46,99.43,2.8338,,543799,M 
Patron Exim Ltd.,12000,10.0,10.0,1.2,,543798,M 
Macfos Ltd.,15600,360.55,366.4,56.2458,,543787,M 
Sealmatic India Ltd.,9600,573.05,579.5,55.0128,,543782,M 
Indong Tea Company Ltd.,40000,21.0,20.2,8.4,,543769,M 
Earthstahl & Alloys Ltd.,99000,74.26,74.13,73.51740000000001,,543765,M 
Transvoy Logistics India Ltd.,4800,76.0,80.85,3.648,,543754,M 
