Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Ahasolar Technologies Ltd.,10400,372.0,371.55,38.688,,543941,M 
Kaka Industries Ltd.,192000,198.35,201.4,380.832,,543939,M 
Acceleratebs India Ltd.,17600,302.85,288.45,53.3016,,543938,M 
Alphalogic Industries Ltd.,16800,241.7,242.55,40.6056,,543937,M 
Veefin Solutions Ltd.,65600,276.1,251.0,181.1216,,543931,M 
Cosmic CRF Ltd.,74000,306.7,322.8,226.958,,543928,M 
Bizotic Commercial Ltd.,226400,66.64,63.47,150.87296,,543926,M 
Comrade Appliances Ltd.,14000,169.8,164.95,23.772,,543921,M 
CFF Fluid Control Ltd.,35200,470.9,448.5,165.7568,,543920,M 
Hemant Surgical Industries Ltd,43200,240.1,232.0,103.7232,,543916,M 
Innokaiz India Ltd.,62400,153.5,148.5,95.784,,543905,M 
Retina Paints Ltd.,16000,57.0,57.0,9.12,,543902,M 
Sancode Technologies Ltd.,12000,79.0,79.0,9.48,,543897,M 
Exhicon Events Media Solutions,26000,295.0,303.0,76.7,,543895,M 
Maiden Forgings Ltd.,174000,133.25,120.1,231.855,,543874,M 
Dev Labtech Venture Ltd.,14000,61.23,62.05,8.5722,,543848,M 
Bright Outdoor Media Ltd.,12000,460.05,474.0,55.206,,543831,M 
Labelkraft Technologies Ltd.,2000,80.0,80.0,1.6,,543830,M 
Sudarshan Pharma Industries Lt,33600,83.99,83.33,28.22064,,543828,M 
Prospect Commodities Ltd.,2000,75.0,75.0,1.5,,543814,M 
ITCONS E-Solutions Ltd.,28000,45.55,44.0,12.754,,543806,M 
RESGEN Ltd.,75000,79.0,79.0,59.25,,543805,M 
Amanaya Ventures Ltd.,24000,12.62,14.0,3.0288,,543804,M 
Patron Exim Ltd.,48000,10.02,10.16,4.8096,,543798,M 
Macfos Ltd.,16800,376.0,374.55,63.168,,543787,M 
Sealmatic India Ltd.,8400,578.95,573.3,48.6318,,543782,M 
Indong Tea Company Ltd.,8000,20.03,20.05,1.6024,,543769,M 
Earthstahl & Alloys Ltd.,48000,71.0,71.05,34.08,,543765,M 
Transvoy Logistics India Ltd.,14400,76.0,75.3,10.944,,543754,M 
Dharni Capital Services Ltd.,6000,24.0,26.01,1.44,,543753,M 
Eastern Logica Infoway Ltd.,2400,600.15,600.1,14.4036,,543746,M 
SVS Ventures Ltd.,36000,7.55,7.55,2.718,,543745,M 
Droneacharya Aerial Innovation,41000,157.6,157.2,64.616,,543713,M 
PNGS Gargi Fashion Jewellery L,46000,246.95,223.9,113.597,,543709,M 
Ambo Agritec Ltd.,12000,32.98,30.95,3.9575999999999993,,543678,M 
Technopack Polymers Ltd.,94000,104.9,97.05,98.606,,543656,M 
DAPS Advertising Ltd.,12000,39.0,38.99,4.68,,543651,M 
Pace E-Commerce Ventures Ltd.,33600,21.21,21.71,7.12656,,543637,M 
Maagh Advertising And Marketin,24000,33.48,34.51,8.0352,,543624,M 
Vedant Asset Ltd.,3000,44.0,42.2,1.32,,543623,M 
Steelman Telecom Ltd.,14400,151.5,146.0,21.816,,543622,M 
Cargosol Logistics Ltd.,12000,46.95,46.0,5.634,,543621,M 
Insolation Energy Ltd.,173000,375.5,357.65,649.615,,543620,M 
Concord Control Systems Ltd.,16500,515.3,475.4,85.0245,,543619,M 
Cargotrans Maritime Ltd.,6000,80.5,79.3,4.83,,543618,M 
Reetech International Cargo an,2400,62.45,61.9,1.4988,,543617,M 
Trident Lifeline Ltd.,6000,199.4,210.0,11.964,,543616,M 
Silicon Rental Solutions Ltd.,80800,182.4,152.0,147.3792,,543615,M 
Mafia Trends Ltd.,8000,16.5,15.99,1.32,,543613,M 
Containe Technologies Ltd.,2000,68.5,70.15,1.37,,543606,M 
Virtuoso Optoelectronics Ltd.,154000,281.95,245.2,434.203,,543597,M 
EP Biocomposites Ltd.,500,229.8,229.8,1.149,,543595,M 
Dipna Pharmachem Ltd.,18000,21.95,21.53,3.951,,543594,M 
Rhetan TMT Ltd.,52500,9.85,10.12,5.17125,,543590,M 
Naturo Indiabull Ltd.,68000,17.8,15.3,12.104,,543579,M 
Olatech Solutions Ltd.,2000,190.0,194.0,3.8,,543578,M 
Healthy Life Agritec Ltd.,190000,5.13,4.98,9.747,,543546,M 
Veerkrupa Jewellers Ltd.,66800,2.53,2.66,1.69004,,543545,M 
Jayant Infratech Ltd.,2250,93.81,95.8,2.110725,,543544,M 
B-Right Real Estate Ltd.,1600,135.0,135.0,2.16,,543543,M 
Kesar India Ltd.,3200,215.0,215.0,6.88,,543542,M 
Sailani Tours N Travels Ltd.,4800,27.4,26.6,1.3152,,543541,M 
Pearl Green Clubs And Resorts ,1200,185.95,190.0,2.2314,,543540,M 
Modi's Navnirman Ltd.,4800,177.5,173.5,8.52,,543539,M 
Global Longlife Hospital and R,2000,47.0,47.48,0.94,,543520,M 
Shashwat Furnishing Solutions ,3000,33.6,28.0,1.008,,543519,M 
Eighty Jewellers Ltd.,3000,48.99,47.99,1.4697,,543518,M 
Dhyaani Tile and Marblez Ltd.,13000,143.0,138.0,18.59,,543516,M 
Sunrise Efficient Marketing Lt,33500,225.25,227.85,75.45875,,543515,M 
EVOQ Remedies Ltd.,40000,15.04,15.35,6.016,,543500,M 
Bhatia Colour Chem Ltd.,19200,56.0,54.06,10.752,,543497,M 
Maruti Interior Products Ltd.,9000,201.0,199.5,18.09,,543464,M 
Alkosign Ltd.,81000,134.2,122.0,108.702,,543453,M 
Brandbucket Media & Technology,4000,21.54,21.53,0.8616,,543439,M 
Clara Industries Ltd.,8300,193.5,190.0,16.0605,,543435,M 
DMR Hydroengineering & Infrast,6000,66.36,69.85,3.9816,,543410,M 
Omnipotent Industries Ltd.,26000,8.05,7.87,2.0930000000000004,,543400,M 
Suyog Gurbaxani Funicular Rope,6000,66.75,78.1,4.005,,543391,M 
Promax Power Ltd.,2500,59.1,64.0,1.4775,,543375,M 
Shri Venkatesh Refineries Ltd.,35000,217.85,198.05,76.2475,,543373,M 
SBL Infratech Ltd.,28800,74.96,79.76,21.58848,,543366,M 
Markolines Pavement Technologi,13600,142.2,143.55,19.339199999999998,,543364,M 
Prevest Denpro Ltd.,18400,490.45,489.25,90.2428,,543363,M 
PlatinumOne Business Services ,600,222.5,218.55,1.335,,543352,M 
Aashka Hospitals Ltd.,9000,63.25,62.91,5.6925,,543346,M 
Gretex Corporate Services Ltd.,3240,302.0,305.0,9.7848,,543324,M 
AA Plus Tradelink Ltd.,48000,11.91,11.35,5.7168,,543319,M 
Navoday Enterprises Ltd.,60000,9.6,9.7,5.76,,543305,M 
Suumaya Corporation Ltd.,32400,8.23,7.84,2.66652,,543274,M 
Knowledge Marine & Engineering,8000,1702.25,1740.35,136.18,,543273,M 
MRP Agro Ltd.,19000,149.0,142.2,28.31,,543262,M 
Shine Fashion (India) Ltd.,6000,56.0,56.0,3.36,,543244,M 
Veer Global Infraconstruction ,2200,109.5,105.75,2.409,,543241,M 
