Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Ahasolar Technologies Ltd.,8000,323.0,339.95,25.84,,543941,M 
Kaka Industries Ltd.,108000,181.0,179.5,195.48,,543939,M 
Acceleratebs India Ltd.,22400,236.8,247.6,53.0432,,543938,M 
Alphalogic Industries Ltd.,4800,202.0,200.75,9.696,,543937,M 
Veefin Solutions Ltd.,131200,211.9,222.7,278.0128,,543931,M 
Cosmic CRF Ltd.,10800,233.55,241.25,25.2234,,543928,M 
Bizotic Commercial Ltd.,21600,64.5,66.43,13.932,,543926,M 
CFF Fluid Control Ltd.,12800,409.8,421.0,52.4544,,543920,M 
Hemant Surgical Industries Ltd,43200,209.5,209.45,90.504,,543916,M 
Innokaiz India Ltd.,8000,138.55,137.25,11.084,,543905,M 
Retina Paints Ltd.,56000,58.75,58.9,32.9,,543902,M 
Sancode Technologies Ltd.,6000,98.38,103.55,5.9028,,543897,M 
Exhicon Events Media Solutions,12000,281.5,292.1,33.78,,543895,M 
Maiden Forgings Ltd.,42000,108.6,112.0,45.612,,543874,M 
Dev Labtech Venture Ltd.,14000,59.3,59.05,8.302,,543848,M 
Bright Outdoor Media Ltd.,3000,464.0,468.5,13.92,,543831,M 
Labelkraft Technologies Ltd.,4000,87.0,86.5,3.48,,543830,M 
Sudarshan Pharma Industries Lt,144000,86.25,86.21,124.2,,543828,M 
Prospect Commodities Ltd.,2000,72.5,73.4,1.45,,543814,M 
ITCONS E-Solutions Ltd.,12000,52.0,52.74,6.24,,543806,M 
RESGEN Ltd.,75000,75.95,77.83,56.9625,,543805,M 
Patron Exim Ltd.,12000,9.51,9.93,1.1412,,543798,M 
Macfos Ltd.,6000,340.3,332.5,20.418,,543787,M 
Sealmatic India Ltd.,10200,489.0,500.5,49.878,,543782,M 
Indong Tea Company Ltd.,36000,22.2,24.0,7.992,,543769,M 
Earthstahl & Alloys Ltd.,63000,62.0,62.99,39.06,,543765,M 
Transvoy Logistics India Ltd.,0,75.01,75.01,0.0,,543754,M 
Eastern Logica Infoway Ltd.,1200,583.8,584.95,7.0056,,543746,M 
Rex Sealing and Packing Indust,0,100.0,103.6,0.0,,543744,M 
Droneacharya Aerial Innovation,72000,185.55,176.05,133.596,,543713,M 
PNGS Gargi Fashion Jewellery L,4000,282.0,299.0,11.28,,543709,M 
Technopack Polymers Ltd.,16000,96.26,99.0,15.4016,,543656,M 
DAPS Advertising Ltd.,4000,37.5,37.95,1.5,,543651,M 
Pace E-Commerce Ventures Ltd.,3600,20.55,20.8,0.7398,,543637,M 
Maagh Advertising And Marketin,8000,39.85,37.96,3.188,,543624,M 
Steelman Telecom Ltd.,68400,161.0,163.35,110.124,,543622,M 
Insolation Energy Ltd.,10000,420.5,419.2,42.05,,543620,M 
Concord Control Systems Ltd.,8000,611.45,623.8,48.916,,543619,M 
Cargotrans Maritime Ltd.,0,85.05,84.5,0.0,,543618,M 
Reetech International Cargo an,3600,58.1,58.1,2.0916,,543617,M 
Trident Lifeline Ltd.,0,179.25,180.0,0.0,,543616,M 
