Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
,7731056,999.99,1000.0,77309.78689440001,LIQUIDBEES,,EQ
Suzlon Energy Ltd.,93349960,27.65,29.1,25811.26394,SUZLON,532667,EQ
Zomato Ltd.,17284659,103.9,104.45,17958.760701000003,ZOMATO,543320,EQ
JIO Financial Services,7350154,219.65,225.1,16144.613261000002,JIOFIN,543940,EQ
Union Bank Of India,15669564,99.35,105.3,15567.711833999998,UNIONBANK,532477,EQ
Indian Railway Finance Corpora,20519468,71.15,74.85,14599.601482,IRFC,543257,EQ
Rail Vikas Nigam Ltd.,8448675,161.25,170.05,13623.4884375,RVNL,542649,EQ
Adani Power Ltd.,3613768,342.0,364.3,12359.08656,ADANIPOWER,533096,EQ
BSE Ltd.,760953,1383.95,1401.5,10531.209043500001,BSE,,EQ
Godrej Industries Ltd.,1503810,678.25,719.1,10199.591325,GODREJIND,500164,EQ
JSW Energy Ltd.,2328259,412.4,419.65,9601.740115999999,JSWENERGY,533148,EQ
Oil India Ltd.,2986847,311.25,295.75,9296.5612875,OIL,533106,EQ
JSW Infrastrucutre,5358369,162.85,171.6,8726.1039165,JSWINFRA,543994,EQ
Yes Bank Ltd.,51492140,16.9,17.3,8702.171659999998,YESBANK,532648,EQ
Bank Of Maharashtra,18949970,45.3,48.55,8584.33641,MAHABANK,532525,EQ
Prestige Estates Projects Ltd.,1255106,670.5,667.7,8415.48573,PRESTIGE,533274,EQ
ITI Ltd.,3842516,215.0,192.0,8261.4094,ITI,523610,EQ
Ujjivan Small Finance Bank Ltd,14270734,57.35,60.1,8184.265949,UJJIVANSFB,542904,EQ
,16204315,48.88,48.38,7920.669172000001,GOLDBEES,,EQ
,777131,999.99,1000.0,7771.232286900001,LIQUIDETF,,EQ
One97 Communications Ltd.,851360,905.2,928.3,7706.51072,PAYTM,543396,EQ
,738598,999.99,1000.01,7385.9061402,,590096,F 
NHPC Ltd.,13600667,52.0,53.15,7072.34684,NHPC,533098,EQ
PCBL Ltd.,3511514,199.2,197.3,6994.935888,PCBL,506590,EQ
Infibeam Avenues Ltd.,33240808,20.4,20.25,6781.1248319999995,INFIBEAM,539807,EQ
Central Depository Services (I,476562,1308.55,1347.85,6236.052051000001,CDSL,,EQ
SJVN Ltd.,8841355,69.7,72.65,6162.424435,SJVN,533206,EQ
Kalyan Jewellers India Ltd.,2357408,251.25,258.15,5922.9876,KALYANKJIL,543278,EQ
Avenue Supermarts Ltd.,152523,3798.6,3833.95,5793.738678,DMART,540376,EQ
CRISIL Ltd.,144884,3897.6,3842.95,5646.998783999999,CRISIL,500092,EQ
Jaiprakash Power Ventures Ltd.,61099315,9.05,9.8,5529.4880075,JPPOWER,532627,EQ
Sanghi Industries Ltd.,4174727,131.7,125.5,5498.115459,SANGHIIND,526521,BE
Angel One Ltd.,268148,2040.35,1977.65,5471.1577179999995,ANGELONE,543235,EQ
Aavas Financiers Ltd.,306531,1764.7,1725.6,5409.352557,AAVAS,541988,EQ
APL Apollo Tubes Ltd.,339083,1574.35,1619.3,5338.3532104999995,APLAPOLLO,533758,EQ
Tube Investments of India Ltd.,179994,2932.0,2974.9,5277.42408,TIINDIA,540762,EQ
The South Indian Bank Ltd.,20348783,25.75,26.7,5239.8116225,SOUTHBANK,532218,EQ
Indian Overseas Bank,11926469,43.3,46.25,5164.161077,IOB,532388,EQ
NBCC (India) Ltd.,8926336,57.8,61.05,5159.422208,NBCC,534309,EQ
Ircon International Ltd.,3843569,132.9,141.55,5108.103201,IRCON,541956,EQ
Supreme Industries Ltd.,127014,4011.8,3912.5,5095.547652,SUPREMEIND,509930,EQ
,1128743,448.48,452.67,5062.1866064000005,BANKBEES,,EQ
Cyient Ltd.,302993,1648.45,1682.2,4994.6881085,CYIENT,532175,EQ
Tata Motors Ltd. - DVR Ordinar,1202784,409.1,418.3,4920.589344,TATAMTRDVR,570001,EQ
JSW Holdings Ltd.,101734,4834.8,4982.4,4918.635432,JSWHL,532642,EQ
Varun Beverages Ltd.,520283,928.95,927.05,4833.1689285,VBL,540180,EQ
Mazagon Dock Shipbuilders Ltd.,221029,2073.35,2150.55,4582.7047715,MAZDOCK,543237,EQ
Sona BLW Precision Forgings Lt,819811,555.1,569.1,4550.770861,SONACOMS,543300,EQ
Bank Of India,4212888,104.3,108.55,4394.042184,BANKINDIA,532149,EQ
Electronics Mart India Ltd.,2890922,148.85,150.45,4303.1373969999995,EMIL,543626,EQ
Suzlon Energy Ltd.,93349960,27.65,29.1,25811.26394,SUZLON,532667,EQ
Jaiprakash Power Ventures Ltd.,61099315,9.05,9.8,5529.4880075,JPPOWER,532627,EQ
Yes Bank Ltd.,51492140,16.9,17.3,8702.171659999998,YESBANK,532648,EQ
Infibeam Avenues Ltd.,33240808,20.4,20.25,6781.1248319999995,INFIBEAM,539807,EQ
RattanIndia Power Ltd.,32099005,6.65,6.95,2134.5838325,RTNPOWER,533122,EQ
