Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
,8994144,1000.0,1000.0,89941.44,LIQUIDBEES,,EQ
Suzlon Energy Ltd.,122483480,29.1,29.5,35642.69268,SUZLON,532667,EQ
Zomato Ltd.,26082842,104.45,105.4,27243.528469,ZOMATO,543320,EQ
One97 Communications Ltd.,2872948,928.3,895.1,26669.576284000002,PAYTM,543396,EQ
BSE Ltd.,1026436,1401.5,1326.1,14385.50054,BSE,,EQ
PCBL Ltd.,6911707,197.3,183.45,13636.797911000001,PCBL,506590,EQ
Ujjivan Small Finance Bank Ltd,21060797,60.1,56.9,12657.538997,UJJIVANSFB,542904,EQ
JIO Financial Services,5558067,225.1,225.4,12511.208817,JIOFIN,543940,EQ
JSW Energy Ltd.,2813108,419.65,413.5,11805.207722000001,JSWENERGY,533148,EQ
Kalyan Jewellers India Ltd.,4347515,258.15,234.4,11223.1099725,KALYANKJIL,543278,EQ
NBCC (India) Ltd.,18219657,61.05,57.75,11123.1005985,NBCC,534309,EQ
Varun Beverages Ltd.,1145213,927.05,921.1,10616.6971165,VBL,540180,EQ
JSW Infrastrucutre,6081617,171.6,163.8,10436.054772,JSWINFRA,543994,EQ
Strides Pharma Science Ltd.,1970589,500.45,508.9,9861.8126505,STAR,532531,EQ
,949073,1000.0,999.99,9490.73,LIQUIDETF,,EQ
Union Bank Of India,8864078,105.3,105.5,9333.874134,UNIONBANK,532477,EQ
Central Depository Services (I,691674,1347.85,1325.25,9322.728009,CDSL,,EQ
Godrej Industries Ltd.,1111699,719.1,601.05,7994.227508999999,GODREJIND,500164,EQ
Yes Bank Ltd.,44370431,17.3,17.15,7676.084563,YESBANK,532648,EQ
Max Healthcare Institute Ltd.,1331035,560.7,562.5,7463.113245000001,MAXHEALTH,543220,EQ
Easy Trip Planners Ltd.,17613561,42.35,41.7,7459.3430835,EASEMYTRIP,543272,EQ
Poonawalla Fincorp Ltd.,1880496,388.95,378.2,7314.189191999999,POONAWALLA,524000,EQ
The Jammu & Kashmir Bank Ltd.,6375120,114.0,107.4,7267.6368,J&KBANK,532209,EQ
Signature Global,1463831,483.7,472.75,7080.550546999999,SIGNATURE,543990,EQ
Indian Railway Finance Corpora,9245170,74.85,74.35,6920.009745,IRFC,543257,EQ
PB Fintech Ltd.,891429,761.9,767.0,6791.797551000001,POLICYBZR,543390,EQ
Angel One Ltd.,338743,1977.65,1989.2,6699.1509395,ANGELONE,543235,EQ
Indian Overseas Bank,14454126,46.25,46.95,6685.033275,IOB,532388,EQ
Infibeam Avenues Ltd.,32285046,20.25,19.7,6537.721815,INFIBEAM,539807,EQ
Valiant Laboratories Limited,3626356,170.25,140.0,6173.87109,VALIANTLAB,543998,BE
IRB Infrastructure Developers ,18744456,32.5,31.0,6091.9482,IRB,532947,EQ
Avenue Supermarts Ltd.,156149,3833.95,3861.5,5986.6745855,DMART,540376,EQ
Hindustan Construction Company,20378713,28.55,27.8,5818.122561499999,HCC,500185,EQ
Equitas Small Finance Bank Ltd,6153848,93.95,91.8,5781.540196,EQUITASBNK,543243,EQ
Supreme Industries Ltd.,144205,3912.5,3861.85,5642.020625,SUPREMEIND,509930,EQ
Lemon Tree Hotels Ltd.,4749184,118.75,117.9,5639.656,LEMONTREE,541233,EQ
,552624,999.96,1000.0,5526.0189504,ICICILIQ,,EQ
,16176422,34.01,33.76,5501.601122199999,ITBEES,,EQ
Vinyas Innovative Technologies,1567200,346.5,165.0,5430.348,VINYAS,,ST
Edelweiss Financial Services L,7658153,69.8,73.9,5345.390794,EDELWEISS,532922,EQ
SJVN Ltd.,7048057,72.65,72.7,5120.4134105,SJVN,533206,EQ
Raymond Ltd.,286306,1780.6,1785.9,5097.964636,RAYMOND,500330,EQ
HBL Power Systems Ltd.,1722945,290.95,277.7,5012.9084775,HBLPOWER,517271,EQ
Jai Balaji Industries Ltd.,979269,507.15,483.1,4966.362733499999,JAIBALAJI,532976,BE
Prestige Estates Projects Ltd.,738971,667.7,671.3,4934.109367000001,PRESTIGE,533274,EQ
CG Power and Industrial Soluti,1168370,418.75,426.0,4892.549375,CGPOWER,500093,EQ
,9695463,48.38,48.25,4690.6649994,GOLDBEES,,EQ
PNB Gilts Ltd.,5177166,90.0,76.8,4659.4494,PNBGILTS,532366,EQ
Rail Vikas Nigam Ltd.,2704430,170.05,170.2,4598.883215000001,RVNL,542649,EQ
,2118605,216.62,215.53,4589.322151,NIFTYBEES,,EQ
Suzlon Energy Ltd.,122483480,29.1,29.5,35642.69268,SUZLON,532667,EQ
Yes Bank Ltd.,44370431,17.3,17.15,7676.084563,YESBANK,532648,EQ
FCS Software Solutions Ltd.,39556462,3.05,2.65,1206.4720909999999,FCSSOFT,532666,EQ
Infibeam Avenues Ltd.,32285046,20.25,19.7,6537.721815,INFIBEAM,539807,EQ
RattanIndia Power Ltd.,29221107,6.95,6.8,2030.8669365,RTNPOWER,533122,EQ
Zomato Ltd.,26082842,104.45,105.4,27243.528469,ZOMATO,543320,EQ
Jaiprakash Power Ventures Ltd.,23473447,9.8,9.8,2300.3978060000004,JPPOWER,532627,EQ
Ujjivan Small Finance Bank Ltd,21060797,60.1,56.9,12657.538997,UJJIVANSFB,542904,EQ
Hindustan Construction Company,20378713,28.55,27.8,5818.122561499999,HCC,500185,EQ
IRB Infrastructure Developers ,18744456,32.5,31.0,6091.9482,IRB,532947,EQ
NBCC (India) Ltd.,18219657,61.05,57.75,11123.1005985,NBCC,534309,EQ
Easy Trip Planners Ltd.,17613561,42.35,41.7,7459.3430835,EASEMYTRIP,543272,EQ
IFCI Ltd.,16570611,24.5,23.25,4059.799695,IFCI,500106,EQ
,16176422,34.01,33.76,5501.601122199999,ITBEES,,EQ
Indian Overseas Bank,14454126,46.25,46.95,6685.033275,IOB,532388,EQ
Brightcom Group Ltd.,12921568,17.85,18.75,2306.4998880000003,BCG,532368,EQ
The South Indian Bank Ltd.,12719938,26.7,26.45,3396.2234459999995,SOUTHBANK,532218,EQ
Orient Green Power Company Ltd,10068662,14.05,13.4,1414.647011,GREENPOWER,533263,BE
,9695463,48.38,48.25,4690.6649994,GOLDBEES,,EQ
Reliance Power Ltd.,9633515,18.85,18.9,1815.9175775,RPOWER,532939,EQ
Indian Railway Finance Corpora,9245170,74.85,74.35,6920.009745,IRFC,543257,EQ
,8994144,1000.0,1000.0,89941.44,LIQUIDBEES,,EQ
Union Bank Of India,8864078,105.3,105.5,9333.874134,UNIONBANK,532477,EQ
Bank Of Maharashtra,8711243,48.55,48.8,4229.308476499999,MAHABANK,532525,EQ
UCO Bank,8414659,43.2,43.7,3635.132688,UCOBANK,532505,EQ
Edelweiss Financial Services L,7658153,69.8,73.9,5345.390794,EDELWEISS,532922,EQ
SJVN Ltd.,7048057,72.65,72.7,5120.4134105,SJVN,533206,EQ
PCBL Ltd.,6911707,197.3,183.45,13636.797911000001,PCBL,506590,EQ
MSP Steel & Power Ltd.,6713673,18.8,19.15,1262.1705240000001,MSPL,532650,BE
Utkarsh Small Finance Bank Ltd,6607780,58.75,59.55,3882.07075,UTKARSHBNK,543942,EQ
The Jammu & Kashmir Bank Ltd.,6375120,114.0,107.4,7267.6368,J&KBANK,532209,EQ
PC Jeweller Ltd.,6176581,27.1,25.85,1673.853451,PCJEWELLER,534809,EQ
Equitas Small Finance Bank Ltd,6153848,93.95,91.8,5781.540196,EQUITASBNK,543243,EQ
JSW Infrastrucutre,6081617,171.6,163.8,10436.054772,JSWINFRA,543994,EQ
Hathway Cable & Datacom Ltd.,6036013,20.6,21.05,1243.4186780000002,HATHWAY,533162,EQ
Central Bank Of India,5924854,49.95,50.1,2959.464573,CENTRALBK,532885,EQ
NHPC Ltd.,5687611,53.15,53.05,3022.9652465,NHPC,533098,EQ
JIO Financial Services,5558067,225.1,225.4,12511.208817,JIOFIN,543940,EQ
TV18 Broadcast Ltd.,5377901,46.2,46.75,2484.590262,TV18BRDCST,532800,EQ
Bajaj Hindusthan Sugar Ltd.,5279194,25.7,25.4,1356.7528579999998,BAJAJHIND,500032,EQ
Trident Ltd.,5222397,38.5,37.5,2010.622845,TRIDENT,521064,EQ
PNB Gilts Ltd.,5177166,90.0,76.8,4659.4494,PNBGILTS,532366,EQ
Vascon Engineers Ltd.,4998990,72.55,69.9,3626.767245,VASCONEQ,533156,EQ
Jain Irrigation Systems Ltd.,4798157,65.05,63.25,3121.2011285,JISLJALEQS,500219,EQ
Lemon Tree Hotels Ltd.,4749184,118.75,117.9,5639.656,LEMONTREE,541233,EQ
Housing & Urban Development Co,4609791,92.15,90.25,4247.922406500001,HUDCO,540530,EQ
,4430129,49.71,50.1,2202.2171259,HDFCGOLD,,EQ
Kalyan Jewellers India Ltd.,4347515,258.15,234.4,11223.1099725,KALYANKJIL,543278,EQ
Network 18 Media & Investments,4179869,72.4,72.85,3026.2251560000004,NETWORK18,532798,EQ
Mangalore Refinery And Petroch,4137791,96.45,98.8,3990.8994195,MRPL,500109,EQ
