Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
,4168665,999.99,999.99,41686.2331335,LIQUIDBEES,,EQ
Suzlon Energy Ltd.,103743398,26.35,27.65,27336.385373,SUZLON,532667,BE
Zomato Ltd.,23837250,106.05,103.9,25279.403625,ZOMATO,543320,EQ
Gujarat Mineral Development Co,6565181,382.35,319.55,25101.969553500003,GMDCLTD,532181,EQ
One97 Communications Ltd.,1908117,949.7,905.2,18121.387149000002,PAYTM,543396,EQ
Indian Railway Finance Corpora,23239064,75.65,71.15,17580.351916,IRFC,543257,EQ
JIO Financial Services,7878834,220.15,219.65,17345.253051,JIOFIN,543940,EQ
NBCC (India) Ltd.,23837668,61.85,57.8,14743.597657999999,NBCC,534309,EQ
Adani Total Gas Ltd.,2276533,607.8,590.3,13836.767573999998,ATGL,542066,EQ
JSW Energy Ltd.,3354810,408.55,412.4,13706.076255,JSWENERGY,533148,EQ
Max Healthcare Institute Ltd.,2135462,555.0,568.6,11851.8141,MAXHEALTH,543220,EQ
BSE Ltd.,819728,1434.4,1383.95,11758.178432,BSE,,EQ
Prestige Estates Projects Ltd.,1450125,727.5,670.5,10549.659375,PRESTIGE,533274,EQ
Varun Beverages Ltd.,1058597,927.95,928.95,9823.2508615,VBL,540180,EQ
JSW Infrastrucutre,5526535,169.75,162.85,9381.2931625,JSWINFRA,543994,EQ
Infibeam Avenues Ltd.,40764803,22.25,20.4,9070.1686675,INFIBEAM,539807,EQ
Union Bank Of India,8485834,104.15,99.35,8837.996111,UNIONBANK,532477,EQ
PB Fintech Ltd.,1134371,752.95,757.1,8541.2464445,POLICYBZR,543390,EQ
Macrotech Developers Ltd.,937901,800.35,777.2,7506.4906535,LODHA,543287,EQ
KPIT Technologies Ltd.,643715,1165.05,1133.2,7499.6016075,KPITTECH,542651,EQ
Avenue Supermarts Ltd.,191856,3793.8,3798.6,7278.632928000001,DMART,540376,EQ
Rail Vikas Nigam Ltd.,4104651,165.35,161.25,6787.0404285,RVNL,542649,EQ
Mazagon Dock Shipbuilders Ltd.,311587,2167.55,2073.35,6753.8040185,MAZDOCK,543237,EQ
ITI Ltd.,2838722,221.7,215.0,6293.446674,ITI,523610,EQ
Patanjali Foods Ltd.,475142,1299.15,1246.8,6172.807293000001,PATANJALI,500368,BE
Century Textiles & Industries ,513992,1146.95,1099.0,5895.231244,CENTURYTEX,500040,EQ
Sobha Ltd.,735703,762.85,713.55,5612.3103355,SOBHA,532784,EQ
IRB Infrastructure Developers ,17057950,32.8,31.2,5595.0076,IRB,532947,EQ
Yes Bank Ltd.,31884033,17.05,16.9,5436.2276265,YESBANK,532648,EQ
Angel One Ltd.,261440,2071.7,2040.35,5416.25248,ANGELONE,543235,EQ
Bank Of Maharashtra,11174287,47.15,45.3,5268.6763205,MAHABANK,532525,EQ
Central Depository Services (I,392175,1322.4,1308.55,5186.122200000001,CDSL,,EQ
Signature Global,1033801,498.35,482.15,5151.947283500001,SIGNATURE,543990,EQ
CreditAccess Grameen Ltd.,373964,1351.45,1312.65,5053.9364780000005,CREDITACC,541770,EQ
Minda Corporation Ltd.,1506879,334.3,326.6,5037.496497,MINDACORP,538962,EQ
Kalyan Jewellers India Ltd.,1920163,262.05,251.25,5031.7871415,KALYANKJIL,543278,EQ
APL Apollo Tubes Ltd.,310734,1614.9,1574.35,5018.043366,APLAPOLLO,533758,EQ
Ashoka Buildcon Ltd.,3727064,132.65,125.1,4943.950396,ASHOKA,533271,EQ
Oil India Ltd.,1542037,319.45,311.25,4926.0371964999995,OIL,533106,EQ
Adani Power Ltd.,1389460,349.65,342.0,4858.246889999999,ADANIPOWER,533096,EQ
