Company Name,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Code,BSE_Code,Segment
Ahasolar Technologies Ltd.,10400,315.05,300.05,32.7652,,543941,M 
Kaka Industries Ltd.,52000,178.0,172.05,92.56,,543939,M 
Acceleratebs India Ltd.,6400,218.15,228.45,13.9616,,543938,M 
Alphalogic Industries Ltd.,31200,200.1,190.6,62.4312,,543937,M 
Veefin Solutions Ltd.,25600,211.0,212.9,54.016,,543931,M 
Cosmic CRF Ltd.,10000,243.8,246.6,24.38,,543928,M 
Bizotic Commercial Ltd.,13600,61.75,61.75,8.398,,543926,M 
Comrade Appliances Ltd.,2000,146.5,152.0,2.93,,543921,M 
CFF Fluid Control Ltd.,54400,388.1,408.5,211.1264,,543920,M 
Hemant Surgical Industries Ltd,12800,200.5,202.0,25.664,,543916,M 
Retina Paints Ltd.,4000,68.95,68.4,2.758,,543902,M 
Sancode Technologies Ltd.,9000,89.35,94.05,8.0415,,543897,M 
Exhicon Events Media Solutions,8000,284.0,271.75,22.72,,543895,M 
Maiden Forgings Ltd.,40000,110.3,110.5,44.12,,543874,M 
Dev Labtech Venture Ltd.,30000,59.05,59.13,17.715,,543848,M 
Command Polymers Ltd.,4000,25.4,25.4,1.016,,543843,M 
Bright Outdoor Media Ltd.,3000,470.0,470.55,14.1,,543831,M 
Labelkraft Technologies Ltd.,4000,73.0,73.0,2.92,,543830,M 
Sudarshan Pharma Industries Lt,12800,81.4,84.09,10.419200000000002,,543828,M 
Prospect Commodities Ltd.,2000,64.0,66.8,1.28,,543814,M 
ITCONS E-Solutions Ltd.,12000,50.8,50.7,6.096,,543806,M 
RESGEN Ltd.,66000,67.76,69.38,44.7216,,543805,M 
S.V.J. Enterprises Ltd.,3000,62.7,65.99,1.881,,543799,M 
Patron Exim Ltd.,16000,9.66,9.45,1.5456,,543798,M 
Macfos Ltd.,3600,307.0,305.0,11.052,,543787,M 
Sealmatic India Ltd.,2400,505.8,500.6,12.1392,,543782,M 
Earthstahl & Alloys Ltd.,21000,56.13,56.0,11.7873,,543765,M 
Transvoy Logistics India Ltd.,1600,68.35,72.98,1.0936,,543754,M 
Eastern Logica Infoway Ltd.,1200,599.1,600.05,7.1892,,543746,M 
SVS Ventures Ltd.,24000,8.29,8.79,1.9895999999999998,,543745,M 
Droneacharya Aerial Innovation,39000,178.45,177.85,69.5955,,543713,M 
PNGS Gargi Fashion Jewellery L,4000,248.25,253.95,9.93,,543709,M 
Ambo Agritec Ltd.,4000,30.0,31.25,1.2,,543678,M 
